Var1,bar_fence,spd_init_1_5,Vtke_init_1_5,spd_init_3,Vtke_init_3,spd_init_4_5,Vtke_init_4_5,spd_init_6,Vtke_init_6,spd_init_10,Vtke_init_10,bar_fence_1,spd_rel_1_5,Vtke_rel_1_5,spd_rel_3,Vtke_rel_3,spd_rel_4_5,Vtke_rel_4_5,spd_rel_6,Vtke_rel_6,spd_rel_8_5,Vtke_rel_8_5,spd_rel_10,Vtke_rel_10,spd_rel_15,Vtke_rel_15,spd_rel_20,Vtke_rel_20,bar_fence_2,spd_uconv_1_5,Vtke_uconv_1_5,spd_uconv_3,Vtke_uconv_3,spd_uconv_4_5,Vtke_uconv_4_5,spd_uconv_6,Vtke_uconv_6,spd_uconv_10,Vtke_uconv_10,spd_lconv_1_5,Vtke_lconv_1_5,spd_lconv_3,Vtke_lconv_3,spd_lconv_4_5,Vtke_lconv_4_5,spd_lconv_6,Vtke_lconv_6,spd_lconv_8_5,Vtke_lconv_8_5,spd_lconv_10,Vtke_lconv_10,spd_lconv_15,Vtke_lconv_15,spd_lconv_20,Vtke_lconv_20
19:02:30,|,2.39490151405334,0.430009673454738,2.73859930038452,0.444837379470246,3.66237783432007,0.725106914217123,3.94085884094238,0.774499231876832,4.28845071792603,0.808620328051754,|,2.82656311988831,0.610489925723173,3.28131890296936,0.666562873551397,3.32199645042419,0.57818038133893,3.43477702140808,0.585959287874128,3.69098305702209,0.570632766261319,3.8995156288147,0.571426124107174,4.51778697967529,0.606111511408829,4.70077705383301,0.624349989242153,|,2.26648235321045,0.672245234125337,2.72953534126282,0.688447927325878,2.96353554725647,0.689198903663091,3.17442417144775,0.600576955836677,3.41907000541687,0.644402869761452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:07:30,|,2.48290920257568,0.405420161884305,2.80121994018555,0.427767806728028,3.98273158073425,0.732002771631743,4.2480640411377,0.714829116421363,4.46009349822998,0.57722510717709,|,2.86313772201538,0.565195203002438,3.30522203445435,0.541104195846733,3.50376439094543,0.618081998877014,3.56860709190369,0.617609380839545,3.81212520599365,0.610949984347308,4.01487922668457,0.618481372310276,4.52671766281128,0.636367209342426,4.70461750030518,0.773774911513365,|,2.38616275787354,0.581958273338541,2.82647490501404,0.590024743510924,2.99957847595215,0.597546639083625,3.17469501495361,0.684061669557851,3.52844285964966,0.717567860753675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:12:30,|,2.63092350959778,0.46259114883159,2.96226692199707,0.427979836513572,4.00934267044067,0.724280277486249,4.25191259384155,0.744579193456928,4.47944307327271,0.652855078804655,|,2.90606307983398,0.607403527991614,3.33255982398987,0.638934224459239,3.60031580924988,0.640488921227294,3.66237139701843,0.659263102587115,3.8761191368103,0.631494957777282,4.03495502471924,0.633409642236008,4.52757453918457,0.753753191971228,4.72561883926392,0.688156989849925,|,2.3925449848175,0.608400877554273,2.83147764205933,0.592512610679535,3.04180026054382,0.628654367343674,3.23173666000366,0.629429658630136,3.55740094184875,0.613319942444369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:17:30,|,2.70339822769165,0.470352453771601,3.00330877304077,0.501646241211713,4.01694440841675,0.578951148687146,4.26218318939209,0.588069220121277,4.4832558631897,0.693958077714595,|,2.9157395362854,0.632047806347311,3.49747467041016,0.60802049363217,3.60758304595947,0.669076369318669,3.75969839096069,0.65113496143724,4.03486299514771,0.691687882171757,4.24181890487671,0.699032966610639,4.63047933578491,0.683629846982222,4.90760040283203,0.691508980570668,|,2.43761682510376,0.558163370381231,2.84271645545959,0.615573771276821,3.04756474494934,0.571777545723688,3.24534821510315,0.582985153908089,3.55860662460327,0.609217189259473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:22:30,|,2.95759987831116,0.490430961570771,3.20916366577148,0.5253156126283,4.0450177192688,0.622247940046848,4.29091930389404,0.629587970894758,4.52150726318359,0.769725199042165,|,2.97788977622986,0.610393385407912,3.50291204452515,0.652011912571285,3.62121486663818,0.67342109826155,3.76574301719666,0.691124928888216,4.03951263427734,0.624624723779061,4.25005149841309,0.590423539029033,4.78782558441162,0.542991850382152,5.00922584533691,0.550963662424832,|,2.49751448631287,0.539317982711094,2.85027432441711,0.550144358270515,3.07153511047363,0.602773583645581,3.31309819221497,0.607081817916553,3.72155022621155,0.663844370078096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:27:30,|,3.10007452964783,0.584938899088377,3.39330077171326,0.664533193048596,4.04914665222168,0.673780572291381,4.3247218132019,0.695625604361917,4.5844349861145,0.697410098369893,|,3.14005637168884,0.717705018811446,3.70656061172485,0.584748708853615,3.73688530921936,0.590294526756994,3.82374668121338,0.5810482954427,4.04414749145508,0.583002985002988,4.25195980072021,0.61830189751639,4.82457637786865,0.662885795804958,5.04918050765991,0.660949168767348,|,2.58584594726563,0.630035908154435,3.00625038146973,0.66827625312926,3.21140718460083,0.628947422504292,3.41213417053223,0.614539704889039,3.73705410957336,0.617938655959644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:32:30,|,3.10014963150024,0.521582458501633,3.48489284515381,0.514313634152888,4.0868239402771,0.685985473788681,4.34747409820557,0.730936257800433,4.61531448364258,0.688452607948807,|,3.17990827560425,0.601890530262088,3.71594214439392,0.75001185874703,3.81209897994995,0.668542370249504,3.92110013961792,0.688748164070646,4.11447381973267,0.583460572889341,4.25469017028809,0.581590511194736,4.92549276351929,0.61314181243038,5.11676788330078,0.603256188341137,|,2.58903408050537,0.611810688744063,3.01403951644897,0.634801209259316,3.23352742195129,0.67738092313881,3.45065188407898,0.704560372416305,3.79854440689087,0.674335791594388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:37:30,|,3.14454770088196,0.629399588884937,3.51815319061279,0.604022082068427,4.18362808227539,0.668840358325045,4.42575550079346,0.675735954464529,4.63343572616577,0.728903000140535,|,3.20146560668945,0.716568814410783,3.79272246360779,0.68884688894478,3.85838389396667,0.637240324941021,3.92852711677551,0.600810754768308,4.15400505065918,0.64654550522658,4.2853741645813,0.704266892491587,5.02233982086182,0.675794780463446,5.28829336166382,0.687674668188283,|,2.61107659339905,0.644766542084371,3.02194571495056,0.654567762068162,3.28873682022095,0.638030263610487,3.51285409927368,0.662378920206066,3.90000677108765,0.747015643145285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:42:30,|,3.25708818435669,0.657692711336688,3.58212995529175,0.693085675551528,4.1841025352478,0.660800670095758,4.45540523529053,0.684069947184337,4.77108907699585,0.676713834712574,|,3.24743318557739,0.670805545689447,3.81582975387573,0.718440826407485,3.8594799041748,0.702461027191942,3.92919039726257,0.635964918599948,4.15431642532349,0.632350546977296,4.34185409545898,0.606259696922225,5.03794765472412,0.708076457938042,5.29162168502808,0.774701636317366,|,2.63914346694946,0.628802551581746,3.07498335838318,0.604599325394995,3.29512405395508,0.674171871465126,3.52203369140625,0.645705650126187,3.90410327911377,0.674474196372749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:47:30,|,3.26455473899841,0.59958346680575,3.58850502967834,0.648671736980811,4.30060958862305,0.714595350246946,4.56096839904785,0.731371719263999,4.85891103744507,0.754547809720085,|,3.28936982154846,0.714381198589169,3.82426238059998,0.707912572834754,3.86407089233398,0.611110480934659,3.95567536354065,0.68294853823743,4.18519020080566,0.688975874111627,4.35882997512817,0.656476730961339,5.05095195770264,0.721285354807187,5.30051851272583,0.727257396271574,|,2.64144968986511,0.588672985488462,3.09477877616882,0.615967078101131,3.33693337440491,0.643485712456314,3.52383518218994,0.685951211483801,3.93803596496582,0.66385572804602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:52:30,|,3.27138924598694,0.63813370886921,3.61182427406311,0.528716511691711,4.39856672286987,0.780659077799986,4.68740558624268,0.664793226763147,4.86297988891602,0.64740834374947,|,3.29217910766602,0.676432830154356,3.89770030975342,0.717643819510696,3.87891459465027,0.603834851721412,3.96005916595459,0.602626123429473,4.18593597412109,0.574484034002048,4.35938215255737,0.682705230928957,5.09544467926025,0.755411093996039,5.32008981704712,0.728601604020934,|,2.70332741737366,0.665182137468331,3.11282253265381,0.709471797745692,3.38537621498108,0.706684409472579,3.53769564628601,0.698615767836508,3.95440411567688,0.667766635276601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
