Var1,bar_fence,spd_init_1_5,Vtke_init_1_5,spd_init_3,Vtke_init_3,spd_init_4_5,Vtke_init_4_5,spd_init_6,Vtke_init_6,spd_init_10,Vtke_init_10,bar_fence_1,spd_rel_1_5,Vtke_rel_1_5,spd_rel_3,Vtke_rel_3,spd_rel_4_5,Vtke_rel_4_5,spd_rel_6,Vtke_rel_6,spd_rel_8_5,Vtke_rel_8_5,spd_rel_10,Vtke_rel_10,spd_rel_15,Vtke_rel_15,spd_rel_20,Vtke_rel_20,bar_fence_2,spd_uconv_1_5,Vtke_uconv_1_5,spd_uconv_3,Vtke_uconv_3,spd_uconv_4_5,Vtke_uconv_4_5,spd_uconv_6,Vtke_uconv_6,spd_uconv_10,Vtke_uconv_10,spd_lconv_1_5,Vtke_lconv_1_5,spd_lconv_3,Vtke_lconv_3,spd_lconv_4_5,Vtke_lconv_4_5,spd_lconv_6,Vtke_lconv_6,spd_lconv_8_5,Vtke_lconv_8_5,spd_lconv_10,Vtke_lconv_10,spd_lconv_15,Vtke_lconv_15,spd_lconv_20,Vtke_lconv_20
19:02:30,|,0.466508478,0.133118126113614,0.656011045,0.108114018517489,0.724145353,0.0490950863121759,0.796797395,0.0530774292896708,0.583891392,0.055537712412378,|,0.409762532,0.102975409686002,0.622021556,0.0854222863192036,0.671055019,0.128775653754893,0.661584973,0.133652345658428,0.583097279,0.131495767992738,0.420117706,0.129815985148209,0.299196661,0.0737224321356804,0.304344326,0.0747065191265126,|,0.181629047,0.126495136270135,0.12661092,0.091957370558319,0.140530899,0.100764393512788,0.134336993,0.109515884692587,0.264610797,0.125542385272863,0.381928086,0.104783746354098,0.385833174,0.116748719479059,0.490788341,0.163148090702895,0.519662321,0.113773775537248,0.583739996,0.114414164332918,0.616117358,0.0877850158056601,0.584744036,0.102060408582369,0.455106258,0.0863099820414765
19:07:30,|,0.583488524,0.0598370746276922,0.70404613,0.0444225168129857,0.748780131,0.0686252723127566,0.852002203,0.0575968228290415,0.81710887,0.0840186169845707,|,0.465844184,0.103828493199121,0.652021646,0.118094379629176,0.710576475,0.0688755145171345,0.895761967,0.0514144289086245,1.008142114,0.0619132053765592,0.92816782,0.0695768783433117,0.698387563,0.143140670321191,0.635928512,0.218939706312035,|,0.225658342,0.0987476126293694,0.190986931,0.145052181989793,0.159695238,0.093354608884618,0.164181873,0.0963441773020041,0.365992397,0.220767370777477,0.395445853,0.104675517672472,0.387761205,0.142574086004435,0.510003269,0.152221368407987,0.557892323,0.169859718591548,0.655102849,0.151578529152384,0.66617322,0.136047947430309,0.699703515,0.0867456281319122,0.559269845,0.0949346933423182
19:12:30,|,0.660915017,0.162701619537115,0.716543078,0.165715845651525,0.781304717,0.166793920752526,0.899493635,0.0576645168192711,0.829880595,0.0528115422990088,|,0.486237109,0.0979593078783226,0.653940082,0.0580142008477235,0.737659931,0.0582578964604799,0.919614613,0.0860541718918961,1.013807893,0.0589080087933721,0.9293015,0.0528747151292563,0.909783781,0.15160900863735,0.998747885,0.128959881358506,|,0.254576236,0.0940979516248893,0.204527438,0.0945906284998678,0.178950816,0.0899886576186132,0.249213398,0.0971446781867128,0.444233,0.0897695716821686,0.410756081,0.244400963582389,0.398679048,0.131077099449141,0.517553985,0.120611576973357,0.594027281,0.120840146474588,0.691202283,0.0738022391259236,0.68806684,0.0826493345405757,0.729532599,0.117009832920144,0.833933353,0.100503435264671
19:17:30,|,0.708715022,0.0682502600727646,0.751410961,0.0880254934663817,0.834198773,0.0530011226296198,0.918324709,0.0619362535192435,0.831005573,0.0636824858183159,|,0.49489814,0.0631217197167504,0.670844495,0.1151669787743,0.867263258,0.117099297606775,1.091355562,0.0925512317584158,1.037552357,0.0643249795957993,0.958116233,0.0930287670562176,1.003251433,0.0657531063904969,1.072887897,0.0962497428567994,|,0.301170468,0.189757243603505,0.324302167,0.0959305399755469,0.286879182,0.120033986853724,0.368530661,0.121579186129864,0.507844031,0.118114143945592,0.444284886,0.239779406955643,0.435674518,0.112658832321305,0.524928212,0.110298363541804,0.603313208,0.113627028034707,0.702413678,0.0961498335931997,0.720259011,0.0472577401067804,0.750626624,0.0967461394578616,0.865023553,0.081220825531387
19:22:30,|,0.731167257,0.147840422415522,0.80169028,0.0838035619768038,0.841430068,0.0674338935550959,1.007862329,0.186382884139075,1.055810928,0.111902041983156,|,0.505389988,0.19640067846115,0.688212931,0.149071082038067,0.945825696,0.107904103258403,1.095948935,0.193414213541818,1.064902544,0.148421937394713,1.039569139,0.0840330827710135,1.187291741,0.0665249239007456,1.226459861,0.0812391469674565,|,0.326052427,0.0888501885197775,0.334237069,0.0729853786727177,0.291338563,0.183640703549077,0.399585038,0.221050532684271,0.571292043,0.084674281809768,0.44792679,0.0963328630323007,0.512308657,0.0994615051163012,0.565656424,0.120608573492932,0.722499013,0.078101478859238,0.769349456,0.137858400179314,0.813958287,0.0667934989351509,0.924524963,0.0605061649751494,0.965714753,0.0676726680425709
19:27:30,|,0.731434643,0.0468050798525117,0.867133319,0.0557136114428063,0.91187638,0.0797444386775655,1.075202227,0.0825781841650687,1.233855367,0.0866276745618858,|,0.533840597,0.0911734226625281,0.763045609,0.0558680364788311,0.998623431,0.153185165730889,1.18663466,0.104283749932576,1.390667081,0.112771385998399,1.354014397,0.147543647779225,1.321571231,0.104141883985263,1.379436612,0.109205304358351,|,0.429360896,0.0539765643589882,0.436956197,0.325911926753226,0.603951156,0.169220994560368,0.605118871,0.130311079728471,0.702962637,0.13166392064647,0.479647458,0.146464966800938,0.564346552,0.134154781875265,0.666137695,0.0791097591956896,0.767437875,0.149564776936283,0.784952641,0.0800141549977252,0.845260561,0.0847069920372575,1.02274406,0.0749448730734798,1.136674404,0.0997819572868763
19:32:30,|,0.79479301,0.0883830215595733,0.960036933,0.201132284827673,1.097911239,0.254511922117609,1.279625177,0.280618049134406,1.351191998,0.129757783966897,|,0.56147033,0.0452965892755735,0.885019004,0.201903936316259,1.093784928,0.142199291489093,1.260342002,0.374398681220968,1.414399624,0.383942959305155,1.51723969,0.0667312070923343,1.417230964,0.0553125618643722,1.414969683,0.0505973022996286,|,0.444002926,0.127992681431401,0.591814876,0.172456224880403,0.682510912,0.150633140443928,0.698832393,0.144336559817671,0.948175907,0.203870715160368,0.484104663,0.0926858241588216,0.638297319,0.0931095000523577,0.712079942,0.123323931173151,0.78509599,0.121573208397245,0.830059648,0.152276769403609,0.889280736,0.0855063506413413,1.070302486,0.0944116200475344,1.183075666,0.0910172181512927
19:37:30,|,0.877137542,0.181975374707679,1.026511192,0.107662783727712,1.207961082,0.103863653411576,1.359256864,0.0900129601779655,1.605304122,0.234577755765546,|,0.663264513,0.200032619839865,0.925044537,0.201630602835978,1.13002789,0.361807448099124,1.267425895,0.140168099081068,1.41951108,0.0685702741718305,1.526481986,0.425623002197955,1.710336804,0.156399972826085,1.747505546,0.210708141750621,|,0.526643097,0.182557986678206,0.61275804,0.166417438990029,0.686341465,0.412461178173171,0.894693315,0.445900418815681,1.302329898,0.284795185176997,0.490917653,0.22878131370372,0.667743385,0.116050730286371,0.716764152,0.125252632706862,0.793314517,0.11072682150229,0.937388599,0.0831041785953029,0.914648592,0.0917873384514444,1.127460718,0.117223873421757,1.370904922,0.165198877114828
19:42:30,|,0.902592182,0.232040240044696,1.122906804,0.249490153112302,1.337895989,0.274624540054235,1.482155919,0.459453702237777,1.633215189,0.504735183041563,|,0.675457001,0.0477598314486138,0.939443171,0.139298115565143,1.241123676,0.412516812990695,1.399453759,0.443499750845477,1.482301116,0.465513696361342,1.535008073,0.516150199554354,1.759425163,0.480586297141315,1.940753818,0.499587078495831,|,0.682137668,0.191952727253353,0.887948155,0.285013354950255,1.11717236,0.376879781893378,1.176513433,0.457824828400558,1.397555709,0.56669462808465,0.495583266,0.273095967564518,0.728217244,0.315472088305764,0.936790526,0.355689238662066,1.048557401,0.381414228890323,1.126954317,0.366628937755873,1.164706588,0.344401236931577,1.376477242,0.431425434461159,1.539793372,0.488244471038843
19:47:30,|,1.012208939,0.316307717262795,1.220281005,0.422270882846544,1.343232155,0.427663172368162,1.51725316,0.283702193329555,1.660785556,0.291851264345385,|,0.678542912,0.351142876191444,0.946694136,0.346974362165276,1.34956634,0.155789810321471,1.556870222,0.303043340959672,1.637172937,0.301465308949471,1.756642938,0.104250165467495,1.785589576,0.603015711238107,2.007596016,0.650951716335398,|,0.765582025,0.153282626217064,0.978316963,0.298907439686603,1.193593383,0.393633862872594,1.286411285,0.325530172948684,1.541718006,0.362229619854589,0.5665797,0.12339025690872,0.76911819,0.303501346784491,1.010046005,0.411409218418839,1.116083503,0.294550367509531,1.236940384,0.353401165108436,1.327749848,0.379402642979724,1.415572286,0.313237740382605,1.592475891,0.531484306447519
