Var1,bar_fence,spd_init_1_5,Vtke_init_1_5,spd_init_3,Vtke_init_3,spd_init_4_5,Vtke_init_4_5,spd_init_6,Vtke_init_6,spd_init_10,Vtke_init_10,bar_fence_1,spd_rel_1_5,Vtke_rel_1_5,spd_rel_3,Vtke_rel_3,spd_rel_4_5,Vtke_rel_4_5,spd_rel_6,Vtke_rel_6,spd_rel_8_5,Vtke_rel_8_5,spd_rel_10,Vtke_rel_10,spd_rel_15,Vtke_rel_15,spd_rel_20,Vtke_rel_20,bar_fence_2,spd_uconv_1_5,Vtke_uconv_1_5,spd_uconv_3,Vtke_uconv_3,spd_uconv_4_5,Vtke_uconv_4_5,spd_uconv_6,Vtke_uconv_6,spd_uconv_10,Vtke_uconv_10,spd_lconv_1_5,Vtke_lconv_1_5,spd_lconv_3,Vtke_lconv_3,spd_lconv_4_5,Vtke_lconv_4_5,spd_lconv_6,Vtke_lconv_6,spd_lconv_8_5,Vtke_lconv_8_5,spd_lconv_10,Vtke_lconv_10,spd_lconv_15,Vtke_lconv_15,spd_lconv_20,Vtke_lconv_20
19:02:30,|,4.71864986419678,0.742164460878659,5.11386060714722,0.740640594221675,5.27213001251221,0.846546096558347,5.5361123085022,0.849795183055405,5.85290765762329,0.886285205338201,|,NaN,NaN,NaN,NaN,6.20700931549072,0.952748122512961,6.68963766098022,0.936790790126121,6.98280000686646,0.925168043575873,7.24438762664795,0.96271158066492,NaN,NaN,NaN,NaN,|,3.88269805908203,0.727961587782632,4.3352255821228,0.743096688182824,4.57296752929688,0.762460929033753,4.84063625335693,0.783209374990283,5.18094301223755,0.788619781217179,3.70371317863464,0.616297937892526,3.92510867118835,0.622811168223257,4.16666793823242,0.644407442512924,4.4215235710144,0.682166942936756,4.54487657546997,0.716316145094559,4.65000772476196,0.689594011257705,6.19126415252686,0.854604467372123,6.50720071792603,0.845311970807543
19:07:30,|,5.03654861450195,0.864865312591784,5.51675128936768,0.838179140724674,5.41076755523682,0.876376725126448,5.72288084030151,0.898132753517912,6.13301610946655,0.924538663731581,|,NaN,NaN,NaN,NaN,6.44358968734741,0.94599369033409,6.77784490585327,0.947210628840055,6.98347854614258,0.942075784111117,7.26612710952759,0.933131873826645,NaN,NaN,NaN,NaN,|,4.13006067276001,0.754663689753077,4.60185861587524,0.772824723802233,4.80331182479858,0.80788149769593,5.02633428573608,0.843998726635635,5.37528467178345,0.896764545251725,3.76490020751953,0.660901162882396,4.07072639465332,0.619356565995072,4.32491588592529,0.654992132735689,4.7826189994812,0.629227825546461,5.00783443450928,0.684134721598737,5.23660182952881,0.638403529917308,6.52034664154053,0.821018491938366,6.82282590866089,0.834776865875004
19:12:30,|,5.13623666763306,0.839932782976343,5.6339259147644,0.850932938475611,5.63648080825806,0.998234729294895,5.97793960571289,0.994765536812272,6.36811208724976,0.947938990417423,|,NaN,NaN,NaN,NaN,6.45214462280273,0.900837069731423,6.84150648117065,0.88456567184838,7.12340450286865,0.894240427842604,7.3076024055481,0.881076595648797,NaN,NaN,NaN,NaN,|,4.20297241210938,0.801892765224493,4.67759943008423,0.725967194109577,4.89555931091309,0.736531136046896,5.16976308822632,0.743638427363708,5.58961820602417,0.77978262426148,4.04085731506348,0.722706380600287,4.28423881530762,0.734656173568774,4.69092512130737,0.769463666862464,4.97283601760864,0.790279573438698,5.14353656768799,0.774763944654228,5.27124071121216,0.763141643130235,6.53108835220337,0.907056909636847,6.87216186523438,0.881575240658738
19:17:30,|,5.30485010147095,0.916703102442511,5.70640182495117,0.963230293671086,5.69375133514404,0.856679699446259,6.04125356674194,0.894366311604906,6.36829471588135,0.920935022268596,|,NaN,NaN,NaN,NaN,6.46462869644165,1.05810858105957,6.90942668914795,0.885762842141505,7.1459584236145,0.869876687050011,7.35123348236084,0.892165599961739,NaN,NaN,NaN,NaN,|,4.20397567749023,0.717410679708767,4.81755638122559,0.816389622131104,5.11514234542847,0.846747025008729,5.35985040664673,0.7139982371973,5.64739561080933,0.734226947429363,4.11008834838867,0.849664190869848,4.36567211151123,0.744540279930091,4.71038293838501,0.74137957919901,5.04724502563477,0.751977345460489,5.22318935394287,1.0063791580119,5.37018585205078,0.993436834035712,6.61403369903564,1.03168764364725,6.88304853439331,0.822905203381302
19:22:30,|,5.31690406799316,0.892448236376161,5.74588489532471,0.895630727171971,5.80709457397461,0.895570588485533,6.0955810546875,0.895671330356387,6.40037441253662,0.888188593317172,|,NaN,NaN,NaN,NaN,6.57565450668335,0.89926090655369,6.98565673828125,1.03146700309855,7.30458164215088,1.03933067733071,7.55050468444824,1.001953125,NaN,NaN,NaN,NaN,|,4.25436639785767,0.895002869629389,4.8300576210022,0.80789030500951,5.13829898834229,0.736401905845878,5.39139223098755,0.83289521094694,5.75905752182007,0.927943830436529,4.13956117630005,0.746544736600557,4.41226530075073,0.872837788338085,4.71918630599976,0.941072836277297,5.09217548370361,0.996135894033444,5.25317287445068,0.78058809851356,5.47571516036987,0.755634821574746,6.61924695968628,0.782486675890928,6.93675804138184,1.03679052936635
19:27:30,|,5.38773679733276,1.00469647191433,5.81305360794067,0.787038653204283,5.85189056396484,0.837724393525266,6.19504737854004,0.847649714888594,6.49955129623413,0.813880540753339,|,NaN,NaN,NaN,NaN,6.59015798568726,1.08429876356347,7.00962066650391,1.02073903361887,7.32855272293091,1.03222828759344,7.55207824707031,1.03182001688291,NaN,NaN,NaN,NaN,|,4.28271245956421,0.758826310116233,4.85139226913452,0.934909125351344,5.14527368545532,0.949584270476555,5.45636415481567,0.962559141936772,5.77221822738647,0.845476935182597,4.1592435836792,0.750703243525958,4.45298528671265,0.76971121198965,4.83333158493042,0.784491062696301,5.16475439071655,0.800928809364015,5.36595153808594,0.794253417381749,5.51557683944702,0.76281594703455,6.71614027023315,0.857748165045821,6.98642206192017,0.836564279147548
19:32:30,|,5.41150808334351,0.819418942744773,5.85795640945435,1.06883541220409,5.95726346969604,0.866853714188604,6.28918647766113,0.881830728711938,6.66517066955566,1.1877067348318,|,NaN,NaN,NaN,NaN,6.59600591659546,1.01096101317853,7.05304288864136,1.0710980532815,7.353440284729,1.03646267917176,7.63363027572632,0.962690692440873,NaN,NaN,NaN,NaN,|,4.29882287979126,0.800421503717805,4.87936925888062,0.763298519021163,5.15861654281616,0.820284057305743,5.50155878067017,0.845581010631517,5.92223596572876,0.801535572097906,4.26100540161133,0.716117050575065,4.55249738693237,0.73382672682054,4.97432470321655,0.735724715432227,5.31420564651489,0.77123505631967,5.43287372589111,0.756204664234967,5.65321731567383,0.75693877967315,6.72006607055664,0.939583600792068,7.07116651535034,0.968300653656882
19:37:30,|,5.51624202728271,0.982485865789767,5.99801921844482,1.00895697644731,6.01357221603394,0.887599100537111,6.38310098648071,0.844822894650829,6.68133401870728,0.608359683105187,|,NaN,NaN,NaN,NaN,6.69012784957886,0.957714304160978,7.09824132919312,0.980560777152432,7.38567781448364,0.963549452397964,7.66180610656738,1.03842263131025,NaN,NaN,NaN,NaN,|,4.34998750686646,0.832337291829251,4.91246700286865,0.875980024213978,5.20690727233887,0.884927515877619,5.56160545349121,0.804075105281427,5.94827842712402,0.977287717473895,4.26843595504761,0.747775534080026,4.56183910369873,0.695034649335981,4.98193359375,0.842634788592143,5.34533596038818,0.873184743658577,5.55631685256958,0.829965036205872,5.72051620483398,0.63869772575861,6.74100589752197,0.995458785734542,7.09512281417847,0.845038009295162
19:42:30,|,5.5278959274292,0.911461745210347,6.02257442474365,0.890304223233356,6.02872562408447,0.841329072867961,6.4060230255127,0.996263863492207,6.7100043296814,0.856991709941987,|,NaN,NaN,NaN,NaN,6.70011615753174,0.981826412169141,7.12696027755737,0.948484945603079,7.40785837173462,0.952839965099173,7.68994760513306,0.958134843995946,NaN,NaN,NaN,NaN,|,4.38124227523804,0.786495205770626,4.99773931503296,0.878538041869832,5.27965545654297,0.906676081268579,5.56526613235474,0.993084757141365,5.99566316604614,0.887187191243268,4.38426637649536,0.818206672715402,4.6112585067749,0.811290266781896,4.98632526397705,0.699868246860425,5.38844919204712,0.683316670530581,5.56912231445313,0.664015594396607,5.74689769744873,0.839272056105393,6.83861780166626,0.844418252236712,7.11718559265137,0.931947341748784
19:47:30,|,5.55561685562134,0.921448790900935,6.02958822250366,0.950353399536259,6.03981781005859,0.961298347579284,6.42866563796997,0.892672314672079,6.71399736404419,0.874408483668516,|,NaN,NaN,NaN,NaN,6.70250511169434,0.948772867289048,7.15119743347168,0.926736865595782,7.43529081344604,0.942113511737333,7.6922607421875,0.924092922206581,NaN,NaN,NaN,NaN,|,4.41125917434692,0.775418446807998,5.00344371795654,0.819441087270494,5.29502391815186,0.904201729137851,5.58823299407959,0.897738831907135,6.00117683410645,0.742474841661365,4.42447948455811,0.815891121605828,4.70767498016357,0.821339119237356,5.071120262146,0.826753443204679,5.40883922576904,0.804633694303534,5.59016275405884,0.891675985683485,5.79593849182129,0.826825570930766,6.91157817840576,0.930153333338006,7.22354316711426,0.854435392399624
19:52:30,|,5.57476615905762,0.909327539044429,6.06068897247314,0.941233516215688,6.07851791381836,0.917135115789565,6.44500923156738,0.911486145230993,6.75149631500244,0.811472513595658,|,NaN,NaN,NaN,NaN,6.76502990722656,0.980133873337311,7.15950202941895,0.939572245447128,7.47468328475952,0.928779358855455,7.69803380966187,1.0017664923304,NaN,NaN,NaN,NaN,|,4.44814825057983,0.910773812697367,5.01968431472778,0.980090026357496,5.29701995849609,0.983347701096365,5.59749603271484,0.890047287541972,6.01573514938354,0.791487009384655,4.42513370513916,0.748552734009355,4.75027894973755,0.717874346017249,5.08886098861694,0.76039902239844,5.46797227859497,0.699598709953802,5.60319519042969,0.847263935381136,5.83623790740967,0.694965940539684,6.91278600692749,0.850785911869556,7.2924599647522,0.788721823090794
