Var1,bar_fence,spd_init_1_5,Vtke_init_1_5,spd_init_3,Vtke_init_3,spd_init_4_5,Vtke_init_4_5,spd_init_6,Vtke_init_6,spd_init_10,Vtke_init_10,bar_fence_1,spd_rel_1_5,Vtke_rel_1_5,spd_rel_3,Vtke_rel_3,spd_rel_4_5,Vtke_rel_4_5,spd_rel_6,Vtke_rel_6,spd_rel_8_5,Vtke_rel_8_5,spd_rel_10,Vtke_rel_10,spd_rel_15,Vtke_rel_15,spd_rel_20,Vtke_rel_20,bar_fence_2,spd_uconv_1_5,Vtke_uconv_1_5,spd_uconv_3,Vtke_uconv_3,spd_uconv_4_5,Vtke_uconv_4_5,spd_uconv_6,Vtke_uconv_6,spd_uconv_10,Vtke_uconv_10,spd_lconv_1_5,Vtke_lconv_1_5,spd_lconv_3,Vtke_lconv_3,spd_lconv_4_5,Vtke_lconv_4_5,spd_lconv_6,Vtke_lconv_6,spd_lconv_8_5,Vtke_lconv_8_5,spd_lconv_10,Vtke_lconv_10,spd_lconv_15,Vtke_lconv_15,spd_lconv_20,Vtke_lconv_20
20:57:30,|,1.77482748,0.467892348729919,2.013879538,0.455492138241704,2.748772383,0.668023037776393,2.982280493,0.697317116525903,3.208118439,0.728151506212821,|,1.477133751,0.376159851658839,1.458696961,0.284338559643253,2.773473978,0.66125146048988,3.013978958,0.664077649450725,3.090420961,0.650081251460154,3.227990866,0.699133287006133,2.496848822,0.719678020367442,2.643072367,0.632547070185295,|,0.856489718,0.284425945546464,1.077899933,0.330219863878598,1.283378601,0.318268617680097,1.249330997,0.325741595440312,1.386932492,0.344517855125101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.883405447,0.592276318959318,3.188581944,0.707385358909838
21:02:30,|,1.893143177,0.498187372381115,2.116704941,0.526676564885889,3.276032925,0.620406202016066,3.510612726,0.637589704276975,3.763134241,0.694634122758161,|,1.498764753,0.44773488249186,1.738031626,0.409154040063153,2.915820599,0.660092378762246,3.103145599,0.656794072750356,3.142444849,0.673411929282516,3.277015686,0.716156046892016,2.764946461,0.75082393442138,2.899230003,0.642520577102399,|,0.960254431,0.276026797612116,1.120520115,0.295687235098169,1.308657289,0.35344327550542,1.260688663,0.356745990166673,1.390362978,0.247693178145867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.383948326,0.796897822496711,3.647997618,0.867857218959432
21:07:30,|,1.894510269,0.49713793810169,2.13747716,0.510426020594562,3.401422024,0.771667367134311,3.701218367,0.836667392994373,3.932938099,0.862917706968631,|,1.629099846,0.508461955312293,1.83071816,0.480688591501816,3.241891861,0.771887266056385,3.435895443,0.807519332585914,3.504943609,0.786135314370243,3.679467678,0.837664816021301,2.768347263,0.618152202940344,2.967386246,0.610879319096661,|,0.986257672,0.2153985259931,1.143066406,0.312129725434794,1.344774365,0.234092554345498,1.302258372,0.239611605520267,1.398445249,0.372028759640972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.414471626,0.882057943391476,3.67342782,0.796241835750923
21:12:30,|,1.943986058,0.507962765859861,2.267837286,0.562056486040327,3.455063105,0.823059351748098,3.719797373,0.772245832944406,3.976001501,0.878354967538751,|,1.634919882,0.509423038839038,1.870186806,0.513669761130631,3.248371363,0.757544782504638,3.437481165,0.800897492192353,3.533793688,0.825799461431164,3.694730997,0.808845103218162,2.805586338,0.587011059095142,3.001532078,0.870299597265218,|,0.996073782,0.314020430067854,1.185367584,0.209952710151596,1.354332089,0.290373400985696,1.337770224,0.308945999326743,1.477998495,0.366308640356735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.442409039,0.819401080362969,3.674931526,0.781954923892676
21:17:30,|,2.010798216,0.560599184801405,2.279397964,0.563213516794475,3.481351137,0.810343618473052,3.728286266,0.838798955352235,4.002511024,0.825902353792505,|,1.643294215,0.610815323563514,1.926822901,0.579380826831541,3.335055351,0.829759729680828,3.540114403,0.862437055384334,3.651444197,0.864460377345312,3.773181677,0.859084964657164,2.850700617,0.876584768005924,3.014929771,0.584986965239397,|,0.999293566,0.289102121230544,1.186324358,0.350999128916298,1.383205652,0.376866993778972,1.392945409,0.377335286582106,1.490638018,0.487782824625878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.443939686,0.759663582449495,3.696034908,0.959221136652023
21:22:30,|,2.053869009,0.610165669716021,2.369698286,0.65077016257662,3.492483854,0.805089794370789,3.768676281,0.828803477309308,4.028487206,0.873314378960979,|,1.69999814,0.549643606348696,1.980678439,0.696576098140038,3.471844673,0.860695903034283,3.627633572,0.879761656927602,3.692062378,0.865261546585771,3.7862463,0.871473144164523,2.850972891,0.723253977521036,3.032547951,0.754114962058173,|,1.021746874,0.38166496105878,1.189966202,0.446436725639816,1.443043947,0.442088745050131,1.426994681,0.459838405855796,1.545406461,0.376580325428719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.57187748,0.725902647398396,3.857655764,0.783771812455641
21:27:30,|,2.096214294,0.508264261482155,2.430776358,0.502386299574342,3.531552315,0.823526308322934,3.773933411,0.835555698023776,4.059371948,0.781365424433408,|,1.732069016,0.467711113829894,1.994283199,0.591377893567218,3.479348421,0.979649893329244,3.667867661,1.0399043251665,3.794378996,1.06274282284097,3.999935865,1.06446458630619,2.912141323,0.531522888030233,3.057708979,0.614971650159583,|,1.076679707,0.269602697501342,1.26683259,0.295091670502575,1.484283209,0.325330840068998,1.46004498,0.347932538719793,1.626708269,0.378528292865936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.627256155,1.09080953424509,3.916113853,0.948991693325079
21:32:30,|,2.179919958,0.583245170147169,2.50223875,0.691075685073639,3.617121458,0.772304601177541,3.850053549,0.768533413066732,4.127928257,0.863004165401303,|,1.745373607,0.505061116598774,2.050294161,0.477941098358365,3.534060717,0.741122390364776,3.732663155,0.763394541832728,3.798783302,0.816184583902441,4.010899544,0.943093485556973,2.967652082,0.660952584532355,3.121170044,0.739488502615152,|,1.096180439,0.285723791449015,1.311182618,0.304595803483896,1.513568521,0.33439425309057,1.519246459,0.374355404662468,1.664072752,0.384536687456477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.747835636,1.05804316428962,3.943899632,1.17389856482577
21:37:30,|,2.223546743,0.64653394961131,2.512153387,0.601841644870144,3.661041737,0.888337850144865,3.906555176,0.921078899714894,4.181562901,0.943165137184364,|,1.754360914,0.450268340548167,2.088868141,0.562020504519186,3.570731401,0.96483732540776,3.788526297,0.988047459133416,3.843435049,1.03492381168857,4.032256603,0.821057589636683,2.992679119,0.560709171942104,3.146698952,0.827741803946134,|,1.132768393,0.399454251448148,1.311707497,0.309938467280201,1.54975307,0.359833044619307,1.539708734,0.357514647951661,1.717412353,0.479580282121774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.776649952,0.979324387269101,3.963245153,0.885644572895922
21:42:30,|,2.240187883,0.639684335434283,2.52296114,0.675796935846856,3.77004528,0.819607208972688,4.015681744,0.787906560132609,4.281364918,0.848497970239175,|,1.802631617,0.558097068170045,2.111379147,0.511675141080745,3.589302063,0.93808409058037,3.801706314,0.988482654627789,3.878117323,0.908956412321295,4.034043789,1.12039705885905,3.01883173,0.850460047562494,3.161837339,0.703147437242005,|,1.138854861,0.335034540010429,1.336975813,0.35141442628327,1.560232162,0.370882699111188,1.574688792,0.338429002894256,1.781276464,0.385940068533963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.785767078,0.833641294262706,3.969554663,0.904654010105521
21:47:30,|,2.338018894,0.66052332699156,2.681851387,0.713405486031612,3.79933095,0.766909723174768,4.028324604,0.809185589960671,4.37614584,0.75472305218537,|,1.830371141,0.484989872059201,2.126759291,0.541038244027167,3.617389441,0.944036623495085,3.831053257,0.913659443118715,3.946328402,1.03966177961874,4.132435322,1.04342252898814,3.024178267,0.62698762268485,3.178175449,0.791326184326034,|,1.154820442,0.294567272452321,1.378298879,0.43670874962611,1.599162817,0.336590932735866,1.589175463,0.38371422960323,1.803869843,0.397941126298853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.806701183,0.90832464570769,4.013732433,1.10364146238713
