CDT_time,bar_fence,T_0_2m_init,T_0_2m_rel,T_0_2m_uconv,T_0_2m_lconv,bar_fence_1,T_1_5m_init,T_1_5m_rel,T_1_5m_uconv,T_1_5m_lconv,bar_fence_2,T_4_5m_init,T_4_5m_rel,T_4_5m_uconv,T_4_5m_lconv,bar_fence_3,T_8_5m_init,T_8_5m_rel,T_8_5m_uconv,T_8_5m_lconv,bar_fence_4,T_15m_init,T_15m_rel,T_15m_uconv,T_15m_lconv,bar_fence_5,T_20m_init,T_20m_rel,T_20m_uconv,T_20m_lconv
19:02:30,|,2.83311033248901,1.03056859970093,1.06268453598022,1.57920002937317,|,4.1699333190918,2.61369132995605,2.59303045272827,2.75739121437073,|,5.17387962341309,3.95221471786499,3.69349002838135,4.99483203887939,|,0,5.23571920394897,0,5.61395978927612,|,0,5.92852354049683,0,5.96731519699097,|,0,6.14147615432739,0,6.30252504348755
19:07:30,|,2.92123746871948,0.882341146469116,0.631481468677521,1.24444818496704,|,4.13100337982178,2.34691286087036,2.10865783691406,2.56510066986084,|,5.10030126571655,3.99624156951904,3.55749154090881,4.72190618515015,|,0,5.13311004638672,0,5.52979850769043,|,0,5.90395975112915,0,5.96070194244385,|,0,6.12577152252197,0,6.26906061172485
19:12:30,|,2.77946496009827,0.742133319377899,0.435234904289246,1.26197326183319,|,4.01006698608398,2.22264218330383,2.24542093276978,2.85818791389465,|,4.97281885147095,3.85758399963379,3.5235116481781,4.62852334976196,|,0,5.0469799041748,0,5.4763879776001,|,0,5.90939378738403,0,5.96637582778931,|,0,6.11825513839722,0,6.31383848190308
19:17:30,|,2.89348983764648,0.691304326057434,0.388120800256729,2.02759194374084,|,4.16480016708374,2.21812081336975,2.05429530143738,3.39722418785095,|,5.03702354431152,3.73046970367432,3.46745824813843,4.6844482421875,|,0,4.99010038375854,0,5.46845626831055,|,0,5.84557056427002,0,6.00150489807129,|,0,6.07542085647583,0,6.36906051635742
19:22:30,|,2.77571892738342,0.648227453231812,0.410673409700394,2.19293332099915,|,4.04431438446045,2.36832213401794,2.22825503349304,3.53474903106689,|,4.94624137878418,3.90322160720825,3.43173909187317,4.79966449737549,|,0,5.07317733764648,0,5.48912763595581,|,0,5.80892610549927,0,5.95268440246582,|,0,6.00416088104248,0,6.29821538925171
19:27:30,|,2.91936445236206,0.582140445709229,0.440536916255951,2.1913378238678,|,4.10879611968994,2.22815442085266,2.26087546348572,3.45761752128601,|,4.899498462677,3.82362413406372,3.40150499343872,4.65234136581421,|,0,4.91986608505249,0,5.35355710983276,|,0,5.6349663734436,0,5.77822732925415,|,0,5.87221479415894,0,6.06879186630249
19:32:30,|,2.46468234062195,0.628133356571198,0.203959733247757,0.989632070064545,|,3.83133769035339,2.18610739707947,2.01239061355591,2.25585293769836,|,4.85013389587402,3.69217395782471,3.2324161529541,3.66231536865234,|,0,4.7003345489502,0,5.15638780593872,|,0,5.48919439315796,0,5.62181234359741,|,0,5.74016857147217,0,5.90158224105835
19:37:30,|,2.3298327922821,0.608628749847412,0.249191924929619,0.537190616130829,|,3.77943134307861,1.69372487068176,1.88885903358459,1.84394657611847,|,4.86718130111694,3.32221484184265,2.99481606483459,3.443678855896,|,0,4.53261756896973,0,4.92724847793579,|,0,5.44530200958252,0,5.60484981536865,|,0,5.7199330329895,0,5.94060373306274
19:42:30,|,2.56862878799438,0.471103698015213,0.321946322917938,0.426933318376541,|,3.97167229652405,1.45197987556458,1.54424238204956,1.84832215309143,|,4.88264179229736,3.21791958808899,2.85795974731445,3.51090598106384,|,0,4.61886262893677,0,4.77627515792847,|,0,5.54046964645386,0,5.42614078521729,|,0,5.79649829864502,0,5.7702693939209
19:47:30,|,2.292240858078,0.670133352279663,0.483859062194824,0.547625422477722,|,3.69956517219543,1.94033551216125,1.73543620109558,2.34026765823364,|,4.61040258407593,3.38315439224243,2.88270902633667,4.20016717910767,|,0,4.57605361938477,0,4.98644304275513,|,0,5.46999979019165,0,5.45866203308105,|,0,5.73902702331543,0,5.79281854629517
19:52:30,|,1.97424745559692,0.616923093795776,0.41885906457901,0.674983263015747,|,3.41675591468811,1.741006731987,1.79313135147095,2.09020137786865,|,4.42137098312378,3.18006706237793,2.76003336906433,3.92724823951721,|,0,4.57458209991455,0,4.86100673675537,|,0,5.39845609664917,0,5.3500337600708,|,0,5.6253023147583,0,5.66248321533203
19:57:30,|,1.81290972232819,0.455183953046799,0.381043791770935,0.462000012397766,|,3.47321081161499,1.46171140670776,1.76697981357574,1.63484954833984,|,4.52933120727539,2.97550344467163,2.59698987007141,2.72595310211182,|,0,4.39832210540771,0,4.35080289840698,|,0,5.2707405090332,0,5.22595310211182,|,0,5.48696947097778,0,5.57121229171753
20:02:30,|,2.01583886146545,0.212508365511894,0.262617439031601,0.0936454832553864,|,3.60966563224792,1.27846157550812,1.69683504104614,1.43154358863831,|,4.71308708190918,2.8218457698822,2.44969916343689,2.7034900188446,|,0,4.1662540435791,0,3.83013415336609,|,0,5.23295307159424,0,5.20134210586548,|,0,5.47510051727295,0,5.57000017166138
20:07:30,|,2.35926413536072,0.234533339738846,0.0811409428715706,-0.0580267570912838,|,3.80043482780457,1.25557041168213,1.46895968914032,1.42622077465057,|,4.69628763198853,2.91496634483337,2.33879208564758,2.4578595161438,|,0,4.21685647964478,0,3.91644287109375,|,0,5.19550323486328,0,5.21645450592041,|,0,5.42463064193726,0,5.60234928131104
20:12:30,|,2.59698987007141,0.0364548489451408,0.0109427608549595,-0.0900000035762787,|,3.88471579551697,1.37708055973053,1.24548828601837,1.55651009082794,|,4.61912775039673,3.3431544303894,2.1703679561615,2.72375845909119,|,0,4.50715732574463,0,3.9845974445343,|,0,5.12288618087769,0,5.08147621154785,|,0,5.29895639419556,0,5.46023559570313
20:17:30,|,2.67551827430725,0.164214044809341,-0.0683557018637657,-0.175217390060425,|,3.89688968658447,1.74570465087891,1.31704699993134,1.44100332260132,|,4.66097021102905,3.56016778945923,2.26735782623291,2.63645482063293,|,0,4.5461745262146,0,4.319664478302,|,0,5.11174488067627,0,5.10274219512939,|,0,5.28395986557007,0,5.41738224029541
20:22:30,|,2.73260879516602,0.516533315181732,-0.150704696774483,0.0377257540822029,|,3.88173341751099,2.17771816253662,1.35620808601379,1.43471574783325,|,4.61280918121338,3.77248334884644,2.51070237159729,2.77610731124878,|,0,4.61498308181763,0,4.28650999069214,|,0,5.13859081268311,0,5.11020135879517,|,0,5.29120779037476,0,5.46387195587158
20:27:30,|,3.15655517578125,1.13438129425049,0.802794635295868,0.416533321142197,|,4.22036790847778,2.96416115760803,2.07952857017517,2.00523495674133,|,4.79067087173462,4.1408052444458,3.05478262901306,3.38889622688293,|,0,4.80401372909546,0,4.27896308898926,|,0,5.14932918548584,0,5.04642152786255,|,0,5.29518508911133,0,5.45657682418823
20:32:30,|,3.18745827674866,1.46762537956238,1.73174500465393,1.57548487186432,|,4.16377925872803,3.12040257453918,2.73375844955444,2.85842800140381,|,4.62618732452393,4.09369134902954,3.4650502204895,3.84449648857117,|,0,4.76307725906372,0,4.40718126296997,|,0,5.04758405685425,0,5.04442930221558,|,0,5.18570470809937,0,5.42286157608032
20:37:30,|,2.91076922416687,1.65483331680298,1.70610737800598,1.72618734836578,|,3.86451506614685,3.09919452667236,2.65456366539001,2.85331106185913,|,4.36036920547485,3.87879204750061,3.4765772819519,3.6905369758606,|,0,4.50174474716187,0,4.18208074569702,|,0,4.80794620513916,0,4.80307674407959,|,0,4.97939586639404,0,5.16510057449341
20:42:30,|,2.79167771339417,1.79645490646362,1.74865770339966,1.57186663150787,|,3.6677258014679,2.98416113853455,2.65686869621277,2.63557052612305,|,4.15712356567383,3.67147660255432,3.35508346557617,3.42528438568115,|,0,4.22959852218628,0,3.86953020095825,|,0,4.65892601013184,0,4.53906059265137,|,0,4.95471382141113,0,4.99595975875854
20:47:30,|,2.62575244903564,1.70060205459595,1.71835017204285,1.48277592658997,|,3.46371245384216,2.81986570358276,2.56879186630249,2.49224090576172,|,3.89838933944702,3.44557046890259,3.22036790847778,3.18979859352112,|,0,3.94478273391724,0,3.60684561729431,|,0,4.39785242080688,0,4.21806001663208,|,0,4.74865770339966,0,4.71151494979858
20:52:30,|,2.27632117271423,1.45893335342407,1.42711412906647,1.36765885353088,|,3.16658854484558,2.57912755012512,2.34063982963562,2.39771819114685,|,3.63625407218933,3.20181202888489,2.98665547370911,3.09719061851501,|,0,3.69889640808105,0,3.46617460250854,|,0,4.15650987625122,0,4.01583909988403,|,0,4.58778524398804,0,4.50563764572144
20:57:30,|,1.85565221309662,1.01424753665924,0.973691284656525,0.689066648483276,|,2.9388964176178,2.06610727310181,1.94362413883209,1.96782612800598,|,3.56789302825928,2.93160533905029,2.6173243522644,2.76859068870544,|,0,3.5676589012146,0,3.22481608390808,|,0,4.08510065078735,0,3.93020129203796,|,0,4.50377082824707,0,4.41494941711426
21:02:30,|,1.5267893075943,0.650769233703613,0.652659952640533,0.284615397453308,|,2.92712378501892,1.63899326324463,1.53640937805176,1.4995973110199,|,3.61892604827881,3.00687909126282,2.26308727264404,2.63806009292603,|,0,3.84516787528992,0,3.31530213356018,|,0,4.1841607093811,0,4.15224075317383,|,0,4.42939615249634,0,4.55838918685913
21:07:30,|,1.31595313549042,0.575200021266937,0.376442968845367,0.0644481629133224,|,2.83066892623901,1.70731544494629,1.16521883010864,1.18391299247742,|,3.63023400306702,3.10503363609314,2.08943152427673,2.63436245918274,|,0,3.98304343223572,0,3.44885921478271,|,0,4.201744556427,0,4.24281883239746,|,0,4.39656591415405,0,4.62074041366577
21:12:30,|,1.55598664283752,0.597525060176849,0.138859063386917,0.0331333316862583,|,2.9673912525177,1.80248320102692,1.03080534934998,1.16341137886047,|,3.71744966506958,3.1447651386261,1.9804013967514,2.46227431297302,|,0,4.02264213562012,0,3.38053703308105,|,0,4.2742280960083,0,4.25244140625,|,0,4.46335554122925,0,4.6273398399353
21:17:30,|,2.08929777145386,0.743611991405487,0.226161614060402,-0.212274253368378,|,3.23668885231018,2.03254175186157,0.966296315193176,1.00208055973053,|,3.89966559410095,3.18342280387878,1.98160541057587,2.54711413383484,|,0,4.0019063949585,0,3.39530205726624,|,0,4.28888893127441,0,4.25463104248047,|,0,4.48657703399658,0,4.65557050704956
21:22:30,|,2.63377928733826,0.903999984264374,0.289731532335281,-0.0368000008165836,|,3.62852835655212,2.22258377075195,1.41456377506256,1.4395318031311,|,4.16077184677124,3.26879191398621,2.29732441902161,2.9464430809021,|,0,4.01765108108521,0,3.65127515792847,|,0,4.3716778755188,0,4.33886289596558,|,0,4.5684175491333,0,4.72255897521973
21:27:30,|,2.81571912765503,1.22749161720276,0.782818794250488,0.0977926403284073,|,3.73066663742065,2.56352353096008,1.88400673866272,1.75449669361115,|,4.2384614944458,3.4875168800354,2.64093947410583,3.05545139312744,|,0,4.14170598983765,0,3.70334434509277,|,0,4.55744981765747,0,4.40872478485107,|,0,4.73208045959473,0,4.83624172210693
21:32:30,|,2.82818794250488,1.50387966632843,1.10861945152283,0.468963205814362,|,3.71802687644958,2.83503365516663,2.29322147369385,2.12153840065002,|,4.22066879272461,3.68966436386108,2.98117065429688,3.22523498535156,|,0,4.27260875701904,0,3.80429530143738,|,0,4.60496616363525,0,4.45046997070313,|,0,4.78241586685181,0,4.86734008789063
21:37:30,|,2.8952841758728,1.62453329563141,1.33520138263702,0.745199978351593,|,3.76498317718506,2.95140933990479,2.48461270332336,2.29154348373413,|,4.23785209655762,3.71583890914917,3.12391304969788,3.28692293167114,|,0,4.26113700866699,0,3.80375838279724,|,0,4.49583911895752,0,4.38929796218872,|,0,4.66653203964233,0,4.79703712463379
21:42:30,|,2.85692310333252,1.63297665119171,1.18241608142853,0.651438117027283,|,3.7409029006958,2.83449673652649,2.4300000667572,2.15056848526001,|,4.19545125961304,3.58181190490723,3.08391308784485,3.13879203796387,|,0,4.12551832199097,0,3.64536905288696,|,0,4.42469787597656,0,4.23677825927734,|,0,4.59892606735229,0,4.67516756057739
21:47:30,|,2.68113708496094,1.6812332868576,0.96989893913269,0.420802682638168,|,3.62866234779358,2.75476503372192,2.20973062515259,1.92247486114502,|,4.14674472808838,3.5289933681488,2.93581938743591,2.99418067932129,|,0,4.09953022003174,0,3.56791949272156,|,0,4.37436246871948,0,4.20762538909912,|,0,4.52362394332886,0,4.62518501281738
