CDT_time,bar_fence,dir_0_2m_init,dir_0_2m_rel,dir_0_2m_uconv,dir_0_2m_lconv,bar_fence_1,dir_1_5m_init,dir_1_5m_rel,dir_1_5m_uconv,dir_1_5m_lconv,bar_fence_2,dir_3m_init,dir_3m_rel,dir_3m_uconv,dir_3m_lconv,bar_fence_3,dir_4_5m_init,dir_4_5m_rel,dir_4_5m_uconv,dir_4_5m_lconv,bar_fence_4,dir_6m_init,dir_6m_rel,dir_6m_uconv,dir_6m_lconv,bar_fence_5,dir_10m_init,dir_10m_rel,dir_10m_uconv,dir_10m_lconv
19:02:30,|,75.7086563110352,130.381896972656,128.309539794922,139.366409301758,|,270.206817626953,255.345062255859,7.54825448989868,252.188568115234,|,281.511596679688,253.895721435547,284.122528076172,255.456954956055,|,283.688812255859,263.414306640625,264.047180175781,268.750396728516,|,287.533142089844,279.694854736328,269.629333496094,272.005065917969,|,300.048889160156,314.335784912109,281.730102539063,276.459869384766
19:07:30,|,59.5003242492676,94.3469161987305,146.883560180664,132.840789794922,|,271.545623779297,255.272262573242,307.880401611328,271.868621826172,|,270.543609619141,255.634552001953,261.194519042969,260.025421142578,|,267.585968017578,256.311096191406,248.501098632813,258.386474609375,|,274.117767333984,262.220062255859,261.364562988281,255.07048034668,|,281.419616699219,278.475372314453,269.023895263672,254.402038574219
19:12:30,|,112.572715759277,115.450416564941,201.219970703125,108.212539672852,|,238.962707519531,280.553009033203,309.415740966797,282.204437255859,|,239.079132080078,263.215362548828,282.240417480469,263.54443359375,|,239.615478515625,254.118530273438,248.124404907227,243.534225463867,|,235.873031616211,249.422866821289,246.14030456543,219.758026123047,|,248.365737915039,254.870223999023,251.882659912109,232.374008178711
19:17:30,|,119.140037536621,108.927108764648,181.327514648438,310.185089111328,|,276.868774414063,282.452362060547,354.509796142578,198.140380859375,|,255.014587402344,276.042877197266,326.330535888672,235.572799682617,|,235.714416503906,260.729095458984,263.660034179688,262.355255126953,|,225.888076782227,238.001113891602,229.783401489258,284.778167724609,|,240.08088684082,241.862655639648,222.937637329102,221.280181884766
19:22:30,|,138.294082641602,142.666275024414,58.5602531433105,309.179046630859,|,303.097686767578,279.852294921875,359.688415527344,80.5927047729492,|,271.405364990234,277.491180419922,358.372131347656,96.2957305908203,|,248.504638671875,267.819396972656,53.7344207763672,47.0388488769531,|,234.195892333984,237.397491455078,77.9401397705078,29.3505344390869,|,234.452835083008,228.443771362305,123.307846069336,51.5850601196289
19:27:30,|,20.3020114898682,29.827091217041,352.396057128906,341.597686767578,|,289.329833984375,144.118408203125,158.630355834961,115.455978393555,|,244.643676757813,105.855575561523,145.090316772461,113.523147583008,|,232.109909057617,88.6633834838867,129.221542358398,104.867965698242,|,231.815444946289,91.3324203491211,92.1538467407227,92.2788238525391,|,213.569839477539,119.703750610352,106.651397705078,78.3281555175781
19:32:30,|,272.429046630859,132.541564941406,165.291442871094,129.309692382813,|,67.8396911621094,177.790191650391,184.93896484375,78.9572830200195,|,56.6799163818359,140.872619628906,153.058624267578,97.7401657104492,|,37.3843765258789,111.260559082031,131.141067504883,92.9137344360352,|,254.860412597656,119.126914978027,100.52710723877,90.2467422485352,|,113.200019836426,131.438812255859,92.8968276977539,144.466751098633
19:37:30,|,23.5472812652588,119.596267700195,125.263526916504,92.2044982910156,|,73.415885925293,280.536804199219,190.447982788086,251.132202148438,|,69.5520858764648,171.094833374023,153.395751953125,139.468414306641,|,62.7615242004395,129.511962890625,137.489837646484,146.108642578125,|,72.7849731445313,127.15079498291,87.5472259521484,204.214416503906,|,107.443206787109,97.7195663452148,139.620300292969,170.068435668945
19:42:30,|,107.929550170898,118.765350341797,127.37574005127,132.460372924805,|,245.33349609375,286.002990722656,208.483749389648,279.632965087891,|,77.727912902832,222.526565551758,142.577117919922,260.142395019531,|,148.085327148438,151.637893676758,142.273315429688,261.369537353516,|,162.369842529297,163.003952026367,181.474212646484,258.177886962891,|,149.369247436523,147.037826538086,199.299026489258,197.065032958984
19:47:30,|,81.8562316894531,122.453491210938,149.36457824707,112.146858215332,|,269.468231201172,283.973541259766,302.437927246094,314.564422607422,|,293.332427978516,289.695922851563,321.042053222656,311.18603515625,|,269.028198242188,295.197875976563,256.880432128906,289.362762451172,|,207.023910522461,273.592987060547,226.758743286133,278.704986572266,|,189.252532958984,195.674850463867,205.064956665039,210.437835693359
19:52:30,|,112.754760742188,125.946983337402,152.364181518555,125.1162109375,|,261.183258056641,274.714233398438,304.270172119141,308.226501464844,|,280.98681640625,278.522430419922,303.311218261719,314.907928466797,|,291.931304931641,275.371978759766,322.321533203125,304.395263671875,|,297.811065673828,269.593902587891,268.820709228516,279.822509765625,|,271.663360595703,241.351638793945,206.068283081055,321.929351806641
19:57:30,|,71.3325119018555,107.362976074219,148.612731933594,82.6997833251953,|,274.284362792969,250.176651000977,319.108032226563,299.924346923828,|,264.619201660156,253.85107421875,296.405456542969,314.400177001953,|,264.281005859375,251.034286499023,299.593109130859,317.654602050781,|,262.399841308594,234.780685424805,323.034454345703,316.035186767578,|,259.183654785156,215.517105102539,238.548294067383,274.652069091797
20:02:30,|,99.5833358764648,126.389533996582,77.5915222167969,83.5249481201172,|,263.2734375,276.44775390625,328.153411865234,285.910400390625,|,258.153442382813,255.835556030273,306.976898193359,303.131774902344,|,234.657470703125,255.424468994141,249.527694702148,310.036468505859,|,230.684219360352,272.343322753906,257.425598144531,308.219024658203,|,228.68359375,208.985794067383,223.812347412109,280.630828857422
20:07:30,|,38.7324829101563,103.505065917969,95.3738403320313,123.784393310547,|,286.502624511719,287.837463378906,316.391479492188,263.546569824219,|,239.601226806641,272.397766113281,294.707336425781,279.243072509766,|,259.614593505859,271.221069335938,173.422622680664,302.678649902344,|,249.308090209961,275.347503662109,207.947204589844,310.417541503906,|,118.668144226074,188.623992919922,221.867050170898,357.482482910156
20:12:30,|,34.4619407653809,137.739013671875,108.125061035156,107.875198364258,|,324.210662841797,280.005859375,312.164398193359,297.903564453125,|,354.182800292969,292.365661621094,319.412078857422,310.834686279297,|,333.647766113281,297.139404296875,304.085052490234,321.924591064453,|,289.942138671875,269.332458496094,124.089622497559,306.511260986328,|,55.5897636413574,149.330184936523,316.683471679688,43.1195907592773
