CDT_Time,bar_fence,R_Bulk_Rel_6_8_5,L_Rel_6,L_Rel_8_5,Term_3_Rel_6,Term_3_Rel_8_5
18:02:30,|,-0.389075462055777,-215.437824777843,-217.487145955093,-0.0278502626276845,-0.0390827695249406
18:07:30,|,-0.500383123184048,-396.080946589055,-259.637927768838,-0.0151484186544958,-0.0327378980145295
18:12:30,|,-0.56695249291118,-470.700855808951,-340.793789602255,-0.0127469494179872,-0.0249417690678004
18:17:30,|,-0.452209968138606,-196.587258398002,-192.801715368562,-0.0305207979850488,-0.0440867446835278
18:22:30,|,-0.600575746596373,-446.529070816593,-476.688001347499,-0.0134369750865883,-0.0178313697344432
18:27:30,|,-0.78526318939199,-342.674137575599,-412.660988514942,-0.0175093458830879,-0.020598021709271
18:32:30,|,-0.962850671779369,-348.625803733763,-337.197113105926,-0.0172104300248012,-0.0252078077469478
18:37:30,|,-1.11991934070399,-637.844900466569,-425.63735573933,-0.00940667550310606,-0.0199700517010203
18:42:30,|,-0.721189521224479,-519.982857858901,-311.446454300755,-0.0115388419239546,-0.0272920108179874
18:47:30,|,-0.813489823957747,-607.725516332997,-355.110066109508,-0.00987287819705823,-0.023936240651029
18:52:30,|,-0.608983690406456,-2187.81685892983,-1110.90693208891,-0.00274245989809901,-0.00765140603094168
18:57:30,|,-0.62943482654053,19397.4455562646,-29267.9496273958,0.000309319079287852,-0.000290420070698896
19:02:30,|,-0.568749300843373,815.658856096053,942.927031559217,0.0073560164953244,0.00901448332215533
19:07:30,|,-0.630299793086977,314.411055255062,323.047197267568,0.0190832984391487,0.026311944730973
19:12:30,|,-0.812060092121976,428.337725288301,390.54096795385,0.0140076384725664,0.0217646820627649
19:17:30,|,-0.961236386404892,247.478368173825,206.518418122972,0.0242445432474555,0.0411585565939144
19:22:30,|,-1.0910868387077,193.208088080598,170.87908646662,0.0310546005584251,0.0497427752907635
19:27:30,|,-0.720810111204634,395.083947009367,402.127609652034,0.0151866458898614,0.0211375687617052
19:32:30,|,-0.66938710294334,345.173319113689,282.729770973025,0.0173825717914883,0.0300640430286026
19:37:30,|,-0.656202133574537,532.134796193042,592.420273064154,0.0112753385851193,0.0143479222208851
19:42:30,|,-0.540911579583985,1382.90475892472,2206.39763305497,0.00433869358050754,0.00385243342934108
19:47:30,|,-0.43860620486893,6414.85638364355,1741.70838010248,0.000935328811927677,0.00488026589129683
19:52:30,|,-0.487281170113955,3219.76660510663,4014.38917449128,0.00186348910833594,0.0021173831510935
19:57:30,|,-0.465679618465186,8600.88987434809,51007.1359974269,0.000697602235077423,0.000166643349676186
20:02:30,|,-0.374161496610813,4564.1387306766,4378.47453943113,0.00131459632453165,0.00194131538814528
20:07:30,|,-0.509996013497077,2066.38100681516,1286.01801471415,0.00290362715308132,0.00660954971294809
20:12:30,|,-0.728356593746235,478.524278060842,428.684313016288,0.0125385487739812,0.0198281106677142
20:17:30,|,-0.515871742814769,613.021660953108,509.544412890125,0.00978758236808693,0.0166815684461894
20:22:30,|,-0.475401035680603,1130.16528481154,1177.78509844356,0.00530895797334681,0.00721693627405602
20:27:30,|,-0.639905381190409,1125.72366745006,878.498799740546,0.00532990481899609,0.00967559660014376
20:32:30,|,-0.499862147184415,529.635613405075,660.500853491607,0.0113285433383632,0.0128690219778921
20:37:30,|,-0.330216828918882,1722.00343340886,1122.90299354364,0.0034843136102943,0.00756966545540665
20:42:30,|,-0.45475484628901,867.725299149212,957.494826761005,0.00691463070845449,0.0088773325582903
20:47:30,|,-0.676146725096694,575.870751904193,518.021306523852,0.0104190045772601,0.0164085914863979
20:52:30,|,-0.719516982165306,533.212206264563,705.678880164681,0.0112525556045185,0.0120451387152417
20:57:30,|,-0.592247761340347,670.162343305201,789.401245184399,0.00895305452468182,0.0107676546646623
21:02:30,|,-0.573172230941352,652.625518356369,723.240995247484,0.00919363376276022,0.0117526523743187
21:07:30,|,-0.416101009172185,625.053480238197,646.830416771011,0.00959917861382597,0.0131410023085064
21:12:30,|,-0.447179796851205,676.195466521069,794.39266405257,0.00887317395200704,0.0106999981050146
21:17:30,|,-0.543836372811745,711.768362285057,475.170686414917,0.00842970876190343,0.0178883088604035
21:22:30,|,-0.667253805630424,461.360918357763,540.098079891991,0.013005002724022,0.0157378822781593
21:27:30,|,-0.770995875135987,415.332466335233,474.974707351676,0.0144462580855818,0.0178956897460784
21:32:30,|,-0.724318958743065,310.081700417137,204.956388835381,0.0193497390911122,0.0414722373296063
21:37:30,|,-0.404038279360439,390.218046568926,437.398875817486,0.0153760187483799,0.0194330632060125
21:42:30,|,-0.778174990878843,215.991030919675,184.548918703218,0.0277789312567861,0.04605824872737
21:47:30,|,-0.547366455691027,233.43982786289,219.005640395951,0.0257025549364442,0.0388117857815554
21:52:30,|,-0.520129546659576,206.063140918075,215.292808271484,0.0291172888720814,0.0394811144331469
21:57:30,|,-0.382905864224554,331.065929427912,323.407645553439,0.0181232783765098,0.0262826192171622
22:02:30,|,-0.414089912918552,290.075958349192,249.775411811764,0.0206842374464458,0.0340305714575531
