CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
18:02:30,|,264.377396583557,265.401156425476,0.0235301982611418,0.0228852704167366,5.03984832763672,5.47840452194214,0.435865193605423,0.29692554473877,-0.178435742855072,-0.182104423642159,-0.0225601773709059,-0.0364999361336231
18:07:30,|,264.239789962769,265.281010150909,0.0130072748288512,0.0132052591070533,5.22865295410156,5.60030078887939,0.210820391774178,0.120895147323608,-0.183407381176949,-0.186485975980759,-0.0135375037789345,-0.0186362806707621
18:12:30,|,264.126194000244,265.156987667084,0.0157795939594507,0.0171788353472948,4.93017625808716,5.19636631011963,0.00501728663221002,-0.169156223535538,-0.145503431558609,-0.182875156402588,-0.0182754676789045,-0.013301101513207
18:17:30,|,264.148940086365,265.172555446625,0.0116515783593059,0.0111265629529953,4.70260953903198,4.98683023452759,0.174027472734451,0.0231101457029581,-0.145259529352188,-0.165161103010178,-0.0749198794364929,-0.104574918746948
18:22:30,|,264.068969726563,265.096893310547,0.0177501514554024,0.0201530642807484,5.15681982040405,5.49952554702759,-0.0651641860604286,-0.263818770647049,-0.180429905653,-0.234584584832191,-0.0299443807452917,-0.0312583073973656
18:27:30,|,264.037415504456,265.064500808716,0.00886219553649426,0.00871718861162663,5.03069591522217,5.30547046661377,-0.481500416994095,-0.707235217094421,-0.113726712763309,-0.14580699801445,0.00138581765349954,0.000145550555316731
18:32:30,|,264.011666297913,265.036923408508,0.00450438819825649,0.00362666533328593,4.73120832443237,5.01370000839233,-0.902397692203522,-1.21094286441803,-0.130215376615524,-0.136591851711273,-0.000604342494625598,-0.0093225659802556
18:37:30,|,263.9083070755,264.934742927551,0.00232997443526983,0.00220768316648901,4.58315563201904,4.87010622024536,-0.770652890205383,-1.02143609523773,-0.126879468560219,-0.134472697973251,0.00620937859639525,0.00121114228386432
18:42:30,|,263.796110153198,264.81832408905,0.00408543134108186,0.00343172065913677,4.83246517181396,5.10124444961548,-0.584079146385193,-0.825773477554321,-0.0946206450462341,-0.0950763449072838,0.00519327446818352,-0.00395201332867146
18:47:30,|,263.770757675171,264.790826797485,0.00407037511467934,0.00340055814012885,4.70853567123413,4.98482847213745,-0.56218296289444,-0.809153079986572,-0.133579641580582,-0.122037097811699,0.000792400096543133,-0.00343581265769899
18:52:30,|,263.724784851074,264.748133659363,0.000820552348159254,0.00177158857695758,4.41521835327148,4.6951470375061,-0.669230878353119,-0.934556424617767,-0.0984935611486435,-0.0980930179357529,0.0163060091435909,-0.000472402141895145
18:57:30,|,263.684063911438,264.708165168762,0.00169349671341479,0.0019758096896112,4.90241527557373,5.2091760635376,-0.429465502500534,-0.651218354701996,-0.101631581783295,-0.11069979518652,0.00327084725722671,-0.012775625102222
19:02:30,|,263.63340473175,264.650611877441,0.00127223506569862,0.00200189906172454,4.47031831741333,4.7972731590271,-0.114462748169899,-0.328518837690353,-0.100862741470337,-0.110932163894176,-0.0241982340812683,-0.0336652360856533
19:07:30,|,263.602537155151,264.61506652832,0.00047098592040129,-0.000312390096951276,4.17340183258057,4.52039527893066,0.428877502679825,0.281437546014786,-0.124527618288994,-0.131480440497398,-0.0250446796417236,-0.0414798110723495
19:12:30,|,263.574271202087,264.580319404602,-0.00125244667287916,-0.00257119187153876,3.68712854385376,3.99278450012207,0.137650772929192,0.00781905744224787,-0.105773858726025,-0.13229775428772,-0.022420572116971,-0.0347559303045273
19:17:30,|,263.510392189026,264.517163276672,-0.000431202002801001,-0.00110260862857103,3.82695603370667,4.092369556427,0.209100663661957,0.0712604448199272,-0.0596469081938267,-0.0832666829228401,-0.0277049671858549,-0.0309840310364962
19:22:30,|,263.486020088196,264.486331939697,-0.000637728720903397,-0.00177961529698223,3.57137036323547,3.8189377784729,0.291277855634689,0.136727809906006,-0.0580642633140087,-0.0767601579427719,-0.026828957721591,-0.0225353091955185
19:27:30,|,263.472648620605,264.470253944397,-0.00185353111010045,-0.00239360402338207,3.11199522018433,3.39316320419312,0.87164306640625,0.760286808013916,-0.0833095610141754,-0.0805990248918533,-0.0246277693659067,-0.0156691763550043
19:32:30,|,263.442934989929,264.441455841064,-0.000595971243456006,-0.0015150741674006,3.47741556167603,3.78289771080017,0.696385264396667,0.600431680679321,-0.129334077239037,-0.144151329994202,-0.0441796071827412,-0.0277867112308741
19:37:30,|,263.411061286926,264.410611152649,-3.08478847728111e-05,-0.000494557782076299,3.66436791419983,3.9517650604248,1.13149642944336,1.02226054668427,-0.070959709584713,-0.0871675759553909,-0.0147406766191125,-0.017738800495863
19:42:30,|,263.371081352234,264.369829177856,-0.000238354929024354,-0.00173555430956185,3.63194489479065,3.98089241981506,1.12900233268738,1.02123713493347,-0.117089211940765,-0.107526458799839,-0.020485395565629,-0.00731965806335211
19:47:30,|,263.335942268372,264.334167480469,-0.00047626844025217,-0.000995324458926916,3.44542527198792,3.74277544021606,1.05481314659119,0.935587167739868,-0.114272408187389,-0.11432396620512,-0.0625895708799362,-0.0794142335653305
19:52:30,|,263.308290481567,264.319115638733,0.000844607769977301,-0.000688564381562173,3.7482283115387,4.06896543502808,1.38961637020111,1.34488308429718,-0.134029537439346,-0.165398448705673,-0.0508300438523293,-0.0564668066799641
19:57:30,|,263.266090393066,264.277940750122,0.000116298797365744,-0.000998681527562439,3.96490621566772,4.22898101806641,1.03632736206055,0.939803540706635,-0.0773457363247871,-0.119732402265072,-0.0244381278753281,-0.0195892322808504
20:02:30,|,263.249809265137,264.264325141907,-5.71018244954757e-05,-0.0018040583236143,4.116286277771,4.47988843917847,1.12517106533051,1.01452696323395,-0.131518915295601,-0.160693496465683,-0.0422029905021191,-0.0459221377968788
20:07:30,|,263.235493659973,264.249834060669,0.000220270798308775,-0.000131890963530168,4.11468362808228,4.36434268951416,1.1226007938385,1.0379239320755,-0.0511645711958408,-0.0989582240581512,-0.0314342528581619,-0.0342075191438198
20:12:30,|,263.175051689148,264.170990943909,-0.00165552098769695,-0.00258720782585442,2.92336654663086,3.1640408039093,1.23458337783813,1.19893383979797,-0.0666415467858315,-0.09268868714571,-0.0106027824804187,-0.0254476368427277
20:17:30,|,263.151793479919,264.148573875427,-0.00223702704533935,-0.00350315892137587,3.41558241844177,3.64495086669922,1.2086877822876,1.11661338806152,-0.100072897970676,-0.110232628881931,-0.0262848511338234,-0.0286212731152773
