CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
19:02:30,|,296.62251282,296.36255264,-0.004487642,-0.005070117,-0.371363044,-0.421205074,0.45536831,0.728770554,0.008250152,0.001915385,-0.019645328,-0.025415312
19:07:30,|,296.63175392,296.37154961,-0.006280259,-0.007765509,-0.539284229,-0.680598795,0.60730803,1.013209939,0.005013249,0.01013965,-0.027037565,-0.04714087
19:12:30,|,296.60835457,296.3471508,-0.007348899,-0.008381647,-0.427252829,-0.596512914,0.625596941,1.00118196,0.007917687,-0.002857591,-0.019481307,-0.057265896
19:17:30,|,296.6562767,296.3796463,-0.00901423,-0.012703402,-0.409105539,-0.571604788,0.762025774,1.211990237,0.016181713,-0.002811689,-0.04138517,-0.095519267
19:22:30,|,296.6192131,296.36915398,-0.006402683,-0.00580264,-0.717910528,-0.956029654,0.711745501,1.049250722,0.012286773,-0.00308266,-0.013315435,-0.019714031
19:27:30,|,296.62938309,296.36611748,-0.006903528,-0.007146908,-0.830647469,-0.988515794,0.781129241,1.156824708,-0.004414441,-0.012258014,-0.027131546,-0.056253795
19:32:30,|,296.60015869,296.34000397,-0.005542797,-0.002821548,-0.792475641,-1.013527393,0.715397,1.060583949,0.003436361,0.00650473,-0.034318361,-0.046284344
19:37:30,|,296.59745216,296.35170364,-0.007524577,-0.007599088,-0.705175042,-1.062566757,0.814581633,1.296417832,0.010708816,0.004868113,-0.045791402,-0.065984644
19:42:30,|,296.63364029,296.37397003,-0.010216357,-0.012693538,-0.978015304,-1.338232398,0.940916479,1.443128347,0.0057101,-0.018941151,-0.050488446,-0.118676037
19:47:30,|,296.6178875,296.36128044,-0.006289018,-0.007612363,-0.982321084,-1.275846004,0.956554174,1.439885259,0.012822157,0.018663988,-0.039234638,-0.05072302
19:52:30,|,296.61534119,296.34466934,-0.005707758,-0.005962929,-0.726516187,-0.981682718,0.796535015,1.165670991,0.013733271,0.001507311,-0.027911214,-0.066549383
19:57:30,|,296.55494499,296.30078697,-0.002415065,-0.002705843,-0.192459062,-0.324113309,0.322663665,0.566821098,-0.004547683,-0.003987637,-0.007978953,-0.018645626
20:02:30,|,296.54157829,296.27225494,-0.008887812,-0.009025197,-0.361153632,-0.559758127,0.688980997,1.192205071,-0.007037557,-0.02834736,-0.040780246,-0.079585537
20:07:30,|,296.56115913,296.27683258,-0.00736473,-0.008839076,-0.386357903,-0.527389169,0.839738846,1.431032538,-0.00987554,0.012657386,-0.047005463,-0.099043682
20:12:30,|,296.52688599,296.27360344,-0.0078785,-0.011098117,-0.379304528,-0.423529685,0.682479143,1.281083584,-0.005884778,0.014607164,-0.036221709,-0.11028631
20:17:30,|,296.56445694,296.29615211,-0.00787737,-0.010326296,-0.579751134,-0.703027785,0.886547804,1.528957486,-0.013913955,-0.013520673,-0.039301019,-0.102945395
20:22:30,|,296.47665024,296.22003937,-0.004882241,-0.007855425,-0.343556911,-0.394077599,0.521594644,0.900784373,-0.001279516,0.019487072,-0.026392022,-0.037027605
20:27:30,|,296.45508003,296.21417809,-0.008824481,-0.011168436,-0.326466173,-0.313015014,0.586849272,1.190524697,-0.001042207,-0.014618719,-0.038106386,-0.072475977
20:32:30,|,296.43695259,296.18441391,-0.005394742,-0.007361485,-0.326941431,-0.445169389,0.496782154,0.869686842,-0.007511385,-0.013821696,-0.006919544,-0.025677381
20:37:30,|,296.35576439,296.16871834,-0.004259747,-0.002542061,-0.441311926,-0.642685652,0.490945607,0.814293504,-2.27e-05,-0.014511593,-0.026450906,-0.036053337
20:42:30,|,296.1405201,296.021492,-0.008233563,-0.002981541,-0.341258138,-0.517851472,0.403770089,0.708492935,0.003616089,0.007490661,-0.011299354,-0.018446775
20:47:30,|,295.96225548,295.87447929,-0.009939894,-0.00986751,-0.461960971,-0.690399587,0.587148666,0.936746597,0.004816562,0.001121588,-0.025173685,-0.055576596
20:52:30,|,296.07160568,295.90554047,-0.012742998,-0.015285732,-0.707281411,-0.913134933,0.81218946,1.325359464,0.013104552,0.016970016,-0.030803332,-0.060779329
00:57:30,|,296.38846779,295.55133629,-0.008471028,-0.01064339,-0.842169285,-0.990653574,0.932210028,1.604877234,-0.047827318,-0.034299757,-0.074368306,-0.120856822
01:02:30,|,296.37144089,295.58351517,-0.008670396,-0.006965786,-0.738412082,-0.838284194,1.026129723,1.717632055,0.023220783,0.052659251,-0.069556653,-0.118800096
01:07:30,|,296.31866074,295.59914398,-0.004629923,-0.006260764,-0.448354989,-0.37983194,0.956661522,1.721166968,-0.017632987,-0.054549936,-0.084005378,-0.108458087
01:12:30,|,296.3119812,295.6503582,-0.003002827,-0.005673994,-0.719840467,-0.563687027,0.861716211,1.580929637,-0.002753264,-0.040205382,-0.064931333,-0.115930632
01:17:30,|,296.3489666,295.69788933,-0.005503357,-0.009644762,-0.489426166,-0.404733181,1.125418901,2.189343214,-0.017906539,-0.039590411,-0.094868518,-0.135663256
01:22:30,|,296.49447823,295.71817589,-0.00328434,-0.010141239,-0.695644617,-0.668292463,1.026075721,1.865056872,0.000668545,0.006803962,-0.066414759,-0.151001647
01:27:30,|,296.49711418,295.74380302,-0.004170352,-0.008248028,-0.513867795,-0.473706812,0.675767243,1.401437998,-0.009431916,-0.001955205,-0.052288339,-0.09875311
01:32:30,|,296.47333908,295.74456596,-0.005422247,-0.010614459,-0.581107557,-0.498836458,0.891005397,1.69759798,0.0137039,-0.005157314,-0.083833583,-0.163771376
01:37:30,|,296.44324875,295.77574348,-0.007615206,-0.013848451,-0.466253787,-0.382141471,0.992107213,1.769368291,0.000959991,0.074385755,-0.069460861,-0.171446174
01:42:30,|,296.48387337,295.90237808,-0.011222242,-0.016044175,-0.005188027,0.220466107,0.958027065,1.901988626,-0.018000953,-0.045845229,-0.120141312,-0.220431983
01:47:30,|,296.47551537,295.9274025,-0.00406698,-0.013242771,-0.209628582,0.178793192,0.691855252,1.540023446,-0.069565304,-0.050658569,-0.047954265,-0.160690367
01:52:30,|,296.44981003,295.9361763,-0.00603987,-0.00932038,-0.24014321,-0.044714481,0.968799531,1.855414987,-0.033782154,-0.041971825,-0.106644966,-0.202394694
01:57:30,|,296.36572838,295.86478043,-0.003639194,-0.005552884,-0.117709272,0.210915074,0.626618385,1.143895268,-0.027875109,-0.017470518,-0.052550986,-0.090639792
02:02:30,|,296.37273026,295.87390327,-0.004019551,-0.007805611,-0.311221689,-0.176414773,1.047367215,1.821499944,-0.043015104,-0.027684255,-0.06093831,-0.17259419
02:07:30,|,296.4923439,295.98419762,-0.009270663,-0.025437647,-0.368792266,0.132049933,1.193299294,2.268988371,-0.032315031,-0.025083173,-0.14968428,-0.347242713
02:12:30,|,296.53605843,295.97195625,-0.004224483,-0.012013077,-0.108046755,0.175300717,0.794113219,1.604716778,-0.013567069,-0.039640114,-0.08009138,-0.208328024
02:17:30,|,296.63944626,296.04984474,-0.006644864,-0.016379781,0.01982916,0.324784368,0.843007565,1.659066439,-0.040724024,-0.041405044,-0.098984808,-0.20704332
