CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
18:02:30,|,265.812626361847,264.377396583557,0.017505032941699,0.0235301982611418,3.93224430084229,5.03984832763672,0.103513568639755,0.435865193605423,-0.167228043079376,-0.178435742855072,-0.0285774692893028,-0.0225601773709059
18:07:30,|,265.65486240387,264.239789962769,0.00963347870856524,0.0130072748288512,4.15140962600708,5.22865295410156,-0.170942425727844,0.210820391774178,-0.147344961762428,-0.183407381176949,-0.023276075720787,-0.0135375037789345
18:12:30,|,265.494196414948,264.126194000244,0.00816285144537687,0.0157795939594507,3.95389413833618,4.93017625808716,-0.308274149894714,0.00501728663221002,-0.111654072999954,-0.145503431558609,0.005083829164505,-0.0182754676789045
18:17:30,|,265.508271217346,264.148940086365,0.00749205099418759,0.0116515783593059,3.76488375663757,4.70260953903198,-0.161224752664566,0.174027472734451,-0.135863542556763,-0.145259529352188,-0.041585486382246,-0.0749198794364929
18:22:30,|,265.427040576935,264.068969726563,0.00918884668499231,0.0177501514554024,4.02845478057861,5.15681982040405,-0.323931455612183,-0.0651641860604286,-0.187747538089752,-0.180429905653,-0.0315669067203999,-0.0299443807452917
18:27:30,|,265.386932849884,264.037415504456,0.00333942729048431,0.00886219553649426,3.94512391090393,5.03069591522217,-0.684265911579132,-0.481500416994095,-0.124177388846874,-0.113726712763309,0.00595753360539675,0.00138581765349954
18:32:30,|,265.322590351105,264.011666297913,-0.000389415392419323,0.00450438819825649,3.76696705818176,4.73120832443237,-0.983764350414276,-0.902397692203522,-0.116181671619415,-0.130215376615524,0.0184836182743311,-0.000604342494625598
18:37:30,|,265.201748847961,263.9083070755,-0.00563708040863276,0.00232997443526983,3.75927066802979,4.58315563201904,-0.917218923568726,-0.770652890205383,-0.106653213500977,-0.126879468560219,-0.000310694798827171,0.00620937859639525
18:42:30,|,265.10830783844,263.796110153198,-0.00210590078495443,0.00408543134108186,3.88073658943176,4.83246517181396,-0.791269958019257,-0.584079146385193,-0.106031216681004,-0.0946206450462341,-0.000202847382752225,0.00519327446818352
18:47:30,|,265.073592662811,263.770757675171,-0.00266004796139896,0.00407037511467934,3.7554407119751,4.70853567123413,-0.722309529781342,-0.56218296289444,-0.103010781109333,-0.133579641580582,0.00233188131824136,0.000792400096543133
18:52:30,|,265.003073692322,263.724784851074,-0.00465019140392542,0.000820552348159254,3.5301525592804,4.41521835327148,-0.841991543769836,-0.669230878353119,-0.0814056843519211,-0.0984935611486435,0.00448911543935537,0.0163060091435909
18:57:30,|,264.983208656311,263.684063911438,-0.00377083127386868,0.00169349671341479,3.91019248962402,4.90241527557373,-0.6476970911026,-0.429465502500534,-0.096726581454277,-0.101631581783295,-0.00732194446027279,0.00327084725722671
19:02:30,|,264.923410415649,263.63340473175,-0.00526100164279342,0.00127223506569862,3.54096961021423,4.47031831741333,-0.410115242004395,-0.114462748169899,-0.0894704014062881,-0.100862741470337,-0.0231575835496187,-0.0241982340812683
19:07:30,|,264.886384963989,263.602537155151,-0.0064151007682085,0.00047098592040129,3.22099876403809,4.17340183258057,0.114756681025028,0.428877502679825,-0.106268793344498,-0.124527618288994,-0.0179149657487869,-0.0250446796417236
19:12:30,|,264.838936805725,263.574271202087,-0.0076250433921814,-0.00125244667287916,2.95614361763,3.68712854385376,-0.167435586452484,0.137650772929192,-0.0985953956842422,-0.105773858726025,-0.0135038215667009,-0.022420572116971
19:17:30,|,264.788209915161,263.510392189026,-0.00689241290092468,-0.000431202002801001,3.11024379730225,3.82695603370667,-0.0871134847402573,0.209100663661957,-0.0735452249646187,-0.0596469081938267,-0.0265549886971712,-0.0277049671858549
19:22:30,|,264.754270553589,263.486020088196,-0.00723904278129339,-0.000637728720903397,2.85113120079041,3.57137036323547,-0.0390703119337559,0.291277855634689,-0.0819101706147194,-0.0580642633140087,-0.0297262575477362,-0.026828957721591
19:27:30,|,264.726107597351,263.472648620605,-0.0053671495988965,-0.00185353111010045,2.46384739875793,3.11199522018433,0.47785672545433,0.87164306640625,-0.0505208782851696,-0.0833095610141754,-0.010924750007689,-0.0246277693659067
19:32:30,|,264.704977035522,263.442934989929,-0.0073166536167264,-0.000595971243456006,2.7184693813324,3.47741556167603,0.327928900718689,0.696385264396667,-0.0910894945263863,-0.129334077239037,-0.0220354702323675,-0.0441796071827412
19:37:30,|,264.691984176636,263.411061286926,-0.00487413397058845,-3.08478847728111e-05,2.93395924568176,3.66436791419983,0.653167247772217,1.13149642944336,-0.0733846053481102,-0.070959709584713,-0.0370783172547817,-0.0147406766191125
19:42:30,|,264.64536190033,263.371081352234,-0.00578609248623252,-0.000238354929024354,2.89690065383911,3.63194489479065,0.622372686862946,1.12900233268738,-0.091014675796032,-0.117089211940765,-0.0342091806232929,-0.020485395565629
19:47:30,|,264.597764968872,263.335942268372,-0.00667742593213916,-0.00047626844025217,2.74272990226746,3.44542527198792,0.579837203025818,1.05481314659119,-0.100036934018135,-0.114272408187389,-0.035197552293539,-0.0625895708799362
19:52:30,|,264.608736038208,263.308290481567,-0.00491948099806905,0.000844607769977301,2.98656344413757,3.7482283115387,0.813563585281372,1.38961637020111,-0.116219572722912,-0.134029537439346,-0.0497720055282116,-0.0508300438523293
19:57:30,|,264.570611953735,263.266090393066,-0.00514840288087726,0.000116298797365744,3.19992232322693,3.96490621566772,0.583447277545929,1.03632736206055,-0.0848477780818939,-0.0773457363247871,-0.0396090038120747,-0.0244381278753281
20:02:30,|,264.555636405945,263.249809265137,-0.00660546217113733,-5.71018244954757e-05,3.21894931793213,4.116286277771,0.693143367767334,1.12517106533051,-0.138547614216805,-0.131518915295601,-0.0413143001496792,-0.0422029905021191
20:07:30,|,264.549200057983,263.235493659973,-0.00336072780191898,0.000220270798308775,3.37312746047974,4.11468362808228,0.612492620944977,1.1226007938385,-0.0918292850255966,-0.0511645711958408,-0.0370310992002487,-0.0314342528581619
