CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
18:02:30,|,273.334908128,273.647191823,0.002467112,0.002082379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:07:30,|,273.320282191,273.632165849,0.001037305,0.000643347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:12:30,|,273.349062115,273.659942806,0.001439167,0.001630386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:17:30,|,273.33188352,273.644641638,0.001440871,0.001106505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:22:30,|,273.354947418,273.664963603,0.000937281,0.0009404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:27:30,|,273.355685174,273.666572809,0.0007813,0.000768488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:32:30,|,273.35817486,273.669017851,0.001317569,0.001458796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:37:30,|,273.342959493,273.654978514,0.000752453,0.000642375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:42:30,|,273.34731409,273.659864545,0.000600812,0.000588256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:47:30,|,273.346106946,273.654795349,0.001387334,0.00128528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:52:30,|,273.337145388,273.647473872,0.001071855,0.000591156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:57:30,|,273.27475971,273.587463975,0.002032745,0.001825621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:02:30,|,273.256520361,273.571135223,0.00123745,0.001172769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:07:30,|,273.269730985,273.580281079,0.001030409,0.000980271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:12:30,|,273.233700901,273.548006654,0.000700688,0.000534219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:17:30,|,273.220716313,273.533527315,0.00128279,0.001041307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:22:30,|,273.188379198,273.503920615,0.00054655,0.000403924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:27:30,|,273.169402987,273.481443673,0.001735895,0.00141275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:32:30,|,273.125295475,273.439542055,0.000962469,0.000815895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:37:30,|,273.127311289,273.438679457,0.00139959,0.000736964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:42:30,|,273.121954314,273.437264115,0.000489666,0.000268611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:47:30,|,273.118719831,273.430564761,0.001739334,0.001037073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:52:30,|,273.120821074,273.436567187,0.000938526,0.000527764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
