CDT_Time,bar_fence,R_Bulk_lconv_8_5_10,L_lconv_8_5,L_lconv_10,Term_3_lconv_8_5,Term_3_lconv_10
18:02:30,|,0.753399522252999,-272.500438982235,-171.134606113831,-0.0311926103009109,-0.0584335350230008
18:07:30,|,0.660502101805285,-226.889204662858,-123.00278183971,-0.037463219162985,-0.0812989743031293
18:12:30,|,0.900732866525208,-172.121430852745,-140.970775476293,-0.0493837400600742,-0.0709366885882081
18:17:30,|,1.40608472026498,-333.885636222273,-303.383583108759,-0.0254578187195253,-0.0329615725990524
18:22:30,|,4.78192524437188,-137.115919591433,-146.056734650645,-0.0619913429842985,-0.0684665450307318
18:27:30,|,4.82932202979575,-251.249949264212,-140.074087019545,-0.0338308526027262,-0.0713907919214541
18:32:30,|,1.55400148259141,-267.62377907932,-257.934438141012,-0.0317610043070228,-0.0387695418730129
18:37:30,|,5.50399291174638,-181.936994562397,-245.927805373559,-0.0467194702234396,-0.0406623398472988
18:42:30,|,1.34725655227006,-728.858445794049,-751.502453775449,-0.0116620724491156,-0.0133066764449821
18:47:30,|,2.40293786310925,-201.672285216962,-200.501561814648,-0.0421475860743858,-0.0498749232150342
18:52:30,|,1.51414576979074,-293.531714013874,-429.537720968355,-0.0289576887068436,-0.0232808424309182
18:57:30,|,2.38663490016939,-437.794198612559,-335.342146677057,-0.0194155153881387,-0.0298202898117374
19:02:30,|,1.36144279913483,-337.233915814104,-333.618948091725,-0.0252050567911607,-0.0299743166783519
19:07:30,|,2.46299012837175,-517.368818157484,-457.611169345959,-0.016429285456884,-0.0218526134628499
19:12:30,|,1.10879408563829,-825.832472106698,-880.405592443943,-0.0102926444370933,-0.0113584012707606
19:17:30,|,1.00519339810086,-168.5927449619,-266.834267144706,-0.0504173533797134,-0.0374764459865155
19:22:30,|,4.7566130484553,-559.533076701498,-850.770361242901,-0.0151912377550731,-0.0117540530977018
19:27:30,|,2.08816673983886,-168.880585433992,-130.454518726416,-0.0503314219225175,-0.0766550679702527
19:32:30,|,1.87969974860666,-281.398349191266,-254.863653197891,-0.0302062894982464,-0.0392366658584911
19:37:30,|,1.26564653001579,-244.028527708136,-225.09476047964,-0.0348319931273207,-0.0444257342049706
19:42:30,|,1.00507842605186,-171.203995753779,-85.5886060382888,-0.0496483739329569,-0.116837981863222
19:47:30,|,1.22176382105986,-458.040870721814,-395.67944290846,-0.0185572959605222,-0.025272983419342
19:52:30,|,0.866688377178846,-912.754611346089,-1701.40402668438,-0.00931247007064099,-0.00587749872644158
19:57:30,|,2.27900251843537,-128.104759898649,-65.1768030363003,-0.0663519451324435,-0.153428820287956
20:02:30,|,1.15132940982208,-435.692028050271,-109.083871842003,-0.0195091933126196,-0.0916725802920161
20:07:30,|,1.23444056207291,-328.438881219349,-729.850786230133,-0.0258800053405469,-0.0137014307426489
20:12:30,|,4.80838604300425,-161.932796642882,-192.112398562536,-0.0524909108977192,-0.0520528611106005
20:17:30,|,2.00523258379802,-2979.83469838922,4858.20580226934,-0.00285250722283178,0.00205837307166544
20:22:30,|,1.03974478877434,-1141.98226627095,101236.072778439,-0.00744319789461887,9.87790194300163e-05
20:27:30,|,1.46537372225513,4161.80486500136,-934.924446671532,0.00204238311879556,-0.0106960514676897
20:32:30,|,3.82525642834431,-605.425292047555,-513.140524674097,-0.0140397173881734,-0.0194878391379265
20:37:30,|,1.16281097422747,-279.209013896867,-198.705197275291,-0.0304431432258118,-0.0503258099794228
20:42:30,|,2.73758387494886,-1033.58694800887,-1636.57591394727,-0.00822378805805807,-0.00611031844888938
20:47:30,|,5.56241966273503,-356.100611552457,26988.829311907,-0.0238696585297717,0.000370523666826414
20:52:30,|,3.73636179844967,-140.58344336816,494.632727154299,-0.0604623118935862,0.0202170205306301
20:57:30,|,24.369536084215,83.2221078181385,215.390188746309,0.102136321980389,0.0464273700589873
21:02:30,|,6.34555758700478,46.4316756477498,6.42399023692928,0.183064683352903,1.55666488135575
21:07:30,|,12.5982008484171,-78.0453988014639,-64.6633231297258,-0.108910968878803,-0.154647171162829
21:12:30,|,2.145982393027,-719.624803573631,-744.607346817509,-0.0118117107106221,-0.0134298970359889
21:17:30,|,2.1330329717493,88.1318999698804,48.3291270355759,0.0964463491982463,0.206914558846445
21:22:30,|,6.82659527600666,2709.6001987619,672.888662882462,0.00313699416020264,0.0148612995754199
21:27:30,|,2.57663411645016,-175.16435454555,-29.2683533404604,-0.0485258546012549,-0.341665958575676
21:32:30,|,2.8007366807102,-44.9917946513564,-135.288194131143,-0.188923337374446,-0.0739162797184388
21:37:30,|,3.84713881582309,-1690.66725974623,10074.2877959023,-0.0050276007599957,0.000992626000228771
21:42:30,|,2.2655958281005,-1051.13920272969,-1355.09700737959,-0.00808646464514544,-0.00737954548312184
21:47:30,|,0.775272586443935,-478.701976993363,-1727.91549887205,-0.0177563503150476,-0.00578732004344415
21:52:30,|,2.59075647024318,-83.1197486334421,-519.384456016563,-0.102262099437824,-0.019253560410135
