,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5
10/18/2018,0:09:00,0.003,0:09:00,0.013,0:09:00,0.013,0:09:00,0.011,0:09:00,,0:09:00,0.01,0:09:00,0,0:09:00,
10/18/2018,0:09:01,0.002,0:09:01,0.012,0:09:01,0.021,0:09:01,0,0:09:01,,0:09:01,0.009,0:09:01,0,0:09:01,
10/18/2018,0:09:02,0.003,0:09:02,0.013,0:09:02,0.014,0:09:02,0.002,0:09:02,,0:09:02,0.009,0:09:02,0,0:09:02,
10/18/2018,0:09:03,0.003,0:09:03,0.014,0:09:03,0.014,0:09:03,0,0:09:03,,0:09:03,0.009,0:09:03,0,0:09:03,
10/18/2018,0:09:04,0.002,0:09:04,0.013,0:09:04,0.015,0:09:04,0.003,0:09:04,,0:09:04,0.008,0:09:04,0,0:09:04,
10/18/2018,0:09:05,0.003,0:09:05,0.012,0:09:05,0.014,0:09:05,0.006,0:09:05,,0:09:05,0.008,0:09:05,0,0:09:05,
10/18/2018,0:09:06,0.004,0:09:06,0.012,0:09:06,0.013,0:09:06,0.001,0:09:06,,0:09:06,0.008,0:09:06,0,0:09:06,
10/18/2018,0:09:07,0.003,0:09:07,0.013,0:09:07,0.013,0:09:07,0.005,0:09:07,,0:09:07,0.008,0:09:07,0,0:09:07,
10/18/2018,0:09:08,0.003,0:09:08,0.013,0:09:08,0.014,0:09:08,0.001,0:09:08,,0:09:08,0.01,0:09:08,0,0:09:08,
10/18/2018,0:09:09,0.004,0:09:09,0.012,0:09:09,0.014,0:09:09,0.001,0:09:09,,0:09:09,0.01,0:09:09,0,0:09:09,
10/18/2018,0:09:10,0.004,0:09:10,0.012,0:09:10,0.013,0:09:10,0.058,0:09:10,,0:09:10,0.009,0:09:10,0,0:09:10,
10/18/2018,0:09:11,0.003,0:09:11,0.012,0:09:11,0.013,0:09:11,0.001,0:09:11,,0:09:11,0.008,0:09:11,0,0:09:11,
10/18/2018,0:09:12,0.003,0:09:12,0.012,0:09:12,0.013,0:09:12,0.002,0:09:12,,0:09:12,0.011,0:09:12,0,0:09:12,
10/18/2018,0:09:13,0.003,0:09:13,0.014,0:09:13,0.014,0:09:13,0,0:09:13,,0:09:13,0.01,0:09:13,0,0:09:13,
10/18/2018,0:09:14,0.003,0:09:14,0.015,0:09:14,0.014,0:09:14,0.015,0:09:14,,0:09:14,0.008,0:09:14,0,0:09:14,
10/18/2018,0:09:15,0.003,0:09:15,0.011,0:09:15,0.014,0:09:15,0.001,0:09:15,,0:09:15,0.009,0:09:15,0,0:09:15,
10/18/2018,0:09:16,0.003,0:09:16,0.012,0:09:16,0.015,0:09:16,0.003,0:09:16,,0:09:16,0.009,0:09:16,0,0:09:16,
10/18/2018,0:09:17,0.013,0:09:17,0.019,0:09:17,0.017,0:09:17,0.002,0:09:17,,0:09:17,0.009,0:09:17,0,0:09:17,
10/18/2018,0:09:18,0.003,0:09:18,0.022,0:09:18,0.016,0:09:18,0.003,0:09:18,,0:09:18,0.008,0:09:18,0,0:09:18,
10/18/2018,0:09:19,0.004,0:09:19,0.011,0:09:19,0.015,0:09:19,0.014,0:09:19,,0:09:19,0.009,0:09:19,0,0:09:19,
10/18/2018,0:09:20,0.004,0:09:20,0.013,0:09:20,0.015,0:09:20,0.002,0:09:20,,0:09:20,0.009,0:09:20,0,0:09:20,
10/18/2018,0:09:21,0.004,0:09:21,0.015,0:09:21,0.014,0:09:21,0.001,0:09:21,,0:09:21,0.009,0:09:21,0,0:09:21,
10/18/2018,0:09:22,0.004,0:09:22,0.013,0:09:22,0.016,0:09:22,0.001,0:09:22,,0:09:22,0.009,0:09:22,0,0:09:22,
10/18/2018,0:09:23,0.004,0:09:23,0.012,0:09:23,0.016,0:09:23,0.001,0:09:23,,0:09:23,0.008,0:09:23,0,0:09:23,
10/18/2018,0:09:24,0.005,0:09:24,0.012,0:09:24,0.012,0:09:24,0.003,0:09:24,,0:09:24,0.008,0:09:24,0,0:09:24,
10/18/2018,0:09:25,0.003,0:09:25,0.015,0:09:25,0.013,0:09:25,0.005,0:09:25,,0:09:25,0.009,0:09:25,0,0:09:25,
10/18/2018,0:09:26,0.004,0:09:26,0.012,0:09:26,0.014,0:09:26,0.001,0:09:26,,0:09:26,0.009,0:09:26,0,0:09:26,
10/18/2018,0:09:27,0.004,0:09:27,0.013,0:09:27,0.014,0:09:27,0.002,0:09:27,,0:09:27,0.009,0:09:27,0,0:09:27,
10/18/2018,0:09:28,0.005,0:09:28,0.013,0:09:28,0.014,0:09:28,0.002,0:09:28,,0:09:28,0.009,0:09:28,0,0:09:28,
10/18/2018,0:09:29,0.004,0:09:29,0.014,0:09:29,0.015,0:09:29,0.003,0:09:29,,0:09:29,0.01,0:09:29,0,0:09:29,
10/18/2018,0:09:30,0.004,0:09:30,0.014,0:09:30,0.014,0:09:30,0.003,0:09:30,,0:09:30,0.01,0:09:30,0,0:09:30,
10/18/2018,0:09:31,0.005,0:09:31,0.012,0:09:31,0.015,0:09:31,0.001,0:09:31,,0:09:31,0.009,0:09:31,0,0:09:31,
10/18/2018,0:09:32,0.005,0:09:32,0.013,0:09:32,0.015,0:09:32,0.001,0:09:32,,0:09:32,0.009,0:09:32,0,0:09:32,
10/18/2018,0:09:33,0.005,0:09:33,0.012,0:09:33,0.014,0:09:33,0,0:09:33,,0:09:33,0.01,0:09:33,0,0:09:33,
10/18/2018,0:09:34,0.005,0:09:34,0.013,0:09:34,0.014,0:09:34,0.002,0:09:34,,0:09:34,0.012,0:09:34,0,0:09:34,
10/18/2018,0:09:35,0.004,0:09:35,0.012,0:09:35,0.016,0:09:35,0.002,0:09:35,,0:09:35,0.009,0:09:35,0,0:09:35,
10/18/2018,0:09:36,0.006,0:09:36,0.013,0:09:36,0.015,0:09:36,0.001,0:09:36,,0:09:36,0.009,0:09:36,0,0:09:36,
10/18/2018,0:09:37,0.008,0:09:37,0.012,0:09:37,0.015,0:09:37,0.02,0:09:37,,0:09:37,0.009,0:09:37,0,0:09:37,
10/18/2018,0:09:38,0.005,0:09:38,0.012,0:09:38,0.016,0:09:38,0.001,0:09:38,,0:09:38,0.009,0:09:38,0,0:09:38,
10/18/2018,0:09:39,0.003,0:09:39,0.012,0:09:39,0.014,0:09:39,0.003,0:09:39,,0:09:39,0.009,0:09:39,0,0:09:39,
10/18/2018,0:09:40,0.005,0:09:40,0.012,0:09:40,0.014,0:09:40,0,0:09:40,,0:09:40,0.008,0:09:40,0,0:09:40,
10/18/2018,0:09:41,0.006,0:09:41,0.013,0:09:41,0.014,0:09:41,0.026,0:09:41,,0:09:41,0.009,0:09:41,0,0:09:41,
10/18/2018,0:09:42,0.005,0:09:42,0.013,0:09:42,0.013,0:09:42,0.002,0:09:42,,0:09:42,0.008,0:09:42,0,0:09:42,
10/18/2018,0:09:43,0.003,0:09:43,0.013,0:09:43,0.013,0:09:43,0.001,0:09:43,,0:09:43,0.009,0:09:43,0,0:09:43,
10/18/2018,0:09:44,0.009,0:09:44,0.011,0:09:44,0.014,0:09:44,0.001,0:09:44,,0:09:44,0.009,0:09:44,0,0:09:44,
10/18/2018,0:09:45,0.015,0:09:45,0.012,0:09:45,0.014,0:09:45,0.001,0:09:45,,0:09:45,0.009,0:09:45,0,0:09:45,
10/18/2018,0:09:46,0.005,0:09:46,0.014,0:09:46,0.013,0:09:46,0.001,0:09:46,,0:09:46,0.009,0:09:46,0,0:09:46,
10/18/2018,0:09:47,0.003,0:09:47,0.016,0:09:47,0.013,0:09:47,0.001,0:09:47,,0:09:47,0.009,0:09:47,0,0:09:47,
10/18/2018,0:09:48,0.004,0:09:48,0.015,0:09:48,0.014,0:09:48,0.002,0:09:48,,0:09:48,0.008,0:09:48,0,0:09:48,
10/18/2018,0:09:49,0.005,0:09:49,0.014,0:09:49,0.013,0:09:49,0.004,0:09:49,,0:09:49,0.008,0:09:49,0,0:09:49,
10/18/2018,0:09:50,0.005,0:09:50,0.016,0:09:50,0.013,0:09:50,0.001,0:09:50,,0:09:50,0.008,0:09:50,0,0:09:50,
10/18/2018,0:09:51,0.004,0:09:51,0.013,0:09:51,0.014,0:09:51,0.001,0:09:51,,0:09:51,0.013,0:09:51,0,0:09:51,
10/18/2018,0:09:52,0.005,0:09:52,0.012,0:09:52,0.014,0:09:52,0,0:09:52,,0:09:52,0.014,0:09:52,0,0:09:52,
10/18/2018,0:09:53,0.003,0:09:53,0.012,0:09:53,0.014,0:09:53,0.002,0:09:53,,0:09:53,0.009,0:09:53,0,0:09:53,
10/18/2018,0:09:54,0.003,0:09:54,0.013,0:09:54,0.014,0:09:54,0.001,0:09:54,,0:09:54,0.009,0:09:54,0,0:09:54,
10/18/2018,0:09:55,0.002,0:09:55,0.012,0:09:55,0.015,0:09:55,0.003,0:09:55,,0:09:55,0.009,0:09:55,0,0:09:55,
10/18/2018,0:09:56,0.003,0:09:56,0.012,0:09:56,0.017,0:09:56,0.011,0:09:56,,0:09:56,0.009,0:09:56,0,0:09:56,
10/18/2018,0:09:57,0.004,0:09:57,0.012,0:09:57,0.016,0:09:57,0.001,0:09:57,,0:09:57,0.009,0:09:57,0,0:09:57,
10/18/2018,0:09:58,0.003,0:09:58,0.012,0:09:58,0.014,0:09:58,0.001,0:09:58,,0:09:58,0.01,0:09:58,0,0:09:58,
10/18/2018,0:09:59,0.004,0:09:59,0.012,0:09:59,0.015,0:09:59,0.001,0:09:59,,0:09:59,0.009,0:09:59,0,0:09:59,
10/18/2018,0:10:00,0.005,0:10:00,0.012,0:10:00,0.015,0:10:00,0.001,0:10:00,,0:10:00,0.009,0:10:00,0,0:10:00,
10/18/2018,0:10:01,0.004,0:10:01,0.013,0:10:01,0.014,0:10:01,0.003,0:10:01,,0:10:01,0.009,0:10:01,0,0:10:01,
10/18/2018,0:10:02,0.004,0:10:02,0.013,0:10:02,0.014,0:10:02,0.003,0:10:02,,0:10:02,0.009,0:10:02,0,0:10:02,
10/18/2018,0:10:03,0.003,0:10:03,0.012,0:10:03,0.014,0:10:03,0.001,0:10:03,,0:10:03,0.008,0:10:03,0,0:10:03,
10/18/2018,0:10:04,0.003,0:10:04,0.012,0:10:04,0.021,0:10:04,0.012,0:10:04,,0:10:04,0.009,0:10:04,0,0:10:04,
10/18/2018,0:10:05,0.005,0:10:05,0.013,0:10:05,0.023,0:10:05,0.005,0:10:05,,0:10:05,0.009,0:10:05,0,0:10:05,
10/18/2018,0:10:06,0.003,0:10:06,0.011,0:10:06,0.014,0:10:06,0.002,0:10:06,,0:10:06,0.009,0:10:06,0,0:10:06,
10/18/2018,0:10:07,0.002,0:10:07,0.012,0:10:07,0.014,0:10:07,0.002,0:10:07,,0:10:07,0.008,0:10:07,0,0:10:07,
10/18/2018,0:10:08,0.004,0:10:08,0.015,0:10:08,0.014,0:10:08,0.001,0:10:08,,0:10:08,0.008,0:10:08,0,0:10:08,
10/18/2018,0:10:09,0.005,0:10:09,0.014,0:10:09,0.017,0:10:09,0.001,0:10:09,,0:10:09,0.009,0:10:09,0,0:10:09,
10/18/2018,0:10:10,0.004,0:10:10,0.012,0:10:10,0.015,0:10:10,0.006,0:10:10,,0:10:10,0.008,0:10:10,0,0:10:10,
10/18/2018,0:10:11,0.003,0:10:11,0.012,0:10:11,0.014,0:10:11,0.001,0:10:11,,0:10:11,0.009,0:10:11,0,0:10:11,
10/18/2018,0:10:12,0.004,0:10:12,0.012,0:10:12,0.013,0:10:12,0.002,0:10:12,,0:10:12,0.01,0:10:12,0,0:10:12,
10/18/2018,0:10:13,0.004,0:10:13,0.017,0:10:13,0.013,0:10:13,0.007,0:10:13,,0:10:13,0.01,0:10:13,0,0:10:13,
10/18/2018,0:10:14,0.005,0:10:14,0.021,0:10:14,0.014,0:10:14,0.002,0:10:14,,0:10:14,0.009,0:10:14,0,0:10:14,
10/18/2018,0:10:15,0.005,0:10:15,0.015,0:10:15,0.016,0:10:15,0.013,0:10:15,,0:10:15,0.009,0:10:15,0,0:10:15,
10/18/2018,0:10:16,0.004,0:10:16,0.015,0:10:16,0.015,0:10:16,0.004,0:10:16,,0:10:16,0.009,0:10:16,0,0:10:16,
10/18/2018,0:10:17,0.004,0:10:17,0.014,0:10:17,0.014,0:10:17,0.002,0:10:17,,0:10:17,0.009,0:10:17,0,0:10:17,
10/18/2018,0:10:18,0.003,0:10:18,0.012,0:10:18,0.013,0:10:18,0.002,0:10:18,,0:10:18,0.009,0:10:18,0,0:10:18,
10/18/2018,0:10:19,0.005,0:10:19,0.013,0:10:19,0.013,0:10:19,0.002,0:10:19,,0:10:19,0.009,0:10:19,0,0:10:19,
10/18/2018,0:10:20,0.008,0:10:20,0.013,0:10:20,0.014,0:10:20,0.001,0:10:20,,0:10:20,0.01,0:10:20,0,0:10:20,
10/18/2018,0:10:21,0.006,0:10:21,0.014,0:10:21,0.015,0:10:21,0.001,0:10:21,,0:10:21,0.01,0:10:21,0,0:10:21,
10/18/2018,0:10:22,0.003,0:10:22,0.013,0:10:22,0.014,0:10:22,0.006,0:10:22,,0:10:22,0.008,0:10:22,0,0:10:22,
10/18/2018,0:10:23,0.004,0:10:23,0.011,0:10:23,0.014,0:10:23,0.001,0:10:23,,0:10:23,0.009,0:10:23,0,0:10:23,
10/18/2018,0:10:24,0.002,0:10:24,0.014,0:10:24,0.013,0:10:24,0.004,0:10:24,,0:10:24,0.01,0:10:24,0,0:10:24,
10/18/2018,0:10:25,0.003,0:10:25,0.015,0:10:25,0.012,0:10:25,0.003,0:10:25,,0:10:25,0.01,0:10:25,0,0:10:25,
10/18/2018,0:10:26,0.003,0:10:26,0.011,0:10:26,0.013,0:10:26,0.123,0:10:26,,0:10:26,0.009,0:10:26,0,0:10:26,
10/18/2018,0:10:27,0.004,0:10:27,0.013,0:10:27,0.013,0:10:27,0.001,0:10:27,,0:10:27,0.008,0:10:27,0,0:10:27,
10/18/2018,0:10:28,0.003,0:10:28,0.013,0:10:28,0.013,0:10:28,0.001,0:10:28,,0:10:28,0.009,0:10:28,0,0:10:28,
10/18/2018,0:10:29,0.004,0:10:29,0.012,0:10:29,0.015,0:10:29,0.003,0:10:29,,0:10:29,0.01,0:10:29,0,0:10:29,
10/18/2018,0:10:30,0.003,0:10:30,0.014,0:10:30,0.015,0:10:30,0.001,0:10:30,,0:10:30,0.009,0:10:30,0,0:10:30,
10/18/2018,0:10:31,0.002,0:10:31,0.014,0:10:31,0.014,0:10:31,0.001,0:10:31,,0:10:31,0.009,0:10:31,0,0:10:31,
10/18/2018,0:10:32,0.005,0:10:32,0.013,0:10:32,0.014,0:10:32,0.004,0:10:32,,0:10:32,0.009,0:10:32,0,0:10:32,
10/18/2018,0:10:33,0.004,0:10:33,0.016,0:10:33,0.014,0:10:33,0,0:10:33,,0:10:33,0.009,0:10:33,0,0:10:33,
10/18/2018,0:10:34,0.003,0:10:34,0.015,0:10:34,0.014,0:10:34,0.003,0:10:34,,0:10:34,0.009,0:10:34,0,0:10:34,
10/18/2018,0:10:35,0.003,0:10:35,0.013,0:10:35,0.013,0:10:35,0.002,0:10:35,,0:10:35,0.008,0:10:35,0,0:10:35,
10/18/2018,0:10:36,0.004,0:10:36,0.012,0:10:36,0.014,0:10:36,0.003,0:10:36,,0:10:36,0.009,0:10:36,0,0:10:36,
10/18/2018,0:10:37,0.003,0:10:37,0.013,0:10:37,0.015,0:10:37,0.004,0:10:37,,0:10:37,0.01,0:10:37,0,0:10:37,
10/18/2018,0:10:38,0.004,0:10:38,0.013,0:10:38,0.012,0:10:38,0.001,0:10:38,,0:10:38,0.009,0:10:38,0,0:10:38,
10/18/2018,0:10:39,0.003,0:10:39,0.011,0:10:39,0.013,0:10:39,0.001,0:10:39,,0:10:39,0.009,0:10:39,0,0:10:39,
10/18/2018,0:10:40,0.004,0:10:40,0.011,0:10:40,0.014,0:10:40,0.018,0:10:40,,0:10:40,0.008,0:10:40,0,0:10:40,
10/18/2018,0:10:41,0.003,0:10:41,0.011,0:10:41,0.013,0:10:41,0.002,0:10:41,,0:10:41,0.008,0:10:41,0,0:10:41,
10/18/2018,0:10:42,0.003,0:10:42,0.012,0:10:42,0.013,0:10:42,0.001,0:10:42,,0:10:42,0.009,0:10:42,0,0:10:42,
10/18/2018,0:10:43,0.005,0:10:43,0.013,0:10:43,0.014,0:10:43,0.002,0:10:43,,0:10:43,0.009,0:10:43,0,0:10:43,
10/18/2018,0:10:44,0.004,0:10:44,0.013,0:10:44,0.015,0:10:44,0.001,0:10:44,,0:10:44,0.009,0:10:44,0,0:10:44,
10/18/2018,0:10:45,0.004,0:10:45,0.011,0:10:45,0.014,0:10:45,0.001,0:10:45,,0:10:45,0.009,0:10:45,0,0:10:45,
10/18/2018,0:10:46,0.003,0:10:46,0.011,0:10:46,0.013,0:10:46,0.012,0:10:46,,0:10:46,0.01,0:10:46,0,0:10:46,
10/18/2018,0:10:47,0.004,0:10:47,0.012,0:10:47,0.015,0:10:47,0.001,0:10:47,,0:10:47,0.011,0:10:47,0,0:10:47,
10/18/2018,0:10:48,0.004,0:10:48,0.012,0:10:48,0.016,0:10:48,0.002,0:10:48,,0:10:48,0.01,0:10:48,0,0:10:48,
10/18/2018,0:10:49,0.003,0:10:49,0.013,0:10:49,0.014,0:10:49,0.002,0:10:49,,0:10:49,0.011,0:10:49,0,0:10:49,
10/18/2018,0:10:50,0.003,0:10:50,0.012,0:10:50,0.013,0:10:50,0.001,0:10:50,,0:10:50,0.01,0:10:50,0,0:10:50,
10/18/2018,0:10:51,0.003,0:10:51,0.012,0:10:51,0.014,0:10:51,0,0:10:51,,0:10:51,0.009,0:10:51,0,0:10:51,
10/18/2018,0:10:52,0.004,0:10:52,0.012,0:10:52,0.012,0:10:52,0.002,0:10:52,,0:10:52,0.009,0:10:52,0,0:10:52,
10/18/2018,0:10:53,0.003,0:10:53,0.012,0:10:53,0.013,0:10:53,0.003,0:10:53,,0:10:53,0.009,0:10:53,0,0:10:53,
10/18/2018,0:10:54,0.002,0:10:54,0.011,0:10:54,0.014,0:10:54,0.002,0:10:54,,0:10:54,0.008,0:10:54,0,0:10:54,
10/18/2018,0:10:55,0.003,0:10:55,0.013,0:10:55,0.013,0:10:55,0.001,0:10:55,,0:10:55,0.008,0:10:55,0,0:10:55,
10/18/2018,0:10:56,0.004,0:10:56,0.014,0:10:56,0.012,0:10:56,0.001,0:10:56,,0:10:56,0.011,0:10:56,0,0:10:56,
10/18/2018,0:10:57,0.004,0:10:57,0.014,0:10:57,0.013,0:10:57,0.001,0:10:57,,0:10:57,0.011,0:10:57,0,0:10:57,
10/18/2018,0:10:58,0.003,0:10:58,0.015,0:10:58,0.013,0:10:58,0.001,0:10:58,,0:10:58,0.009,0:10:58,0,0:10:58,
10/18/2018,0:10:59,0.005,0:10:59,0.013,0:10:59,0.014,0:10:59,0.003,0:10:59,,0:10:59,0.01,0:10:59,0,0:10:59,
10/18/2018,0:11:00,0.004,0:11:00,0.012,0:11:00,0.013,0:11:00,0.029,0:11:00,,0:11:00,0.008,0:11:00,0,0:11:00,
10/18/2018,0:11:01,0.003,0:11:01,0.014,0:11:01,0.014,0:11:01,0.002,0:11:01,,0:11:01,0.008,0:11:01,0,0:11:01,
10/18/2018,0:11:02,0.006,0:11:02,0.014,0:11:02,0.015,0:11:02,0.003,0:11:02,,0:11:02,0.008,0:11:02,0,0:11:02,
10/18/2018,0:11:03,0.006,0:11:03,0.011,0:11:03,0.014,0:11:03,0.002,0:11:03,,0:11:03,0.009,0:11:03,0,0:11:03,
10/18/2018,0:11:04,0.002,0:11:04,0.011,0:11:04,0.014,0:11:04,0.025,0:11:04,,0:11:04,0.008,0:11:04,0,0:11:04,
10/18/2018,0:11:05,0.003,0:11:05,0.012,0:11:05,0.014,0:11:05,0.003,0:11:05,,0:11:05,0.009,0:11:05,0,0:11:05,
10/18/2018,0:11:06,0.006,0:11:06,0.012,0:11:06,0.013,0:11:06,0.002,0:11:06,,0:11:06,0.008,0:11:06,0,0:11:06,
10/18/2018,0:11:07,0.007,0:11:07,0.015,0:11:07,0.014,0:11:07,0.001,0:11:07,,0:11:07,0.008,0:11:07,0,0:11:07,
10/18/2018,0:11:08,0.002,0:11:08,0.013,0:11:08,0.013,0:11:08,0.002,0:11:08,,0:11:08,0.008,0:11:08,0,0:11:08,
10/18/2018,0:11:09,0.002,0:11:09,0.011,0:11:09,0.014,0:11:09,0.004,0:11:09,,0:11:09,0.008,0:11:09,0,0:11:09,
10/18/2018,0:11:10,0.003,0:11:10,0.011,0:11:10,0.013,0:11:10,0.003,0:11:10,,0:11:10,0.009,0:11:10,0,0:11:10,
10/18/2018,0:11:11,0.003,0:11:11,0.01,0:11:11,0.013,0:11:11,0.002,0:11:11,,0:11:11,0.008,0:11:11,0,0:11:11,
10/18/2018,0:11:12,0.003,0:11:12,0.011,0:11:12,0.013,0:11:12,0.004,0:11:12,,0:11:12,0.009,0:11:12,0,0:11:12,
10/18/2018,0:11:13,0.003,0:11:13,0.012,0:11:13,0.014,0:11:13,0.002,0:11:13,,0:11:13,0.01,0:11:13,0,0:11:13,
10/18/2018,0:11:14,0.004,0:11:14,0.011,0:11:14,0.013,0:11:14,0.001,0:11:14,,0:11:14,0.01,0:11:14,0,0:11:14,
10/18/2018,0:11:15,0.005,0:11:15,0.011,0:11:15,0.012,0:11:15,0.002,0:11:15,,0:11:15,0.009,0:11:15,0,0:11:15,
10/18/2018,0:11:16,0.003,0:11:16,0.012,0:11:16,0.011,0:11:16,0.006,0:11:16,,0:11:16,0.01,0:11:16,0,0:11:16,
10/18/2018,0:11:17,0.002,0:11:17,0.013,0:11:17,0.013,0:11:17,0.002,0:11:17,,0:11:17,0.009,0:11:17,0,0:11:17,
10/18/2018,0:11:18,0.004,0:11:18,0.011,0:11:18,0.013,0:11:18,0.002,0:11:18,,0:11:18,0.009,0:11:18,0,0:11:18,
10/18/2018,0:11:19,0.004,0:11:19,0.011,0:11:19,0.013,0:11:19,0.001,0:11:19,,0:11:19,0.009,0:11:19,0,0:11:19,
10/18/2018,0:11:20,0.003,0:11:20,0.014,0:11:20,0.012,0:11:20,0.006,0:11:20,,0:11:20,0.009,0:11:20,0,0:11:20,
10/18/2018,0:11:21,0.004,0:11:21,0.01,0:11:21,0.013,0:11:21,0.001,0:11:21,,0:11:21,0.009,0:11:21,0,0:11:21,
10/18/2018,0:11:22,0.004,0:11:22,0.011,0:11:22,0.012,0:11:22,0.001,0:11:22,,0:11:22,0.009,0:11:22,0,0:11:22,
10/18/2018,0:11:23,0.004,0:11:23,0.011,0:11:23,0.012,0:11:23,0.002,0:11:23,,0:11:23,0.009,0:11:23,0,0:11:23,
10/18/2018,0:11:24,0.002,0:11:24,0.011,0:11:24,0.014,0:11:24,0.002,0:11:24,,0:11:24,0.009,0:11:24,0,0:11:24,
10/18/2018,0:11:25,0.002,0:11:25,0.011,0:11:25,0.016,0:11:25,0.04,0:11:25,,0:11:25,0.009,0:11:25,0,0:11:25,
10/18/2018,0:11:26,0.003,0:11:26,0.011,0:11:26,0.013,0:11:26,0.002,0:11:26,,0:11:26,0.008,0:11:26,0,0:11:26,
10/18/2018,0:11:27,0.004,0:11:27,0.011,0:11:27,0.013,0:11:27,0.002,0:11:27,,0:11:27,0.009,0:11:27,0,0:11:27,
10/18/2018,0:11:28,0.004,0:11:28,0.011,0:11:28,0.014,0:11:28,0.011,0:11:28,,0:11:28,0.009,0:11:28,0,0:11:28,
10/18/2018,0:11:29,0.004,0:11:29,0.011,0:11:29,0.013,0:11:29,0.002,0:11:29,,0:11:29,0.008,0:11:29,0,0:11:29,
10/18/2018,0:11:30,0.003,0:11:30,0.011,0:11:30,0.012,0:11:30,0.002,0:11:30,,0:11:30,0.007,0:11:30,0,0:11:30,
10/18/2018,0:11:31,0.003,0:11:31,0.011,0:11:31,0.012,0:11:31,0.003,0:11:31,,0:11:31,0.009,0:11:31,0,0:11:31,
10/18/2018,0:11:32,0.003,0:11:32,0.011,0:11:32,0.012,0:11:32,0.003,0:11:32,,0:11:32,0.009,0:11:32,0,0:11:32,
10/18/2018,0:11:33,0.004,0:11:33,0.01,0:11:33,0.012,0:11:33,0.03,0:11:33,,0:11:33,0.008,0:11:33,0,0:11:33,
10/18/2018,0:11:34,0.004,0:11:34,0.01,0:11:34,0.013,0:11:34,0.002,0:11:34,,0:11:34,0.009,0:11:34,0,0:11:34,
10/18/2018,0:11:35,0.003,0:11:35,0.014,0:11:35,0.012,0:11:35,0.003,0:11:35,,0:11:35,0.008,0:11:35,0,0:11:35,
10/18/2018,0:11:36,0.002,0:11:36,0.013,0:11:36,0.012,0:11:36,0.001,0:11:36,,0:11:36,0.008,0:11:36,0,0:11:36,
10/18/2018,0:11:37,0.003,0:11:37,0.011,0:11:37,0.012,0:11:37,0.003,0:11:37,,0:11:37,0.008,0:11:37,0,0:11:37,
10/18/2018,0:11:38,0.003,0:11:38,0.01,0:11:38,0.013,0:11:38,0.002,0:11:38,,0:11:38,0.007,0:11:38,0,0:11:38,
10/18/2018,0:11:39,0.004,0:11:39,0.011,0:11:39,0.013,0:11:39,0.002,0:11:39,,0:11:39,0.009,0:11:39,0,0:11:39,
10/18/2018,0:11:40,0.003,0:11:40,0.011,0:11:40,0.012,0:11:40,0.001,0:11:40,,0:11:40,0.008,0:11:40,0,0:11:40,
10/18/2018,0:11:41,0.004,0:11:41,0.011,0:11:41,0.013,0:11:41,0.009,0:11:41,,0:11:41,0.008,0:11:41,0,0:11:41,
10/18/2018,0:11:42,0.005,0:11:42,0.012,0:11:42,0.014,0:11:42,0.004,0:11:42,,0:11:42,0.008,0:11:42,0,0:11:42,
10/18/2018,0:11:43,0.002,0:11:43,0.012,0:11:43,0.014,0:11:43,0.005,0:11:43,,0:11:43,0.008,0:11:43,0,0:11:43,
10/18/2018,0:11:44,0.002,0:11:44,0.012,0:11:44,0.013,0:11:44,0.002,0:11:44,,0:11:44,0.009,0:11:44,0,0:11:44,
10/18/2018,0:11:45,0.003,0:11:45,0.011,0:11:45,0.013,0:11:45,0.002,0:11:45,,0:11:45,0.008,0:11:45,0,0:11:45,
10/18/2018,0:11:46,0.005,0:11:46,0.012,0:11:46,0.012,0:11:46,0.002,0:11:46,,0:11:46,0.009,0:11:46,0,0:11:46,
10/18/2018,0:11:47,0.006,0:11:47,0.014,0:11:47,0.011,0:11:47,0.003,0:11:47,,0:11:47,0.009,0:11:47,0,0:11:47,
10/18/2018,0:11:48,0.004,0:11:48,0.015,0:11:48,0.011,0:11:48,0.001,0:11:48,,0:11:48,0.01,0:11:48,0,0:11:48,
10/18/2018,0:11:49,0.003,0:11:49,0.011,0:11:49,0.012,0:11:49,0.002,0:11:49,,0:11:49,0.009,0:11:49,0,0:11:49,
10/18/2018,0:11:50,0.003,0:11:50,0.012,0:11:50,0.012,0:11:50,0.002,0:11:50,,0:11:50,0.008,0:11:50,0,0:11:50,
10/18/2018,0:11:51,0.006,0:11:51,0.012,0:11:51,0.012,0:11:51,0.002,0:11:51,,0:11:51,0.009,0:11:51,0,0:11:51,
10/18/2018,0:11:52,0.005,0:11:52,0.012,0:11:52,0.014,0:11:52,0.001,0:11:52,,0:11:52,0.008,0:11:52,0,0:11:52,
10/18/2018,0:11:53,0.004,0:11:53,0.014,0:11:53,0.012,0:11:53,0.003,0:11:53,,0:11:53,0.009,0:11:53,0,0:11:53,
10/18/2018,0:11:54,0.003,0:11:54,0.012,0:11:54,0.013,0:11:54,0.003,0:11:54,,0:11:54,0.008,0:11:54,0,0:11:54,
10/18/2018,0:11:55,0.003,0:11:55,0.011,0:11:55,0.013,0:11:55,0.004,0:11:55,,0:11:55,0.009,0:11:55,0,0:11:55,
