CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
18:02:30,|,274.752182841,273.183350593,0.002393159,0.002734106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:07:30,|,274.736767054,273.165227979,0.001690387,0.00173527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:12:30,|,274.755025029,273.193247944,0.001319976,0.001211764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:17:30,|,274.740216613,273.177733138,0.001670663,0.001545488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:22:30,|,274.756033421,273.196057737,0.001473616,0.001163038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:27:30,|,274.750040412,273.195953801,0.00097408,0.0010098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:32:30,|,274.757208943,273.199997112,0.001466699,0.001408442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:37:30,|,274.741593957,273.183177665,0.001047515,0.000747829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:42:30,|,274.75432229,273.189259961,0.000586967,0.000599656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:47:30,|,274.754835367,273.186920866,0.001439925,0.001189033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:52:30,|,274.747426867,273.181878552,0.001701985,0.001421087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:57:30,|,274.69345212,273.124432825,0.001578005,0.001789393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:02:30,|,274.674946547,273.107198849,0.001670177,0.001522037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:07:30,|,274.676826835,273.113942273,0.000996079,0.000692471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:12:30,|,274.644207239,273.078103788,0.001202015,0.001011608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:17:30,|,274.632990718,273.068202689,0.001750589,0.001487004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:22:30,|,274.599073648,273.031923313,0.000800036,0.000589508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:27:30,|,274.585816503,273.016825266,0.001247655,0.001401709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:32:30,|,274.542087197,272.971906103,0.001248409,0.001150737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:37:30,|,274.546413422,272.976720046,0.001753998,0.00160102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:42:30,|,274.541936994,272.967463721,0.001127166,0.000766435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:47:30,|,274.539980531,272.967707884,0.001516752,0.001771727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:52:30,|,274.540899992,272.968537934,0.000974128,0.00082874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:57:30,|,274.495248795,272.922174491,0.001528625,0.001135495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:02:30,|,274.476582408,272.905658975,0.00149303,0.001356375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:07:30,|,274.462311864,272.885599144,0.000897756,0.000637037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:12:30,|,274.43354845,272.862581745,0.000932003,0.000817137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:17:30,|,274.448982358,272.881550148,0.000491976,0.000553064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:22:30,|,274.472640395,272.908414893,0.000730622,0.000419533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:27:30,|,274.485328317,272.91566705,0.000300534,0.000174243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:32:30,|,274.463826776,272.891464256,0.000206146,0.000170717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:37:30,|,274.438159227,272.871215776,0.000698849,0.000777582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:42:30,|,274.446453929,272.85411264,0.000458899,0.000193694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:47:30,|,274.433696628,272.9082717,0.000336084,0.000151851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:52:30,|,274.48264575,272.923499607,0.000545865,0.001027744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20:57:30,|,274.511250377,272.945723239,-0.001231304,-0.001263566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:02:30,|,274.51264298,272.944183916,2.1e-05,-8.75e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:07:30,|,274.483382463,272.914002098,0.001033822,0.001295977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:12:30,|,274.426478028,272.85433352,9.53e-05,0.000224856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:17:30,|,274.41997695,272.847992703,-0.000599598,-0.000300738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:22:30,|,274.471992373,272.897918202,-9.11e-05,-0.000506228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:27:30,|,274.488702178,272.917424217,0.000265771,0.000208302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21:32:30,|,274.471158862,272.895756193,0.000593044,0.000729104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
