CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
19:02:30,|,296.36255264,296.61751556,-0.005070117,-0.00492955,-0.421205074,-0.437645525,0.728770554,0.848004699,0.001915385,0.001401883,-0.025415312,-0.018413914
19:07:30,|,296.37154961,296.62282181,-0.007765509,-0.008057082,-0.680598795,-0.685970545,1.013209939,1.148247004,0.01013965,0.027832918,-0.04714087,-0.056603774
19:12:30,|,296.3471508,296.60450554,-0.008381647,-0.008279254,-0.596512914,-0.593773782,1.00118196,1.154559374,-0.002857591,0.017666122,-0.057265896,-0.072656043
19:17:30,|,296.3796463,296.62161064,-0.012703402,-0.012783404,-0.571604788,-0.562019527,1.211990237,1.331468344,-0.002811689,0.022781054,-0.095519267,-0.083569922
19:22:30,|,296.36915398,296.62256813,-0.00580264,-0.005627054,-0.956029654,-0.931178391,1.049250722,1.158539534,-0.00308266,0.000152352,-0.019714031,-0.041049283
19:27:30,|,296.36611748,296.61154175,-0.007146908,-0.009524412,-0.988515794,-0.961760342,1.156824708,1.28871429,-0.012258014,0.004550464,-0.056253795,-0.071663663
19:32:30,|,296.34000397,296.58670807,-0.002821548,-0.005494934,-1.013527393,-1.013757467,1.060583949,1.170452952,0.00650473,0.002408557,-0.046284344,-0.054374009
19:37:30,|,296.35170364,296.60146904,-0.007599088,-0.007747337,-1.062566757,-1.080737233,1.296417832,1.461689711,0.004868113,0.017699767,-0.065984644,-0.066216439
19:42:30,|,296.37397003,296.62208939,-0.012693538,-0.012946593,-1.338232398,-1.281003714,1.443128347,1.582069874,-0.018941151,0.003671364,-0.118676037,-0.109719731
19:47:30,|,296.36128044,296.61321068,-0.007612363,-0.008261243,-1.275846004,-1.29247582,1.439885259,1.638516665,0.018663988,0.00899554,-0.05072302,-0.053440657
19:52:30,|,296.34466934,296.59238052,-0.005962929,-0.004659222,-0.981682718,-0.982898474,1.165670991,1.298342586,0.001507311,0.003742348,-0.066549383,-0.066211104
19:57:30,|,296.30078697,296.54069138,-0.002705843,-0.002261224,-0.324113309,-0.3155725,0.566821098,0.651378989,-0.003987637,0.000959978,-0.018645626,-0.012573007
20:02:30,|,296.27225494,296.50740814,-0.009025197,-0.009697026,-0.559758127,-0.526455343,1.192205071,1.213293195,-0.02834736,-0.011403397,-0.079585537,-0.075940587
20:07:30,|,296.27683258,296.51571083,-0.008839076,-0.008335615,-0.527389169,-0.528981566,1.431032538,1.649382114,0.012657386,0.034893375,-0.099043682,-0.091432951
20:12:30,|,296.27360344,296.51694679,-0.011098117,-0.011491565,-0.423529685,-0.399560928,1.281083584,1.522046804,0.014607164,0.026690254,-0.11028631,-0.099607669
20:17:30,|,296.29615211,296.53575134,-0.010326296,-0.01080102,-0.703027785,-0.605145633,1.528957486,1.718668818,-0.013520673,0.003955126,-0.102945395,-0.116390899
20:22:30,|,296.22003937,296.46925354,-0.007855425,-0.008052689,-0.394077599,-0.337080836,0.900784373,1.018558264,0.019487072,0.031701308,-0.037027605,-0.060919497
20:27:30,|,296.21417809,296.46559334,-0.011168436,-0.008510596,-0.313015014,-0.291174322,1.190524697,1.375620842,-0.014618719,0.005300258,-0.072475977,-0.070691347
20:32:30,|,296.18441391,296.43244934,-0.007361485,-0.009444336,-0.445169389,-0.397934586,0.869686842,1.047334075,-0.013821696,0.012962075,-0.025677381,-0.040326711
20:37:30,|,296.16871834,296.40611458,-0.002542061,-0.00388455,-0.642685652,-0.651828706,0.814293504,0.947146058,-0.014511593,-0.004715395,-0.036053337,-0.042899221
20:42:30,|,296.021492,296.26906586,-0.002981541,-0.002672675,-0.517851472,-0.501894414,0.708492935,0.813098133,0.007490661,0.010261407,-0.018446775,-0.016069971
20:47:30,|,295.87447929,296.12117195,-0.00986751,-0.011579487,-0.690399587,-0.704478443,0.936746597,1.071877599,0.001121588,0.013621206,-0.055576596,-0.062216345
20:52:30,|,295.90554047,296.15483093,-0.015285732,-0.017048977,-0.913134933,-0.92201525,1.325359464,1.508844137,0.016970016,0.033465661,-0.060779329,-0.068871476
00:57:30,|,295.55133629,296.0105896,-0.01064339,-0.010418063,-0.990653574,-1.072852731,1.604877234,1.841409564,-0.034299757,0.012179537,-0.120856822,-0.110240817
01:02:30,|,295.58351517,295.98506927,-0.006965786,-0.011592346,-0.838284194,-0.973299086,1.717632055,2.031352758,0.052659251,0.070785232,-0.118800096,-0.14343138
01:07:30,|,295.59914398,295.96015358,-0.006260764,-0.008029155,-0.37983194,-0.473692507,1.721166968,1.925439596,-0.054549936,-0.003146906,-0.108458087,-0.109575175
01:12:30,|,295.6503582,296.03550529,-0.005673994,-0.008884124,-0.563687027,-0.656472623,1.580929637,1.86657548,-0.040205382,-0.013480295,-0.115930632,-0.142497167
01:17:30,|,295.69788933,296.13187027,-0.009644762,-0.007594923,-0.404733181,-0.434855998,2.189343214,2.543658018,-0.039590411,-0.008807418,-0.135663256,-0.098304555
