,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5,
10/11/2018,23:28:44,,23:28:44,,23:28:44,,23:28:44,,23:28:44,,23:28:44,,23:28:44,,23:28:44,0,
10/11/2018,23:28:45,,23:28:45,,23:28:45,,23:28:45,,23:28:45,,23:28:45,,23:28:45,,23:28:45,0,
10/11/2018,23:28:46,,23:28:46,,23:28:46,,23:28:46,,23:28:46,,23:28:46,,23:28:46,,23:28:46,0,
10/11/2018,23:28:47,,23:28:47,,23:28:47,,23:28:47,,23:28:47,,23:28:47,,23:28:47,,23:28:47,0,
10/11/2018,23:28:48,,23:28:48,,23:28:48,,23:28:48,,23:28:48,,23:28:48,,23:28:48,,23:28:48,0,
10/11/2018,23:28:49,,23:28:49,,23:28:49,,23:28:49,,23:28:49,,23:28:49,,23:28:49,,23:28:49,0,
10/11/2018,23:28:50,,23:28:50,,23:28:50,,23:28:50,,23:28:50,,23:28:50,,23:28:50,,23:28:50,0,
10/11/2018,23:28:51,,23:28:51,,23:28:51,,23:28:51,,23:28:51,,23:28:51,,23:28:51,,23:28:51,0,
10/11/2018,23:28:52,,23:28:52,,23:28:52,,23:28:52,,23:28:52,,23:28:52,,23:28:52,,23:28:52,0,
10/11/2018,23:28:53,,23:28:53,,23:28:53,,23:28:53,,23:28:53,,23:28:53,,23:28:53,,23:28:53,0,
10/11/2018,23:28:54,,23:28:54,,23:28:54,,23:28:54,,23:28:54,,23:28:54,,23:28:54,,23:28:54,0,
10/11/2018,23:28:55,,23:28:55,,23:28:55,,23:28:55,,23:28:55,,23:28:55,,23:28:55,,23:28:55,0,
10/11/2018,23:28:56,,23:28:56,,23:28:56,,23:28:56,,23:28:56,,23:28:56,,23:28:56,,23:28:56,0,
10/11/2018,23:28:57,,23:28:57,,23:28:57,,23:28:57,,23:28:57,,23:28:57,,23:28:57,,23:28:57,0,
10/11/2018,23:28:58,,23:28:58,,23:28:58,,23:28:58,,23:28:58,,23:28:58,,23:28:58,,23:28:58,0,
10/11/2018,23:28:59,,23:28:59,,23:28:59,,23:28:59,,23:28:59,,23:28:59,,23:28:59,,23:28:59,0,
10/11/2018,23:29:00,,23:29:00,,23:29:00,,23:29:00,,23:29:00,,23:29:00,,23:29:00,,23:29:00,0,
10/11/2018,23:29:01,,23:29:01,,23:29:01,,23:29:01,,23:29:01,,23:29:01,,23:29:01,,23:29:01,0,
10/11/2018,23:29:02,,23:29:02,,23:29:02,,23:29:02,,23:29:02,,23:29:02,,23:29:02,,23:29:02,0,
10/11/2018,23:29:03,,23:29:03,,23:29:03,,23:29:03,,23:29:03,,23:29:03,,23:29:03,,23:29:03,0,
10/11/2018,23:29:04,,23:29:04,,23:29:04,,23:29:04,,23:29:04,,23:29:04,,23:29:04,,23:29:04,0,
10/11/2018,23:29:05,,23:29:05,,23:29:05,,23:29:05,,23:29:05,,23:29:05,,23:29:05,,23:29:05,0,
10/11/2018,23:29:06,,23:29:06,,23:29:06,,23:29:06,,23:29:06,,23:29:06,,23:29:06,,23:29:06,0,
10/11/2018,23:29:07,,23:29:07,,23:29:07,,23:29:07,,23:29:07,,23:29:07,,23:29:07,,23:29:07,0,
10/11/2018,23:29:08,,23:29:08,,23:29:08,,23:29:08,,23:29:08,,23:29:08,,23:29:08,,23:29:08,0,
10/11/2018,23:29:09,,23:29:09,,23:29:09,,23:29:09,,23:29:09,,23:29:09,,23:29:09,,23:29:09,0,
10/11/2018,23:29:10,,23:29:10,,23:29:10,,23:29:10,,23:29:10,,23:29:10,,23:29:10,,23:29:10,0,
10/11/2018,23:29:11,,23:29:11,,23:29:11,,23:29:11,,23:29:11,,23:29:11,,23:29:11,,23:29:11,0,
10/11/2018,23:29:12,,23:29:12,,23:29:12,,23:29:12,,23:29:12,,23:29:12,,23:29:12,,23:29:12,0,
10/11/2018,23:29:13,,23:29:13,,23:29:13,,23:29:13,,23:29:13,,23:29:13,,23:29:13,,23:29:13,0,
10/11/2018,23:29:14,,23:29:14,,23:29:14,,23:29:14,,23:29:14,,23:29:14,,23:29:14,,23:29:14,0,
10/11/2018,23:29:15,,23:29:15,,23:29:15,,23:29:15,,23:29:15,,23:29:15,,23:29:15,,23:29:15,0,
10/11/2018,23:29:16,,23:29:16,,23:29:16,,23:29:16,,23:29:16,,23:29:16,,23:29:16,,23:29:16,0,
10/11/2018,23:29:17,,23:29:17,,23:29:17,,23:29:17,,23:29:17,,23:29:17,,23:29:17,,23:29:17,0,
10/11/2018,23:29:18,,23:29:18,,23:29:18,,23:29:18,,23:29:18,,23:29:18,,23:29:18,,23:29:18,0,
10/11/2018,23:29:19,,23:29:19,,23:29:19,,23:29:19,,23:29:19,,23:29:19,,23:29:19,,23:29:19,0,
10/11/2018,23:29:20,,23:29:20,,23:29:20,,23:29:20,,23:29:20,,23:29:20,,23:29:20,,23:29:20,0,
10/11/2018,23:29:21,,23:29:21,,23:29:21,,23:29:21,,23:29:21,,23:29:21,,23:29:21,,23:29:21,0,
10/11/2018,23:29:22,,23:29:22,,23:29:22,,23:29:22,,23:29:22,,23:29:22,,23:29:22,,23:29:22,0,
10/11/2018,23:29:23,,23:29:23,,23:29:23,,23:29:23,,23:29:23,,23:29:23,,23:29:23,,23:29:23,0,
10/11/2018,23:29:24,,23:29:24,,23:29:24,,23:29:24,,23:29:24,,23:29:24,,23:29:24,,23:29:24,0,
10/11/2018,23:29:25,,23:29:25,,23:29:25,,23:29:25,,23:29:25,,23:29:25,,23:29:25,,23:29:25,0,
10/11/2018,23:29:26,,23:29:26,,23:29:26,,23:29:26,,23:29:26,,23:29:26,,23:29:26,,23:29:26,0,
10/11/2018,23:29:27,,23:29:27,,23:29:27,,23:29:27,,23:29:27,,23:29:27,,23:29:27,,23:29:27,0,
10/11/2018,23:29:28,,23:29:28,,23:29:28,,23:29:28,,23:29:28,,23:29:28,,23:29:28,,23:29:28,0,
10/11/2018,23:29:29,,23:29:29,,23:29:29,,23:29:29,,23:29:29,,23:29:29,,23:29:29,,23:29:29,0,
10/11/2018,23:29:30,,23:29:30,,23:29:30,,23:29:30,,23:29:30,,23:29:30,,23:29:30,,23:29:30,0,
10/11/2018,23:29:31,,23:29:31,,23:29:31,,23:29:31,,23:29:31,,23:29:31,,23:29:31,,23:29:31,0,
10/11/2018,23:29:32,,23:29:32,,23:29:32,,23:29:32,,23:29:32,,23:29:32,,23:29:32,,23:29:32,0,
10/11/2018,23:29:33,,23:29:33,,23:29:33,,23:29:33,,23:29:33,,23:29:33,,23:29:33,,23:29:33,0,
10/11/2018,23:29:34,,23:29:34,,23:29:34,,23:29:34,,23:29:34,,23:29:34,,23:29:34,,23:29:34,0,
10/11/2018,23:29:35,,23:29:35,,23:29:35,,23:29:35,,23:29:35,,23:29:35,,23:29:35,,23:29:35,0,
10/11/2018,23:29:36,,23:29:36,,23:29:36,,23:29:36,,23:29:36,,23:29:36,,23:29:36,,23:29:36,0,
10/11/2018,23:29:37,,23:29:37,,23:29:37,,23:29:37,,23:29:37,,23:29:37,,23:29:37,,23:29:37,0,
10/11/2018,23:29:38,,23:29:38,,23:29:38,,23:29:38,,23:29:38,,23:29:38,,23:29:38,,23:29:38,0,
10/11/2018,23:29:39,,23:29:39,,23:29:39,,23:29:39,,23:29:39,,23:29:39,,23:29:39,,23:29:39,0,
10/11/2018,23:29:40,,23:29:40,,23:29:40,,23:29:40,,23:29:40,,23:29:40,,23:29:40,,23:29:40,0,
10/11/2018,23:29:41,,23:29:41,,23:29:41,,23:29:41,,23:29:41,,23:29:41,,23:29:41,,23:29:41,0,
10/11/2018,23:29:42,,23:29:42,,23:29:42,,23:29:42,,23:29:42,,23:29:42,,23:29:42,,23:29:42,0,
10/11/2018,23:29:43,,23:29:43,,23:29:43,,23:29:43,,23:29:43,,23:29:43,,23:29:43,,23:29:43,0,
10/11/2018,23:29:44,,23:29:44,,23:29:44,,23:29:44,,23:29:44,,23:29:44,,23:29:44,,23:29:44,0,
10/11/2018,23:29:45,,23:29:45,,23:29:45,,23:29:45,,23:29:45,,23:29:45,,23:29:45,,23:29:45,0,
10/11/2018,23:29:46,,23:29:46,,23:29:46,,23:29:46,,23:29:46,,23:29:46,,23:29:46,,23:29:46,0,
10/11/2018,23:29:47,,23:29:47,,23:29:47,,23:29:47,,23:29:47,,23:29:47,,23:29:47,,23:29:47,0,
10/11/2018,23:29:48,,23:29:48,,23:29:48,,23:29:48,,23:29:48,,23:29:48,,23:29:48,,23:29:48,0,
10/11/2018,23:29:49,,23:29:49,,23:29:49,,23:29:49,,23:29:49,,23:29:49,,23:29:49,,23:29:49,0,
10/11/2018,23:29:50,,23:29:50,,23:29:50,,23:29:50,,23:29:50,,23:29:50,,23:29:50,,23:29:50,0,
10/11/2018,23:29:51,,23:29:51,,23:29:51,,23:29:51,,23:29:51,,23:29:51,,23:29:51,,23:29:51,0,
10/11/2018,23:29:52,,23:29:52,,23:29:52,,23:29:52,,23:29:52,,23:29:52,,23:29:52,,23:29:52,0,
10/11/2018,23:29:53,,23:29:53,,23:29:53,,23:29:53,,23:29:53,,23:29:53,,23:29:53,,23:29:53,0,
10/11/2018,23:29:54,,23:29:54,,23:29:54,,23:29:54,,23:29:54,,23:29:54,,23:29:54,,23:29:54,0,
10/11/2018,23:29:55,,23:29:55,,23:29:55,,23:29:55,,23:29:55,,23:29:55,,23:29:55,,23:29:55,0,
10/11/2018,23:29:56,,23:29:56,,23:29:56,,23:29:56,,23:29:56,,23:29:56,,23:29:56,,23:29:56,0,
10/11/2018,23:29:57,,23:29:57,,23:29:57,,23:29:57,,23:29:57,,23:29:57,,23:29:57,,23:29:57,0,
10/11/2018,23:29:58,,23:29:58,,23:29:58,,23:29:58,,23:29:58,,23:29:58,,23:29:58,,23:29:58,0,
10/11/2018,23:29:59,,23:29:59,,23:29:59,,23:29:59,,23:29:59,,23:29:59,,23:29:59,,23:29:59,0,
10/11/2018,23:30:00,,23:30:00,,23:30:00,,23:30:00,,23:30:00,,23:30:00,,23:30:00,,23:30:00,0,
10/11/2018,23:30:01,,23:30:01,,23:30:01,,23:30:01,,23:30:01,,23:30:01,,23:30:01,,23:30:01,0,
10/11/2018,23:30:02,,23:30:02,,23:30:02,,23:30:02,,23:30:02,,23:30:02,,23:30:02,,23:30:02,0,
10/11/2018,23:30:03,,23:30:03,,23:30:03,,23:30:03,,23:30:03,,23:30:03,,23:30:03,,23:30:03,0,
10/11/2018,23:30:04,,23:30:04,,23:30:04,,23:30:04,,23:30:04,,23:30:04,,23:30:04,,23:30:04,0,
10/11/2018,23:30:05,,23:30:05,,23:30:05,,23:30:05,,23:30:05,,23:30:05,,23:30:05,,23:30:05,0,
10/11/2018,23:30:06,,23:30:06,,23:30:06,,23:30:06,,23:30:06,,23:30:06,,23:30:06,,23:30:06,0,
10/11/2018,23:30:07,,23:30:07,,23:30:07,,23:30:07,,23:30:07,,23:30:07,,23:30:07,,23:30:07,0,
10/11/2018,23:30:08,,23:30:08,,23:30:08,,23:30:08,,23:30:08,,23:30:08,,23:30:08,,23:30:08,0,
10/11/2018,23:30:09,,23:30:09,,23:30:09,,23:30:09,,23:30:09,,23:30:09,,23:30:09,,23:30:09,0,
10/11/2018,23:30:10,,23:30:10,,23:30:10,,23:30:10,,23:30:10,,23:30:10,,23:30:10,,23:30:10,0,
10/11/2018,23:30:11,,23:30:11,,23:30:11,,23:30:11,,23:30:11,,23:30:11,,23:30:11,,23:30:11,0,
10/11/2018,23:30:12,,23:30:12,,23:30:12,,23:30:12,,23:30:12,,23:30:12,,23:30:12,,23:30:12,0,
10/11/2018,23:30:13,,23:30:13,,23:30:13,,23:30:13,,23:30:13,,23:30:13,,23:30:13,,23:30:13,0,
10/11/2018,23:30:14,,23:30:14,,23:30:14,,23:30:14,,23:30:14,,23:30:14,,23:30:14,,23:30:14,0,
10/11/2018,23:30:15,,23:30:15,,23:30:15,,23:30:15,,23:30:15,,23:30:15,,23:30:15,,23:30:15,0,
10/11/2018,23:30:16,,23:30:16,,23:30:16,,23:30:16,,23:30:16,,23:30:16,,23:30:16,,23:30:16,0,
10/11/2018,23:30:17,,23:30:17,,23:30:17,,23:30:17,,23:30:17,,23:30:17,,23:30:17,,23:30:17,0,
10/11/2018,23:30:18,,23:30:18,,23:30:18,,23:30:18,,23:30:18,,23:30:18,,23:30:18,,23:30:18,0,
10/11/2018,23:30:19,,23:30:19,,23:30:19,,23:30:19,,23:30:19,,23:30:19,,23:30:19,,23:30:19,0,
10/11/2018,23:30:20,,23:30:20,,23:30:20,,23:30:20,,23:30:20,,23:30:20,,23:30:20,,23:30:20,0,
10/11/2018,23:30:21,,23:30:21,,23:30:21,,23:30:21,,23:30:21,,23:30:21,,23:30:21,,23:30:21,0,
10/11/2018,23:30:22,,23:30:22,,23:30:22,,23:30:22,,23:30:22,,23:30:22,,23:30:22,,23:30:22,0,
10/11/2018,23:30:23,,23:30:23,,23:30:23,,23:30:23,,23:30:23,,23:30:23,,23:30:23,,23:30:23,0,
10/11/2018,23:30:24,,23:30:24,,23:30:24,,23:30:24,,23:30:24,,23:30:24,,23:30:24,,23:30:24,0,
10/11/2018,23:30:25,,23:30:25,,23:30:25,,23:30:25,,23:30:25,,23:30:25,,23:30:25,,23:30:25,0,
10/11/2018,23:30:26,,23:30:26,,23:30:26,,23:30:26,,23:30:26,,23:30:26,,23:30:26,,23:30:26,0,
10/11/2018,23:30:27,,23:30:27,,23:30:27,,23:30:27,,23:30:27,,23:30:27,,23:30:27,,23:30:27,0,
10/11/2018,23:30:28,,23:30:28,,23:30:28,,23:30:28,,23:30:28,,23:30:28,,23:30:28,,23:30:28,0,
10/11/2018,23:30:29,,23:30:29,,23:30:29,,23:30:29,,23:30:29,,23:30:29,,23:30:29,,23:30:29,0,
10/11/2018,23:30:30,,23:30:30,,23:30:30,,23:30:30,,23:30:30,,23:30:30,,23:30:30,,23:30:30,0,
10/11/2018,23:30:31,,23:30:31,,23:30:31,,23:30:31,,23:30:31,,23:30:31,,23:30:31,,23:30:31,0,
10/11/2018,23:30:32,,23:30:32,,23:30:32,,23:30:32,,23:30:32,,23:30:32,,23:30:32,,23:30:32,0,
10/11/2018,23:30:33,,23:30:33,,23:30:33,,23:30:33,,23:30:33,,23:30:33,,23:30:33,,23:30:33,0,
10/11/2018,23:30:34,,23:30:34,,23:30:34,,23:30:34,,23:30:34,,23:30:34,,23:30:34,,23:30:34,0,
10/11/2018,23:30:35,,23:30:35,,23:30:35,,23:30:35,,23:30:35,,23:30:35,,23:30:35,,23:30:35,0,
10/11/2018,23:30:36,,23:30:36,,23:30:36,,23:30:36,,23:30:36,,23:30:36,,23:30:36,,23:30:36,0,
10/11/2018,23:30:37,,23:30:37,,23:30:37,,23:30:37,,23:30:37,,23:30:37,,23:30:37,,23:30:37,0,
10/11/2018,23:30:38,,23:30:38,,23:30:38,,23:30:38,,23:30:38,,23:30:38,,23:30:38,,23:30:38,0,
10/11/2018,23:30:39,,23:30:39,,23:30:39,,23:30:39,,23:30:39,,23:30:39,,23:30:39,,23:30:39,0,
10/11/2018,23:30:40,,23:30:40,,23:30:40,,23:30:40,,23:30:40,,23:30:40,,23:30:40,,23:30:40,0,
10/11/2018,23:30:41,,23:30:41,,23:30:41,,23:30:41,,23:30:41,,23:30:41,,23:30:41,,23:30:41,0,
10/11/2018,23:30:42,,23:30:42,,23:30:42,,23:30:42,,23:30:42,,23:30:42,,23:30:42,,23:30:42,0,
10/11/2018,23:30:43,,23:30:43,,23:30:43,,23:30:43,,23:30:43,,23:30:43,,23:30:43,,23:30:43,0,
10/11/2018,23:30:44,,23:30:44,,23:30:44,,23:30:44,,23:30:44,,23:30:44,,23:30:44,,23:30:44,0,
10/11/2018,23:30:45,,23:30:45,,23:30:45,,23:30:45,,23:30:45,,23:30:45,,23:30:45,,23:30:45,0,
10/11/2018,23:30:46,,23:30:46,,23:30:46,,23:30:46,,23:30:46,,23:30:46,,23:30:46,,23:30:46,0,
10/11/2018,23:30:47,,23:30:47,,23:30:47,,23:30:47,,23:30:47,,23:30:47,,23:30:47,,23:30:47,0,
10/11/2018,23:30:48,,23:30:48,,23:30:48,,23:30:48,,23:30:48,,23:30:48,,23:30:48,,23:30:48,0,
10/11/2018,23:30:49,,23:30:49,,23:30:49,,23:30:49,,23:30:49,,23:30:49,,23:30:49,,23:30:49,0,
10/11/2018,23:30:50,,23:30:50,,23:30:50,,23:30:50,,23:30:50,,23:30:50,,23:30:50,,23:30:50,0,
10/11/2018,23:30:51,,23:30:51,,23:30:51,,23:30:51,,23:30:51,,23:30:51,,23:30:51,,23:30:51,0,
10/11/2018,23:30:52,,23:30:52,,23:30:52,,23:30:52,,23:30:52,,23:30:52,,23:30:52,,23:30:52,0,
10/11/2018,23:30:53,,23:30:53,,23:30:53,,23:30:53,,23:30:53,,23:30:53,,23:30:53,,23:30:53,0,
10/11/2018,23:30:54,,23:30:54,,23:30:54,,23:30:54,,23:30:54,,23:30:54,,23:30:54,,23:30:54,0,
10/11/2018,23:30:55,,23:30:55,,23:30:55,,23:30:55,,23:30:55,,23:30:55,,23:30:55,,23:30:55,0,
10/11/2018,23:30:56,,23:30:56,,23:30:56,,23:30:56,,23:30:56,,23:30:56,,23:30:56,,23:30:56,0,
10/11/2018,23:30:57,,23:30:57,,23:30:57,,23:30:57,,23:30:57,,23:30:57,,23:30:57,,23:30:57,0,
10/11/2018,23:30:58,,23:30:58,,23:30:58,,23:30:58,,23:30:58,,23:30:58,,23:30:58,,23:30:58,0,
10/11/2018,23:30:59,,23:30:59,,23:30:59,,23:30:59,,23:30:59,,23:30:59,,23:30:59,,23:30:59,0,
10/11/2018,23:31:00,,23:31:00,,23:31:00,,23:31:00,,23:31:00,,23:31:00,,23:31:00,,23:31:00,0,
10/11/2018,23:31:01,,23:31:01,,23:31:01,,23:31:01,,23:31:01,,23:31:01,,23:31:01,,23:31:01,0,
10/11/2018,23:31:02,,23:31:02,,23:31:02,,23:31:02,,23:31:02,,23:31:02,,23:31:02,,23:31:02,0,
10/11/2018,23:31:03,,23:31:03,,23:31:03,,23:31:03,,23:31:03,,23:31:03,,23:31:03,,23:31:03,0,
10/11/2018,23:31:04,,23:31:04,,23:31:04,,23:31:04,,23:31:04,,23:31:04,,23:31:04,,23:31:04,0,
10/11/2018,23:31:05,,23:31:05,,23:31:05,,23:31:05,,23:31:05,,23:31:05,,23:31:05,,23:31:05,0,
10/11/2018,23:31:06,,23:31:06,,23:31:06,,23:31:06,,23:31:06,,23:31:06,,23:31:06,,23:31:06,0,
10/11/2018,23:31:07,,23:31:07,,23:31:07,,23:31:07,,23:31:07,,23:31:07,,23:31:07,,23:31:07,0,
10/11/2018,23:31:08,,23:31:08,,23:31:08,,23:31:08,,23:31:08,,23:31:08,,23:31:08,,23:31:08,0,
10/11/2018,23:31:09,,23:31:09,,23:31:09,,23:31:09,,23:31:09,,23:31:09,,23:31:09,,23:31:09,0,
10/11/2018,23:31:10,,23:31:10,,23:31:10,,23:31:10,,23:31:10,,23:31:10,,23:31:10,,23:31:10,0,
10/11/2018,23:31:11,,23:31:11,,23:31:11,,23:31:11,,23:31:11,,23:31:11,,23:31:11,,23:31:11,0,
10/11/2018,23:31:12,,23:31:12,,23:31:12,,23:31:12,,23:31:12,,23:31:12,,23:31:12,,23:31:12,0,
10/11/2018,23:31:13,,23:31:13,,23:31:13,,23:31:13,,23:31:13,,23:31:13,,23:31:13,,23:31:13,0,
10/11/2018,23:31:14,,23:31:14,,23:31:14,,23:31:14,,23:31:14,,23:31:14,,23:31:14,,23:31:14,0,
10/11/2018,23:31:15,,23:31:15,,23:31:15,,23:31:15,,23:31:15,,23:31:15,,23:31:15,,23:31:15,0,
10/11/2018,23:31:16,,23:31:16,,23:31:16,,23:31:16,,23:31:16,,23:31:16,,23:31:16,,23:31:16,0,
10/11/2018,23:31:17,,23:31:17,,23:31:17,,23:31:17,,23:31:17,,23:31:17,,23:31:17,,23:31:17,0,
10/11/2018,23:31:18,,23:31:18,,23:31:18,,23:31:18,,23:31:18,,23:31:18,,23:31:18,,23:31:18,0,
10/11/2018,23:31:19,,23:31:19,,23:31:19,,23:31:19,,23:31:19,,23:31:19,,23:31:19,,23:31:19,0,
10/11/2018,23:31:20,,23:31:20,,23:31:20,,23:31:20,,23:31:20,,23:31:20,,23:31:20,,23:31:20,0,
10/11/2018,23:31:21,,23:31:21,,23:31:21,,23:31:21,,23:31:21,,23:31:21,,23:31:21,,23:31:21,0,
10/11/2018,23:31:22,,23:31:22,,23:31:22,,23:31:22,,23:31:22,,23:31:22,,23:31:22,,23:31:22,0,
10/11/2018,23:31:23,,23:31:23,,23:31:23,,23:31:23,,23:31:23,,23:31:23,,23:31:23,,23:31:23,0,
10/11/2018,23:31:24,,23:31:24,,23:31:24,,23:31:24,,23:31:24,,23:31:24,,23:31:24,,23:31:24,0,
10/11/2018,23:31:25,,23:31:25,,23:31:25,,23:31:25,,23:31:25,,23:31:25,,23:31:25,,23:31:25,0,
10/11/2018,23:31:26,,23:31:26,,23:31:26,,23:31:26,,23:31:26,,23:31:26,,23:31:26,,23:31:26,0,
10/11/2018,23:31:27,,23:31:27,,23:31:27,,23:31:27,,23:31:27,,23:31:27,,23:31:27,,23:31:27,0,
10/11/2018,23:31:28,,23:31:28,,23:31:28,,23:31:28,,23:31:28,,23:31:28,,23:31:28,,23:31:28,0,
10/11/2018,23:31:29,,23:31:29,,23:31:29,,23:31:29,,23:31:29,,23:31:29,,23:31:29,,23:31:29,0,
10/11/2018,23:31:30,,23:31:30,,23:31:30,,23:31:30,,23:31:30,,23:31:30,,23:31:30,,23:31:30,0,
10/11/2018,23:31:31,,23:31:31,,23:31:31,,23:31:31,,23:31:31,,23:31:31,,23:31:31,,23:31:31,0,
10/11/2018,23:31:32,,23:31:32,,23:31:32,,23:31:32,,23:31:32,,23:31:32,,23:31:32,,23:31:32,0,
10/11/2018,23:31:33,,23:31:33,,23:31:33,,23:31:33,,23:31:33,,23:31:33,,23:31:33,,23:31:33,0,
10/11/2018,23:31:34,,23:31:34,,23:31:34,,23:31:34,,23:31:34,,23:31:34,,23:31:34,,23:31:34,0,
10/11/2018,23:31:35,,23:31:35,,23:31:35,,23:31:35,,23:31:35,,23:31:35,,23:31:35,,23:31:35,0,
10/11/2018,23:31:36,,23:31:36,,23:31:36,,23:31:36,,23:31:36,,23:31:36,,23:31:36,,23:31:36,0,
10/11/2018,23:31:37,,23:31:37,,23:31:37,,23:31:37,,23:31:37,,23:31:37,,23:31:37,,23:31:37,0,
10/11/2018,23:31:38,,23:31:38,,23:31:38,,23:31:38,,23:31:38,,23:31:38,,23:31:38,,23:31:38,0,
10/11/2018,23:31:39,,23:31:39,,23:31:39,,23:31:39,,23:31:39,,23:31:39,,23:31:39,,23:31:39,0,
10/11/2018,23:31:40,,23:31:40,,23:31:40,,23:31:40,,23:31:40,,23:31:40,,23:31:40,,23:31:40,0,
10/11/2018,23:31:41,,23:31:41,,23:31:41,,23:31:41,,23:31:41,,23:31:41,,23:31:41,,23:31:41,0,
10/11/2018,23:31:42,,23:31:42,,23:31:42,,23:31:42,,23:31:42,,23:31:42,,23:31:42,,23:31:42,0,
10/11/2018,23:31:43,,23:31:43,,23:31:43,,23:31:43,,23:31:43,,23:31:43,,23:31:43,,23:31:43,0,
10/11/2018,23:31:44,,23:31:44,,23:31:44,,23:31:44,,23:31:44,,23:31:44,,23:31:44,,23:31:44,0,
10/11/2018,23:31:45,,23:31:45,,23:31:45,,23:31:45,,23:31:45,,23:31:45,,23:31:45,,23:31:45,0,
10/11/2018,23:31:46,,23:31:46,,23:31:46,,23:31:46,,23:31:46,,23:31:46,,23:31:46,,23:31:46,0,
10/11/2018,23:31:47,,23:31:47,,23:31:47,,23:31:47,,23:31:47,,23:31:47,,23:31:47,,23:31:47,0,
10/11/2018,23:31:48,,23:31:48,,23:31:48,,23:31:48,,23:31:48,,23:31:48,,23:31:48,,23:31:48,0,
10/11/2018,23:31:49,,23:31:49,,23:31:49,,23:31:49,,23:31:49,,23:31:49,,23:31:49,,23:31:49,0,
10/11/2018,23:31:50,,23:31:50,,23:31:50,,23:31:50,,23:31:50,,23:31:50,,23:31:50,,23:31:50,0,
10/11/2018,23:31:51,,23:31:51,,23:31:51,,23:31:51,,23:31:51,,23:31:51,,23:31:51,,23:31:51,0,
10/11/2018,23:31:52,,23:31:52,,23:31:52,,23:31:52,,23:31:52,,23:31:52,,23:31:52,,23:31:52,0,
10/11/2018,23:31:53,,23:31:53,,23:31:53,,23:31:53,,23:31:53,,23:31:53,,23:31:53,,23:31:53,0,
10/11/2018,23:31:54,,23:31:54,,23:31:54,,23:31:54,,23:31:54,,23:31:54,,23:31:54,,23:31:54,0,
10/11/2018,23:31:55,,23:31:55,,23:31:55,,23:31:55,,23:31:55,,23:31:55,,23:31:55,,23:31:55,0,
10/11/2018,23:31:56,,23:31:56,,23:31:56,,23:31:56,,23:31:56,,23:31:56,,23:31:56,,23:31:56,0,
10/11/2018,23:31:57,,23:31:57,,23:31:57,,23:31:57,,23:31:57,,23:31:57,,23:31:57,,23:31:57,0,
10/11/2018,23:31:58,,23:31:58,,23:31:58,,23:31:58,,23:31:58,,23:31:58,,23:31:58,,23:31:58,0,
10/11/2018,23:31:59,,23:31:59,,23:31:59,,23:31:59,,23:31:59,,23:31:59,,23:31:59,,23:31:59,0,
10/11/2018,23:32:00,,23:32:00,,23:32:00,,23:32:00,,23:32:00,,23:32:00,,23:32:00,,23:32:00,0,
10/11/2018,23:32:01,,23:32:01,,23:32:01,,23:32:01,,23:32:01,,23:32:01,,23:32:01,,23:32:01,0,
10/11/2018,23:32:02,,23:32:02,,23:32:02,,23:32:02,,23:32:02,,23:32:02,,23:32:02,,23:32:02,0,
10/11/2018,23:32:03,,23:32:03,,23:32:03,,23:32:03,,23:32:03,,23:32:03,,23:32:03,,23:32:03,0,
10/11/2018,23:32:04,,23:32:04,,23:32:04,,23:32:04,,23:32:04,,23:32:04,,23:32:04,,23:32:04,0,
10/11/2018,23:32:05,,23:32:05,,23:32:05,,23:32:05,,23:32:05,,23:32:05,,23:32:05,,23:32:05,0,
10/11/2018,23:32:06,,23:32:06,,23:32:06,,23:32:06,,23:32:06,,23:32:06,,23:32:06,,23:32:06,0,
10/11/2018,23:32:07,,23:32:07,,23:32:07,,23:32:07,,23:32:07,,23:32:07,,23:32:07,,23:32:07,0,
10/11/2018,23:32:08,,23:32:08,,23:32:08,,23:32:08,,23:32:08,,23:32:08,,23:32:08,,23:32:08,0,
10/11/2018,23:32:09,,23:32:09,,23:32:09,,23:32:09,,23:32:09,,23:32:09,,23:32:09,,23:32:09,0,
10/11/2018,23:32:10,,23:32:10,,23:32:10,,23:32:10,,23:32:10,,23:32:10,,23:32:10,,23:32:10,0,
10/11/2018,23:32:11,,23:32:11,,23:32:11,,23:32:11,,23:32:11,,23:32:11,,23:32:11,,23:32:11,0,
10/11/2018,23:32:12,,23:32:12,,23:32:12,,23:32:12,,23:32:12,,23:32:12,,23:32:12,,23:32:12,0,
10/11/2018,23:32:13,,23:32:13,,23:32:13,,23:32:13,,23:32:13,,23:32:13,,23:32:13,,23:32:13,0,
10/11/2018,23:32:14,,23:32:14,,23:32:14,,23:32:14,,23:32:14,,23:32:14,,23:32:14,,23:32:14,0,
10/11/2018,23:32:15,,23:32:15,,23:32:15,,23:32:15,,23:32:15,,23:32:15,,23:32:15,,23:32:15,0,
10/11/2018,23:32:16,,23:32:16,,23:32:16,,23:32:16,,23:32:16,,23:32:16,,23:32:16,,23:32:16,0,
10/11/2018,23:32:17,,23:32:17,,23:32:17,,23:32:17,,23:32:17,,23:32:17,,23:32:17,,23:32:17,0,
