,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5,
10/12/2018,4:54:00,45,4:54:00,5.52,4:54:00,0.013,4:54:00,,4:54:00,-0.16,4:54:00,0.01,4:54:00,0.013,4:54:00,0,
10/12/2018,4:54:01,44.6,4:54:01,4.67,4:54:01,0.013,4:54:01,,4:54:01,-0.159,4:54:01,0.01,4:54:01,0.012,4:54:01,0,
10/12/2018,4:54:02,44.8,4:54:02,3.69,4:54:02,0.014,4:54:02,,4:54:02,-0.157,4:54:02,0.01,4:54:02,0.012,4:54:02,0,
10/12/2018,4:54:03,45,4:54:03,3.55,4:54:03,0.013,4:54:03,,4:54:03,-0.158,4:54:03,0.011,4:54:03,0.012,4:54:03,0,
10/12/2018,4:54:04,44.2,4:54:04,4.45,4:54:04,0.012,4:54:04,,4:54:04,-0.16,4:54:04,0.01,4:54:04,0.013,4:54:04,0,
10/12/2018,4:54:05,43.3,4:54:05,4.98,4:54:05,0.012,4:54:05,,4:54:05,-0.159,4:54:05,0.01,4:54:05,0.013,4:54:05,0,
10/12/2018,4:54:06,43.7,4:54:06,4.51,4:54:06,0.013,4:54:06,,4:54:06,-0.157,4:54:06,0.01,4:54:06,0.012,4:54:06,0,
10/12/2018,4:54:07,43.7,4:54:07,5.05,4:54:07,0.013,4:54:07,,4:54:07,-0.155,4:54:07,0.011,4:54:07,0.012,4:54:07,0,
10/12/2018,4:54:08,43.9,4:54:08,4.65,4:54:08,0.013,4:54:08,,4:54:08,-0.157,4:54:08,0.012,4:54:08,0.012,4:54:08,0,
10/12/2018,4:54:09,44,4:54:09,4.94,4:54:09,0.014,4:54:09,,4:54:09,-0.157,4:54:09,0.011,4:54:09,0.012,4:54:09,0,
10/12/2018,4:54:10,44,4:54:10,4.71,4:54:10,0.014,4:54:10,,4:54:10,-0.155,4:54:10,0.011,4:54:10,0.012,4:54:10,0,
10/12/2018,4:54:11,44.2,4:54:11,4.41,4:54:11,0.014,4:54:11,,4:54:11,-0.159,4:54:11,0.012,4:54:11,0.012,4:54:11,0,
10/12/2018,4:54:12,44.6,4:54:12,4.51,4:54:12,0.013,4:54:12,,4:54:12,-0.156,4:54:12,0.011,4:54:12,0.012,4:54:12,0,
10/12/2018,4:54:13,45.2,4:54:13,4.37,4:54:13,0.013,4:54:13,,4:54:13,-0.159,4:54:13,0.01,4:54:13,0.012,4:54:13,0,
10/12/2018,4:54:14,44.9,4:54:14,4.29,4:54:14,0.015,4:54:14,,4:54:14,-0.157,4:54:14,0.011,4:54:14,0.012,4:54:14,0,
10/12/2018,4:54:15,45.1,4:54:15,4.7,4:54:15,0.014,4:54:15,,4:54:15,-0.156,4:54:15,0.011,4:54:15,0.012,4:54:15,0,
10/12/2018,4:54:16,45.4,4:54:16,4.83,4:54:16,0.013,4:54:16,,4:54:16,-0.159,4:54:16,0.01,4:54:16,0.012,4:54:16,0,
10/12/2018,4:54:17,45.4,4:54:17,4.66,4:54:17,0.015,4:54:17,,4:54:17,-0.161,4:54:17,0.011,4:54:17,0.011,4:54:17,0.001,
10/12/2018,4:54:18,45.5,4:54:18,4.39,4:54:18,0.014,4:54:18,,4:54:18,-0.161,4:54:18,0.011,4:54:18,0.011,4:54:18,0,
10/12/2018,4:54:19,45.9,4:54:19,3.59,4:54:19,0.013,4:54:19,,4:54:19,-0.159,4:54:19,0.011,4:54:19,0.011,4:54:19,0,
10/12/2018,4:54:20,46.2,4:54:20,2.56,4:54:20,0.012,4:54:20,,4:54:20,-0.159,4:54:20,0.011,4:54:20,0.013,4:54:20,0,
10/12/2018,4:54:21,46.5,4:54:21,2.34,4:54:21,0.012,4:54:21,,4:54:21,-0.157,4:54:21,0.01,4:54:21,0.012,4:54:21,0,
10/12/2018,4:54:22,46.2,4:54:22,1.87,4:54:22,0.012,4:54:22,,4:54:22,-0.151,4:54:22,0.01,4:54:22,0.012,4:54:22,0,
10/12/2018,4:54:23,46.1,4:54:23,1.71,4:54:23,0.013,4:54:23,,4:54:23,-0.155,4:54:23,0.01,4:54:23,0.013,4:54:23,0,
10/12/2018,4:54:24,46.8,4:54:24,1.75,4:54:24,0.012,4:54:24,,4:54:24,-0.152,4:54:24,0.01,4:54:24,0.012,4:54:24,0,
10/12/2018,4:54:25,47.1,4:54:25,1.62,4:54:25,0.012,4:54:25,,4:54:25,-0.156,4:54:25,0.01,4:54:25,0.012,4:54:25,0,
10/12/2018,4:54:26,46.4,4:54:26,1.53,4:54:26,0.013,4:54:26,,4:54:26,-0.157,4:54:26,0.01,4:54:26,0.012,4:54:26,0,
10/12/2018,4:54:27,45.8,4:54:27,1.49,4:54:27,0.013,4:54:27,,4:54:27,-0.156,4:54:27,0.01,4:54:27,0.012,4:54:27,0,
10/12/2018,4:54:28,45.8,4:54:28,1.88,4:54:28,0.013,4:54:28,,4:54:28,-0.158,4:54:28,0.009,4:54:28,0.011,4:54:28,0,
10/12/2018,4:54:29,46.2,4:54:29,2.14,4:54:29,0.013,4:54:29,,4:54:29,-0.143,4:54:29,0.011,4:54:29,0.012,4:54:29,0,
10/12/2018,4:54:30,47.3,4:54:30,2.32,4:54:30,0.014,4:54:30,,4:54:30,-0.158,4:54:30,0.012,4:54:30,0.012,4:54:30,0,
10/12/2018,4:54:31,47.7,4:54:31,3.12,4:54:31,0.013,4:54:31,,4:54:31,-0.16,4:54:31,0.01,4:54:31,0.012,4:54:31,0,
10/12/2018,4:54:32,47,4:54:32,3.17,4:54:32,0.012,4:54:32,,4:54:32,-0.154,4:54:32,0.009,4:54:32,0.012,4:54:32,0,
10/12/2018,4:54:33,45.7,4:54:33,3.86,4:54:33,0.013,4:54:33,,4:54:33,-0.161,4:54:33,0.009,4:54:33,0.012,4:54:33,0,
10/12/2018,4:54:34,45.5,4:54:34,6.76,4:54:34,0.013,4:54:34,,4:54:34,-0.157,4:54:34,0.009,4:54:34,0.012,4:54:34,0,
10/12/2018,4:54:35,45.1,4:54:35,8.51,4:54:35,0.012,4:54:35,,4:54:35,-0.161,4:54:35,0.01,4:54:35,0.012,4:54:35,0,
10/12/2018,4:54:36,44.9,4:54:36,19.7,4:54:36,0.013,4:54:36,,4:54:36,-0.16,4:54:36,0.01,4:54:36,0.011,4:54:36,0,
10/12/2018,4:54:37,45.1,4:54:37,41.6,4:54:37,0.014,4:54:37,,4:54:37,-0.159,4:54:37,0.01,4:54:37,0.012,4:54:37,0,
10/12/2018,4:54:38,45.2,4:54:38,47.4,4:54:38,0.013,4:54:38,,4:54:38,-0.157,4:54:38,0.01,4:54:38,0.013,4:54:38,0,
10/12/2018,4:54:39,45.6,4:54:39,59.7,4:54:39,0.013,4:54:39,,4:54:39,-0.157,4:54:39,0.01,4:54:39,0.012,4:54:39,0,
10/12/2018,4:54:40,45.8,4:54:40,96.3,4:54:40,0.013,4:54:40,,4:54:40,-0.156,4:54:40,0.01,4:54:40,0.012,4:54:40,0,
10/12/2018,4:54:41,46,4:54:41,94.3,4:54:41,0.014,4:54:41,,4:54:41,-0.154,4:54:41,0.01,4:54:41,0.012,4:54:41,0,
10/12/2018,4:54:42,45.7,4:54:42,102,4:54:42,0.014,4:54:42,,4:54:42,-0.158,4:54:42,0.01,4:54:42,0.012,4:54:42,0,
10/12/2018,4:54:43,45.3,4:54:43,64.3,4:54:43,0.013,4:54:43,,4:54:43,-0.158,4:54:43,0.01,4:54:43,0.012,4:54:43,0,
10/12/2018,4:54:44,45,4:54:44,39.8,4:54:44,0.012,4:54:44,,4:54:44,-0.155,4:54:44,0.01,4:54:44,0.011,4:54:44,0,
10/12/2018,4:54:45,44.9,4:54:45,72.9,4:54:45,0.012,4:54:45,,4:54:45,-0.158,4:54:45,0.01,4:54:45,0.012,4:54:45,0,
10/12/2018,4:54:46,45.8,4:54:46,57.7,4:54:46,0.013,4:54:46,,4:54:46,-0.158,4:54:46,0.01,4:54:46,0.012,4:54:46,0,
10/12/2018,4:54:47,46.6,4:54:47,35.5,4:54:47,0.013,4:54:47,,4:54:47,-0.155,4:54:47,0.01,4:54:47,0.013,4:54:47,0,
10/12/2018,4:54:48,46.7,4:54:48,47,4:54:48,0.015,4:54:48,,4:54:48,-0.151,4:54:48,0.01,4:54:48,0.012,4:54:48,0,
10/12/2018,4:54:49,46,4:54:49,61.9,4:54:49,0.016,4:54:49,,4:54:49,-0.156,4:54:49,0.009,4:54:49,0.011,4:54:49,0,
10/12/2018,4:54:50,45.6,4:54:50,85.5,4:54:50,0.013,4:54:50,,4:54:50,-0.153,4:54:50,0.01,4:54:50,0.011,4:54:50,0,
10/12/2018,4:54:51,46,4:54:51,111,4:54:51,0.013,4:54:51,,4:54:51,-0.154,4:54:51,0.01,4:54:51,0.012,4:54:51,0,
10/12/2018,4:54:52,46.4,4:54:52,128,4:54:52,0.013,4:54:52,,4:54:52,-0.157,4:54:52,0.011,4:54:52,0.012,4:54:52,0,
10/12/2018,4:54:53,46.4,4:54:53,114,4:54:53,0.013,4:54:53,,4:54:53,-0.155,4:54:53,0.011,4:54:53,0.012,4:54:53,0,
10/12/2018,4:54:54,46.1,4:54:54,85.3,4:54:54,0.013,4:54:54,,4:54:54,-0.156,4:54:54,0.01,4:54:54,0.013,4:54:54,0,
10/12/2018,4:54:55,46,4:54:55,63.4,4:54:55,0.015,4:54:55,,4:54:55,-0.153,4:54:55,0.01,4:54:55,0.013,4:54:55,0,
10/12/2018,4:54:56,46.4,4:54:56,50.4,4:54:56,0.014,4:54:56,,4:54:56,-0.156,4:54:56,0.011,4:54:56,0.011,4:54:56,0,
10/12/2018,4:54:57,45.9,4:54:57,32.1,4:54:57,0.013,4:54:57,,4:54:57,-0.147,4:54:57,0.011,4:54:57,0.012,4:54:57,0,
10/12/2018,4:54:58,45.8,4:54:58,22.8,4:54:58,0.014,4:54:58,,4:54:58,-0.134,4:54:58,0.011,4:54:58,0.012,4:54:58,0,
10/12/2018,4:54:59,46,4:54:59,31.3,4:54:59,0.013,4:54:59,,4:54:59,-0.153,4:54:59,0.01,4:54:59,0.012,4:54:59,0,
10/12/2018,4:55:00,46,4:55:00,46.2,4:55:00,0.013,4:55:00,,4:55:00,-0.152,4:55:00,0.01,4:55:00,0.011,4:55:00,0,
10/12/2018,4:55:01,47.5,4:55:01,36.6,4:55:01,0.014,4:55:01,,4:55:01,-0.155,4:55:01,0.011,4:55:01,0.012,4:55:01,0,
10/12/2018,4:55:02,48.2,4:55:02,24.6,4:55:02,0.014,4:55:02,,4:55:02,-0.154,4:55:02,0.011,4:55:02,0.013,4:55:02,0,
10/12/2018,4:55:03,47,4:55:03,19.7,4:55:03,0.013,4:55:03,,4:55:03,-0.156,4:55:03,0.012,4:55:03,0.012,4:55:03,0,
10/12/2018,4:55:04,46.6,4:55:04,18.1,4:55:04,0.013,4:55:04,,4:55:04,-0.155,4:55:04,0.011,4:55:04,0.011,4:55:04,0,
10/12/2018,4:55:05,46.3,4:55:05,15.6,4:55:05,0.013,4:55:05,,4:55:05,-0.145,4:55:05,0.011,4:55:05,0.013,4:55:05,0,
10/12/2018,4:55:06,46.3,4:55:06,12.1,4:55:06,0.013,4:55:06,,4:55:06,-0.153,4:55:06,0.011,4:55:06,0.013,4:55:06,0,
10/12/2018,4:55:07,45.7,4:55:07,10,4:55:07,0.012,4:55:07,,4:55:07,-0.153,4:55:07,0.011,4:55:07,0.011,4:55:07,0,
10/12/2018,4:55:08,44.9,4:55:08,9,4:55:08,0.013,4:55:08,,4:55:08,-0.153,4:55:08,0.01,4:55:08,0.013,4:55:08,0,
10/12/2018,4:55:09,42.7,4:55:09,8.22,4:55:09,0.012,4:55:09,,4:55:09,-0.15,4:55:09,0.01,4:55:09,0.013,4:55:09,0,
10/12/2018,4:55:10,35.6,4:55:10,7.96,4:55:10,0.013,4:55:10,,4:55:10,-0.15,4:55:10,0.01,4:55:10,0.011,4:55:10,0,
10/12/2018,4:55:11,31.4,4:55:11,17.3,4:55:11,0.014,4:55:11,,4:55:11,-0.144,4:55:11,0.01,4:55:11,0.011,4:55:11,0,
10/12/2018,4:55:12,31,4:55:12,29.4,4:55:12,0.013,4:55:12,,4:55:12,-0.147,4:55:12,0.01,4:55:12,0.011,4:55:12,0,
10/12/2018,4:55:13,33.7,4:55:13,21.5,4:55:13,0.013,4:55:13,,4:55:13,-0.151,4:55:13,0.011,4:55:13,0.012,4:55:13,0,
10/12/2018,4:55:14,33.8,4:55:14,11.4,4:55:14,0.014,4:55:14,,4:55:14,-0.138,4:55:14,0.01,4:55:14,0.012,4:55:14,0,
10/12/2018,4:55:15,26.6,4:55:15,8.43,4:55:15,0.013,4:55:15,,4:55:15,-0.152,4:55:15,0.01,4:55:15,0.012,4:55:15,0.001,
10/12/2018,4:55:16,22.7,4:55:16,6.97,4:55:16,0.013,4:55:16,,4:55:16,-0.15,4:55:16,0.011,4:55:16,0.011,4:55:16,0,
10/12/2018,4:55:17,22.6,4:55:17,5.95,4:55:17,0.014,4:55:17,,4:55:17,-0.148,4:55:17,0.011,4:55:17,0.011,4:55:17,0,
10/12/2018,4:55:18,23.4,4:55:18,5.23,4:55:18,0.013,4:55:18,,4:55:18,-0.144,4:55:18,0.01,4:55:18,0.011,4:55:18,0,
10/12/2018,4:55:19,24.5,4:55:19,4.9,4:55:19,0.014,4:55:19,,4:55:19,-0.152,4:55:19,0.01,4:55:19,0.012,4:55:19,0,
10/12/2018,4:55:20,25.3,4:55:20,5.31,4:55:20,0.013,4:55:20,,4:55:20,-0.152,4:55:20,0.009,4:55:20,0.012,4:55:20,0,
10/12/2018,4:55:21,24.3,4:55:21,11.1,4:55:21,0.013,4:55:21,,4:55:21,-0.153,4:55:21,0.01,4:55:21,0.012,4:55:21,0,
10/12/2018,4:55:22,23.1,4:55:22,23.6,4:55:22,0.013,4:55:22,,4:55:22,-0.15,4:55:22,0.009,4:55:22,0.011,4:55:22,0,
10/12/2018,4:55:23,22.5,4:55:23,93.2,4:55:23,0.013,4:55:23,,4:55:23,-0.148,4:55:23,0.009,4:55:23,0.011,4:55:23,0,
10/12/2018,4:55:24,24,4:55:24,233,4:55:24,0.017,4:55:24,,4:55:24,-0.149,4:55:24,0.009,4:55:24,0.011,4:55:24,0,
10/12/2018,4:55:25,24.5,4:55:25,324,4:55:25,0.034,4:55:25,,4:55:25,-0.15,4:55:25,0.009,4:55:25,0.011,4:55:25,0,
10/12/2018,4:55:26,22.3,4:55:26,400,4:55:26,0.013,4:55:26,,4:55:26,-0.148,4:55:26,0.009,4:55:26,0.011,4:55:26,0,
10/12/2018,4:55:27,22.3,4:55:27,400,4:55:27,0.012,4:55:27,,4:55:27,-0.147,4:55:27,0.009,4:55:27,0.012,4:55:27,0,
10/12/2018,4:55:28,21.7,4:55:28,400,4:55:28,0.012,4:55:28,,4:55:28,-0.147,4:55:28,0.01,4:55:28,0.011,4:55:28,0,
10/12/2018,4:55:29,22.6,4:55:29,400,4:55:29,0.013,4:55:29,,4:55:29,-0.149,4:55:29,0.01,4:55:29,0.011,4:55:29,0,
10/12/2018,4:55:30,22.8,4:55:30,400,4:55:30,0.014,4:55:30,,4:55:30,-0.15,4:55:30,0.01,4:55:30,0.011,4:55:30,0,
10/12/2018,4:55:31,19,4:55:31,400,4:55:31,0.014,4:55:31,,4:55:31,-0.143,4:55:31,0.01,4:55:31,0.011,4:55:31,0,
10/12/2018,4:55:32,14.7,4:55:32,376,4:55:32,0.013,4:55:32,,4:55:32,-0.149,4:55:32,0.01,4:55:32,0.011,4:55:32,0,
10/12/2018,4:55:33,22.7,4:55:33,311,4:55:33,0.013,4:55:33,,4:55:33,-0.114,4:55:33,0.011,4:55:33,0.012,4:55:33,0,
10/12/2018,4:55:34,35.8,4:55:34,348,4:55:34,0.013,4:55:34,,4:55:34,-0.147,4:55:34,0.011,4:55:34,0.012,4:55:34,0,
10/12/2018,4:55:35,40.8,4:55:35,328,4:55:35,0.012,4:55:35,,4:55:35,-0.15,4:55:35,0.011,4:55:35,0.012,4:55:35,0,
10/12/2018,4:55:36,42.9,4:55:36,308,4:55:36,0.012,4:55:36,,4:55:36,-0.148,4:55:36,0.011,4:55:36,0.012,4:55:36,0,
10/12/2018,4:55:37,42.7,4:55:37,260,4:55:37,0.013,4:55:37,,4:55:37,-0.152,4:55:37,0.011,4:55:37,0.012,4:55:37,0,
10/12/2018,4:55:38,37.4,4:55:38,244,4:55:38,0.014,4:55:38,,4:55:38,-0.138,4:55:38,0.01,4:55:38,0.012,4:55:38,0,
10/12/2018,4:55:39,23.7,4:55:39,380,4:55:39,0.014,4:55:39,,4:55:39,-0.144,4:55:39,0.011,4:55:39,0.012,4:55:39,0,
10/12/2018,4:55:40,27.2,4:55:40,334,4:55:40,0.014,4:55:40,,4:55:40,-0.146,4:55:40,0.012,4:55:40,0.012,4:55:40,0,
10/12/2018,4:55:41,24,4:55:41,400,4:55:41,0.015,4:55:41,,4:55:41,-0.148,4:55:41,0.012,4:55:41,0.011,4:55:41,0,
10/12/2018,4:55:42,23.6,4:55:42,400,4:55:42,0.015,4:55:42,,4:55:42,-0.149,4:55:42,0.011,4:55:42,0.011,4:55:42,0,
10/12/2018,4:55:43,18.7,4:55:43,349,4:55:43,0.013,4:55:43,,4:55:43,-0.152,4:55:43,0.011,4:55:43,0.012,4:55:43,0,
10/12/2018,4:55:44,15.4,4:55:44,199,4:55:44,0.013,4:55:44,,4:55:44,-0.143,4:55:44,0.011,4:55:44,0.012,4:55:44,0,
10/12/2018,4:55:45,14.1,4:55:45,125,4:55:45,0.014,4:55:45,,4:55:45,-0.149,4:55:45,0.01,4:55:45,0.012,4:55:45,0,
10/12/2018,4:55:46,10.6,4:55:46,123,4:55:46,0.014,4:55:46,,4:55:46,-0.148,4:55:46,0.01,4:55:46,0.012,4:55:46,0.002,
10/12/2018,4:55:47,9.73,4:55:47,150,4:55:47,0.017,4:55:47,,4:55:47,-0.147,4:55:47,0.01,4:55:47,0.013,4:55:47,0,
10/12/2018,4:55:48,9.14,4:55:48,279,4:55:48,0.019,4:55:48,,4:55:48,-0.149,4:55:48,0.01,4:55:48,0.013,4:55:48,0,
10/12/2018,4:55:49,8.08,4:55:49,400,4:55:49,0.013,4:55:49,,4:55:49,-0.146,4:55:49,0.011,4:55:49,0.011,4:55:49,0,
10/12/2018,4:55:50,14.3,4:55:50,400,4:55:50,0.013,4:55:50,,4:55:50,-0.152,4:55:50,0.01,4:55:50,0.011,4:55:50,0,
10/12/2018,4:55:51,19.6,4:55:51,400,4:55:51,0.013,4:55:51,,4:55:51,-0.15,4:55:51,0.01,4:55:51,0.012,4:55:51,0,
10/12/2018,4:55:52,11.7,4:55:52,387,4:55:52,0.013,4:55:52,,4:55:52,-0.141,4:55:52,0.01,4:55:52,0.012,4:55:52,0,
10/12/2018,4:55:53,17.2,4:55:53,300,4:55:53,0.013,4:55:53,,4:55:53,-0.149,4:55:53,0.009,4:55:53,0.012,4:55:53,0,
10/12/2018,4:55:54,55,4:55:54,215,4:55:54,0.013,4:55:54,,4:55:54,-0.148,4:55:54,0.009,4:55:54,0.011,4:55:54,0,
10/12/2018,4:55:55,74.8,4:55:55,157,4:55:55,0.013,4:55:55,,4:55:55,-0.156,4:55:55,0.009,4:55:55,0.012,4:55:55,0,
10/12/2018,4:55:56,64,4:55:56,117,4:55:56,0.014,4:55:56,,4:55:56,-0.156,4:55:56,0.01,4:55:56,0.012,4:55:56,0,
10/12/2018,4:55:57,53,4:55:57,114,4:55:57,0.013,4:55:57,,4:55:57,-0.155,4:55:57,0.01,4:55:57,0.013,4:55:57,0,
10/12/2018,4:55:58,36,4:55:58,91.7,4:55:58,0.014,4:55:58,,4:55:58,-0.148,4:55:58,0.01,4:55:58,0.014,4:55:58,0,
10/12/2018,4:55:59,31.1,4:55:59,85.4,4:55:59,0.015,4:55:59,,4:55:59,-0.151,4:55:59,0.01,4:55:59,0.011,4:55:59,0,
10/12/2018,4:56:00,49.3,4:56:00,75.5,4:56:00,0.013,4:56:00,,4:56:00,-0.152,4:56:00,0.011,4:56:00,0.012,4:56:00,0,
10/12/2018,4:56:01,50.8,4:56:01,65.5,4:56:01,0.013,4:56:01,,4:56:01,-0.153,4:56:01,0.011,4:56:01,0.011,4:56:01,0,
10/12/2018,4:56:02,37.9,4:56:02,58.3,4:56:02,0.013,4:56:02,,4:56:02,-0.151,4:56:02,0.01,4:56:02,0.011,4:56:02,0,
10/12/2018,4:56:03,44,4:56:03,48.1,4:56:03,0.013,4:56:03,,4:56:03,-0.154,4:56:03,0.01,4:56:03,0.011,4:56:03,0,
10/12/2018,4:56:04,39.8,4:56:04,41.6,4:56:04,0.013,4:56:04,,4:56:04,-0.151,4:56:04,0.01,4:56:04,0.011,4:56:04,0,
10/12/2018,4:56:05,30.8,4:56:05,46.5,4:56:05,0.013,4:56:05,,4:56:05,-0.147,4:56:05,0.011,4:56:05,0.011,4:56:05,0,
10/12/2018,4:56:06,50.4,4:56:06,184,4:56:06,0.013,4:56:06,,4:56:06,-0.152,4:56:06,0.011,4:56:06,0.011,4:56:06,0,
10/12/2018,4:56:07,68.4,4:56:07,400,4:56:07,0.015,4:56:07,,4:56:07,-0.148,4:56:07,0.011,4:56:07,0.011,4:56:07,0,
10/12/2018,4:56:08,36.1,4:56:08,400,4:56:08,0.015,4:56:08,,4:56:08,-0.143,4:56:08,0.011,4:56:08,0.012,4:56:08,0,
10/12/2018,4:56:09,29.3,4:56:09,344,4:56:09,0.013,4:56:09,,4:56:09,-0.153,4:56:09,0.01,4:56:09,0.013,4:56:09,0,
10/12/2018,4:56:10,23.9,4:56:10,243,4:56:10,0.013,4:56:10,,4:56:10,-0.151,4:56:10,0.011,4:56:10,0.013,4:56:10,0,
10/12/2018,4:56:11,24.8,4:56:11,333,4:56:11,0.013,4:56:11,,4:56:11,-0.153,4:56:11,0.01,4:56:11,0.011,4:56:11,0,
10/12/2018,4:56:12,26.9,4:56:12,397,4:56:12,0.013,4:56:12,,4:56:12,-0.15,4:56:12,0.01,4:56:12,0.011,4:56:12,0,
10/12/2018,4:56:13,26.5,4:56:13,338,4:56:13,0.013,4:56:13,,4:56:13,-0.154,4:56:13,0.01,4:56:13,0.012,4:56:13,0,
10/12/2018,4:56:14,28,4:56:14,236,4:56:14,0.013,4:56:14,,4:56:14,-0.147,4:56:14,0.01,4:56:14,0.011,4:56:14,0,
10/12/2018,4:56:15,30.9,4:56:15,160,4:56:15,0.013,4:56:15,,4:56:15,-0.151,4:56:15,0.01,4:56:15,0.012,4:56:15,0,
10/12/2018,4:56:16,30.3,4:56:16,135,4:56:16,0.013,4:56:16,,4:56:16,-0.153,4:56:16,0.011,4:56:16,0.012,4:56:16,0.001,
10/12/2018,4:56:17,32.8,4:56:17,117,4:56:17,0.012,4:56:17,,4:56:17,-0.148,4:56:17,0.011,4:56:17,0.012,4:56:17,0,
10/12/2018,4:56:18,93.8,4:56:18,99,4:56:18,0.012,4:56:18,,4:56:18,-0.146,4:56:18,0.009,4:56:18,0.012,4:56:18,0,
10/12/2018,4:56:19,208,4:56:19,79.6,4:56:19,0.013,4:56:19,,4:56:19,-0.148,4:56:19,0.01,4:56:19,0.012,4:56:19,0,
10/12/2018,4:56:20,151,4:56:20,79.7,4:56:20,0.013,4:56:20,,4:56:20,-0.149,4:56:20,0.01,4:56:20,0.011,4:56:20,0,
10/12/2018,4:56:21,33.4,4:56:21,81.1,4:56:21,0.013,4:56:21,,4:56:21,-0.148,4:56:21,0.01,4:56:21,0.011,4:56:21,0,
10/12/2018,4:56:22,26.8,4:56:22,161,4:56:22,0.014,4:56:22,,4:56:22,-0.146,4:56:22,0.01,4:56:22,0.012,4:56:22,0,
10/12/2018,4:56:23,21.5,4:56:23,370,4:56:23,0.013,4:56:23,,4:56:23,-0.144,4:56:23,0.011,4:56:23,0.011,4:56:23,0,
10/12/2018,4:56:24,24.6,4:56:24,338,4:56:24,0.013,4:56:24,,4:56:24,-0.144,4:56:24,0.011,4:56:24,0.011,4:56:24,0,
10/12/2018,4:56:25,170,4:56:25,165,4:56:25,0.012,4:56:25,,4:56:25,-0.141,4:56:25,0.011,4:56:25,0.011,4:56:25,0,
10/12/2018,4:56:26,362,4:56:26,88.2,4:56:26,0.012,4:56:26,,4:56:26,-0.134,4:56:26,0.01,4:56:26,0.011,4:56:26,0,
10/12/2018,4:56:27,207,4:56:27,86.1,4:56:27,0.013,4:56:27,,4:56:27,-0.143,4:56:27,0.01,4:56:27,0.012,4:56:27,0,
10/12/2018,4:56:28,92.4,4:56:28,147,4:56:28,0.013,4:56:28,,4:56:28,-0.15,4:56:28,0.01,4:56:28,0.012,4:56:28,0,
10/12/2018,4:56:29,67.1,4:56:29,94,4:56:29,0.014,4:56:29,,4:56:29,-0.152,4:56:29,0.01,4:56:29,0.012,4:56:29,0,
10/12/2018,4:56:30,127,4:56:30,55.6,4:56:30,0.014,4:56:30,,4:56:30,-0.15,4:56:30,0.01,4:56:30,0.013,4:56:30,0,
10/12/2018,4:56:31,109,4:56:31,50.3,4:56:31,0.013,4:56:31,,4:56:31,-0.151,4:56:31,0.01,4:56:31,0.014,4:56:31,0,
10/12/2018,4:56:32,60,4:56:32,41.6,4:56:32,0.014,4:56:32,,4:56:32,-0.152,4:56:32,0.01,4:56:32,0.014,4:56:32,0,
10/12/2018,4:56:33,38.2,4:56:33,40.5,4:56:33,0.014,4:56:33,,4:56:33,-0.151,4:56:33,0.01,4:56:33,0.012,4:56:33,0,
10/12/2018,4:56:34,33.3,4:56:34,92,4:56:34,0.015,4:56:34,,4:56:34,-0.155,4:56:34,0.01,4:56:34,0.012,4:56:34,0,
10/12/2018,4:56:35,27.6,4:56:35,316,4:56:35,0.014,4:56:35,,4:56:35,-0.149,4:56:35,0.012,4:56:35,0.011,4:56:35,0,
10/12/2018,4:56:36,26.6,4:56:36,392,4:56:36,0.013,4:56:36,,4:56:36,-0.147,4:56:36,0.012,4:56:36,0.011,4:56:36,0,
10/12/2018,4:56:37,31.9,4:56:37,265,4:56:37,0.012,4:56:37,,4:56:37,-0.15,4:56:37,0.011,4:56:37,0.011,4:56:37,0,
10/12/2018,4:56:38,33.7,4:56:38,77.3,4:56:38,0.012,4:56:38,,4:56:38,-0.153,4:56:38,0.012,4:56:38,0.012,4:56:38,0,
10/12/2018,4:56:39,37.3,4:56:39,59.5,4:56:39,0.013,4:56:39,,4:56:39,-0.15,4:56:39,0.011,4:56:39,0.012,4:56:39,0,
10/12/2018,4:56:40,53.5,4:56:40,184,4:56:40,0.013,4:56:40,,4:56:40,-0.151,4:56:40,0.011,4:56:40,0.012,4:56:40,0,
10/12/2018,4:56:41,71.5,4:56:41,296,4:56:41,0.012,4:56:41,,4:56:41,-0.151,4:56:41,0.01,4:56:41,0.011,4:56:41,0,
10/12/2018,4:56:42,199,4:56:42,91.7,4:56:42,0.013,4:56:42,,4:56:42,-0.149,4:56:42,0.009,4:56:42,0.012,4:56:42,0,
10/12/2018,4:56:43,384,4:56:43,78,4:56:43,0.012,4:56:43,,4:56:43,-0.13,4:56:43,0.01,4:56:43,0.013,4:56:43,0,
10/12/2018,4:56:44,386,4:56:44,65.3,4:56:44,0.012,4:56:44,,4:56:44,-0.151,4:56:44,0.011,4:56:44,0.013,4:56:44,0,
10/12/2018,4:56:45,334,4:56:45,72.3,4:56:45,0.013,4:56:45,,4:56:45,-0.151,4:56:45,0.011,4:56:45,0.011,4:56:45,0,
10/12/2018,4:56:46,307,4:56:46,235,4:56:46,0.013,4:56:46,,4:56:46,-0.153,4:56:46,0.011,4:56:46,0.012,4:56:46,0,
10/12/2018,4:56:47,319,4:56:47,400,4:56:47,0.012,4:56:47,,4:56:47,-0.149,4:56:47,0.01,4:56:47,0.012,4:56:47,0,
