CDT_time,bar_fence,RH_0_2m_init,RH_1_5m_init,RH_4_5m_init,RH_10m_init,bar_fence_1,RH_0_2m_rel,RH_1_5m_rel,RH_4_5m_rel,RH_8_5m_rel,RH_15m_rel,RH_20m_rel,bar_fence_2,RH_0_2m_uconv,RH_1_5m_uconv,RH_4_5m_uconv,RH_10m_uconv,bar_fence_3,RH_0_2m_lconv,RH_1_5m_lconv,RH_4_5m_lconv,RH_8_5m_lconv,RH_15m_lconv,RH_20m_lconv,bar_fence_4,P_1_5m_rel,P_20m_rel,P_1_5m_lconv,P_20m_lconv
18:57:30,|,88.0229568481445,85.5795974731445,88.7188034057617,86.9596328735352,|,87.5090026855469,87.1306381225586,85.5598297119141,NaN,88.8450698852539,NaN,|,88.8339920043945,87.0970001220703,85.1501693725586,85.9217147827148,|,0,0,0,0,0,0,|,991.725280761719,989.626342773438,0,0
19:02:30,|,88.1002044677734,85.7441101074219,88.8991928100586,87.4798355102539,|,87.4680633544922,87.3427505493164,85.8178558349609,NaN,89.0561752319336,NaN,|,89.0582122802734,87.1134338378906,85.3752059936523,86.0725936889648,|,0,0,0,0,0,0,|,991.674926757813,989.576599121094,0,0
19:07:30,|,88.425163269043,86.0281524658203,89.4024429321289,87.5122451782227,|,87.7563171386719,88.0082168579102,86.354362487793,NaN,89.5542449951172,NaN,|,89.325080871582,87.4456558227539,85.6116485595703,86.460807800293,|,0,0,0,0,0,0,|,991.626831054688,989.528686523438,0,0
19:12:30,|,88.2843627929688,85.9019088745117,88.9914779663086,87.2955703735352,|,87.7462310791016,87.8475494384766,86.1468811035156,NaN,89.415168762207,NaN,|,89.2963409423828,87.2903747558594,85.6807403564453,86.6877059936523,|,0,0,0,0,0,0,|,991.5927734375,989.493835449219,0,0
19:17:30,|,88.4219131469727,86.0606384277344,89.6080703735352,87.8144073486328,|,87.6916351318359,87.7694549560547,86.2386932373047,NaN,89.6029205322266,NaN,|,89.3000335693359,87.3064346313477,85.5825576782227,86.5268325805664,|,0,0,0,0,0,0,|,991.550231933594,989.451904296875,0,0
19:22:30,|,88.7861404418945,86.7090911865234,89.8333358764648,88.2792587280273,|,88.1973876953125,88.4158935546875,86.7095947265625,NaN,90.1603698730469,NaN,|,89.4520568847656,87.8501358032227,86.2934722900391,87.3208084106445,|,0,0,0,0,0,0,|,991.554138183594,989.456420898438,0,0
19:27:30,|,89.5065765380859,87.3856887817383,90.9313735961914,89.2205047607422,|,88.632209777832,89.0981903076172,87.5038070678711,NaN,91.1327590942383,NaN,|,90.0266342163086,88.2438049316406,86.6730270385742,87.9024887084961,|,0,0,0,0,0,0,|,991.525146484375,989.42626953125,0,0
19:32:30,|,89.0453491210938,86.7633895874023,90.3394012451172,88.4274215698242,|,88.2532653808594,88.6452865600586,87.012451171875,NaN,90.4202346801758,NaN,|,90.0230865478516,88.139289855957,86.5220565795898,87.7362976074219,|,0,0,0,0,0,0,|,991.499084472656,989.400085449219,0,0
19:37:30,|,89.2800674438477,87.0681228637695,90.591796875,88.9390258789063,|,88.4613723754883,89.0074081420898,87.3972473144531,NaN,90.905403137207,NaN,|,89.3472061157227,87.8311157226563,85.9734344482422,87.0257415771484,|,0,0,0,0,0,0,|,991.480163574219,989.3818359375,0,0
19:42:30,|,89.0585556030273,87.0065536499023,90.2295684814453,88.4164428710938,|,88.3152847290039,88.7176513671875,87.1431579589844,NaN,90.3628311157227,NaN,|,89.2788543701172,87.4659957885742,85.6524276733398,86.7923202514648,|,0,0,0,0,0,0,|,991.471069335938,989.371154785156,0,0
19:47:30,|,89.0439300537109,86.8033905029297,90.1010665893555,88.3393936157227,|,88.002799987793,88.2917861938477,86.5012054443359,NaN,89.8893585205078,NaN,|,89.2544631958008,87.7751235961914,85.915153503418,86.9243774414063,|,0,0,0,0,0,0,|,991.485290527344,989.385131835938,0,0
19:52:30,|,88.4886245727539,86.2612686157227,89.6615982055664,87.7020416259766,|,87.4565582275391,87.7917098999023,86.2309417724609,NaN,89.6488571166992,NaN,|,89.2267990112305,87.265625,85.509391784668,86.2711410522461,|,0,0,0,0,0,0,|,991.502136230469,989.401184082031,0,0
19:57:30,|,88.4276504516602,86.355583190918,89.6398010253906,87.841682434082,|,87.6675262451172,88.084342956543,86.3698959350586,NaN,89.6910781860352,NaN,|,89.1450500488281,87.1436004638672,85.4877471923828,86.5118865966797,|,0,0,0,0,0,0,|,991.510803222656,989.408996582031,0,0
20:02:30,|,88.1524200439453,86.0708389282227,89.1866683959961,87.2116165161133,|,87.2381973266602,87.419059753418,85.5614395141602,NaN,88.7538604736328,NaN,|,88.7467346191406,86.8518218994141,84.950065612793,85.8459930419922,|,0,0,0,0,0,0,|,991.488525390625,989.386413574219,0,0
20:07:30,|,88.1984634399414,85.7731094360352,89.1205978393555,87.2110061645508,|,86.9987335205078,87.0129928588867,85.1969146728516,NaN,88.5494613647461,NaN,|,88.3210067749023,86.2616500854492,84.4519500732422,85.4584121704102,|,0,0,0,0,0,0,|,991.536865234375,989.434387207031,0,0
20:12:30,|,88.4928817749023,86.037727355957,89.2887725830078,87.5468826293945,|,87.2845153808594,87.5643615722656,85.9880828857422,NaN,89.5069808959961,NaN,|,88.8371734619141,87.1129989624023,85.6091232299805,86.5286560058594,|,0,0,0,0,0,0,|,991.563720703125,989.462219238281,0,0
20:17:30,|,88.3714752197266,86.148323059082,89.6206436157227,87.8909759521484,|,87.3469619750977,87.7749176025391,86.1723480224609,NaN,89.7043151855469,NaN,|,89.2081832885742,87.4078140258789,85.685188293457,86.8785858154297,|,0,0,0,0,0,0,|,991.589965820313,989.488037109375,0,0
20:22:30,|,88.5399322509766,86.4060516357422,89.620002746582,87.8900299072266,|,87.432502746582,87.8753051757813,86.2746963500977,NaN,89.6824493408203,NaN,|,89.1043090820313,87.1938858032227,85.5425262451172,86.7037353515625,|,0,0,0,0,0,0,|,991.504699707031,989.402282714844,0,0
20:27:30,|,88.5282897949219,86.2146835327148,89.6145248413086,87.9188613891602,|,87.4206008911133,87.8213119506836,86.2660064697266,NaN,89.9153671264648,NaN,|,89.1572799682617,87.2942047119141,85.7664947509766,86.9296264648438,|,0,0,0,0,0,0,|,991.422973632813,989.319946289063,0,0
20:32:30,|,88.5435562133789,86.4210357666016,89.698127746582,88.0155181884766,|,87.4838104248047,88.0868988037109,86.3132019042969,NaN,89.9899978637695,NaN,|,89.1908416748047,87.6420211791992,85.7972717285156,86.8547439575195,|,0,0,0,0,0,0,|,991.372497558594,989.268188476563,0,0
20:37:30,|,88.3551635742188,86.106689453125,89.6162033081055,87.7554321289063,|,87.2746963500977,NaN,85.6796340942383,NaN,NaN,NaN,|,88.802490234375,86.9742736816406,85.1157073974609,86.1287460327148,|,0,0,0,0,0,0,|,NaN,NaN,0,0
20:42:30,|,87.9399032592773,85.5983276367188,89.0029602050781,87.0702285766602,|,86.9610366821289,NaN,85.5625839233398,NaN,NaN,NaN,|,88.7878570556641,86.9423904418945,85.3295593261719,86.0980453491211,|,0,0,0,0,0,0,|,NaN,NaN,0,0
20:47:30,|,88.3478851318359,85.8775177001953,NaN,NaN,|,87.1877593994141,NaN,86.001106262207,NaN,NaN,NaN,|,89.0565643310547,87.1158599853516,85.4581832885742,86.4987182617188,|,0,0,0,0,0,0,|,NaN,NaN,0,0
20:52:30,|,88.3513412475586,85.9855194091797,NaN,NaN,|,87.3407287597656,NaN,86.1882247924805,NaN,NaN,NaN,|,89.1973724365234,87.2657241821289,85.5956878662109,86.9247131347656,|,0,0,0,0,0,0,|,NaN,NaN,0,0
20:57:30,|,88.4953689575195,86.3535766601563,NaN,NaN,|,87.3627777099609,NaN,86.231071472168,NaN,NaN,NaN,|,89.1030960083008,87.0984802246094,85.4521179199219,86.5661926269531,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:02:30,|,88.4601669311523,86.2930526733398,NaN,NaN,|,87.3494644165039,NaN,86.2196350097656,NaN,NaN,NaN,|,89.1048355102539,87.1386871337891,85.6575393676758,86.8589859008789,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:07:30,|,88.7564086914063,86.6982574462891,NaN,NaN,|,87.7057876586914,NaN,86.7592926025391,NaN,NaN,NaN,|,89.1931686401367,87.7012481689453,86.1737365722656,87.0307083129883,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:12:30,|,88.7620162963867,86.6971588134766,NaN,NaN,|,87.7698287963867,NaN,86.7365112304688,NaN,NaN,NaN,|,89.1764984130859,87.6776428222656,85.9283142089844,86.9701995849609,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:17:30,|,88.7876510620117,86.6536254882813,NaN,NaN,|,87.7556457519531,NaN,86.9516448974609,NaN,NaN,NaN,|,89.2025604248047,87.7528610229492,86.0958557128906,87.0223922729492,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:22:30,|,88.5459747314453,86.2060165405273,NaN,NaN,|,87.5154190063477,NaN,86.3880844116211,NaN,NaN,NaN,|,89.1925888061523,87.6238021850586,85.7704010009766,86.9621200561523,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:27:30,|,88.3356704711914,85.9576873779297,NaN,NaN,|,87.3635406494141,NaN,86.192008972168,NaN,NaN,NaN,|,89.190673828125,87.3722534179688,85.711784362793,86.9628601074219,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:32:30,|,88.3724136352539,86.0913772583008,NaN,NaN,|,87.3400955200195,NaN,86.1635208129883,NaN,NaN,NaN,|,89.1903076171875,87.3068695068359,85.6293258666992,86.7544097900391,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:37:30,|,88.3048324584961,85.8535766601563,NaN,NaN,|,87.3445816040039,NaN,85.7416152954102,NaN,NaN,NaN,|,89.0684509277344,87.09814453125,85.4538421630859,86.6383514404297,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:42:30,|,88.3905334472656,85.8924407958984,NaN,NaN,|,87.3442459106445,NaN,86.1639556884766,NaN,NaN,NaN,|,88.8800048828125,86.9851150512695,85.3892211914063,86.4410095214844,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:47:30,|,88.3565063476563,85.8960723876953,NaN,NaN,|,87.3497619628906,NaN,86.1818771362305,NaN,NaN,NaN,|,88.9749450683594,87.01171875,85.4028625488281,86.3606719970703,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:52:30,|,88.3130874633789,85.9014053344727,NaN,NaN,|,87.2906341552734,NaN,85.9835891723633,NaN,NaN,NaN,|,88.6747131347656,86.9114151000977,85.1001663208008,86.1347961425781,|,0,0,0,0,0,0,|,NaN,NaN,0,0
21:57:30,|,88.3042602539063,85.7007369995117,NaN,NaN,|,87.0619735717773,NaN,85.5893325805664,NaN,NaN,NaN,|,88.4585876464844,86.6270446777344,84.8828277587891,86.0056610107422,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:02:30,|,87.9466400146484,85.6361389160156,NaN,NaN,|,86.9741363525391,NaN,85.5022811889648,NaN,NaN,NaN,|,88.4660720825195,86.9896621704102,85.0431976318359,86.0104370117188,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:07:30,|,88.1338272094727,85.7353820800781,NaN,NaN,|,86.8883972167969,NaN,85.5570831298828,NaN,NaN,NaN,|,88.4776763916016,86.8800659179688,84.9666366577148,85.9324951171875,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:12:30,|,88.3954696655273,85.9453201293945,NaN,NaN,|,87.4080657958984,NaN,86.2420501708984,NaN,NaN,NaN,|,88.9347457885742,87.158317565918,85.688117980957,86.7978439331055,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:17:30,|,88.9129180908203,86.4287643432617,NaN,NaN,|,87.9575653076172,NaN,86.9132690429688,NaN,NaN,NaN,|,89.4812774658203,87.7798309326172,86.4672698974609,87.5158233642578,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:22:30,|,90.074348449707,87.488525390625,NaN,NaN,|,89.0845489501953,NaN,87.9715423583984,NaN,NaN,NaN,|,90.160400390625,88.5968017578125,86.9669723510742,88.0972061157227,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:27:30,|,90.5605392456055,88.0572891235352,NaN,NaN,|,89.2210388183594,NaN,88.2031555175781,NaN,NaN,NaN,|,90.1960296630859,88.6809768676758,87.4020233154297,88.5984191894531,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:32:30,|,90.7435913085938,88.2098693847656,NaN,NaN,|,89.2656326293945,NaN,88.3741607666016,NaN,NaN,NaN,|,90.3410415649414,88.8227920532227,87.5747451782227,88.7518463134766,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:37:30,|,90.2765426635742,87.9274215698242,NaN,NaN,|,89.3129119873047,NaN,88.3668823242188,NaN,NaN,NaN,|,90.3148651123047,88.7848129272461,87.4600982666016,88.7014846801758,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:42:30,|,90.048828125,87.7288589477539,NaN,NaN,|,89.2148132324219,NaN,88.1025161743164,NaN,NaN,NaN,|,90.4384536743164,88.8185882568359,87.3768081665039,88.6007385253906,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:47:30,|,89.6497650146484,87.3147125244141,NaN,NaN,|,88.7156219482422,NaN,87.5243301391602,NaN,NaN,NaN,|,90.3479766845703,88.6262283325195,87.0622863769531,88.1521606445313,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:52:30,|,89.4816741943359,86.9704055786133,NaN,NaN,|,88.6223983764648,NaN,87.5360565185547,NaN,NaN,NaN,|,90.2605056762695,88.5236892700195,86.9473419189453,88.1081466674805,|,0,0,0,0,0,0,|,NaN,NaN,0,0
22:57:30,|,89.0875473022461,86.6125183105469,NaN,NaN,|,88.4263534545898,NaN,86.8421173095703,NaN,NaN,NaN,|,90.0195617675781,88.225959777832,86.5736999511719,87.6981811523438,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:02:30,|,89.1120452880859,86.6447525024414,NaN,NaN,|,88.1656494140625,NaN,86.6310424804688,NaN,NaN,NaN,|,89.6570663452148,87.9708404541016,86.2248840332031,87.2038040161133,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:07:30,|,88.7756881713867,86.2913360595703,NaN,NaN,|,88.2508010864258,NaN,86.4891967773438,NaN,NaN,NaN,|,89.6334991455078,87.9645462036133,86.0617141723633,86.9070739746094,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:12:30,|,87.5545654296875,85.0439453125,NaN,NaN,|,87.4324111938477,NaN,85.0157012939453,NaN,NaN,NaN,|,88.879264831543,86.7620239257813,84.6681823730469,85.3272705078125,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:17:30,|,87.2533874511719,84.5052337646484,NaN,NaN,|,87.0141143798828,NaN,84.6631546020508,NaN,NaN,NaN,|,87.8607711791992,85.486328125,83.2609405517578,83.9855575561523,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:22:30,|,87.0433197021484,84.4013366699219,NaN,NaN,|,86.5370254516602,NaN,84.0412445068359,NaN,NaN,NaN,|,87.8958587646484,85.2453231811523,83.0449142456055,83.519287109375,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:27:30,|,86.7375259399414,84.0135498046875,NaN,NaN,|,86.3167037963867,NaN,83.692497253418,NaN,NaN,NaN,|,87.7355041503906,85.3142776489258,83.0506744384766,83.5149841308594,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:32:30,|,87.1346969604492,84.5586624145508,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.9512481689453,85.5393600463867,83.5694961547852,84.2683181762695,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:37:30,|,86.9141616821289,84.2828521728516,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.4922561645508,84.9982452392578,82.8125610351563,83.3121185302734,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:42:30,|,87.4659423828125,84.8178558349609,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.9416809082031,85.5279541015625,83.4422149658203,84.1474761962891,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:47:30,|,87.9015350341797,85.4553833007813,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.9173431396484,85.5522613525391,83.7352447509766,84.4173583984375,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:52:30,|,87.5764465332031,85.1484985351563,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.1782455444336,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
23:57:30,|,87.5672454833984,84.9802017211914,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.5963439941406,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:02:30,|,87.4583282470703,84.9363174438477,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.3511123657227,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:07:30,|,86.7950973510742,84.1708068847656,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.1281509399414,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:12:30,|,86.4998321533203,83.7342834472656,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.1193618774414,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:17:30,|,86.4410400390625,83.6665725708008,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.7371063232422,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:22:30,|,86.4562072753906,83.679328918457,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.6026840209961,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:27:30,|,86.7959442138672,84.0744781494141,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.2579803466797,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:32:30,|,86.4004669189453,83.5963516235352,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.7855224609375,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:37:30,|,86.6193313598633,83.8156051635742,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.5384521484375,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:42:30,|,86.4900360107422,83.7181625366211,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.6928634643555,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:47:30,|,87.3299026489258,84.655517578125,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.036506652832,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:52:30,|,86.9836273193359,84.2539138793945,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,87.9933013916016,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
00:57:30,|,87.337516784668,84.7141647338867,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.248420715332,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:02:30,|,87.5469207763672,84.9797668457031,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.4665145874023,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:07:30,|,87.2303695678711,84.5493621826172,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.3966979980469,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:12:30,|,87.6240310668945,84.9888610839844,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.3729934692383,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:17:30,|,87.9588012695313,85.4118804931641,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.0698318481445,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:22:30,|,87.8385238647461,85.1513061523438,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.7030639648438,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:27:30,|,87.3881530761719,84.8553848266602,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.9980545043945,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:32:30,|,87.7253189086914,85.176887512207,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.4609756469727,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:37:30,|,87.5298690795898,84.914192199707,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.6323928833008,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:42:30,|,87.6322479248047,84.9862213134766,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.6350326538086,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:47:30,|,87.708625793457,85.0693969726563,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.9407424926758,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:52:30,|,88.0434112548828,85.4179153442383,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.5981216430664,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
01:57:30,|,88.0017776489258,85.549560546875,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.0855255126953,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:02:30,|,87.2304382324219,84.5666885375977,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.893669128418,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:07:30,|,87.8916778564453,85.3403015136719,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.8471450805664,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:12:30,|,87.6283264160156,85.1284255981445,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.8673400878906,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:17:30,|,87.9840240478516,85.600700378418,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.1124496459961,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:22:30,|,87.7388610839844,85.4079895019531,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,88.6264343261719,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:27:30,|,87.7458419799805,85.440803527832,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.0988235473633,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:32:30,|,88.0646820068359,85.5919723510742,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.0185928344727,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:37:30,|,88.408561706543,85.8876876831055,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.5115127563477,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
02:42:30,|,88.6100692749023,86.2835464477539,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,89.6645965576172,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,NaN,0,0
