CDT_time,bar_fence,spd_0_2m_init,spd_1_5m_init,spd_3m_init,spd_4_5m_init,spd_6m_init,spd_10m_init,bar_fence_1,spd_0_2m_rel,spd_1_5m_rel,spd_3m_rel,spd_4_5m_rel,spd_6m_rel,spd_10m_rel,bar_fence_2,spd_0_2m_uconv,spd_1_5m_uconv,spd_3m_uconv,spd_4_5m_uconv,spd_6m_uconv,spd_10m_uconv,bar_fence_3,spd_0_2m_lconv,spd_1_5m_lconv,spd_3m_lconv,spd_4_5m_lconv,spd_6m_lconv,spd_10m_lconv,bar_fence_4,spd_8_5m_rel,spd_8_5m_lconv,spd_15m_rel,spd_15m_lconv,spd_20m_rel,spd_20m_lconv,,Init,Rel,Uconv,Lconv
22:07:30,|,2.274433374,3.569500923,3.957862616,NaN,NaN,NaN,|,1.959969997,NaN,NaN,4.099667549,4.174583912,4.497592449,|,1.841290474,2.962403536,3.447880983,3.70846343,3.934880733,4.17993927,|,0,0,0,0,0,0,|,4.342358112,0,NaN,0,NaN,0,,0,0,1,0
22:12:30,|,2.129553318,3.397663593,3.752280951,NaN,NaN,NaN,|,1.803769946,NaN,NaN,3.736885309,3.823746681,4.25469017,|,1.510220051,2.392544985,2.842716455,3.041800261,3.23173666,3.557400942,|,0,0,0,0,0,0,|,4.044147491,0,NaN,0,NaN,0,,0,0,1,0
22:17:30,|,1.866680026,3.10007453,3.518153191,NaN,NaN,NaN,|,1.666389942,NaN,NaN,3.32199645,3.434777021,3.899515629,|,1.544960022,2.437616825,2.826474905,2.999578476,3.174424171,3.419070005,|,0,0,0,0,0,0,|,3.690983057,0,NaN,0,NaN,0,,0,0,1,0
22:22:30,|,2.249696732,3.630680084,4.003278255,NaN,NaN,NaN,|,1.988823295,NaN,NaN,3.879542351,3.92110014,4.359382153,|,1.852429986,2.961647749,3.393180847,3.686398268,3.915496588,4.276310921,|,0,0,0,0,0,0,|,4.185190201,0,NaN,0,NaN,0,,0,0,1,0
22:27:30,|,2.115838528,3.52304554,3.945968151,NaN,NaN,NaN,|,1.99845612,NaN,NaN,4.129636765,4.191025734,4.506362915,|,1.934736609,3.00693512,3.49553442,3.738048792,3.89517045,4.251996517,|,0,0,0,0,0,0,|,4.36938858,0,NaN,0,NaN,0,,0,0,1,0
22:32:30,|,2.345033407,3.912541866,4.295721054,NaN,NaN,NaN,|,1.975720048,NaN,NaN,4.024543762,4.066493511,4.451874256,|,2.008035898,3.159359932,3.639245749,3.944215059,4.184137344,4.523174763,|,0,0,0,0,0,0,|,4.279022694,0,NaN,0,NaN,0,,0,0,1,0
22:37:30,|,2.476836681,4.024912834,4.488628387,NaN,NaN,NaN,|,2.207639933,NaN,NaN,4.269073009,4.369660854,4.846951962,|,2.086210012,3.170277119,3.724482059,3.991879463,4.141111851,4.498696327,|,0,0,0,0,0,0,|,4.64789629,0,NaN,0,NaN,0,,0,0,1,0
22:42:30,|,2.446660042,3.86593318,4.307285786,NaN,NaN,NaN,|,2.26709342,NaN,NaN,4.641350746,4.718849182,5.127608776,|,1.958113313,3.133583069,3.707526684,3.978062868,4.236394405,4.543955326,|,0,0,0,0,0,0,|,4.958315849,0,NaN,0,NaN,0,,0,0,1,0
22:47:30,|,2.33806324,3.719363213,4.047687531,NaN,NaN,NaN,|,2.196026564,NaN,NaN,4.371162415,4.400699615,4.777292728,|,1.933089972,2.979005337,3.542824984,3.855621815,4.181864262,4.594252586,|,0,0,0,0,0,0,|,4.658521175,0,NaN,0,NaN,0,,0,0,1,0
22:52:30,|,2.300420046,3.662274122,3.909466028,NaN,NaN,NaN,|,2.023646593,NaN,NaN,4.099024296,4.163074017,4.579629421,|,1.774376631,2.798017502,3.350087881,3.569893122,3.78176856,4.064751625,|,0,0,0,0,0,0,|,4.384172916,0,NaN,0,NaN,0,,0,0,1,0
22:57:30,|,2.153523445,3.41944766,3.820011854,NaN,NaN,NaN,|,2.061997414,NaN,NaN,4.108676434,4.220208168,4.666743279,|,1.862650871,2.925466299,3.385582924,3.696522236,3.840104818,4.168176651,|,0,0,0,0,0,0,|,4.478552818,0,NaN,0,NaN,0,,0,0,1,0
23:02:30,|,2.09907341,3.377223253,3.731103659,NaN,NaN,NaN,|,1.961269975,NaN,NaN,3.910763741,4.003323555,4.39769125,|,1.676053286,2.787252188,3.112822533,3.385376215,3.523835182,3.798544407,|,0,0,0,0,0,0,|,4.256079674,0,NaN,0,NaN,0,,0,0,1,0
23:07:30,|,2.387276649,3.736311197,4.127990723,NaN,NaN,NaN,|,2.14839673,NaN,NaN,4.065144062,4.165240765,4.49698019,|,1.82814002,2.982283354,3.469846964,3.663735628,3.844598532,4.178530216,|,0,0,0,0,0,0,|,4.348082542,0,NaN,0,NaN,0,,0,0,1,0
23:12:30,|,2.886556625,4.512999535,4.929848671,NaN,NaN,NaN,|,2.357443333,NaN,NaN,4.671177864,4.835585117,5.319575787,|,2.094376564,3.382327557,3.933200598,4.209637165,4.451141357,4.856442928,|,0,0,0,0,0,0,|,5.135672569,0,NaN,0,NaN,0,,0,0,1,0
23:17:30,|,2.827305794,4.522358418,4.859481335,NaN,NaN,NaN,|,2.358740091,NaN,NaN,4.715643883,4.827362061,5.3499403,|,2.288553238,3.726517677,4.402485371,4.664463997,4.9129076,5.292925835,|,0,0,0,0,0,0,|,5.13092041,0,NaN,0,NaN,0,,0,0,1,0
23:22:30,|,2.87838006,4.603586197,5.456945896,NaN,NaN,NaN,|,2.439623117,NaN,NaN,4.895989895,5.050731659,5.713498116,|,2.343941212,3.763830662,4.450879574,4.716619968,4.994961739,5.437763691,|,0,0,0,0,0,0,|,5.41351366,0,NaN,0,NaN,0,,0,0,1,0
23:27:30,|,2.79287672,4.377341747,4.814915657,NaN,NaN,NaN,|,2.687639475,NaN,NaN,5.151905537,5.339056492,5.915154457,|,2.154833317,3.537678242,3.795617342,4.535505772,4.811350822,5.276706219,|,0,0,0,0,0,0,|,5.721468925,0,NaN,0,NaN,0,,0,0,1,0
23:32:30,|,2.553873301,4.041488171,4.41707325,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,1.831646681,2.926947832,5.350626469,3.627568722,3.821705818,4.092695713,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
23:37:30,|,2.654951572,4.165935993,4.55964613,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.1619699,3.404886961,3.974769831,4.310361862,4.569530487,5.019311428,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,1,0
23:42:30,|,2.393643379,3.779273748,4.099346161,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,1.85007,2.920975924,3.5006001,3.730836868,3.924591303,4.209619045,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,1,0
23:47:30,|,2.468946695,3.868719578,4.252759933,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.188205957,3.430160284,3.98597455,4.159864902,4.431643009,4.72729063,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,1,0
23:52:30,|,2.596563339,4.018591881,4.371309757,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,1.925296664,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
23:57:30,|,2.194783449,3.510943413,3.772824049,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,1.780273318,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:02:30,|,2.240633488,3.564668894,3.887643576,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.11522007,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:07:30,|,2.521926641,3.963794708,4.253465652,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.012606621,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:12:30,|,2.52377677,4.022842407,4.401445389,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.003547907,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:17:30,|,2.329979897,3.726968288,4.047752857,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,1.981893301,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:22:30,|,2.551229954,4.104062557,4.494166374,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.144886732,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:27:30,|,2.26870966,3.646134377,4.30200243,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,1.837216616,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:32:30,|,2.560983419,4.250397682,4.457119942,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.219300032,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
0:37:30,|,2.697573423,4.386410236,4.72913456,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,2.214111328,NaN,NaN,NaN,NaN,NaN,|,0,0,0,0,0,0,|,NaN,0,NaN,0,NaN,0,,0,0,0,0
