CDT_time,bar_fence,RH_0_2m_init,RH_1_5m_init,RH_4_5m_init,RH_10m_init,bar_fence_1,RH_0_2m_rel,RH_1_5m_rel,RH_4_5m_rel,RH_8_5m_rel,RH_15m_rel,RH_20m_rel,bar_fence_2,RH_0_2m_uconv,RH_1_5m_uconv,RH_4_5m_uconv,RH_10m_uconv,bar_fence_3,RH_0_2m_lconv,RH_1_5m_lconv,RH_4_5m_lconv,RH_8_5m_lconv,RH_15m_lconv,RH_20m_lconv,bar_fence_4,P_1_5m_rel,P_20m_rel,P_1_5m_lconv,P_20m_lconv
18:02:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,97.328857421875,NaN,NaN,NaN,|,NaN,101.316543579102,97.7659530639648,95.9550323486328,NaN,NaN,|,NaN,NaN,996.427368164063,NaN
18:07:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,97.6566467285156,NaN,NaN,NaN,|,NaN,101.310401916504,97.7596969604492,95.9289245605469,NaN,NaN,|,NaN,NaN,996.44677734375,NaN
18:12:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,97.6884231567383,NaN,NaN,NaN,|,NaN,101.566284179688,97.7698287963867,96.3886260986328,NaN,NaN,|,NaN,NaN,996.43408203125,NaN
18:17:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,97.4285888671875,NaN,NaN,NaN,|,NaN,101.401405334473,97.7646636962891,96.0095291137695,NaN,NaN,|,NaN,NaN,996.449584960938,NaN
18:22:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,97.2982482910156,NaN,NaN,NaN,|,NaN,101.314346313477,97.7687606811523,95.9432220458984,NaN,NaN,|,NaN,NaN,996.461791992188,NaN
18:27:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.9374542236328,NaN,NaN,NaN,|,NaN,100.928123474121,97.2719802856445,95.6512069702148,NaN,NaN,|,NaN,NaN,996.503234863281,NaN
18:32:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.9047698974609,NaN,NaN,NaN,|,NaN,100.210136413574,96.7117080688477,94.7664260864258,NaN,NaN,|,NaN,NaN,996.519714355469,NaN
18:37:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.8632202148438,NaN,NaN,NaN,|,NaN,99.5931854248047,96.1697311401367,94.1433868408203,NaN,NaN,|,NaN,NaN,996.541625976563,NaN
18:42:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.6821823120117,NaN,NaN,NaN,|,NaN,99.768928527832,96.1698303222656,94.4239273071289,NaN,NaN,|,NaN,NaN,996.546997070313,NaN
18:47:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.9098663330078,NaN,NaN,NaN,|,NaN,100.003318786621,96.3070220947266,94.6598968505859,NaN,NaN,|,NaN,NaN,996.513061523438,NaN
18:52:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,97.0187911987305,NaN,NaN,NaN,|,NaN,99.8892288208008,96.2098999023438,94.2549133300781,NaN,NaN,|,NaN,NaN,996.556762695313,NaN
18:57:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.6678848266602,NaN,NaN,NaN,|,NaN,99.7666473388672,96.1568222045898,94.1354370117188,NaN,NaN,|,NaN,NaN,996.557006835938,NaN
19:02:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.8626480102539,NaN,NaN,NaN,|,NaN,100.048194885254,96.1554718017578,94.6420135498047,NaN,NaN,|,NaN,NaN,996.582763671875,NaN
19:07:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.9638595581055,NaN,NaN,NaN,|,NaN,100.223320007324,96.3952484130859,94.6954040527344,NaN,NaN,|,NaN,NaN,996.587707519531,NaN
19:12:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.8208084106445,NaN,NaN,NaN,|,NaN,99.2699966430664,95.8403701782227,94.1030578613281,NaN,NaN,|,NaN,NaN,996.5,NaN
19:17:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.317253112793,NaN,NaN,NaN,|,NaN,99.2717056274414,95.5252838134766,93.7514801025391,NaN,NaN,|,NaN,NaN,996.492126464844,NaN
19:22:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.1361083984375,NaN,NaN,NaN,|,NaN,98.7207717895508,95.3187942504883,93.3021774291992,NaN,NaN,|,NaN,NaN,996.490661621094,NaN
19:27:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.3631210327148,NaN,NaN,NaN,|,NaN,99.4445648193359,95.980598449707,94.1904373168945,NaN,NaN,|,NaN,NaN,996.440307617188,NaN
19:32:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.7883529663086,NaN,NaN,NaN,|,NaN,99.6094284057617,96.1189270019531,94.4120788574219,NaN,NaN,|,NaN,NaN,996.308837890625,NaN
19:37:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.7960739135742,NaN,NaN,NaN,|,NaN,100.290000915527,96.5166931152344,94.9640579223633,NaN,NaN,|,NaN,NaN,996.279235839844,NaN
19:42:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.541374206543,NaN,NaN,NaN,|,NaN,100.10578918457,96.1481857299805,94.5303649902344,NaN,NaN,|,NaN,NaN,996.270812988281,NaN
19:47:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.8433837890625,NaN,NaN,NaN,|,NaN,100.075874328613,96.5333480834961,94.7361068725586,NaN,NaN,|,NaN,NaN,996.164489746094,NaN
19:52:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.0013122558594,NaN,NaN,NaN,|,NaN,98.6053161621094,95.1051025390625,92.9556732177734,NaN,NaN,|,NaN,NaN,996.139587402344,NaN
19:57:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.6722259521484,NaN,NaN,NaN,|,NaN,98.1596984863281,94.4662551879883,92.5186920166016,NaN,NaN,|,NaN,NaN,996.122009277344,NaN
20:02:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.7475814819336,NaN,NaN,NaN,|,NaN,98.4484939575195,94.9329528808594,92.8797988891602,NaN,NaN,|,NaN,NaN,996.012817382813,NaN
20:07:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.7537231445313,NaN,NaN,NaN,|,NaN,98.9580230712891,95.0600357055664,93.3157043457031,NaN,NaN,|,NaN,NaN,995.873474121094,NaN
20:12:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.0602035522461,NaN,NaN,NaN,|,NaN,99.4809722900391,95.8091583251953,94.1028213500977,NaN,NaN,|,NaN,NaN,995.872619628906,NaN
20:17:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.7639083862305,NaN,NaN,NaN,|,NaN,99.6935577392578,96.0417098999023,94.3271484375,NaN,NaN,|,NaN,NaN,995.836608886719,NaN
20:22:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,96.057014465332,NaN,NaN,NaN,|,NaN,99.0873565673828,95.564094543457,93.4665145874023,NaN,NaN,|,NaN,NaN,995.807006835938,NaN
20:27:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.1479568481445,NaN,NaN,NaN,|,NaN,97.9331512451172,94.1443786621094,91.7090606689453,NaN,NaN,|,NaN,NaN,995.841003417969,NaN
20:32:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,94.9437942504883,NaN,NaN,NaN,|,NaN,97.1263198852539,93.7070159912109,91.7751998901367,NaN,NaN,|,NaN,NaN,995.888305664063,NaN
20:37:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.3131561279297,NaN,NaN,NaN,|,NaN,97.8947982788086,94.439567565918,92.5016098022461,NaN,NaN,|,NaN,NaN,995.897216796875,NaN
20:42:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.3515167236328,NaN,NaN,NaN,|,NaN,97.5513687133789,94.1437606811523,92.107551574707,NaN,NaN,|,NaN,NaN,995.819274902344,NaN
20:47:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.3515472412109,NaN,NaN,NaN,|,NaN,96.2591247558594,92.7186965942383,90.3308715820313,NaN,NaN,|,NaN,NaN,995.840942382813,NaN
20:52:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.1818084716797,NaN,NaN,NaN,|,NaN,96.1215744018555,92.5966415405273,90.4612045288086,NaN,NaN,|,NaN,NaN,995.826904296875,NaN
20:57:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,94.7737579345703,NaN,NaN,NaN,|,NaN,94.6612396240234,91.6245803833008,89.5442581176758,NaN,NaN,|,NaN,NaN,995.857482910156,NaN
21:02:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,91.953971862793,NaN,NaN,NaN,|,NaN,94.5221710205078,91.7568817138672,89.7044296264648,NaN,NaN,|,NaN,NaN,995.864501953125,NaN
21:07:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,94.1734924316406,NaN,NaN,NaN,|,NaN,96.2096633911133,92.4819717407227,90.5852508544922,NaN,NaN,|,NaN,NaN,995.810424804688,NaN
21:12:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,94.4274139404297,NaN,NaN,NaN,|,NaN,96.1429748535156,92.9110717773438,91.1813125610352,NaN,NaN,|,NaN,NaN,995.828979492188,NaN
21:17:30,|,NaN,NaN,NaN,NaN,|,NaN,NaN,NaN,NaN,NaN,NaN,|,95.321174621582,NaN,NaN,NaN,|,NaN,95.6426391601563,92.8385314941406,91.1409378051758,NaN,NaN,|,NaN,NaN,995.864013671875,NaN
