,,DT6,,,DT7,,,DT8,,,DT2,,,DT3,,,DT10,,,DT9,,,DT5,
10/18/2018,7:21:55,2.39,,,,,7:21:55,1.91,,7:21:55,0.601,,7:21:55,0.098,,7:21:55,0.049,,23:54:32,0,,7:21:55,0.012,
10/18/2018,7:21:56,2.38,,,,,7:21:56,1.92,,7:21:56,0.607,,7:21:56,0.09,,7:21:56,0.048,,23:54:32,0,,7:21:56,0.014,
10/18/2018,7:21:57,2.4,,,,,7:21:57,1.91,,7:21:57,0.607,,7:21:57,0.086,,7:21:57,0.048,,23:54:32,0,,7:21:57,0.014,
10/18/2018,7:21:58,2.36,,,,,7:21:58,1.89,,7:21:58,0.616,,7:21:58,0.084,,7:21:58,0.051,,23:54:32,0,,7:21:58,0.013,
10/18/2018,7:21:59,2.36,,,,,7:21:59,1.89,,7:21:59,0.631,,7:21:59,0.077,,7:21:59,0.05,,23:54:32,0,,7:21:59,0.013,
10/18/2018,7:22:00,2.37,,,,,7:22:00,1.88,,7:22:00,0.634,,7:22:00,0.073,,7:22:00,0.049,,23:54:32,0,,7:22:00,0.015,
10/18/2018,7:22:01,2.41,,,,,7:22:01,1.91,,7:22:01,0.624,,7:22:01,0.091,,7:22:01,0.048,,23:54:32,0,,7:22:01,0.014,
10/18/2018,7:22:02,2.37,,,,,7:22:02,1.93,,7:22:02,0.622,,7:22:02,0.086,,7:22:02,0.046,,23:54:32,0,,7:22:02,0.013,
10/18/2018,7:22:03,2.38,,,,,7:22:03,1.94,,7:22:03,0.631,,7:22:03,0.076,,7:22:03,0.044,,23:54:32,0,,7:22:03,0.013,
10/18/2018,7:22:04,2.43,,,,,7:22:04,1.95,,7:22:04,0.64,,7:22:04,0.078,,7:22:04,0.04,,23:54:32,0,,7:22:04,0.013,
10/18/2018,7:22:05,2.43,,,,,7:22:05,1.96,,7:22:05,0.628,,7:22:05,0.092,,7:22:05,0.042,,23:54:32,0,,7:22:05,0.013,
10/18/2018,7:22:06,2.42,,,,,7:22:06,1.99,,7:22:06,0.645,,7:22:06,0.087,,7:22:06,0.043,,23:54:32,0,,7:22:06,0.012,
10/18/2018,7:22:07,2.38,,,,,7:22:07,1.98,,7:22:07,0.641,,7:22:07,0.079,,7:22:07,0.042,,23:54:32,0,,7:22:07,0.012,
10/18/2018,7:22:08,2.41,,,,,7:22:08,1.97,,7:22:08,0.653,,7:22:08,0.086,,7:22:08,0.041,,23:54:32,0,,7:22:08,0.012,
10/18/2018,7:22:09,2.48,,,,,7:22:09,1.94,,7:22:09,0.654,,7:22:09,0.08,,7:22:09,0.041,,23:54:32,0,,7:22:09,0.018,
10/18/2018,7:22:10,2.48,,,,,7:22:10,1.93,,7:22:10,0.65,,7:22:10,0.083,,7:22:10,0.04,,23:54:32,0,,7:22:10,0.02,
10/18/2018,7:22:11,2.54,,,,,7:22:11,1.93,,7:22:11,0.67,,7:22:11,0.085,,7:22:11,0.04,,23:54:32,0,,7:22:11,0.015,
10/18/2018,7:22:12,2.66,,,,,7:22:12,1.96,,7:22:12,0.658,,7:22:12,0.08,,7:22:12,0.042,,23:54:32,0,,7:22:12,0.014,
10/18/2018,7:22:13,2.66,,,,,7:22:13,1.94,,7:22:13,0.685,,7:22:13,0.095,,7:22:13,0.042,,23:54:32,0,,7:22:13,0.015,
10/18/2018,7:22:14,2.6,,,,,7:22:14,1.9,,7:22:14,0.677,,7:22:14,0.092,,7:22:14,0.042,,23:54:32,0,,7:22:14,0.014,
10/18/2018,7:22:15,2.63,,,,,7:22:15,1.92,,7:22:15,0.633,,7:22:15,0.087,,7:22:15,0.041,,23:54:32,0,,7:22:15,0.013,
10/18/2018,7:22:16,2.69,,,,,7:22:16,1.94,,7:22:16,0.651,,7:22:16,0.103,,7:22:16,0.042,,23:54:32,0,,7:22:16,0.013,
10/18/2018,7:22:17,2.69,,,,,7:22:17,1.95,,7:22:17,0.682,,7:22:17,0.1,,7:22:17,0.042,,23:54:32,0,,7:22:17,0.013,
10/18/2018,7:22:18,2.7,,,,,7:22:18,1.96,,7:22:18,0.684,,7:22:18,0.103,,7:22:18,0.041,,23:54:32,0,,7:22:18,0.011,
10/18/2018,7:22:19,2.76,,,,,7:22:19,1.95,,7:22:19,0.687,,7:22:19,0.109,,7:22:19,0.042,,23:54:32,0,,7:22:19,0.013,
10/18/2018,7:22:20,2.76,,,,,7:22:20,1.96,,7:22:20,0.683,,7:22:20,0.134,,7:22:20,0.043,,23:54:32,0,,7:22:20,0.012,
10/18/2018,7:22:21,2.72,,,,,7:22:21,1.96,,7:22:21,0.688,,7:22:21,0.114,,7:22:21,0.042,,23:54:32,0,,7:22:21,0.011,
10/18/2018,7:22:22,2.81,,,,,7:22:22,1.96,,7:22:22,0.668,,7:22:22,0.129,,7:22:22,0.04,,23:54:32,0,,7:22:22,0.013,
10/18/2018,7:22:23,2.93,,,,,7:22:23,1.93,,7:22:23,0.683,,7:22:23,0.135,,7:22:23,0.04,,23:54:32,0,,7:22:23,0.015,
10/18/2018,7:22:24,2.93,,,,,7:22:24,1.9,,7:22:24,0.692,,7:22:24,0.143,,7:22:24,0.041,,23:54:32,0,,7:22:24,0.014,
10/18/2018,7:22:25,2.93,,,,,7:22:25,1.85,,7:22:25,0.684,,7:22:25,0.154,,7:22:25,0.042,,23:54:32,0,,7:22:25,0.012,
10/18/2018,7:22:26,2.91,,,,,7:22:26,1.83,,7:22:26,0.674,,7:22:26,0.156,,7:22:26,0.044,,23:54:32,0,,7:22:26,0.014,
10/18/2018,7:22:27,2.88,,,,,7:22:27,1.86,,7:22:27,0.675,,7:22:27,0.163,,7:22:27,0.043,,23:54:32,0,,7:22:27,0.013,
10/18/2018,7:22:28,2.84,,,,,7:22:28,1.84,,7:22:28,0.677,,7:22:28,0.174,,7:22:28,0.045,,23:54:32,0,,7:22:28,0.018,
10/18/2018,7:22:29,2.89,,,,,7:22:29,1.84,,7:22:29,0.68,,7:22:29,0.168,,7:22:29,0.042,,23:54:32,0,,7:22:29,0.02,
10/18/2018,7:22:30,2.96,,,,,7:22:30,1.85,,7:22:30,0.684,,7:22:30,0.162,,7:22:30,0.045,,23:54:32,0,,7:22:30,0.013,
10/18/2018,7:22:31,2.92,,,,,7:22:31,1.84,,7:22:31,0.668,,7:22:31,0.173,,7:22:31,0.048,,23:54:32,0,,7:22:31,0.021,
10/18/2018,7:22:32,2.92,,,,,7:22:32,1.87,,7:22:32,0.684,,7:22:32,0.159,,7:22:32,0.047,,23:54:32,0,,7:22:32,0.023,
10/18/2018,7:22:33,2.9,,,,,7:22:33,1.89,,7:22:33,0.713,,7:22:33,0.165,,7:22:33,0.048,,23:54:32,0,,7:22:33,0.012,
10/18/2018,7:22:34,2.9,,,,,7:22:34,1.85,,7:22:34,0.734,,7:22:34,0.167,,7:22:34,0.045,,23:54:32,0,,7:22:34,0.013,
10/18/2018,7:22:35,2.92,,,,,7:22:35,1.73,,7:22:35,0.743,,7:22:35,0.16,,7:22:35,0.048,,23:54:32,0,,7:22:35,0.017,
10/18/2018,7:22:36,2.92,,,,,7:22:36,1.63,,7:22:36,0.727,,7:22:36,0.153,,7:22:36,0.05,,23:54:32,0,,7:22:36,0.018,
10/18/2018,7:22:37,2.85,,,,,7:22:37,1.56,,7:22:37,0.705,,7:22:37,0.152,,7:22:37,0.049,,23:54:32,0,,7:22:37,0.011,
10/18/2018,7:22:38,2.78,,,,,7:22:38,1.5,,7:22:38,0.701,,7:22:38,0.135,,7:22:38,0.049,,23:54:32,0,,7:22:38,0.013,
10/18/2018,7:22:39,2.79,,,,,7:22:39,1.48,,7:22:39,0.719,,7:22:39,0.144,,7:22:39,0.05,,23:54:32,0,,7:22:39,0.014,
10/18/2018,7:22:40,2.83,,,,,7:22:40,1.5,,7:22:40,0.714,,7:22:40,0.16,,7:22:40,0.052,,23:54:32,0,,7:22:40,0.013,
10/18/2018,7:22:41,2.81,,,,,7:22:41,1.49,,7:22:41,0.731,,7:22:41,0.144,,7:22:41,0.051,,23:54:32,0,,7:22:41,0.013,
10/18/2018,7:22:42,2.82,,,,,7:22:42,1.44,,7:22:42,0.729,,7:22:42,0.153,,7:22:42,0.045,,23:54:32,0,,7:22:42,0.012,
10/18/2018,7:22:43,2.81,,,,,7:22:43,1.38,,7:22:43,0.741,,7:22:43,0.148,,7:22:43,0.038,,23:54:32,0,,7:22:43,0.012,
10/18/2018,7:22:44,2.77,,,,,7:22:44,1.31,,7:22:44,0.752,,7:22:44,0.146,,7:22:44,0.037,,23:54:32,0,,7:22:44,0.013,
10/18/2018,7:22:45,2.77,,,,,7:22:45,1.21,,7:22:45,0.738,,7:22:45,0.161,,7:22:45,0.036,,23:54:32,0,,7:22:45,0.014,
10/18/2018,7:22:46,2.83,,,,,7:22:46,1.08,,7:22:46,0.736,,7:22:46,0.151,,7:22:46,0.035,,23:54:32,0,,7:22:46,0.013,
10/18/2018,7:22:47,2.82,,,,,7:22:47,0.998,,7:22:47,0.734,,7:22:47,0.164,,7:22:47,0.038,,23:54:32,0,,7:22:47,0.013,
10/18/2018,7:22:48,2.8,,,,,7:22:48,0.979,,7:22:48,0.739,,7:22:48,0.164,,7:22:48,0.038,,23:54:32,0,,7:22:48,0.021,
10/18/2018,7:22:49,2.87,,,,,7:22:49,0.981,,7:22:49,0.754,,7:22:49,0.179,,7:22:49,0.036,,23:54:32,0,,7:22:49,0.027,
10/18/2018,7:22:50,2.84,,,,,7:22:50,0.95,,7:22:50,0.766,,7:22:50,0.187,,7:22:50,0.035,,23:54:32,0,,7:22:50,0.016,
10/18/2018,7:22:51,2.81,,,,,7:22:51,0.934,,7:22:51,0.75,,7:22:51,0.19,,7:22:51,0.033,,23:54:32,0,,7:22:51,0.013,
10/18/2018,7:22:52,2.8,,,,,7:22:52,0.944,,7:22:52,0.758,,7:22:52,0.194,,7:22:52,0.032,,23:54:32,0,,7:22:52,0.012,
10/18/2018,7:22:53,2.8,,,,,7:22:53,0.954,,7:22:53,0.754,,7:22:53,0.207,,7:22:53,0.033,,23:54:32,0,,7:22:53,0.013,
10/18/2018,7:22:54,2.81,,,,,7:22:54,0.941,,7:22:54,0.752,,7:22:54,0.218,,7:22:54,0.032,,23:54:32,0,,7:22:54,0.014,
10/18/2018,7:22:55,2.7,,,,,7:22:55,0.941,,7:22:55,0.751,,7:22:55,0.232,,7:22:55,0.031,,23:54:32,0,,7:22:55,0.013,
,,,,,,,7:22:56,0.947,,7:22:56,0.756,,7:22:56,0.227,,7:22:56,0.029,,23:54:32,0,,7:22:56,0.016,
,,,,,,,7:22:57,0.938,,7:22:57,0.766,,7:22:57,0.216,,7:22:57,0.029,,23:54:32,0,,7:22:57,0.016,
,,,,,,,7:22:58,0.952,,7:22:58,0.747,,7:22:58,0.248,,7:22:58,0.029,,23:54:32,0,,7:22:58,0.013,
,,,,,,,7:22:59,1,,7:22:59,0.77,,7:22:59,0.258,,7:22:59,0.031,,23:54:32,0,,7:22:59,0.014,
,,,,,,,7:23:00,0.957,,7:23:00,0.788,,7:23:00,0.247,,7:23:00,0.032,,23:54:32,0,,7:23:00,0.012,
,,,,,,,7:23:01,0.9,,7:23:01,0.742,,7:23:01,0.249,,7:23:01,0.033,,23:54:32,0,,7:23:01,0.013,
,,,,,,,7:23:02,0.874,,7:23:02,0.742,,7:23:02,0.267,,7:23:02,0.032,,23:54:32,0,,7:23:02,0.014,
,,,,,,,7:23:03,0.859,,7:23:03,0.733,,7:23:03,0.261,,7:23:03,0.03,,23:54:32,0,,7:23:03,0.014,
,,,,,,,7:23:04,0.87,,7:23:04,0.727,,7:23:04,0.247,,7:23:04,0.03,,23:54:32,0,,7:23:04,0.014,
,,,,,,,7:23:05,0.869,,7:23:05,0.752,,7:23:05,0.235,,7:23:05,0.03,,23:54:32,0,,7:23:05,0.013,
,,,,,,,7:23:06,0.834,,7:23:06,0.763,,7:23:06,0.222,,7:23:06,0.031,,23:54:32,0,,7:23:06,0.013,
,,,,,,,7:23:07,0.821,,7:23:07,0.749,,7:23:07,0.225,,7:23:07,0.034,,23:54:32,0,,7:23:07,0.012,
,,,,,,,7:23:08,0.815,,7:23:08,0.76,,7:23:08,0.225,,7:23:08,0.034,,23:54:32,0,,7:23:08,0.011,
,,,,,,,7:23:09,0.81,,7:23:09,0.772,,7:23:09,0.211,,7:23:09,0.031,,23:54:32,0,,7:23:09,0.011,
,,,,,,,7:23:10,0.81,,7:23:10,0.769,,7:23:10,0.213,,7:23:10,0.031,,23:54:32,0,,7:23:10,0.012,
,,,,,,,7:23:11,0.819,,7:23:11,0.764,,7:23:11,0.208,,7:23:11,0.032,,23:54:32,0,,7:23:11,0.012,
,,,,,,,7:23:12,0.827,,7:23:12,0.771,,7:23:12,0.202,,7:23:12,0.029,,23:54:32,0,,7:23:12,0.012,
,,,,,,,7:23:13,0.821,,7:23:13,0.787,,7:23:13,0.2,,7:23:13,0.024,,23:54:32,0,,7:23:13,0.012,
,,,,,,,7:23:14,0.79,,7:23:14,0.762,,7:23:14,0.196,,7:23:14,0.022,,23:54:32,0,,7:23:14,0.012,
,,,,,,,7:23:15,0.797,,7:23:15,0.751,,7:23:15,0.193,,7:23:15,0.022,,23:54:32,0,,7:23:15,0.013,
,,,,,,,7:23:16,0.823,,7:23:16,0.78,,7:23:16,0.195,,7:23:16,0.024,,23:54:32,0,,7:23:16,0.012,
,,,,,,,7:23:17,0.842,,7:23:17,0.787,,7:23:17,0.195,,7:23:17,0.026,,23:54:32,0,,7:23:17,0.013,
,,,,,,,7:23:18,0.855,,7:23:18,0.795,,7:23:18,0.197,,7:23:18,0.026,,23:54:32,0,,7:23:18,0.013,
,,,,,,,7:23:19,0.855,,7:23:19,0.787,,7:23:19,0.195,,7:23:19,0.025,,23:54:32,0,,7:23:19,0.013,
,,,,,,,7:23:20,0.806,,7:23:20,0.802,,7:23:20,0.19,,7:23:20,0.025,,23:54:32,0,,7:23:20,0.012,
,,,,,,,7:23:21,0.804,,7:23:21,0.795,,7:23:21,0.198,,7:23:21,0.025,,23:54:32,0,,7:23:21,0.013,
,,,,,,,7:23:22,0.817,,7:23:22,0.792,,7:23:22,0.185,,7:23:22,0.025,,23:54:32,0,,7:23:22,0.014,
,,,,,,,7:23:23,0.8,,7:23:23,0.816,,7:23:23,0.179,,7:23:23,0.024,,23:54:32,0,,7:23:23,0.014,
,,,,,,,7:23:24,0.803,,7:23:24,0.807,,7:23:24,0.162,,7:23:24,0.024,,23:54:32,0,,7:23:24,0.014,
,,,,,,,7:23:25,0.809,,7:23:25,0.812,,7:23:25,0.157,,7:23:25,0.023,,23:54:32,0,,7:23:25,0.015,
,,,,,,,7:23:26,0.817,,7:23:26,0.804,,7:23:26,0.151,,7:23:26,0.024,,23:54:32,0,,7:23:26,0.015,
,,,,,,,7:23:27,0.815,,7:23:27,0.806,,7:23:27,0.174,,7:23:27,0.024,,23:54:32,0,,7:23:27,0.012,
,,,,,,,7:23:28,0.781,,7:23:28,0.801,,7:23:28,0.173,,7:23:28,0.026,,23:54:32,0,,7:23:28,0.013,
,,,,,,,7:23:29,0.771,,7:23:29,0.801,,7:23:29,0.155,,7:23:29,0.027,,23:54:32,0,,7:23:29,0.012,
,,,,,,,7:23:30,0.792,,7:23:30,0.824,,7:23:30,0.177,,7:23:30,0.025,,23:54:32,0,,7:23:30,0.012,
,,,,,,,7:23:31,0.802,,7:23:31,0.808,,7:23:31,0.165,,7:23:31,0.025,,23:54:32,0,,7:23:31,0.012,
,,,,,,,7:23:32,0.798,,7:23:32,0.802,,7:23:32,0.157,,7:23:32,0.023,,23:54:32,0,,7:23:32,0.016,
,,,,,,,7:23:33,0.797,,7:23:33,0.802,,7:23:33,0.133,,7:23:33,0.021,,23:54:32,0,,7:23:33,0.018,
,,,,,,,7:23:34,0.804,,7:23:34,0.792,,7:23:34,0.158,,7:23:34,0.022,,23:54:32,0,,7:23:34,0.011,
,,,,,,,7:23:35,0.855,,7:23:35,0.821,,7:23:35,0.107,,,,,23:54:32,0,,7:23:35,0.013,
,,,,,,,7:23:36,0.961,,7:23:36,0.838,,7:23:36,0.063,,,,,23:54:32,0,,7:23:36,0.015,
,,,,,,,7:23:37,1.01,,7:23:37,0.833,,7:23:37,0.085,,,,,23:54:32,0,,7:23:37,0.011,
,,,,,,,7:23:38,1.01,,7:23:38,0.854,,7:23:38,0.06,,,,,23:54:32,0,,7:23:38,0.011,
,,,,,,,7:23:39,1.07,,7:23:39,0.866,,7:23:39,0.074,,,,,23:54:32,0,,7:23:39,0.012,
,,,,,,,7:23:40,1.26,,7:23:40,0.856,,7:23:40,0.091,,,,,23:54:32,0,,7:23:40,0.012,
,,,,,,,7:23:41,1.45,,7:23:41,0.854,,7:23:41,0.082,,,,,23:54:32,0,,7:23:41,0.013,
,,,,,,,7:23:42,1.65,,7:23:42,0.844,,7:23:42,0.071,,,,,23:54:32,0,,7:23:42,0.014,
,,,,,,,7:23:43,1.85,,7:23:43,0.814,,7:23:43,0.068,,,,,23:54:32,0,,7:23:43,0.012,
,,,,,,,7:23:44,1.96,,7:23:44,0.829,,7:23:44,0.064,,,,,23:54:32,0,,7:23:44,0.012,
,,,,,,,7:23:45,1.96,,7:23:45,0.84,,7:23:45,0.033,,,,,23:54:32,0,,7:23:45,0.011,
,,,,,,,7:23:46,1.99,,7:23:46,0.836,,7:23:46,0.039,,,,,23:54:32,0,,7:23:46,0.011,
,,,,,,,7:23:47,2.04,,7:23:47,0.82,,7:23:47,0.045,,,,,23:54:32,0,,7:23:47,0.012,
,,,,,,,7:23:48,2.11,,7:23:48,0.811,,7:23:48,0.043,,,,,23:54:32,0,,7:23:48,0.013,
,,,,,,,7:23:49,2.21,,7:23:49,0.838,,7:23:49,0.063,,,,,23:54:32,0,,7:23:49,0.013,
,,,,,,,7:23:50,2.15,,7:23:50,0.846,,7:23:50,0.069,,,,,23:54:32,0,,7:23:50,0.016,
,,,,,,,7:23:51,1.76,,7:23:51,0.852,,7:23:51,0.059,,,,,23:54:32,0,,7:23:51,0.016,
,,,,,,,7:23:52,1.35,,7:23:52,0.849,,7:23:52,0.078,,,,,23:54:32,0,,7:23:52,0.012,
,,,,,,,7:23:53,1.21,,7:23:53,0.85,,7:23:53,0.067,,,,,23:54:32,0,,7:23:53,0.012,
,,,,,,,7:23:54,1.14,,7:23:54,0.855,,7:23:54,0.054,,,,,23:54:32,0,,7:23:54,0.012,
,,,,,,,7:23:55,1.08,,7:23:55,0.85,,7:23:55,0.055,,,,,23:54:32,0,,7:23:55,0.024,
,,,,,,,7:23:56,1.14,,7:23:56,0.852,,7:23:56,0.047,,,,,23:54:32,0,,7:23:56,0.026,
,,,,,,,7:23:57,1.18,,7:23:57,0.856,,7:23:57,0.054,,,,,23:54:32,0,,7:23:57,0.014,
,,,,,,,7:23:58,1.17,,7:23:58,0.837,,7:23:58,0.054,,,,,23:54:32,0,,7:23:58,0.014,
,,,,,,,7:23:59,1.33,,7:23:59,0.84,,7:23:59,0.038,,,,,23:54:32,0,,7:23:59,0.013,
,,,,,,,7:24:00,1.31,,7:24:00,0.889,,7:24:00,0.04,,,,,23:54:32,0,,7:24:00,0.013,
,,,,,,,7:24:01,1.4,,7:24:01,0.934,,7:24:01,0.037,,,,,23:54:32,0,,7:24:01,0.013,
,,,,,,,7:24:02,1.59,,7:24:02,0.905,,7:24:02,0.042,,,,,23:54:32,0,,7:24:02,0.013,
,,,,,,,7:24:03,1.7,,7:24:03,0.9,,7:24:03,0.053,,,,,23:54:32,0,,7:24:03,0.013,
,,,,,,,7:24:04,1.79,,7:24:04,0.874,,7:24:04,0.044,,,,,23:54:32,0,,7:24:04,0.012,
,,,,,,,7:24:05,1.95,,7:24:05,0.882,,7:24:05,0.046,,,,,23:54:32,0,,7:24:05,0.013,
,,,,,,,7:24:06,2.09,,7:24:06,0.893,,7:24:06,0.051,,,,,23:54:32,0,,7:24:06,0.013,
,,,,,,,7:24:07,2.14,,7:24:07,0.893,,7:24:07,0.057,,,,,23:54:32,0,,7:24:07,0.013,
,,,,,,,7:24:08,2.06,,7:24:08,0.882,,7:24:08,0.053,,,,,23:54:32,0,,7:24:08,0.014,
,,,,,,,7:24:09,1.88,,7:24:09,0.868,,7:24:09,0.053,,,,,23:54:32,0,,7:24:09,0.012,
,,,,,,,7:24:10,1.63,,7:24:10,0.845,,7:24:10,0.043,,,,,23:54:32,0,,7:24:10,0.012,
,,,,,,,7:24:11,1.75,,7:24:11,0.861,,7:24:11,0.012,,,,,23:54:32,0,,7:24:11,0.012,
,,,,,,,7:24:12,2.06,,7:24:12,0.864,,7:24:12,0.021,,,,,23:54:32,0,,7:24:12,0.013,
,,,,,,,7:24:13,2.21,,7:24:13,0.887,,7:24:13,0.041,,,,,23:54:32,0,,7:24:13,0.014,
,,,,,,,7:24:14,2.34,,7:24:14,0.87,,7:24:14,0.048,,,,,23:54:32,0,,7:24:14,0.012,
,,,,,,,7:24:15,2.19,,7:24:15,0.885,,7:24:15,0.049,,,,,23:54:32,0,,7:24:15,0.012,
,,,,,,,7:24:16,1.87,,7:24:16,0.869,,7:24:16,0.041,,,,,23:54:32,0,,7:24:16,0.013,
,,,,,,,7:24:17,2.01,,7:24:17,0.87,,7:24:17,0.047,,,,,23:54:32,0,,7:24:17,0.012,
,,,,,,,7:24:18,2.14,,7:24:18,0.868,,7:24:18,0.042,,,,,23:54:32,0,,7:24:18,0.014,
,,,,,,,7:24:19,1.88,,7:24:19,0.867,,7:24:19,0.061,,,,,23:54:32,0,,7:24:19,0.014,
,,,,,,,7:24:20,1.43,,7:24:20,0.864,,7:24:20,0.041,,,,,23:54:32,0,,7:24:20,0.013,
,,,,,,,7:24:21,1.15,,7:24:21,0.882,,7:24:21,0.008,,,,,23:54:32,0,,7:24:21,0.014,
,,,,,,,7:24:22,1.09,,7:24:22,0.853,,7:24:22,0.017,,,,,23:54:32,0,,7:24:22,0.014,
,,,,,,,7:24:23,0.981,,7:24:23,0.865,,7:24:23,0.032,,,,,23:54:32,0,,7:24:23,0.012,
,,,,,,,7:24:24,1.01,,7:24:24,0.862,,7:24:24,0.029,,,,,23:54:32,0,,7:24:24,0.012,
,,,,,,,7:24:25,1.07,,7:24:25,0.884,,7:24:25,0.009,,,,,23:54:32,0,,7:24:25,0.013,
,,,,,,,7:24:26,0.874,,7:24:26,0.874,,7:24:26,0.019,,,,,23:54:32,0,,7:24:26,0.013,
,,,,,,,7:24:27,0.991,,7:24:27,0.852,,7:24:27,0.018,,,,,23:54:32,0,,7:24:27,0.013,
,,,,,,,7:24:28,1.27,,7:24:28,0.873,,7:24:28,0.011,,,,,23:54:32,0,,7:24:28,0.014,
,,,,,,,7:24:29,1.29,,7:24:29,0.857,,7:24:29,0.018,,,,,23:54:32,0,,7:24:29,0.014,
,,,,,,,7:24:30,1.44,,7:24:30,0.856,,7:24:30,0.008,,,,,23:54:32,0,,7:24:30,0.012,
,,,,,,,7:24:31,1.57,,7:24:31,0.842,,7:24:31,0.007,,,,,23:54:32,0,,7:24:31,0.012,
,,,,,,,7:24:32,1.34,,7:24:32,0.866,,7:24:32,-0.006,,,,,23:54:32,0,,7:24:32,0.013,
,,,,,,,7:24:33,1.62,,7:24:33,0.866,,7:24:33,-0.018,,,,,23:54:32,0,,7:24:33,0.012,
,,,,,,,7:24:34,2.03,,7:24:34,0.857,,7:24:34,-0.017,,,,,23:54:32,0,,7:24:34,0.013,
,,,,,,,7:24:35,2.19,,7:24:35,0.863,,7:24:35,-0.038,,,,,23:54:32,0,,7:24:35,0.014,
,,,,,,,7:24:36,2.23,,7:24:36,0.862,,7:24:36,-0.041,,,,,23:54:32,0,,7:24:36,0.013,
,,,,,,,7:24:37,2.2,,7:24:37,0.847,,7:24:37,-0.032,,,,,23:54:32,0,,7:24:37,0.014,
,,,,,,,7:24:38,2.07,,7:24:38,0.862,,7:24:38,-0.024,,,,,23:54:32,0,,7:24:38,0.016,
,,,,,,,7:24:39,2.09,,7:24:39,0.876,,7:24:39,-0.038,,,,,23:54:32,0,,7:24:39,0.02,
,,,,,,,7:24:40,2.11,,7:24:40,0.87,,7:24:40,-0.032,,,,,23:54:32,0,,7:24:40,0.016,
,,,,,,,7:24:41,2.18,,7:24:41,0.855,,7:24:41,-0.021,,,,,23:54:32,0,,7:24:41,0.011,
,,,,,,,7:24:42,2.25,,7:24:42,0.86,,7:24:42,-0.026,,,,,23:54:32,0,,7:24:42,0.011,
,,,,,,,7:24:43,2.19,,7:24:43,0.862,,7:24:43,-0.029,,,,,23:54:32,0,,7:24:43,0.012,
,,,,,,,7:24:44,1.95,,7:24:44,0.853,,7:24:44,-0.027,,,,,23:54:32,0,,7:24:44,0.013,
,,,,,,,7:24:45,1.79,,7:24:45,0.885,,7:24:45,-0.027,,,,,23:54:32,0,,7:24:45,0.017,
,,,,,,,7:24:46,1.75,,7:24:46,0.91,,7:24:46,-0.029,,,,,23:54:32,0,,7:24:46,0.017,
,,,,,,,7:24:47,1.56,,7:24:47,0.873,,7:24:47,-0.025,,,,,23:54:32,0,,7:24:47,0.012,
,,,,,,,7:24:48,1.33,,7:24:48,0.852,,7:24:48,-0.028,,,,,23:54:32,0,,7:24:48,0.011,
,,,,,,,7:24:49,1.07,,7:24:49,0.848,,7:24:49,-0.028,,,,,23:54:32,0,,7:24:49,0.011,
,,,,,,,7:24:50,0.705,,7:24:50,0.872,,7:24:50,-0.035,,,,,23:54:32,0,,7:24:50,0.012,
,,,,,,,7:24:51,0.58,,7:24:51,0.888,,7:24:51,-0.037,,,,,23:54:32,0,,7:24:51,0.013,
,,,,,,,7:24:52,0.715,,7:24:52,0.878,,7:24:52,-0.037,,,,,23:54:32,0,,7:24:52,0.012,
,,,,,,,7:24:53,0.936,,7:24:53,0.879,,7:24:53,-0.034,,,,,23:54:32,0,,7:24:53,0.011,
,,,,,,,7:24:54,0.883,,7:24:54,0.888,,7:24:54,-0.039,,,,,23:54:32,0,,7:24:54,0.016,
,,,,,,,7:24:55,0.673,,7:24:55,0.894,,7:24:55,-0.031,,,,,23:54:32,0,,7:24:55,0.018,
,,,,,,,7:24:56,0.631,,7:24:56,0.868,,7:24:56,-0.039,,,,,23:54:32,0,,7:24:56,0.014,
,,,,,,,7:24:57,0.584,,7:24:57,0.851,,7:24:57,-0.038,,,,,23:54:32,0,,7:24:57,0.015,
,,,,,,,7:24:58,0.514,,7:24:58,0.862,,7:24:58,-0.039,,,,,23:54:32,0,,7:24:58,0.013,
,,,,,,,7:24:59,0.509,,7:24:59,0.85,,7:24:59,-0.04,,,,,23:54:32,0,,7:24:59,0.013,
,,,,,,,7:25:00,0.514,,7:25:00,0.843,,7:25:00,-0.04,,,,,23:54:32,0,,7:25:00,0.013,
,,,,,,,7:25:01,0.505,,7:25:01,0.866,,7:25:01,-0.042,,,,,23:54:32,0,,7:25:01,0.012,
,,,,,,,7:25:02,0.508,,7:25:02,0.873,,7:25:02,-0.036,,,,,23:54:32,0,,7:25:02,0.011,
,,,,,,,7:25:03,0.522,,7:25:03,0.904,,7:25:03,-0.036,,,,,23:54:32,0,,7:25:03,0.011,
,,,,,,,7:25:04,0.511,,7:25:04,0.913,,7:25:04,-0.036,,,,,23:54:32,0,,7:25:04,0.011,
,,,,,,,7:25:05,0.419,,7:25:05,0.896,,7:25:05,-0.049,,,,,23:54:32,0,,7:25:05,0.013,
,,,,,,,7:25:06,0.399,,7:25:06,0.876,,7:25:06,-0.038,,,,,23:54:32,0,,7:25:06,0.012,
,,,,,,,7:25:07,0.537,,7:25:07,0.919,,7:25:07,-0.052,,,,,23:54:32,0,,7:25:07,0.012,
,,,,,,,7:25:08,0.703,,7:25:08,0.906,,7:25:08,-0.05,,,,,23:54:32,0,,7:25:08,0.015,
