,,DT6,,,DT7,,,DT8,,,DT2,,,DT3,,,DT10,,,DT9,,,DT5,
10/18/2018,7:06:47,0.012,,7:06:47,0.014,,7:06:47,1.89,,7:06:47,5.315,,7:06:47,4.065,,7:06:47,4.1,,23:54:32,0,,7:06:47,0.018,
10/18/2018,7:06:48,0.008,,7:06:48,0.013,,7:06:48,1.98,,7:06:48,5.223,,7:06:48,4.057,,7:06:48,4.1,,23:54:32,0,,7:06:48,0.017,
10/18/2018,7:06:49,0.009,,7:06:49,0.014,,7:06:49,1.45,,7:06:49,5.242,,7:06:49,4.228,,7:06:49,4.08,,23:54:32,0,,7:06:49,0.018,
10/18/2018,7:06:50,0.009,,7:06:50,0.014,,7:06:50,0.811,,7:06:50,5.172,,7:06:50,4.028,,7:06:50,4.01,,23:54:32,0,,7:06:50,0.016,
10/18/2018,7:06:51,0.009,,7:06:51,0.014,,7:06:51,0.932,,7:06:51,5.266,,7:06:51,4.05,,7:06:51,3.99,,23:54:32,0,,7:06:51,0.017,
10/18/2018,7:06:52,0.008,,7:06:52,0.014,,7:06:52,1.18,,7:06:52,5.352,,7:06:52,4.081,,7:06:52,3.98,,23:54:32,0,,7:06:52,0.018,
10/18/2018,7:06:53,0.007,,7:06:53,0.014,,7:06:53,1.5,,7:06:53,5.272,,7:06:53,4.043,,7:06:53,3.99,,23:54:32,0,,7:06:53,0.017,
10/18/2018,7:06:54,0.008,,7:06:54,0.014,,7:06:54,1.77,,7:06:54,5.313,,7:06:54,3.956,,7:06:54,4,,23:54:32,0,,7:06:54,0.017,
10/18/2018,7:06:55,0.008,,7:06:55,0.014,,7:06:55,1.82,,7:06:55,5.309,,7:06:55,3.967,,7:06:55,3.99,,23:54:32,0,,7:06:55,0.017,
10/18/2018,7:06:56,0.009,,7:06:56,0.014,,7:06:56,1.61,,7:06:56,5.262,,7:06:56,4.017,,7:06:56,4.01,,23:54:32,0,,7:06:56,0.018,
10/18/2018,7:06:57,0.008,,7:06:57,0.014,,7:06:57,1.21,,7:06:57,5.166,,7:06:57,3.98,,7:06:57,4.05,,23:54:32,0,,7:06:57,0.021,
10/18/2018,7:06:58,0.008,,7:06:58,0.014,,7:06:58,1.11,,7:06:58,5.129,,7:06:58,4.033,,7:06:58,4.05,,23:54:32,0,,7:06:58,0.017,
10/18/2018,7:06:59,0.008,,7:06:59,0.014,,7:06:59,1.13,,7:06:59,5.297,,7:06:59,4.03,,7:06:59,3.98,,23:54:32,0,,7:06:59,0.017,
10/18/2018,7:07:00,0.009,,7:07:00,0.014,,7:07:00,1.33,,7:07:00,5.168,,7:07:00,4.026,,7:07:00,4.02,,23:54:32,0,,7:07:00,0.018,
10/18/2018,7:07:01,0.007,,7:07:01,0.014,,7:07:01,1.37,,7:07:01,5.381,,7:07:01,3.973,,7:07:01,4.06,,23:54:32,0,,7:07:01,0.017,
10/18/2018,7:07:02,0.007,,7:07:02,0.014,,7:07:02,1.36,,7:07:02,5.413,,7:07:02,4.024,,7:07:02,4.11,,23:54:32,0,,7:07:02,0.018,
10/18/2018,7:07:03,0.008,,7:07:03,0.014,,7:07:03,1.54,,7:07:03,5.401,,7:07:03,4.074,,7:07:03,4.1,,23:54:32,0,,7:07:03,0.02,
10/18/2018,7:07:04,0.007,,7:07:04,0.014,,7:07:04,1.67,,7:07:04,5.313,,7:07:04,4.121,,7:07:04,3.99,,23:54:32,0,,7:07:04,0.018,
10/18/2018,7:07:05,0.008,,7:07:05,0.013,,7:07:05,1.58,,7:07:05,5.952,,7:07:05,4.112,,7:07:05,3.97,,23:54:32,0,,7:07:05,0.018,
10/18/2018,7:07:06,0.008,,7:07:06,0.014,,7:07:06,1.34,,7:07:06,6.183,,7:07:06,4.132,,7:07:06,3.98,,23:54:32,0,,7:07:06,0.019,
10/18/2018,7:07:07,0.007,,7:07:07,0.014,,7:07:07,1.16,,7:07:07,6.365,,7:07:07,4.223,,7:07:07,3.95,,23:54:32,0,,7:07:07,0.018,
10/18/2018,7:07:08,0.008,,7:07:08,0.014,,7:07:08,1.18,,7:07:08,6.142,,7:07:08,4.212,,7:07:08,3.96,,23:54:32,0,,7:07:08,0.017,
10/18/2018,7:07:09,0.008,,7:07:09,0.014,,7:07:09,1.41,,7:07:09,6.238,,7:07:09,4.322,,7:07:09,3.96,,23:54:32,0,,7:07:09,0.019,
10/18/2018,7:07:10,0.008,,7:07:10,0.014,,7:07:10,1.73,,7:07:10,5.709,,7:07:10,4.256,,7:07:10,3.97,,23:54:32,0,,7:07:10,0.019,
10/18/2018,7:07:11,0.008,,7:07:11,0.014,,7:07:11,2.11,,7:07:11,5.758,,7:07:11,4.261,,7:07:11,3.97,,23:54:32,0,,7:07:11,0.019,
10/18/2018,7:07:12,0.011,,7:07:12,0.014,,7:07:12,2.08,,7:07:12,5.681,,7:07:12,4.171,,7:07:12,4.02,,23:54:32,0,,7:07:12,0.016,
10/18/2018,7:07:13,0.039,,7:07:13,0.014,,7:07:13,2.02,,7:07:13,5.487,,7:07:13,4.05,,7:07:13,4.01,,23:54:32,0,,7:07:13,0.016,
10/18/2018,7:07:14,0.08,,7:07:14,0.014,,7:07:14,2.08,,7:07:14,5.646,,7:07:14,4.177,,7:07:14,4,,23:54:32,0,,7:07:14,0.017,
10/18/2018,7:07:15,0.092,,7:07:15,0.018,,7:07:15,2.11,,7:07:15,6.245,,7:07:15,4.215,,7:07:15,4.07,,23:54:32,0,,7:07:15,0.016,
10/18/2018,7:07:16,0.11,,7:07:16,0.021,,7:07:16,2.17,,7:07:16,6.085,,7:07:16,3.993,,7:07:16,4.05,,23:54:32,0,,7:07:16,0.015,
10/18/2018,7:07:17,0.114,,7:07:17,0.017,,7:07:17,2.3,,7:07:17,6.24,,7:07:17,4.017,,7:07:17,4.03,,23:54:32,0,,7:07:17,0.016,
10/18/2018,7:07:18,0.094,,7:07:18,0.031,,7:07:18,2.56,,7:07:18,5.893,,7:07:18,4.022,,7:07:18,4.06,,23:54:32,0,,7:07:18,0.017,
10/18/2018,7:07:19,0.072,,7:07:19,0.049,,7:07:19,2.68,,7:07:19,5.707,,7:07:19,4.107,,7:07:19,4.13,,23:54:32,0,,7:07:19,0.018,
10/18/2018,7:07:20,0.078,,7:07:20,0.046,,7:07:20,2.64,,7:07:20,5.86,,7:07:20,4.055,,7:07:20,4.19,,23:54:32,0,,7:07:20,0.016,
10/18/2018,7:07:21,0.1,,7:07:21,0.037,,7:07:21,2.71,,7:07:21,5.905,,7:07:21,3.914,,7:07:21,4.21,,23:54:32,0,,7:07:21,0.018,
10/18/2018,7:07:22,0.123,,7:07:22,0.031,,7:07:22,2.66,,7:07:22,6.075,,7:07:22,3.908,,7:07:22,4.11,,23:54:32,0,,7:07:22,0.019,
10/18/2018,7:07:23,0.14,,7:07:23,0.024,,7:07:23,2.62,,7:07:23,6.155,,7:07:23,4,,7:07:23,4.16,,23:54:32,0,,7:07:23,0.017,
10/18/2018,7:07:24,0.106,,7:07:24,0.022,,7:07:24,2.62,,7:07:24,6.059,,7:07:24,4.006,,7:07:24,4.21,,23:54:32,0,,7:07:24,0.016,
10/18/2018,7:07:25,0.055,,7:07:25,0.023,,7:07:25,2.61,,7:07:25,5.781,,7:07:25,4.017,,7:07:25,4.28,,23:54:32,0,,7:07:25,0.017,
10/18/2018,7:07:26,0.054,,7:07:26,0.023,,7:07:26,2.55,,7:07:26,6.042,,7:07:26,4.09,,7:07:26,4.32,,23:54:32,0,,7:07:26,0.017,
10/18/2018,7:07:27,0.076,,7:07:27,0.021,,7:07:27,2.46,,7:07:27,5.746,,7:07:27,4.142,,7:07:27,4.29,,23:54:32,0,,7:07:27,0.018,
10/18/2018,7:07:28,0.078,,7:07:28,0.019,,7:07:28,2.56,,7:07:28,5.248,,7:07:28,4.111,,7:07:28,4.21,,23:54:32,0,,7:07:28,0.018,
10/18/2018,7:07:29,0.081,,7:07:29,0.018,,7:07:29,2.83,,7:07:29,4.939,,7:07:29,4.127,,7:07:29,4.19,,23:54:32,0,,7:07:29,0.016,
10/18/2018,7:07:30,0.102,,7:07:30,0.018,,7:07:30,3.14,,7:07:30,4.666,,7:07:30,4.098,,7:07:30,4.2,,23:54:32,0,,7:07:30,0.016,
10/18/2018,7:07:31,0.151,,7:07:31,0.017,,7:07:31,3.3,,7:07:31,4.306,,7:07:31,3.943,,7:07:31,4.22,,23:54:32,0,,7:07:31,0.016,
10/18/2018,7:07:32,0.176,,7:07:32,0.017,,7:07:32,3.43,,7:07:32,4.274,,7:07:32,3.984,,7:07:32,4.25,,23:54:32,0,,7:07:32,0.018,
10/18/2018,7:07:33,0.212,,7:07:33,0.016,,7:07:33,3.49,,7:07:33,4.222,,7:07:33,3.993,,7:07:33,4.25,,23:54:32,0,,7:07:33,0.016,
10/18/2018,7:07:34,0.243,,7:07:34,0.016,,7:07:34,3.52,,7:07:34,3.941,,7:07:34,4.011,,7:07:34,4.27,,23:54:32,0,,7:07:34,0.016,
10/18/2018,7:07:35,0.227,,7:07:35,0.015,,7:07:35,3.66,,7:07:35,4.053,,7:07:35,4.017,,7:07:35,4.29,,23:54:32,0,,7:07:35,0.019,
10/18/2018,7:07:36,0.19,,7:07:36,0.016,,7:07:36,3.75,,7:07:36,3.857,,7:07:36,4.144,,7:07:36,4.33,,23:54:32,0,,7:07:36,0.02,
10/18/2018,7:07:37,0.166,,7:07:37,0.016,,7:07:37,3.77,,7:07:37,3.808,,7:07:37,4.261,,7:07:37,4.34,,23:54:32,0,,7:07:37,0.017,
10/18/2018,7:07:38,0.154,,7:07:38,0.015,,7:07:38,3.7,,7:07:38,3.73,,7:07:38,4.052,,7:07:38,4.32,,23:54:32,0,,7:07:38,0.018,
10/18/2018,7:07:39,0.156,,7:07:39,0.015,,7:07:39,3.62,,7:07:39,3.643,,7:07:39,4.171,,7:07:39,4.32,,23:54:32,0,,7:07:39,0.016,
10/18/2018,7:07:40,0.184,,7:07:40,0.015,,7:07:40,3.7,,7:07:40,3.444,,7:07:40,4.394,,7:07:40,4.29,,23:54:32,0,,7:07:40,0.021,
10/18/2018,7:07:41,0.186,,7:07:41,0.016,,7:07:41,3.94,,7:07:41,3.322,,7:07:41,4.201,,7:07:41,4.28,,23:54:32,0,,7:07:41,0.023,
10/18/2018,7:07:42,0.144,,7:07:42,0.016,,7:07:42,4.14,,7:07:42,3.461,,7:07:42,4.355,,7:07:42,4.29,,23:54:32,0,,7:07:42,0.018,
10/18/2018,7:07:43,0.132,,7:07:43,0.016,,7:07:43,4.43,,7:07:43,3.538,,7:07:43,4.57,,7:07:43,4.29,,23:54:32,0,,7:07:43,0.017,
10/18/2018,7:07:44,0.195,,7:07:44,0.015,,7:07:44,4.39,,7:07:44,3.447,,7:07:44,4.401,,7:07:44,4.26,,23:54:32,0,,7:07:44,0.017,
10/18/2018,7:07:45,0.21,,7:07:45,0.015,,7:07:45,4.19,,7:07:45,3.73,,7:07:45,4.267,,7:07:45,4.23,,23:54:32,0,,7:07:45,0.019,
10/18/2018,7:07:46,0.142,,7:07:46,0.015,,7:07:46,4.31,,7:07:46,3.428,,7:07:46,4.637,,7:07:46,4.25,,23:54:32,0,,7:07:46,0.018,
10/18/2018,7:07:47,0.122,,7:07:47,0.015,,7:07:47,4.68,,7:07:47,3.396,,7:07:47,4.453,,7:07:47,4.29,,23:54:32,0,,7:07:47,0.016,
10/18/2018,7:07:48,0.132,,7:07:48,0.015,,7:07:48,5.16,,7:07:48,3.42,,7:07:48,4.377,,7:07:48,4.3,,23:54:32,0,,7:07:48,0.017,
10/18/2018,7:07:49,0.162,,7:07:49,0.015,,7:07:49,5.96,,7:07:49,3.414,,7:07:49,4.39,,7:07:49,4.33,,23:54:32,0,,7:07:49,0.016,
10/18/2018,7:07:50,0.164,,7:07:50,0.014,,7:07:50,6.22,,7:07:50,3.41,,7:07:50,4.778,,7:07:50,4.33,,23:54:32,0,,7:07:50,0.017,
10/18/2018,7:07:51,0.188,,7:07:51,0.014,,7:07:51,6.3,,7:07:51,3.351,,7:07:51,5.071,,7:07:51,4.25,,23:54:32,0,,7:07:51,0.016,
10/18/2018,7:07:52,0.191,,7:07:52,0.015,,7:07:52,6.48,,7:07:52,3.336,,7:07:52,4.861,,7:07:52,4.2,,23:54:32,0,,7:07:52,0.016,
10/18/2018,7:07:53,0.173,,7:07:53,0.015,,7:07:53,6.51,,7:07:53,3.365,,7:07:53,4.69,,7:07:53,4.19,,23:54:32,0,,7:07:53,0.017,
10/18/2018,7:07:54,0.153,,7:07:54,0.015,,7:07:54,6.21,,7:07:54,3.469,,7:07:54,4.58,,7:07:54,4.21,,23:54:32,0,,7:07:54,0.017,
10/18/2018,7:07:55,0.133,,7:07:55,0.015,,7:07:55,6.86,,7:07:55,3.449,,7:07:55,4.475,,7:07:55,4.22,,23:54:32,0,,7:07:55,0.018,
10/18/2018,7:07:56,0.136,,7:07:56,0.015,,7:07:56,7.53,,7:07:56,3.394,,7:07:56,4.359,,7:07:56,4.2,,23:54:32,0,,7:07:56,0.016,
10/18/2018,7:07:57,0.133,,7:07:57,0.015,,7:07:57,7.77,,7:07:57,3.414,,7:07:57,4.34,,7:07:57,4.24,,23:54:32,0,,7:07:57,0.016,
10/18/2018,7:07:58,0.155,,7:07:58,0.015,,7:07:58,8.29,,7:07:58,3.175,,7:07:58,4.48,,7:07:58,4.28,,23:54:32,0,,7:07:58,0.017,
10/18/2018,7:07:59,0.159,,7:07:59,0.016,,7:07:59,8.44,,7:07:59,3.353,,7:07:59,4.401,,7:07:59,4.25,,23:54:32,0,,7:07:59,0.017,
10/18/2018,7:08:00,0.143,,7:08:00,0.015,,7:08:00,8.79,,7:08:00,3.369,,7:08:00,4.412,,7:08:00,4.19,,23:54:32,0,,7:08:00,0.016,
10/18/2018,7:08:01,0.148,,7:08:01,0.016,,7:08:01,8.24,,7:08:01,3.288,,7:08:01,4.416,,7:08:01,4.19,,23:54:32,0,,7:08:01,0.018,
10/18/2018,7:08:02,0.151,,7:08:02,0.016,,7:08:02,6.74,,7:08:02,3.281,,7:08:02,4.388,,7:08:02,4.16,,23:54:32,0,,7:08:02,0.018,
10/18/2018,7:08:03,0.156,,7:08:03,0.018,,7:08:03,6.07,,7:08:03,3.257,,7:08:03,4.409,,7:08:03,4.09,,23:54:32,0,,7:08:03,0.016,
10/18/2018,7:08:04,0.173,,7:08:04,0.017,,7:08:04,5.9,,7:08:04,3.287,,7:08:04,4.458,,7:08:04,4.06,,23:54:32,0,,7:08:04,0.016,
10/18/2018,7:08:05,0.203,,7:08:05,0.017,,7:08:05,6.13,,7:08:05,3.383,,7:08:05,4.361,,7:08:05,4.03,,23:54:32,0,,7:08:05,0.016,
10/18/2018,7:08:06,0.201,,7:08:06,0.018,,7:08:06,5.62,,7:08:06,3.3,,7:08:06,4.401,,7:08:06,4.01,,23:54:32,0,,7:08:06,0.018,
10/18/2018,7:08:07,0.198,,7:08:07,0.019,,7:08:07,5.39,,7:08:07,3.304,,7:08:07,4.35,,7:08:07,4,,23:54:32,0,,7:08:07,0.019,
10/18/2018,7:08:08,0.193,,7:08:08,0.021,,7:08:08,5.5,,7:08:08,3.224,,7:08:08,4.339,,7:08:08,4.02,,23:54:32,0,,7:08:08,0.015,
10/18/2018,7:08:09,0.188,,7:08:09,0.021,,7:08:09,5.94,,7:08:09,3.273,,7:08:09,4.359,,7:08:09,4.05,,23:54:32,0,,7:08:09,0.016,
10/18/2018,7:08:10,0.193,,7:08:10,0.02,,7:08:10,6.6,,7:08:10,3.361,,7:08:10,4.317,,7:08:10,4.07,,23:54:32,0,,7:08:10,0.017,
10/18/2018,7:08:11,0.202,,7:08:11,0.02,,7:08:11,7.07,,7:08:11,3.214,,7:08:11,4.3,,7:08:11,4.07,,23:54:32,0,,7:08:11,0.017,
10/18/2018,7:08:12,0.198,,7:08:12,0.02,,7:08:12,6.75,,7:08:12,3.23,,7:08:12,4.388,,7:08:12,4.04,,23:54:32,0,,7:08:12,0.017,
10/18/2018,7:08:13,0.198,,7:08:13,0.02,,7:08:13,6.26,,7:08:13,3.163,,7:08:13,4.39,,7:08:13,4.03,,23:54:32,0,,7:08:13,0.022,
10/18/2018,7:08:14,0.204,,7:08:14,0.021,,7:08:14,6.17,,7:08:14,2.881,,7:08:14,4.357,,7:08:14,4.05,,23:54:32,0,,7:08:14,0.016,
10/18/2018,7:08:15,0.207,,7:08:15,0.019,,7:08:15,6.38,,7:08:15,3.218,,7:08:15,4.328,,7:08:15,4.04,,23:54:32,0,,7:08:15,0.019,
10/18/2018,7:08:16,0.206,,7:08:16,0.019,,7:08:16,6.49,,7:08:16,3.153,,7:08:16,4.298,,7:08:16,4.09,,23:54:32,0,,7:08:16,0.018,
10/18/2018,7:08:17,0.187,,7:08:17,0.018,,7:08:17,6.89,,7:08:17,3.087,,7:08:17,4.291,,7:08:17,4.18,,23:54:32,0,,7:08:17,0.019,
10/18/2018,7:08:18,0.171,,7:08:18,0.018,,7:08:18,7.46,,7:08:18,3.079,,7:08:18,4.261,,7:08:18,4.2,,23:54:32,0,,7:08:18,0.017,
10/18/2018,7:08:19,0.144,,7:08:19,0.018,,7:08:19,7.23,,7:08:19,3.036,,7:08:19,4.282,,7:08:19,4.2,,23:54:32,0,,7:08:19,0.017,
10/18/2018,7:08:20,0.113,,7:08:20,0.019,,7:08:20,7.04,,7:08:20,2.924,,7:08:20,4.35,,7:08:20,4.2,,23:54:32,0,,7:08:20,0.021,
10/18/2018,7:08:21,0.12,,7:08:21,0.021,,7:08:21,6.59,,7:08:21,2.871,,7:08:21,4.306,,7:08:21,4.14,,23:54:32,0,,7:08:21,0.023,
10/18/2018,7:08:22,0.125,,7:08:22,0.022,,7:08:22,6.27,,7:08:22,2.854,,7:08:22,4.339,,7:08:22,4.15,,23:54:32,0,,7:08:22,0.015,
10/18/2018,7:08:23,0.125,,7:08:23,0.023,,7:08:23,5.88,,7:08:23,2.918,,7:08:23,4.291,,7:08:23,4.16,,23:54:32,0,,7:08:23,0.015,
10/18/2018,7:08:24,0.126,,7:08:24,0.024,,7:08:24,5.69,,7:08:24,2.938,,7:08:24,4.214,,7:08:24,4.14,,23:54:32,0,,7:08:24,0.016,
10/18/2018,7:08:25,0.115,,7:08:25,0.024,,7:08:25,5.73,,7:08:25,2.863,,7:08:25,4.214,,7:08:25,4.14,,23:54:32,0,,7:08:25,0.016,
10/18/2018,7:08:26,0.114,,7:08:26,0.024,,7:08:26,5.82,,7:08:26,2.803,,7:08:26,4.348,,7:08:26,4.18,,23:54:32,0,,7:08:26,0.018,
10/18/2018,7:08:27,0.109,,7:08:27,0.025,,7:08:27,5.93,,7:08:27,2.85,,7:08:27,4.311,,7:08:27,4.25,,23:54:32,0,,7:08:27,0.019,
10/18/2018,7:08:28,0.091,,7:08:28,0.027,,7:08:28,6.09,,7:08:28,2.883,,7:08:28,4.247,,7:08:28,4.22,,23:54:32,0,,7:08:28,0.017,
10/18/2018,7:08:29,0.084,,7:08:29,0.028,,7:08:29,5.93,,7:08:29,2.94,,7:08:29,4.361,,7:08:29,4.16,,23:54:32,0,,7:08:29,0.016,
10/18/2018,7:08:30,0.082,,7:08:30,0.026,,7:08:30,5.93,,7:08:30,2.959,,7:08:30,4.291,,7:08:30,4.14,,23:54:32,0,,7:08:30,0.016,
10/18/2018,7:08:31,0.093,,7:08:31,0.026,,7:08:31,6.15,,7:08:31,2.955,,7:08:31,4.315,,7:08:31,4.09,,23:54:32,0,,7:08:31,0.017,
10/18/2018,7:08:32,0.092,,7:08:32,0.029,,7:08:32,6.32,,7:08:32,2.916,,7:08:32,4.291,,7:08:32,4.07,,23:54:32,0,,7:08:32,0.019,
10/18/2018,7:08:33,0.086,,7:08:33,0.03,,7:08:33,6.42,,7:08:33,2.779,,7:08:33,4.304,,7:08:33,4.1,,23:54:32,0,,7:08:33,0.017,
10/18/2018,7:08:34,0.084,,7:08:34,0.029,,7:08:34,6.4,,7:08:34,2.689,,7:08:34,4.422,,7:08:34,4.16,,23:54:32,0,,7:08:34,0.016,
10/18/2018,7:08:35,0.087,,7:08:35,0.029,,7:08:35,6.14,,7:08:35,2.691,,7:08:35,4.357,,7:08:35,4.15,,23:54:32,0,,7:08:35,0.016,
10/18/2018,7:08:36,0.085,,7:08:36,0.029,,7:08:36,5.89,,7:08:36,2.795,,7:08:36,4.687,,7:08:36,4.16,,23:54:32,0,,7:08:36,0.017,
10/18/2018,7:08:37,0.078,,7:08:37,0.029,,7:08:37,6.13,,7:08:37,2.869,,7:08:37,4.512,,7:08:37,4.19,,23:54:32,0,,7:08:37,0.018,
10/18/2018,7:08:38,0.072,,7:08:38,0.027,,7:08:38,6.56,,7:08:38,2.852,,7:08:38,4.705,,7:08:38,4.2,,23:54:32,0,,7:08:38,0.018,
10/18/2018,7:08:39,0.076,,7:08:39,0.027,,7:08:39,6.7,,7:08:39,2.752,,7:08:39,4.497,,7:08:39,4.22,,23:54:32,0,,7:08:39,0.017,
10/18/2018,7:08:40,0.074,,7:08:40,0.027,,7:08:40,6.66,,7:08:40,2.693,,7:08:40,4.444,,7:08:40,4.21,,23:54:32,0,,7:08:40,0.019,
10/18/2018,7:08:41,0.071,,7:08:41,0.027,,7:08:41,6.61,,7:08:41,2.536,,7:08:41,4.453,,7:08:41,4.18,,23:54:32,0,,7:08:41,0.018,
10/18/2018,7:08:42,0.068,,7:08:42,0.028,,7:08:42,6.52,,7:08:42,2.842,,7:08:42,4.442,,7:08:42,4.17,,23:54:32,0,,7:08:42,0.019,
10/18/2018,7:08:43,0.068,,7:08:43,0.027,,7:08:43,6.57,,7:08:43,2.865,,7:08:43,4.23,,7:08:43,4.07,,23:54:32,0,,7:08:43,0.02,
10/18/2018,7:08:44,0.077,,7:08:44,0.027,,7:08:44,6.99,,7:08:44,2.516,,7:08:44,4.716,,7:08:44,3.98,,23:54:32,0,,7:08:44,0.017,
10/18/2018,7:08:45,0.091,,7:08:45,0.028,,7:08:45,7.27,,7:08:45,2.011,,7:08:45,4.778,,7:08:45,3.91,,23:54:32,0,,7:08:45,0.017,
10/18/2018,7:08:46,0.093,,7:08:46,0.03,,7:08:46,7.15,,7:08:46,1.982,,7:08:46,4.438,,7:08:46,3.86,,23:54:32,0,,7:08:46,0.018,
10/18/2018,7:08:47,0.081,,7:08:47,0.029,,7:08:47,6.34,,7:08:47,2.221,,7:08:47,4.534,,7:08:47,3.87,,23:54:32,0,,7:08:47,0.017,
10/18/2018,7:08:48,0.082,,7:08:48,0.028,,7:08:48,5.73,,7:08:48,2.401,,7:08:48,4.409,,7:08:48,3.85,,23:54:32,0,,7:08:48,0.016,
10/18/2018,7:08:49,0.088,,7:08:49,0.026,,7:08:49,5.36,,7:08:49,2.465,,7:08:49,4.385,,7:08:49,3.84,,23:54:32,0,,7:08:49,0.018,
10/18/2018,7:08:50,0.08,,7:08:50,0.026,,7:08:50,5.08,,7:08:50,2.416,,7:08:50,4.317,,7:08:50,3.91,,23:54:32,0,,7:08:50,0.02,
10/18/2018,7:08:51,0.098,,7:08:51,0.029,,7:08:51,5.06,,7:08:51,2.397,,7:08:51,4.438,,7:08:51,3.98,,23:54:32,0,,7:08:51,0.021,
10/18/2018,7:08:52,0.109,,7:08:52,0.029,,7:08:52,5.12,,7:08:52,2.223,,7:08:52,4.438,,7:08:52,4.01,,23:54:32,0,,7:08:52,0.018,
10/18/2018,7:08:53,0.079,,7:08:53,0.027,,7:08:53,5.05,,7:08:53,1.908,,7:08:53,4.401,,7:08:53,3.93,,23:54:32,0,,7:08:53,0.016,
10/18/2018,7:08:54,0.065,,7:08:54,0.029,,7:08:54,5,,7:08:54,2.042,,7:08:54,4.326,,7:08:54,3.84,,23:54:32,0,,7:08:54,0.016,
10/18/2018,7:08:55,0.056,,7:08:55,0.032,,7:08:55,4.84,,7:08:55,2.001,,7:08:55,4.504,,7:08:55,3.71,,23:54:32,0,,7:08:55,0.017,
10/18/2018,7:08:56,0.057,,7:08:56,0.044,,7:08:56,4.77,,7:08:56,1.867,,7:08:56,4.451,,7:08:56,3.63,,23:54:32,0,,7:08:56,0.017,
10/18/2018,7:08:57,0.056,,7:08:57,0.055,,7:08:57,4.93,,7:08:57,1.864,,7:08:57,4.206,,7:08:57,3.61,,23:54:32,0,,7:08:57,0.015,
10/18/2018,7:08:58,0.058,,7:08:58,0.051,,7:08:58,4.88,,7:08:58,1.844,,7:08:58,4.236,,7:08:58,3.47,,23:54:32,0,,7:08:58,0.016,
10/18/2018,7:08:59,0.062,,7:08:59,0.063,,7:08:59,4.78,,7:08:59,2.111,,7:08:59,4.361,,7:08:59,3.37,,23:54:32,0,,7:08:59,0.016,
10/18/2018,7:09:00,0.067,,7:09:00,0.079,,7:09:00,4.8,,7:09:00,1.813,,7:09:00,4.473,,7:09:00,3.29,,23:54:32,0,,7:09:00,0.017,
10/18/2018,7:09:01,0.075,,7:09:01,0.082,,7:09:01,4.63,,7:09:01,1.799,,7:09:01,4.545,,7:09:01,3.26,,23:54:32,0,,7:09:01,0.017,
10/18/2018,7:09:02,0.076,,7:09:02,0.095,,7:09:02,4.42,,7:09:02,1.797,,7:09:02,4.315,,7:09:02,3.29,,23:54:32,0,,7:09:02,0.016,
10/18/2018,7:09:03,0.08,,7:09:03,0.106,,7:09:03,4.54,,7:09:03,1.759,,7:09:03,4.431,,7:09:03,3.31,,23:54:32,0,,7:09:03,0.017,
10/18/2018,7:09:04,0.085,,7:09:04,0.102,,7:09:04,4.8,,7:09:04,1.763,,7:09:04,4.453,,7:09:04,3.32,,23:54:32,0,,7:09:04,0.018,
10/18/2018,7:09:05,0.09,,7:09:05,0.111,,7:09:05,5,,7:09:05,1.831,,7:09:05,4.541,,7:09:05,3.32,,23:54:32,0,,7:09:05,0.017,
10/18/2018,7:09:06,0.094,,7:09:06,0.115,,7:09:06,4.97,,7:09:06,1.98,,7:09:06,4.436,,7:09:06,3.37,,23:54:32,0,,7:09:06,0.019,
10/18/2018,7:09:07,0.103,,7:09:07,0.116,,7:09:07,5,,7:09:07,1.989,,7:09:07,4.293,,7:09:07,3.48,,23:54:32,0,,7:09:07,0.017,
10/18/2018,7:09:08,0.097,,7:09:08,0.11,,7:09:08,5.1,,7:09:08,2.046,,7:09:08,4.639,,7:09:08,3.5,,23:54:32,0,,7:09:08,0.018,
10/18/2018,7:09:09,0.083,,7:09:09,0.119,,7:09:09,4.97,,7:09:09,2.046,,7:09:09,4.613,,7:09:09,3.45,,23:54:32,0,,7:09:09,0.019,
10/18/2018,7:09:10,0.089,,7:09:10,0.116,,7:09:10,4.82,,7:09:10,1.972,,7:09:10,5.115,,7:09:10,3.54,,23:54:32,0,,7:09:10,0.017,
10/18/2018,7:09:11,0.101,,7:09:11,0.12,,7:09:11,4.71,,7:09:11,1.915,,7:09:11,4.565,,7:09:11,3.67,,23:54:32,0,,7:09:11,0.017,
10/18/2018,7:09:12,0.109,,7:09:12,0.125,,7:09:12,4.71,,7:09:12,1.934,,7:09:12,4.464,,7:09:12,3.73,,23:54:32,0,,7:09:12,0.018,
10/18/2018,7:09:13,0.123,,7:09:13,0.125,,7:09:13,4.67,,7:09:13,1.997,,7:09:13,4.46,,7:09:13,3.76,,23:54:32,0,,7:09:13,0.017,
10/18/2018,7:09:14,0.132,,7:09:14,0.126,,7:09:14,4.63,,7:09:14,1.967,,7:09:14,4.493,,7:09:14,3.77,,23:54:32,0,,7:09:14,0.017,
10/18/2018,7:09:15,0.129,,7:09:15,0.117,,7:09:15,4.57,,7:09:15,1.95,,7:09:15,4.617,,7:09:15,3.83,,23:54:32,0,,7:09:15,0.019,
10/18/2018,7:09:16,0.13,,7:09:16,0.115,,7:09:16,4.46,,7:09:16,1.86,,7:09:16,4.554,,7:09:16,3.89,,23:54:32,0,,7:09:16,0.019,
