CDT_time,bar_fence,u_1_5m_uconv,u_3m_uconv,u_4_5m_uconv,u_6m_uconv,u_10m_uconv,bar_fence_1,u_1_5m_lconv,u_3m_lconv,u_4_5m_lconv,u_6m_lconv,u_8_5m_lconv,u_10m_lconv,u_15m_lconv,u_20m_lconv,bar_fence_2,v_1_5m_uconv,v_3m_uconv,v_4_5m_uconv,v_6m_uconv,v_10m_uconv,bar_fence_3,v_1_5m_lconv,v_3m_lconv,v_4_5m_lconv,v_6m_lconv,v_8_5m_lconv,v_10m_lconv,v_15m_lconv,v_20m_lconv,bar_fence_4,w_1_5m_uconv,w_3m_uconv,w_4_5m_uconv,w_6m_uconv,w_10m_uconv,bar_fence_5,w_1_5m_lconv,w_3m_lconv,w_4_5m_lconv,w_6m_lconv,w_8_5m_lconv,w_10m_lconv,w_15m_lconv,w_20m_lconv,bar_fence_6,tc_1_5m_uconv,tc_3m_uconv,tc_4_5m_uconv,tc_6m_uconv,tc_10m_uconv,bar_fence_7,tc_1_5m_lconv,tc_3m_lconv,tc_4_5m_lconv,tc_6m_lconv,tc_8_5m_lconv,tc_10m_lconv,tc_15m_lconv,tc_20m_lconv,bar_fence_8,w_tc__1_5m_uconv,w_tc__3m_uconv,w_tc__4_5m_uconv,w_tc__6m_uconv,w_tc__10m_uconv,bar_fence_9,w_tc__1_5m_lconv,w_tc__3m_lconv,w_tc__4_5m_lconv,w_tc__6m_lconv,w_tc__8_5m_lconv,w_tc__10m_lconv,w_tc__15m_lconv,w_tc__20m_lconv,bar_fence_10,u_w__1_5m_uconv,u_w__3m_uconv,u_w__4_5m_uconv,u_w__6m_uconv,u_w__10m_uconv,bar_fence_11,u_w__1_5m_lconv,u_w__3m_lconv,u_w__4_5m_lconv,u_w__6m_lconv,u_w__8_5m_lconv,u_w__10m_lconv,u_w__15m_lconv,u_w__20m_lconv,bar_fence_12,v_w__1_5m_uconv,v_w__3m_uconv,v_w__4_5m_uconv,v_w__6m_uconv,v_w__10m_uconv,bar_fence_13,v_w__1_5m_lconv,v_w__3m_lconv,v_w__4_5m_lconv,v_w__6m_lconv,v_w__8_5m_lconv,v_w__10m_lconv,v_w__15m_lconv,v_w__20m_lconv,bar_fence_14,u_1_5m_init,u_3m_init,u_4_5m_init,u_6m_init,u_10m_init,bar_fence_15,u_1_5m_rel,u_3m_rel,u_4_5m_rel,u_6m_rel,u_8_5m_rel,u_10m_rel,u_15m_rel,u_20m_rel,bar_fence_16,v_1_5m_init,v_3m_init,v_4_5m_init,v_6m_init,v_10m_init,bar_fence_17,v_1_5m_rel,v_3m_rel,v_4_5m_rel,v_6m_rel,v_8_5m_rel,v_10m_rel,v_15m_rel,v_20m_rel,bar_fence_18,w_1_5m_init,w_3m_init,w_4_5m_init,w_6m_init,w_10m_init,bar_fence_19,w_1_5m_rel,w_3m_rel,w_4_5m_rel,w_6m_rel,w_8_5m_rel,w_10m_rel,w_15m_rel,w_20m_rel,bar_fence_20,tc_1_5m_init,tc_3m_init,tc_4_5m_init,tc_6m_init,tc_10m_init,bar_fence_21,tc_1_5m_rel,tc_3m_rel,tc_4_5m_rel,tc_6m_rel,tc_8_5m_rel,tc_10m_rel,tc_15m_rel,tc_20m_rel,bar_fence_22,w_tc__1_5m_init,w_tc__3m_init,w_tc__4_5m_init,w_tc__6m_init,w_tc__10m_init,bar_fence_23,w_tc__1_5m_rel,w_tc__3m_rel,w_tc__4_5m_rel,w_tc__6m_rel,w_tc__8_5m_rel,w_tc__10m_rel,w_tc__15m_rel,w_tc__20m_rel,bar_fence_24,u_w__1_5m_init,u_w__3m_init,u_w__4_5m_init,u_w__6m_init,u_w__10m_init,bar_fence_25,u_w__1_5m_rel,u_w__3m_rel,u_w__4_5m_rel,u_w__6m_rel,u_w__8_5m_rel,u_w__10m_rel,u_w__15m_rel,u_w__20m_rel,bar_fence_26,v_w__1_5m_init,v_w__3m_init,v_w__4_5m_init,v_w__6m_init,v_w__10m_init,bar_fence_27,v_w__1_5m_rel,v_w__3m_rel,v_w__4_5m_rel,v_w__6m_rel,v_w__8_5m_rel,v_w__10m_rel,v_w__15m_rel,v_w__20m_rel,bar_fence_28,u_u__1_5m_init,u_u__3m_init,u_u__4_5m_init,u_u__6m_init,u_u__10m_init,bar_fence_29,u_u__1_5m_rel,u_u__3m_rel,u_u__4_5m_rel,u_u__6m_rel,u_u__8_5m_rel,u_u__10m_rel,u_u__15m_rel,u_u__20m_rel,bar_fence_30,u_u__1_5m_uconv,u_u__3m_uconv,u_u__4_5m_uconv,u_u__6m_uconv,u_u__10m_uconv,bar_fence_31,u_u__1_5m_lconv,u_u__3m_lconv,u_u__4_5m_lconv,u_u__6m_lconv,u_u__8_5m_lconv,u_u__10m_lconv,u_u__15m_lconv,u_u__20m_lconv,bar_fence_32,v_v__1_5m_init,v_v__3m_init,v_v__4_5m_init,v_v__6m_init,v_v__10m_init,bar_fence_33,v_v__1_5m_rel,v_v__3m_rel,v_v__4_5m_rel,v_v__6m_rel,v_v__8_5m_rel,v_v__10m_rel,v_v__15m_rel,v_v__20m_rel,bar_fence_34,v_v__1_5m_uconv,v_v__3m_uconv,v_v__4_5m_uconv,v_v__6m_uconv,v_v__10m_uconv,bar_fence_35,v_v__1_5m_lconv,v_v__3m_lconv,v_v__4_5m_lconv,v_v__6m_lconv,v_v__8_5m_lconv,v_v__10m_lconv,v_v__15m_lconv,v_v__20m_lconv,bar_fence_36,w_w__1_5m_init,w_w__3m_init,w_w__4_5m_init,w_w__6m_init,w_w__10m_init,bar_fence_37,w_w__1_5m_rel,w_w__3m_rel,w_w__4_5m_rel,w_w__6m_rel,w_w__8_5m_rel,w_w__10m_rel,w_w__15m_rel,w_w__20m_rel,bar_fence_38,w_w__1_5m_uconv,w_w__3m_uconv,w_w__4_5m_uconv,w_w__6m_uconv,w_w__10m_uconv,bar_fence_39,w_w__1_5m_lconv,w_w__3m_lconv,w_w__4_5m_lconv,w_w__6m_lconv,w_w__8_5m_lconv,w_w__10m_lconv,w_w__15m_lconv,w_w__20m_lconv
19:02:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.116388626396656,-0.169682726264,-0.486015766859055,NaN,-1.36005246639252,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0276666972786188,0.139062523841858,0.347582638263702,NaN,0.861609876155853,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00704748369753361,0.00921081565320492,-0.00919904932379723,NaN,-0.025703152641654,|,NaN,NaN,NaN,0,0,0,0,0,|,21.1104965209961,21.8674259185791,22.7198944091797,NaN,24.0682277679443,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.0045107095502317,-0.00812001619488001,-0.00968670006841421,NaN,-0.00730301160365343,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0011237368453294,0.00342027097940445,0.00562021508812904,NaN,0.00729524530470371,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.000340506579959765,-0.00156756979413331,-0.00398858357220888,NaN,-0.0031399882864207,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0103683173656464,0.0274794474244118,0.031998485326767,NaN,0.0542024374008179,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00526346592232585,0.0156122352927923,0.0239936970174313,NaN,0.0245560798794031,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00210724608041346,0.00609840406104922,0.00999565422534943,NaN,0.0140266222879291,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:07:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.205664917826653,0.0535135418176651,-0.104503102600574,NaN,-1.13276338577271,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.0814898312091827,-0.0519029870629311,0.0947788506746292,NaN,0.674835860729218,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0116808209568262,-0.00243461993522942,0.00976685527712107,NaN,0.00246769934892654,|,NaN,NaN,NaN,0,0,0,0,0,|,20.2681198120117,20.5452136993408,21.4892807006836,NaN,23.7321891784668,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000805229530669749,-0.00315162050537765,0.00306576560251415,NaN,-0.00557351391762495,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000370779598597437,0.000588311406318098,-0.000252310128416866,NaN,0.00587594974786043,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.000526106276083738,-0.000704447389580309,0.00192188506480306,NaN,-0.00211845454759896,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00471028219908476,0.00541491340845823,0.024555254727602,NaN,0.0458784215152264,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00210291356779635,0.00461950106546283,0.0231991801410913,NaN,0.0446961037814617,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00114992447197437,0.00218753679655492,0.00456603895872831,NaN,0.0119580384343863,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:12:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.224683716893196,0.138764575123787,0.112072415649891,NaN,-0.786184966564178,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.0078765694051981,-0.0497817806899548,0.0050624655559659,NaN,0.215007290244102,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00993839465081692,0.00126784236636013,0.000178353264345787,NaN,-0.0207982361316681,|,NaN,NaN,NaN,0,0,0,0,0,|,19.5915679931641,19.721549987793,20.407808303833,NaN,23.0381889343262,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00145337881986052,-0.00169383198954165,0.00158434337936342,NaN,-0.00305231404490769,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.000339614576660097,-0.000478452013339847,0.000244115450186655,NaN,0.00194614671636373,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000621280807536095,0.000341258069965988,-0.000546173134353012,NaN,-0.00206675985828042,|,NaN,NaN,NaN,0,0,0,0,0,|,0.010720738209784,0.00489156553521752,0.00301156309433281,NaN,0.0167624857276678,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00679686898365617,0.00386837241239846,0.00306930905207992,NaN,0.0124649573117495,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.000958957418333739,0.000920921855140477,0.00103986845351756,NaN,0.00410888064652681,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:17:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.255501806735992,0.212391570210457,0.23087814450264,NaN,-0.59014093875885,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0291998405009508,0.0100663173943758,0.017884748056531,NaN,0.201747640967369,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00585214933380485,0.00488122412934899,0.0165120922029018,NaN,-0.0230021178722382,|,NaN,NaN,NaN,0,0,0,0,0,|,19.1125354766846,19.1713237762451,19.6248931884766,NaN,22.7392349243164,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00112852337770164,-0.00152652291581035,-0.00157584645785391,NaN,-0.000738952192477882,|,NaN,NaN,NaN,0,0,0,0,0,|,-3.80870005756151e-05,-0.000755794579163194,-0.000200584472622722,NaN,0.00077332224464044,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.000106353756564204,-6.32343426332227e-06,-5.83537394049927e-06,NaN,-0.00077850220259279,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00420953752472997,0.00511018233373761,0.00395688274875283,NaN,0.00692595401778817,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00510452874004841,0.00780935911461711,0.00194987433496863,NaN,0.0062756217084825,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00110499444417655,0.00201162626035511,0.0016032827552408,NaN,0.00276767532341182,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:22:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.288961470127106,0.230310335755348,0.306117326021194,NaN,-0.618876934051514,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0239804051816463,0.0149643989279866,0.00481313792988658,NaN,0.161743894219398,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00471667340025306,-0.00593188358470798,-0.00644409982487559,NaN,-0.0279236361384392,|,NaN,NaN,NaN,0,0,0,0,0,|,18.7313499450684,18.7239246368408,19.0592498779297,NaN,22.6620674133301,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00042646357906051,-0.00218789791688323,-0.00187830068171024,NaN,-0.00977961625903845,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000753643631469458,-0.00102287984918803,-0.00142408406827599,NaN,0.00664303824305534,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00028656906215474,0.000757753441575915,0.00134945986792445,NaN,-0.000743077078368515,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0104279853403568,0.00617647543549538,0.0066145877353847,NaN,0.0381203778088093,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.0058053438551724,0.00480194250121713,0.00434135459363461,NaN,0.0194410420954227,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00291040423326194,0.00332950218580663,0.00427826819941401,NaN,0.0103642549365759,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:27:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.349424511194229,0.281743556261063,0.320184022188187,NaN,-0.594424545764923,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0148721933364868,0.0441971197724342,0.0371055454015732,NaN,0.140837088227272,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00801939144730568,-0.0117426626384258,-0.00860902015119791,NaN,-0.0135780647397041,|,NaN,NaN,NaN,0,0,0,0,0,|,18.3537006378174,18.4290809631348,18.81374168396,NaN,22.3658275604248,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00295808608643711,-0.000273550831479952,-0.00171146390493959,NaN,-0.0048080044798553,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000289271585643291,-0.000241084024310112,-0.00131894613150507,NaN,0.00287181348539889,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.000788808974903077,0.000664188759401441,0.000589126429986209,NaN,-0.000795445113908499,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0057773794978857,0.00989311467856169,0.00850148126482964,NaN,0.0206623561680317,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00635689357295632,0.00887581333518028,0.00578973395749927,NaN,0.00886559300124645,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00264400709420443,0.00247548683546484,0.0032405280508101,NaN,0.00450606690719724,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:32:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.432960689067841,0.405317485332489,0.370312929153442,NaN,-0.545069932937622,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00839488487690687,0.00030467618489638,0.0627717450261116,NaN,0.198732048273087,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00307805463671684,-0.0189527776092291,-0.00160316610708833,NaN,-0.026490293443203,|,NaN,NaN,NaN,0,0,0,0,0,|,17.8778305053711,17.9147033691406,18.4471683502197,NaN,22.0837364196777,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00127630471251905,-0.000623626576270908,0.000102282399893738,NaN,-0.00481794029474258,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00353287043981254,-0.00500258710235357,-0.000276553706498817,NaN,0.00272614043205976,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000661510741338134,0.00218480778858066,0.000215249849134125,NaN,0.00028956905589439,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0182442497462034,0.0259438659995794,0.00880019553005695,NaN,0.014273414388299,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00558746140450239,0.00953665841370821,0.0111684100702405,NaN,0.00760123552754521,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00381010328419507,0.00461676809936762,0.00278144027106464,NaN,0.00360799115151167,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:37:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.433030068874359,0.355059772729874,0.335239708423615,NaN,-0.592365980148315,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.0193701852113008,-0.00999917089939117,0.138422593474388,NaN,0.263210505247116,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00748978462070227,-0.0165799409151077,0.0056120790541172,NaN,-0.0172385759651661,|,NaN,NaN,NaN,0,0,0,0,0,|,17.6488189697266,17.6600513458252,18.1020183563232,NaN,21.9407062530518,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00197868654504418,0.00100084138102829,0.000181198469363153,NaN,-0.00323190214112401,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00107161479536444,-0.00373540236614645,5.49187607248314e-05,NaN,0.00246666977182031,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.000324241380440071,0.000553588790353388,0.000598386279307306,NaN,0.000286697555566207,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00854836031794548,0.0138147063553333,0.00467093801125884,NaN,0.0129240723326802,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00372075010091066,0.00467252684757113,0.00412202440202236,NaN,0.00543194869533181,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00399492122232914,0.00396711518988013,0.00327930483035743,NaN,0.00303083960898221,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:42:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.431662112474442,0.476825624704361,0.430844396352768,NaN,-0.554648518562317,|,NaN,NaN,NaN,0,0,0,0,0,|,0.013305420987308,-0.0526032336056232,0.00855525955557823,NaN,0.242474779486656,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00968056544661522,-0.0592470280826092,-0.0218605175614357,NaN,-0.0168386548757553,|,NaN,NaN,NaN,0,0,0,0,0,|,17.5129623413086,17.4444732666016,17.9317417144775,NaN,21.6695823669434,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00582476845011115,-0.00274365674704313,-0.000744366087019444,NaN,-0.00462598400190473,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00166865950450301,-0.00300342543050647,-0.00143627764191478,NaN,0.00183916871901602,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000714935886207968,0.00121432461310178,0.00183520966675133,NaN,0.000365517829777673,|,NaN,NaN,NaN,0,0,0,0,0,|,0.00782108493149281,0.0105965724214911,0.00878193508833647,NaN,0.0144054656848311,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00991627853363752,0.0104832807555795,0.0130084985867143,NaN,0.00877005141228437,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00700139068067074,0.00791106279939413,0.00523154204711318,NaN,0.00439404882490635,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
19:47:30,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.352783679962158,0.394323855638504,0.358618527650833,NaN,-0.613634645938873,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0533062741160393,-0.0167978126555681,-0.0244747530668974,NaN,0.160439312458038,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.0169450864195824,-0.0221943072974682,-0.0144032118842006,NaN,-0.0168469082564116,|,NaN,NaN,NaN,0,0,0,0,0,|,17.1625823974609,17.1863021850586,17.7660675048828,NaN,21.4937744140625,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00189491140190512,-0.00468750670552254,-0.00233187689445913,NaN,-0.000966865860391408,|,NaN,NaN,NaN,0,0,0,0,0,|,-0.00238779769279063,-0.00391427427530289,-0.000660342746414244,NaN,0.00115114718209952,|,NaN,NaN,NaN,0,0,0,0,0,|,0.000601239502429962,0.0026927562430501,0.00101671414449811,NaN,-0.000119569223897997,|,NaN,NaN,NaN,0,0,0,0,0,|,0.0112846326082945,0.0144221279770136,0.00667038653045893,NaN,0.0100232716649771,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00789655558764935,0.0105978986248374,0.00803323555737734,NaN,0.00586234545335174,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0,|,0.00382671435363591,0.00447306130081415,0.00341701228171587,NaN,0.00236760755069554,|,NaN,NaN,NaN,0,0,0,0,0,|,0,0,0,0,0,|,0,0,0,0,0,0,0,0
