CDT_time,bar_fence,spd_0_2m_init,spd_1_5m_init,spd_3m_init,spd_4_5m_init,spd_6m_init,spd_10m_init,bar_fence_1,spd_0_2m_rel,spd_1_5m_rel,spd_3m_rel,spd_4_5m_rel,spd_6m_rel,spd_10m_rel,bar_fence_2,spd_0_2m_uconv,spd_1_5m_uconv,spd_3m_uconv,spd_4_5m_uconv,spd_6m_uconv,spd_10m_uconv,bar_fence_3,spd_0_2m_lconv,spd_1_5m_lconv,spd_3m_lconv,spd_4_5m_lconv,spd_6m_lconv,spd_10m_lconv,bar_fence_4,spd_8_5m_rel,spd_8_5m_lconv,spd_15m_rel,spd_15m_lconv,spd_20m_rel,spd_20m_lconv,,Init,Rel,Uconv,Lconv
21:47:30,|,1.259570003,2.83552599,3.254131079,3.531552315,3.773933411,4.002511024,|,1.383200049,2.641781569,3.14017868,3.570731401,3.801706314,4.14868784,|,1.72665,3.005859613,3.572106123,5.211513519,4.298536777,4.786278248,|,0.689536691,NaN,NaN,NaN,NaN,NaN,|,3.946328402,NaN,4.510737896,4.407752991,4.725364685,4.695886135,,1,1,0,0
21:52:30,|,1.315126657,3.024361849,3.504679203,3.79933095,4.015681744,4.40343523,|,1.565850019,3.143644333,3.717877388,4.135007858,4.339735031,4.588797092,|,1.53606534,2.919169664,3.29359746,4.434669018,3.743189096,4.169195175,|,0.826815605,NaN,NaN,NaN,NaN,NaN,|,4.417399883,NaN,4.958451748,4.706315517,5.175156116,4.939686775,,1,1,0,0
21:57:30,|,1.530593276,3.561792135,4.160261154,4.083267212,4.610889912,5.201972008,|,1.658839583,3.270610332,3.901376963,4.389883995,4.599586964,5.03449297,|,1.736973286,3.309656858,3.836366892,4.411015987,4.410122871,4.802847385,|,0.935586691,NaN,NaN,NaN,NaN,NaN,|,4.819232464,NaN,5.450912952,5.027235508,5.738108635,5.093741894,,0,1,0,0
22:02:30,|,1.448696256,3.509331942,4.086920261,NaN,NaN,NaN,|,1.69830668,3.343300104,3.971139908,4.462718964,4.66803503,4.920491219,|,1.650913358,3.05679965,3.493378878,3.775508642,3.956940889,4.236751556,|,0.830263317,NaN,NaN,NaN,NaN,NaN,|,4.77025795,NaN,5.227396965,4.540148735,5.572190762,4.760118008,,0,1,1,0
22:07:30,|,1.41988337,3.379897833,3.810147285,NaN,NaN,NaN,|,1.565193295,3.145089626,3.586983681,4.155560493,4.385672092,4.71716404,|,1.47973001,2.786211252,3.240295649,3.831836939,3.716732025,3.925281048,|,0.703643322,NaN,NaN,NaN,NaN,NaN,|,4.517784595,NaN,4.997087955,3.807701826,5.138175964,3.916113853,,0,1,0,0
22:12:30,|,1.295709968,3.049767971,3.419827938,NaN,NaN,NaN,|,1.419023275,2.831413269,3.467395067,3.746844053,3.939630747,4.240770817,|,1.319373369,2.515688181,2.851458073,3.29453373,3.216045141,3.46407342,|,0.713689983,NaN,NaN,NaN,NaN,NaN,|,4.068348408,NaN,4.611963272,3.806701183,4.869723797,4.136058331,,0,1,0,0
22:17:30,|,1.287583351,3.002709866,3.438200951,NaN,NaN,NaN,|,1.321840048,2.529098988,3.005696535,3.335055351,3.540114403,3.773181677,|,1.464578152,2.521552801,2.924772263,3.376580238,3.436352968,3.693099737,|,0.67440331,NaN,NaN,NaN,NaN,NaN,|,3.651444197,NaN,4.06290102,3.785767078,4.221488476,3.963245153,,0,1,1,0
22:22:30,|,1.181450009,2.788678408,3.209705591,NaN,NaN,NaN,|,1.211010337,2.407607794,2.883048296,3.248371363,3.437481165,3.679467678,|,1.45674336,2.736754179,3.104065657,3.21639514,3.505542278,3.681798935,|,0.609899938,NaN,NaN,NaN,NaN,NaN,|,3.533793688,NaN,4.01853323,3.747835636,4.28285408,4.013732433,,0,1,1,0
22:27:30,|,1.200616837,2.815149546,3.172646761,NaN,NaN,NaN,|,1.309396625,2.576664686,3.077564478,3.471844673,3.627633572,3.7862463,|,1.370489955,2.435112476,2.896251917,2.463678837,3.383797407,3.682048321,|,0.545173347,NaN,NaN,NaN,NaN,NaN,|,3.692062378,NaN,4.176844597,3.383948326,4.319145679,3.67342782,,0,1,0,0
22:32:30,|,1.193406701,2.814554214,3.34553957,NaN,NaN,NaN,|,1.113700032,2.203090668,2.606921434,2.915820599,3.103145599,3.277015686,|,1.275226712,2.297874689,2.645271778,2.641374111,3.011341572,3.213233471,|,0.607696652,NaN,NaN,NaN,NaN,NaN,|,3.142444849,NaN,3.642562866,3.414471626,3.864496469,3.696034908,,0,1,0,0
22:37:30,|,1.450896621,3.276331425,3.775238276,NaN,NaN,NaN,|,1.625773311,3.238586903,3.744967937,4.151204586,4.375932693,4.616379738,|,1.621266723,2.840944529,3.436466217,5.122745514,3.989464998,4.375336647,|,0.81437999,NaN,NaN,NaN,NaN,NaN,|,4.482410908,NaN,5.008691311,4.570910931,5.158109188,4.901456833,,0,1,0,0
22:42:30,|,1.399340034,3.339675188,3.779392242,NaN,NaN,NaN,|,1.603083372,3.185683489,3.767950058,4.241644382,4.418050289,4.714078903,|,1.665321827,3.049164057,3.501619816,3.439664841,4.125097752,4.555053234,|,0.688733339,NaN,NaN,NaN,NaN,NaN,|,4.507801056,NaN,5.06552124,4.027307034,5.106089592,4.202467918,,0,1,0,0
22:47:30,|,1.406002045,3.163270473,3.616176605,NaN,NaN,NaN,|,1.516038656,3.101372719,3.623094797,4.113249779,4.436136723,4.740183353,|,1.426360011,2.552568913,3.017272472,3.141387701,3.608061075,4.0259161,|,0.71413666,NaN,NaN,NaN,NaN,NaN,|,4.543049335,NaN,5.127839088,4.853880405,5.381941319,5.127323627,,0,1,1,0
22:52:30,|,1.269686699,2.871847153,3.15196681,NaN,NaN,NaN,|,1.383270979,2.795678854,3.293848753,3.589302063,3.788526297,3.999935865,|,1.41505003,2.549717188,2.975067854,4.210045815,3.535326958,3.958143473,|,0.671773911,NaN,NaN,NaN,NaN,NaN,|,3.843435049,NaN,4.380501747,4.217557907,4.601568699,4.554276943,,0,1,0,0
22:57:30,|,1.000596642,2.338018894,2.681851387,NaN,NaN,NaN,|,NaN,2.739857197,3.181972742,NaN,NaN,NaN,|,1.128573298,2.029017925,2.383066416,2.845229387,2.762053251,3.141685009,|,0.613569975,NaN,NaN,NaN,NaN,NaN,|,NaN,NaN,4.415811539,3.816709518,4.708121777,3.969554663,,0,0,0,0
23:02:30,|,1.252609968,2.9077878,3.344965219,NaN,NaN,NaN,|,NaN,2.781122208,3.248030186,NaN,NaN,NaN,|,1.327636719,2.371337891,2.726917505,3.142233849,3.309432507,3.612413645,|,0.743516684,NaN,NaN,NaN,NaN,NaN,|,NaN,NaN,4.627099514,4.088724136,4.872173786,4.342559338,,0,0,1,0
23:07:30,|,1.236359954,2.880113363,3.320818186,NaN,NaN,NaN,|,NaN,2.901563406,3.398964643,NaN,NaN,NaN,|,1.399693251,2.62222147,3.033172607,3.289708614,3.495385408,3.830336094,|,0.444832027,NaN,NaN,NaN,NaN,NaN,|,NaN,NaN,4.753898144,2.883405447,4.899461269,3.188581944,,0,0,1,0
