CDT_time,bar_fence,dir_0_2m_init,dir_1_5m_init,dir_3m_init,dir_4_5m_init,dir_6m_init,dir_10m_init,bar_fence_1,dir_0_2m_rel,dir_1_5m_rel,dir_3m_rel,dir_4_5m_rel,dir_6m_rel,dir_10m_rel,bar_fence_2,dir_0_2m_uconv,dir_1_5m_uconv,dir_3m_uconv,dir_4_5m_uconv,dir_6m_uconv,dir_10m_uconv,bar_fence_3,dir_0_2m_lconv,dir_1_5m_lconv,dir_3m_lconv,dir_4_5m_lconv,dir_6m_lconv,dir_10m_lconv,bar_fence_4,dir_8_5m_rel,dir_8_5m_lconv,dir_15m_rel,dir_15m_lconv,dir_20m_rel,dir_20m_lconv
19:02:30,|,40.4687576293945,212.563735961914,214.911712646484,210.071395874023,209.453887939453,210.147689819336,|,33.5037803649902,213.021530151367,213.441680908203,210.090576171875,211.590179443359,210.256484985352,|,23.1539096832275,NaN,207.042175292969,NaN,205.592254638672,205.298263549805,|,26.5332832336426,207.445007324219,212.896194458008,210.728729248047,211.107009887695,210.45378112793,|,212.153533935547,209.774993896484,210.185134887695,213.177139282227,209.957489013672,210.893646240234
19:07:30,|,45.0213279724121,217.347442626953,218.553634643555,214.055358886719,215.060729980469,216.477737426758,|,36.8024940490723,218.887985229492,219.169219970703,215.625946044922,210.842834472656,213.000350952148,|,30.9119682312012,NaN,212.412521362305,NaN,213.030685424805,209.880355834961,|,35.4157218933105,210.47200012207,212.908676147461,211.822448730469,211.948318481445,209.713912963867,|,216.56867980957,209.838989257813,213.814208984375,213.57307434082,214.986846923828,211.210006713867
19:12:30,|,59.9258995056152,232.025344848633,231.768203735352,229.56755065918,229.203903198242,227.607086181641,|,39.8837699890137,221.448501586914,223.070877075195,222.015899658203,216.60221862793,222.611770629883,|,40.9693717956543,NaN,223.79817199707,221.034317016602,223.676391601563,220.389038085938,|,68.3413772583008,228.527862548828,229.495849609375,231.062530517578,229.074798583984,226.476379394531,|,224.291244506836,226.247634887695,222.768341064453,227.488830566406,224.195831298828,223.615325927734
19:17:30,|,60.9319763183594,232.114273071289,231.306060791016,228.965301513672,228.066192626953,226.560455322266,|,47.9349670410156,231.69367980957,231.143569946289,226.532775878906,223.251037597656,226.509368896484,|,40.2577629089355,NaN,223.940673828125,224.307006835938,223.06852722168,221.915390014648,|,68.0346603393555,228.811141967773,230.294692993164,230.027877807617,227.876327514648,226.238388061523,|,228.175384521484,225.288436889648,225.375778198242,228.622787475586,225.925827026367,225.502471923828
19:22:30,|,63.6438331604004,236.196594238281,235.652313232422,233.442779541016,232.620712280273,232.461624145508,|,46.9224700927734,230.447174072266,231.658020019531,228.162353515625,225.661239624023,229.094970703125,|,45.0940246582031,NaN,230.408569335938,227.661437988281,229.269348144531,227.313400268555,|,74.107048034668,232.789749145508,240.62532043457,234.143585205078,232.319778442383,232.618957519531,|,230.567413330078,230.37744140625,228.309707641602,233.208847045898,228.894760131836,229.884490966797
19:27:30,|,57.0986862182617,231.092590332031,232.452789306641,229.480163574219,229.085083007813,228.605926513672,|,40.5572319030762,225.959106445313,229.090774536133,225.304397583008,223.44091796875,227.463989257813,|,44.9986686706543,NaN,229.033447265625,225.319686889648,228.373611450195,225.509582519531,|,81.4985809326172,237.788131713867,247.10173034668,238.988876342773,236.116073608398,233.722351074219,|,229.062438964844,232.845336914063,227.775207519531,233.174102783203,227.793106079102,230.143417358398
19:32:30,|,60.699592590332,232.74169921875,231.857238769531,229.002868652344,228.133438110352,226.638366699219,|,49.3525466918945,231.7177734375,229.361831665039,227.568023681641,224.347274780273,228.854614257813,|,41.0205612182617,NaN,225.729797363281,222.540420532227,225.455490112305,223.650512695313,|,75.7186279296875,230.699432373047,235.490295410156,232.690414428711,230.996032714844,229.454467773438,|,230.228469848633,228.533905029297,227.282257080078,228.880599975586,226.47541809082,225.001281738281
19:37:30,|,63.6520576477051,236.237823486328,235.083068847656,232.555694580078,231.315170288086,228.549957275391,|,46.3600883483887,230.099899291992,223.272598266602,226.783340454102,223.773040771484,228.628601074219,|,38.5148696899414,228.026123046875,222.629776000977,220.215072631836,222.013275146484,221.506927490234,|,62.5988006591797,227.645309448242,230.575546264648,230.019378662109,228.972640991211,227.422088623047,|,229.586090087891,226.161254882813,227.999771118164,227.387710571289,226.792129516602,222.027389526367
19:42:30,|,54.9788551330566,228.993927001953,228.366607666016,226.087860107422,226.643142700195,228.343872070313,|,43.8479080200195,229.443710327148,229.438354492188,224.860977172852,221.112121582031,225.550750732422,|,41.2226409912109,225.37516784668,222.749481201172,220.808975219727,222.684356689453,222.012466430664,|,73.2031326293945,231.092391967773,233.143081665039,231.869735717773,230.045593261719,230.055389404297,|,227.054122924805,228.208511352539,225.020065307617,231.251708984375,225.332931518555,227.56462097168
19:47:30,|,62.4907684326172,234.398574829102,233.750457763672,231.759506225586,231.71955871582,231.260559082031,|,40.535587310791,227.716506958008,228.777877807617,225.607025146484,222.849853515625,228.011703491211,|,48.0359802246094,231.407073974609,229.629119873047,227.330764770508,228.184707641602,226.036758422852,|,74.8979415893555,230.012084960938,232.394561767578,231.785125732422,231.015853881836,229.998489379883,|,229.033905029297,229.029006958008,226.317504882813,232.692687988281,226.757339477539,229.437408447266
19:52:30,|,59.5710830688477,232.016403198242,231.010848999023,228.951187133789,228.669570922852,228.227752685547,|,38.5126037597656,225.177001953125,226.4794921875,222.858978271484,219.897918701172,225.262100219727,|,39.7537498474121,225.916870117188,225.285598754883,223.34797668457,225.228942871094,223.776092529297,|,73.3601455688477,230.741821289063,231.905319213867,232.537338256836,231.435668945313,228.659698486328,|,225.874267578125,228.133834838867,225.06282043457,228.313095092773,226.173767089844,226.902114868164
19:57:30,|,57.0621604919434,230.451568603516,230.649444580078,229.233535766602,229.231262207031,229.204345703125,|,42.4617233276367,229.684875488281,229.611724853516,225.583938598633,222.172073364258,225.516693115234,|,44.0977401733398,229.314193725586,226.760894775391,223.376876831055,225.206619262695,224.033081054688,|,78.6159973144531,233.728073120117,235.891876220703,236.673767089844,235.022338867188,232.161956787109,|,227.329116821289,231.656341552734,224.69140625,231.140960693359,225.439025878906,228.586120605469
20:02:30,|,61.1628150939941,233.133499145508,232.702270507813,230.300354003906,230.148544311523,230.637756347656,|,47.8189392089844,231.185211181641,230.318984985352,226.49658203125,222.776031494141,226.446655273438,|,44.4016227722168,229.600326538086,227.771179199219,224.167190551758,226.309143066406,222.927459716797,|,74.7092971801758,231.581985473633,233.211837768555,233.368347167969,232.530517578125,230.813430786133,|,228.073272705078,229.671279907227,224.903823852539,230.258224487305,225.357086181641,228.555648803711
20:07:30,|,55.2270317077637,228.468948364258,227.926025390625,226.370620727539,226.338714599609,226.349853515625,|,40.4186134338379,226.774566650391,227.825836181641,223.109146118164,219.190399169922,222.700622558594,|,38.1520614624023,225.227874755859,223.090423583984,225.217712402344,222.232925415039,219.818740844727,|,70.0118789672852,227.444534301758,229.860076904297,230.187454223633,228.53532409668,224.599975585938,|,224.787567138672,224.878631591797,221.181625366211,224.400680541992,221.087265014648,222.920227050781
20:12:30,|,59.1246566772461,229.943572998047,229.217315673828,226.772903442383,226.248779296875,224.19775390625,|,35.441162109375,222.465576171875,223.090621948242,219.244125366211,215.259994506836,218.268524169922,|,35.4953727722168,220.350936889648,219.908081054688,225.527053833008,219.996963500977,218.222412109375,|,55.8723297119141,223.474472045898,224.510528564453,224.15412902832,222.663482666016,221.422805786133,|,220.401870727539,220.800979614258,219.037689208984,223.288055419922,220.910278320313,221.05500793457
20:17:30,|,55.7711563110352,226.620727539063,226.566390991211,224.953689575195,225.045654296875,224.841995239258,|,38.8489723205566,222.985961914063,223.959259033203,220.322189331055,217.06999206543,221.75764465332,|,37.8253746032715,223.81379699707,222.60693359375,259.774536132813,223.62043762207,220.434234619141,|,57.1157073974609,221.22575378418,223.139572143555,223.348526000977,222.382797241211,220.804641723633,|,223.108184814453,219.839660644531,221.131820678711,222.128707885742,220.889755249023,220.413955688477
20:22:30,|,54.5039024353027,227.257095336914,226.489837646484,224.127838134766,224.096954345703,224.535980224609,|,38.6151847839355,224.627410888672,225.747497558594,222.776947021484,219.472213745117,223.020523071289,|,41.61328125,224.290451049805,223.074264526367,210.591491699219,223.72216796875,221.759307861328,|,58.4393424987793,222.108779907227,222.217163085938,222.074478149414,220.763778686523,220.459701538086,|,225.106246948242,219.309906005859,221.86360168457,221.78630065918,220.660415649414,221.854125976563
20:27:30,|,52.0573616027832,226.045593261719,225.987365722656,223.870422363281,224.164840698242,223.777984619141,|,35.7318077087402,221.498443603516,222.961959838867,219.399353027344,216.192520141602,220.804748535156,|,39.0739288330078,222.600738525391,220.920425415039,216.51350402832,220.922088623047,218.976593017578,|,56.3151588439941,223.992233276367,224.705383300781,224.874465942383,223.448806762695,221.413055419922,|,221.611999511719,220.702255249023,220.441802978516,222.452651977539,220.803298950195,220.252182006836
20:32:30,|,53.6506500244141,224.787551879883,223.921478271484,221.552505493164,222.428817749023,222.511154174805,|,33.6139488220215,219.861450195313,219.525817871094,217.969177246094,213.883346557617,217.529693603516,|,35.2289619445801,221.205963134766,220.272399902344,230.321334838867,219.319396972656,218.211822509766,|,52.4676170349121,217.012084960938,217.986236572266,217.925384521484,216.369567871094,215.118682861328,|,219.028610229492,213.930419921875,217.480072021484,219.303268432617,218.474304199219,218.51448059082
20:37:30,|,48.1385192871094,221.646896362305,221.754776000977,219.162216186523,219.332717895508,218.505355834961,|,33.867431640625,218.80061340332,219.731216430664,217.222274780273,214.463592529297,220.035095214844,|,37.1187286376953,223.008346557617,221.243682861328,220.930480957031,219.937255859375,217.553695678711,|,63.3013534545898,NaN,NaN,NaN,NaN,NaN,|,221.192001342773,NaN,218.57780456543,223.652008056641,217.705642700195,220.849807739258
20:42:30,|,47.295597076416,222.571243286133,221.83332824707,219.719985961914,219.940551757813,220.090942382813,|,30.6204700469971,216.632904052734,217.287689208984,215.131454467773,212.329483032227,217.967391967773,|,29.0851802825928,217.291580200195,216.691070556641,221.78498840332,218.072158813477,215.996063232422,|,57.5653495788574,NaN,NaN,NaN,NaN,NaN,|,218.141204833984,NaN,218.603652954102,222.517837524414,219.190902709961,220.27912902832
20:47:30,|,52.2561416625977,226.449996948242,224.807434082031,222.191024780273,222.606857299805,222.425811767578,|,43.4227333068848,227.906051635742,227.191696166992,224.087066650391,220.557495117188,224.089324951172,|,30.6348915100098,217.650741577148,217.772552490234,228.273483276367,216.949554443359,215.190063476563,|,70.1443786621094,NaN,NaN,NaN,NaN,NaN,|,225.636581420898,NaN,223.338272094727,224.820846557617,223.329162597656,222.873901367188
20:52:30,|,55.1217498779297,228.916625976563,225.888702392578,222.666473388672,222.743835449219,222.949890136719,|,41.3922882080078,225.051467895508,225.793914794922,222.770935058594,219.375671386719,223.284133911133,|,30.5684013366699,219.105209350586,217.762893676758,204.971069335938,218.796829223633,218.131881713867,|,67.8460693359375,NaN,NaN,NaN,NaN,NaN,|,225.003463745117,NaN,221.694778442383,224.132720947266,222.180572509766,224.042602539063
20:57:30,|,57.6718482971191,230.850555419922,228.225189208984,225.583755493164,225.259704589844,223.5771484375,|,41.2243614196777,224.324111938477,224.329513549805,221.135208129883,217.802780151367,222.463943481445,|,41.2742500305176,225.073043823242,222.358139038086,215.829360961914,222.152816772461,220.162414550781,|,68.0415725708008,NaN,NaN,NaN,NaN,NaN,|,224.258224487305,NaN,222.146255493164,223.080856323242,222.385070800781,222.429580688477
21:02:30,|,55.308048248291,228.603881835938,227.124038696289,224.427551269531,224.420791625977,224.555877685547,|,41.7603340148926,226.919738769531,226.994964599609,223.531173706055,220.507904052734,225.604019165039,|,31.489070892334,220.105484008789,218.886611938477,215.478088378906,220.245483398438,217.683074951172,|,72.5720062255859,NaN,NaN,NaN,NaN,NaN,|,226.766265869141,NaN,224.103744506836,225.525527954102,224.771713256836,222.507431030273
21:07:30,|,57.1632194519043,230.457443237305,228.857543945313,226.716415405273,226.670013427734,225.486190795898,|,38.9383087158203,224.10888671875,224.416961669922,221.059600830078,218.029800415039,222.855331420898,|,38.0257530212402,224.841567993164,222.251495361328,213.623291015625,221.23518371582,219.166412353516,|,72.3090438842773,NaN,NaN,NaN,NaN,NaN,|,224.187805175781,NaN,222.614059448242,233.871795654297,224.183471679688,232.710723876953
21:12:30,|,45.0293769836426,217.361968994141,216.820297241211,214.323867797852,215.211898803711,216.919296264648,|,31.5237846374512,217.016220092773,219.105850219727,216.019607543945,212.824569702148,218.022171020508,|,37.5782508850098,221.960235595703,220.245025634766,223.769104003906,219.233734130859,217.808792114258,|,79.9623031616211,NaN,NaN,NaN,NaN,NaN,|,219.452880859375,NaN,216.839324951172,226.691970825195,216.929595947266,224.560531616211
21:17:30,|,51.5600738525391,227.716186523438,226.573211669922,224.458877563477,224.260650634766,224.410003662109,|,37.5766639709473,221.694686889648,222.309921264648,219.331893920898,216.158447265625,220.019790649414,|,42.1392135620117,227.122146606445,224.434219360352,203.135238647461,221.833206176758,219.957260131836,|,70.0103454589844,NaN,NaN,NaN,NaN,NaN,|,221.964462280273,NaN,219.618301391602,225.832763671875,219.875518798828,223.400985717773
21:22:30,|,51.3145637512207,226.273620605469,224.916946411133,222.218765258789,222.002502441406,221.453887939453,|,39.4051856994629,222.147171020508,222.37744140625,219.24641418457,215.662933349609,220.533065795898,|,44.8718147277832,228.735885620117,224.229034423828,NaN,221.771713256836,220.122055053711,|,69.8196258544922,NaN,NaN,NaN,NaN,NaN,|,221.306228637695,NaN,221.198745727539,221.638076782227,222.054809570313,219.644271850586
21:27:30,|,53.4326324462891,226.742721557617,225.419769287109,223.364807128906,223.569931030273,222.193222045898,|,41.2607803344727,226.574371337891,226.604858398438,222.248031616211,219.136856079102,224.889526367188,|,30.2316513061523,217.918670654297,216.158676147461,224.223815917969,215.780044555664,215.014190673828,|,51.6258888244629,NaN,NaN,NaN,NaN,NaN,|,225.205169677734,NaN,224.109985351563,223.765258789063,223.831420898438,222.031051635742
21:32:30,|,51.348747253418,223.130798339844,221.762619018555,218.911331176758,219.076446533203,219.223205566406,|,42.6384506225586,223.794555664063,223.612350463867,219.473449707031,215.994903564453,220.634063720703,|,33.5149154663086,219.211349487305,218.432830810547,219.781387329102,218.962799072266,218.052581787109,|,67.5122222900391,NaN,NaN,NaN,NaN,NaN,|,221.761260986328,NaN,218.900634765625,223.095916748047,217.075225830078,219.97331237793
21:37:30,|,43.9397277832031,217.403930664063,216.399719238281,213.91438293457,214.426483154297,215.554229736328,|,29.6288948059082,215.706405639648,217.517501831055,214.743606567383,211.217544555664,214.859588623047,|,27.3369827270508,212.905181884766,212.449508666992,NaN,212.032150268555,210.48210144043,|,55.474666595459,NaN,NaN,NaN,NaN,NaN,|,216.517471313477,NaN,213.964859008789,218.171249389648,214.255020141602,216.445251464844
21:42:30,|,42.7520484924316,219.667724609375,220.574691772461,219.106292724609,219.92268371582,219.50830078125,|,36.6296615600586,221.133911132813,222.13916015625,219.235076904297,215.012084960938,219.094879150391,|,32.3527793884277,218.270080566406,217.873413085938,208.126678466797,217.870941162109,217.364837646484,|,44.5543327331543,NaN,NaN,NaN,NaN,NaN,|,220.459213256836,NaN,218.750762939453,220.876571655273,219.229446411133,221.014938354492
21:47:30,|,56.4941062927246,229.514099121094,228.445739746094,225.551071166992,225.47705078125,225.271255493164,|,35.7958831787109,221.9814453125,222.562286376953,219.656326293945,216.782424926758,221.46159362793,|,31.6602592468262,216.411636352539,215.985336303711,208.678421020508,216.568511962891,216.267974853516,|,50.8141899108887,NaN,NaN,NaN,NaN,NaN,|,222.713821411133,NaN,220.950942993164,219.842239379883,220.781646728516,218.775985717773
21:52:30,|,58.8295707702637,232.521942138672,231.721221923828,229.522521972656,229.180816650391,229.229568481445,|,44.6832809448242,228.205749511719,228.235198974609,225.047164916992,221.995941162109,226.580139160156,|,42.4491004943848,228.204849243164,227.080261230469,217.903259277344,226.84504699707,224.838088989258,|,71.1004638671875,NaN,NaN,NaN,NaN,NaN,|,228.242111206055,NaN,225.489303588867,229.330749511719,226.609603881836,227.884948730469
21:57:30,|,62.6176071166992,235.883483886719,234.811340332031,229.946044921875,229.612457275391,226.492523193359,|,52.574462890625,236.378570556641,236.058166503906,232.422973632813,229.647262573242,234.371170043945,|,49.1492500305176,232.802749633789,230.98811340332,221.770812988281,230.514358520508,228.972579956055,|,79.7120819091797,NaN,NaN,NaN,NaN,NaN,|,235.256546020508,NaN,233.132934570313,236.999725341797,233.327987670898,235.646026611328
22:02:30,|,64.0628280639648,238.259658813477,237.132064819336,NaN,NaN,NaN,|,48.829273223877,232.740951538086,233.706771850586,229.791244506836,227.265319824219,232.23908996582,|,46.0390930175781,230.582153320313,228.836715698242,228.360290527344,228.976318359375,229.045639038086,|,83.2235336303711,NaN,NaN,NaN,NaN,NaN,|,233.338256835938,NaN,231.008773803711,233.058990478516,230.78303527832,233.26350402832
22:07:30,|,66.0782470703125,239.310485839844,239.20573425293,NaN,NaN,NaN,|,54.1854515075684,237.300827026367,237.756774902344,232.976440429688,230.688598632813,235.316009521484,|,53.2757453918457,237.169876098633,235.566925048828,229.189682006836,234.531295776367,234.121322631836,|,79.7328186035156,NaN,NaN,NaN,NaN,NaN,|,236.173217773438,NaN,233.758392333984,236.718170166016,234.290252685547,234.395980834961
22:12:30,|,66.309326171875,237.481033325195,236.256912231445,NaN,NaN,NaN,|,49.3771553039551,235.346893310547,232.032104492188,230.579849243164,227.38639831543,231.846420288086,|,57.0849380493164,238.392974853516,235.762496948242,229.535888671875,233.503051757813,233.180511474609,|,80.7861557006836,NaN,NaN,NaN,NaN,NaN,|,232.947036743164,NaN,230.494735717773,235.501419067383,230.962783813477,233.934204101563
22:17:30,|,59.3006324768066,234.331085205078,233.81608581543,NaN,NaN,NaN,|,47.7141227722168,233.097930908203,234.205963134766,231.305221557617,229.015701293945,233.167709350586,|,45.2190704345703,229.486846923828,227.92741394043,225.164093017578,227.174102783203,226.815002441406,|,71.7588882446289,NaN,NaN,NaN,NaN,NaN,|,235.126602172852,NaN,231.263442993164,232.138656616211,231.663452148438,229.661544799805
22:22:30,|,54.8282432556152,228.772918701172,228.713226318359,NaN,NaN,NaN,|,46.8239784240723,232.134872436523,231.506088256836,227.811920166016,224.156066894531,227.68180847168,|,45.6573905944824,228.970947265625,226.599319458008,232.61799621582,225.176910400391,226.148651123047,|,64.1267395019531,NaN,NaN,NaN,NaN,NaN,|,229.380157470703,NaN,226.793060302734,226.372787475586,226.541717529297,226.006591796875
22:27:30,|,51.413745880127,225.436279296875,225.150726318359,NaN,NaN,NaN,|,37.2556343078613,223.277679443359,223.498886108398,220.548400878906,216.735763549805,220.264083862305,|,32.623893737793,221.63818359375,221.400573730469,235.965148925781,221.307220458984,221.622756958008,|,59.0955657958984,NaN,NaN,NaN,NaN,NaN,|,221.46435546875,NaN,219.815826416016,223.98876953125,220.215148925781,221.7490234375
22:32:30,|,48.1995620727539,221.813705444336,221.684097290039,NaN,NaN,NaN,|,43.4960174560547,228.295822143555,227.196975708008,223.256057739258,219.725555419922,223.729400634766,|,34.074031829834,221.1005859375,218.968048095703,224.577011108398,217.522735595703,216.646011352539,|,63.7145767211914,NaN,NaN,NaN,NaN,NaN,|,225.22819519043,NaN,222.145278930664,223.020034790039,221.703231811523,220.151718139648
22:37:30,|,51.9766807556152,227.132583618164,226.859909057617,NaN,NaN,NaN,|,45.7581443786621,228.766525268555,228.64208984375,225.736358642578,223.004760742188,228.694717407227,|,33.8128623962402,221.490585327148,221.008209228516,227.603225708008,220.435607910156,219.499801635742,|,75.6665649414063,NaN,NaN,NaN,NaN,NaN,|,229.413146972656,NaN,226.501602172852,230.355560302734,225.78059387207,226.980377197266
22:42:30,|,58.5847053527832,230.890823364258,230.405227661133,NaN,NaN,NaN,|,37.6683692932129,224.959716796875,225.989212036133,222.655410766602,219.284652709961,224.03466796875,|,44.7317085266113,230.109802246094,228.252334594727,231.524063110352,227.149261474609,225.186996459961,|,60.5355186462402,NaN,NaN,NaN,NaN,NaN,|,224.634048461914,NaN,223.174621582031,226.278945922852,224.083587646484,226.493286132813
22:47:30,|,45.6503143310547,221.264617919922,221.723922729492,NaN,NaN,NaN,|,37.536491394043,221.682830810547,222.192825317383,218.718063354492,215.821075439453,220.721237182617,|,37.095142364502,223.317443847656,222.241333007813,242.75651550293,222.537231445313,222.762802124023,|,55.113037109375,NaN,NaN,NaN,NaN,NaN,|,221.71533203125,NaN,221.154312133789,223.452575683594,221.880111694336,222.04931640625
22:52:30,|,49.2741355895996,222.758758544922,222.107055664063,NaN,NaN,NaN,|,40.2429962158203,224.770156860352,224.621353149414,221.683685302734,218.508331298828,223.265243530273,|,36.2169570922852,218.91764831543,217.046722412109,347.140625,218.015563964844,217.422378540039,|,38.5825958251953,NaN,NaN,NaN,NaN,NaN,|,224.914154052734,NaN,222.273483276367,223.769866943359,222.405014038086,222.330596923828
22:57:30,|,52.288501739502,225.189422607422,225.268112182617,NaN,NaN,NaN,|,NaN,219.252517700195,220.541107177734,NaN,NaN,NaN,|,30.3098545074463,218.551727294922,217.94303894043,214.94026184082,217.279052734375,217.001556396484,|,58.265625,NaN,NaN,NaN,NaN,NaN,|,NaN,NaN,215.78141784668,219.017303466797,216.629287719727,217.637649536133
23:02:30,|,56.7365608215332,231.219741821289,229.532836914063,NaN,NaN,NaN,|,NaN,227.288833618164,227.032821655273,NaN,NaN,NaN,|,32.0556373596191,219.614181518555,219.408828735352,217.217010498047,219.095794677734,217.897308349609,|,68.3853378295898,NaN,NaN,NaN,NaN,NaN,|,NaN,NaN,222.645660400391,225.897842407227,222.657440185547,224.134918212891
