,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5
10/29/2018,17:37:27,,17:37:27,,17:37:27,0.032,17:37:27,0.035,17:37:27,,17:37:27,,17:37:27,,17:37:27,0.013
10/29/2018,17:37:28,,17:37:28,,17:37:28,0.033,17:37:28,0.044,17:37:28,,17:37:28,,17:37:28,,17:37:28,0.013
10/29/2018,17:37:29,,17:37:29,,17:37:29,0.035,17:37:29,0.021,17:37:29,,17:37:29,,17:37:29,,17:37:29,0.015
10/29/2018,17:37:30,,17:37:30,,17:37:30,0.043,17:37:30,0.017,17:37:30,,17:37:30,,17:37:30,,17:37:30,0.015
10/29/2018,17:37:31,,17:37:31,,17:37:31,0.034,17:37:31,0.028,17:37:31,,17:37:31,,17:37:31,,17:37:31,0.011
10/29/2018,17:37:32,,17:37:32,,17:37:32,0.028,17:37:32,0.043,17:37:32,,17:37:32,,17:37:32,,17:37:32,0.012
10/29/2018,17:37:33,,17:37:33,,17:37:33,0.033,17:37:33,0.038,17:37:33,,17:37:33,,17:37:33,,17:37:33,0.013
10/29/2018,17:37:34,,17:37:34,,17:37:34,0.066,17:37:34,0.026,17:37:34,,17:37:34,,17:37:34,,17:37:34,0.012
10/29/2018,17:37:35,,17:37:35,,17:37:35,0.071,17:37:35,0.022,17:37:35,,17:37:35,,17:37:35,,17:37:35,0.011
10/29/2018,17:37:36,,17:37:36,,17:37:36,0.038,17:37:36,0.038,17:37:36,,17:37:36,,17:37:36,,17:37:36,0.012
10/29/2018,17:37:37,,17:37:37,,17:37:37,0.028,17:37:37,0.02,17:37:37,,17:37:37,,17:37:37,,17:37:37,0.012
10/29/2018,17:37:38,,17:37:38,,17:37:38,0.029,17:37:38,0.017,17:37:38,,17:37:38,,17:37:38,,17:37:38,0.011
10/29/2018,17:37:39,,17:37:39,,17:37:39,0.035,17:37:39,0.012,17:37:39,,17:37:39,,17:37:39,,17:37:39,0.011
10/29/2018,17:37:40,,17:37:40,,17:37:40,0.026,17:37:40,0.03,17:37:40,,17:37:40,,17:37:40,,17:37:40,0.012
10/29/2018,17:37:41,,17:37:41,,17:37:41,0.026,17:37:41,0.014,17:37:41,,17:37:41,,17:37:41,,17:37:41,0.012
10/29/2018,17:37:42,,17:37:42,,17:37:42,0.029,17:37:42,0.038,17:37:42,,17:37:42,,17:37:42,,17:37:42,0.012
10/29/2018,17:37:43,,17:37:43,,17:37:43,0.034,17:37:43,0.025,17:37:43,,17:37:43,,17:37:43,,17:37:43,0.012
10/29/2018,17:37:44,,17:37:44,,17:37:44,0.032,17:37:44,0.032,17:37:44,,17:37:44,,17:37:44,,17:37:44,0.012
10/29/2018,17:37:45,,17:37:45,,17:37:45,0.03,17:37:45,0.019,17:37:45,,17:37:45,,17:37:45,,17:37:45,0.013
10/29/2018,17:37:46,,17:37:46,,17:37:46,0.025,17:37:46,0.018,17:37:46,,17:37:46,,17:37:46,,17:37:46,0.013
10/29/2018,17:37:47,,17:37:47,,17:37:47,0.033,17:37:47,0.033,17:37:47,,17:37:47,,17:37:47,,17:37:47,0.012
10/29/2018,17:37:48,,17:37:48,,17:37:48,0.031,17:37:48,0.044,17:37:48,,17:37:48,,17:37:48,,17:37:48,0.011
10/29/2018,17:37:49,,17:37:49,,17:37:49,0.036,17:37:49,0.018,17:37:49,,17:37:49,,17:37:49,,17:37:49,0.015
10/29/2018,17:37:50,,17:37:50,,17:37:50,0.048,17:37:50,0.044,17:37:50,,17:37:50,,17:37:50,,17:37:50,0.012
10/29/2018,17:37:51,,17:37:51,,17:37:51,0.042,17:37:51,0.017,17:37:51,,17:37:51,,17:37:51,,17:37:51,0.014
10/29/2018,17:37:52,,17:37:52,,17:37:52,0.034,17:37:52,0.13,17:37:52,,17:37:52,,17:37:52,,17:37:52,0.013
10/29/2018,17:37:53,,17:37:53,,17:37:53,0.033,17:37:53,0.02,17:37:53,,17:37:53,,17:37:53,,17:37:53,0.012
10/29/2018,17:37:54,,17:37:54,,17:37:54,0.043,17:37:54,0.036,17:37:54,,17:37:54,,17:37:54,,17:37:54,0.011
10/29/2018,17:37:55,,17:37:55,,17:37:55,0.042,17:37:55,0.047,17:37:55,,17:37:55,,17:37:55,,17:37:55,0.012
10/29/2018,17:37:56,,17:37:56,,17:37:56,0.032,17:37:56,0.05,17:37:56,,17:37:56,,17:37:56,,17:37:56,0.013
10/29/2018,17:37:57,,17:37:57,,17:37:57,0.04,17:37:57,0.025,17:37:57,,17:37:57,,17:37:57,,17:37:57,0.012
10/29/2018,17:37:58,,17:37:58,,17:37:58,0.04,17:37:58,0.026,17:37:58,,17:37:58,,17:37:58,,17:37:58,0.013
10/29/2018,17:37:59,,17:37:59,,17:37:59,0.044,17:37:59,0.034,17:37:59,,17:37:59,,17:37:59,,17:37:59,0.014
10/29/2018,17:38:00,,17:38:00,,17:38:00,0.049,17:38:00,0.034,17:38:00,,17:38:00,,17:38:00,,17:38:00,0.015
10/29/2018,17:38:01,,17:38:01,,17:38:01,0.042,17:38:01,0.028,17:38:01,,17:38:01,,17:38:01,,17:38:01,0.014
10/29/2018,17:38:02,,17:38:02,,17:38:02,0.032,17:38:02,0.019,17:38:02,,17:38:02,,17:38:02,,17:38:02,0.013
10/29/2018,17:38:03,,17:38:03,,17:38:03,0.034,17:38:03,0.021,17:38:03,,17:38:03,,17:38:03,,17:38:03,0.012
10/29/2018,17:38:04,,17:38:04,,17:38:04,0.094,17:38:04,0.017,17:38:04,,17:38:04,,17:38:04,,17:38:04,0.012
10/29/2018,17:38:05,,17:38:05,,17:38:05,0.107,17:38:05,0.024,17:38:05,,17:38:05,,17:38:05,,17:38:05,0.012
10/29/2018,17:38:06,,17:38:06,,17:38:06,0.042,17:38:06,0.127,17:38:06,,17:38:06,,17:38:06,,17:38:06,0.011
10/29/2018,17:38:07,,17:38:07,,17:38:07,0.04,17:38:07,0.026,17:38:07,,17:38:07,,17:38:07,,17:38:07,0.011
10/29/2018,17:38:08,,17:38:08,,17:38:08,0.036,17:38:08,0.059,17:38:08,,17:38:08,,17:38:08,,17:38:08,0.013
10/29/2018,17:38:09,,17:38:09,,17:38:09,0.034,17:38:09,0.043,17:38:09,,17:38:09,,17:38:09,,17:38:09,0.014
10/29/2018,17:38:10,,17:38:10,,17:38:10,0.055,17:38:10,0.027,17:38:10,,17:38:10,,17:38:10,,17:38:10,0.015
10/29/2018,17:38:11,,17:38:11,,17:38:11,0.066,17:38:11,0.014,17:38:11,,17:38:11,,17:38:11,,17:38:11,0.014
10/29/2018,17:38:12,,17:38:12,,17:38:12,0.042,17:38:12,0.01,17:38:12,,17:38:12,,17:38:12,,17:38:12,0.011
10/29/2018,17:38:13,,17:38:13,,17:38:13,0.044,17:38:13,0.022,17:38:13,,17:38:13,,17:38:13,,17:38:13,0.012
10/29/2018,17:38:14,,17:38:14,,17:38:14,0.044,17:38:14,0.028,17:38:14,,17:38:14,,17:38:14,,17:38:14,0.015
10/29/2018,17:38:15,,17:38:15,,17:38:15,0.083,17:38:15,0.105,17:38:15,,17:38:15,,17:38:15,,17:38:15,0.014
10/29/2018,17:38:16,,17:38:16,,17:38:16,0.085,17:38:16,0.065,17:38:16,,17:38:16,,17:38:16,,17:38:16,0.013
10/29/2018,17:38:17,,17:38:17,,17:38:17,0.044,17:38:17,0.022,17:38:17,,17:38:17,,17:38:17,,17:38:17,0.011
10/29/2018,17:38:18,,17:38:18,,17:38:18,0.043,17:38:18,0.032,17:38:18,,17:38:18,,17:38:18,,17:38:18,0.01
10/29/2018,17:38:19,,17:38:19,,17:38:19,0.038,17:38:19,0.016,17:38:19,,17:38:19,,17:38:19,,17:38:19,0.011
10/29/2018,17:38:20,,17:38:20,,17:38:20,0.045,17:38:20,0.017,17:38:20,,17:38:20,,17:38:20,,17:38:20,0.011
10/29/2018,17:38:21,,17:38:21,,17:38:21,0.045,17:38:21,0.024,17:38:21,,17:38:21,,17:38:21,,17:38:21,0.012
10/29/2018,17:38:22,,17:38:22,,17:38:22,0.042,17:38:22,0.016,17:38:22,,17:38:22,,17:38:22,,17:38:22,0.013
10/29/2018,17:38:23,,17:38:23,,17:38:23,0.047,17:38:23,0.018,17:38:23,,17:38:23,,17:38:23,,17:38:23,0.013
10/29/2018,17:38:24,,17:38:24,,17:38:24,0.044,17:38:24,0.029,17:38:24,,17:38:24,,17:38:24,,17:38:24,0.013
10/29/2018,17:38:25,,17:38:25,,17:38:25,0.032,17:38:25,0.041,17:38:25,,17:38:25,,17:38:25,,17:38:25,0.012
10/29/2018,17:38:26,,17:38:26,,17:38:26,0.047,17:38:26,0.015,17:38:26,,17:38:26,,17:38:26,,17:38:26,0.015
10/29/2018,17:38:27,,17:38:27,,17:38:27,0.056,17:38:27,0.047,17:38:27,,17:38:27,,17:38:27,,17:38:27,0.014
10/29/2018,17:38:28,,17:38:28,,17:38:28,0.04,17:38:28,0.03,17:38:28,,17:38:28,,17:38:28,,17:38:28,0.013
10/29/2018,17:38:29,,17:38:29,,17:38:29,0.037,17:38:29,0.057,17:38:29,,17:38:29,,17:38:29,,17:38:29,0.013
10/29/2018,17:38:30,,17:38:30,,17:38:30,0.031,17:38:30,0.017,17:38:30,,17:38:30,,17:38:30,,17:38:30,0.012
10/29/2018,17:38:31,,17:38:31,,17:38:31,0.034,17:38:31,0.032,17:38:31,,17:38:31,,17:38:31,,17:38:31,0.012
10/29/2018,17:38:32,,17:38:32,,17:38:32,0.03,17:38:32,0.028,17:38:32,,17:38:32,,17:38:32,,17:38:32,0.011
10/29/2018,17:38:33,,17:38:33,,17:38:33,0.027,17:38:33,0.012,17:38:33,,17:38:33,,17:38:33,,17:38:33,0.012
10/29/2018,17:38:34,,17:38:34,,17:38:34,0.036,17:38:34,0.017,17:38:34,,17:38:34,,17:38:34,,17:38:34,0.015
10/29/2018,17:38:35,,17:38:35,,17:38:35,0.034,17:38:35,0.028,17:38:35,,17:38:35,,17:38:35,,17:38:35,0.015
10/29/2018,17:38:36,,17:38:36,,17:38:36,0.038,17:38:36,0.016,17:38:36,,17:38:36,,17:38:36,,17:38:36,0.014
10/29/2018,17:38:37,,17:38:37,,17:38:37,0.038,17:38:37,0.016,17:38:37,,17:38:37,,17:38:37,,17:38:37,0.014
10/29/2018,17:38:38,,17:38:38,,17:38:38,0.038,17:38:38,0.027,17:38:38,,17:38:38,,17:38:38,,17:38:38,0.012
10/29/2018,17:38:39,,17:38:39,,17:38:39,0.046,17:38:39,0.04,17:38:39,,17:38:39,,17:38:39,,17:38:39,0.013
10/29/2018,17:38:40,,17:38:40,,17:38:40,0.039,17:38:40,0.081,17:38:40,,17:38:40,,17:38:40,,17:38:40,0.012
10/29/2018,17:38:41,,17:38:41,,17:38:41,0.033,17:38:41,0.041,17:38:41,,17:38:41,,17:38:41,,17:38:41,0.011
10/29/2018,17:38:42,,17:38:42,,17:38:42,0.033,17:38:42,0.064,17:38:42,,17:38:42,,17:38:42,,17:38:42,0.012
10/29/2018,17:38:43,,17:38:43,,17:38:43,0.039,17:38:43,0.066,17:38:43,,17:38:43,,17:38:43,,17:38:43,0.012
10/29/2018,17:38:44,,17:38:44,,17:38:44,0.038,17:38:44,0.043,17:38:44,,17:38:44,,17:38:44,,17:38:44,0.011
10/29/2018,17:38:45,,17:38:45,,17:38:45,0.032,17:38:45,0.03,17:38:45,,17:38:45,,17:38:45,,17:38:45,0.014
10/29/2018,17:38:46,,17:38:46,,17:38:46,0.04,17:38:46,0.015,17:38:46,,17:38:46,,17:38:46,,17:38:46,0.014
10/29/2018,17:38:47,,17:38:47,,17:38:47,0.042,17:38:47,0.045,17:38:47,,17:38:47,,17:38:47,,17:38:47,0.014
10/29/2018,17:38:48,,17:38:48,,17:38:48,0.042,17:38:48,0.028,17:38:48,,17:38:48,,17:38:48,,17:38:48,0.013
10/29/2018,17:38:49,,17:38:49,,17:38:49,0.043,17:38:49,0.018,17:38:49,,17:38:49,,17:38:49,,17:38:49,0.014
10/29/2018,17:38:50,,17:38:50,,17:38:50,0.051,17:38:50,0.015,17:38:50,,17:38:50,,17:38:50,,17:38:50,0.012
10/29/2018,17:38:51,,17:38:51,,17:38:51,0.044,17:38:51,0.027,17:38:51,,17:38:51,,17:38:51,,17:38:51,0.012
10/29/2018,17:38:52,,17:38:52,,17:38:52,0.038,17:38:52,0.051,17:38:52,,17:38:52,,17:38:52,,17:38:52,0.012
10/29/2018,17:38:53,,17:38:53,,17:38:53,0.033,17:38:53,0.029,17:38:53,,17:38:53,,17:38:53,,17:38:53,0.012
10/29/2018,17:38:54,,17:38:54,,17:38:54,0.028,17:38:54,0.025,17:38:54,,17:38:54,,17:38:54,,17:38:54,0.012
10/29/2018,17:38:55,,17:38:55,,17:38:55,0.036,17:38:55,0.048,17:38:55,,17:38:55,,17:38:55,,17:38:55,0.013
10/29/2018,17:38:56,,17:38:56,,17:38:56,0.038,17:38:56,0.024,17:38:56,,17:38:56,,17:38:56,,17:38:56,0.014
10/29/2018,17:38:57,,17:38:57,,17:38:57,0.04,17:38:57,0.021,17:38:57,,17:38:57,,17:38:57,,17:38:57,0.014
10/29/2018,17:38:58,,17:38:58,,17:38:58,0.045,17:38:58,0.019,17:38:58,,17:38:58,,17:38:58,,17:38:58,0.012
10/29/2018,17:38:59,,17:38:59,,17:38:59,0.033,17:38:59,0.032,17:38:59,,17:38:59,,17:38:59,,17:38:59,0.014
10/29/2018,17:39:00,,17:39:00,,17:39:00,0.037,17:39:00,0.047,17:39:00,,17:39:00,,17:39:00,,17:39:00,0.015
10/29/2018,17:39:01,,17:39:01,,17:39:01,0.059,17:39:01,0.057,17:39:01,,17:39:01,,17:39:01,,17:39:01,0.013
10/29/2018,17:39:02,,17:39:02,,17:39:02,0.04,17:39:02,0.014,17:39:02,,17:39:02,,17:39:02,,17:39:02,0.011
10/29/2018,17:39:03,,17:39:03,,17:39:03,0.047,17:39:03,0.046,17:39:03,,17:39:03,,17:39:03,,17:39:03,0.013
10/29/2018,17:39:04,,17:39:04,,17:39:04,0.053,17:39:04,0.22,17:39:04,,17:39:04,,17:39:04,,17:39:04,0.012
10/29/2018,17:39:05,,17:39:05,,17:39:05,0.032,17:39:05,0.031,17:39:05,,17:39:05,,17:39:05,,17:39:05,0.013
10/29/2018,17:39:06,,17:39:06,,17:39:06,0.038,17:39:06,0.046,17:39:06,,17:39:06,,17:39:06,,17:39:06,0.012
10/29/2018,17:39:07,,17:39:07,,17:39:07,0.029,17:39:07,0.017,17:39:07,,17:39:07,,17:39:07,,17:39:07,0.012
10/29/2018,17:39:08,,17:39:08,,17:39:08,0.029,17:39:08,0.037,17:39:08,,17:39:08,,17:39:08,,17:39:08,0.01
10/29/2018,17:39:09,,17:39:09,,17:39:09,0.038,17:39:09,0.053,17:39:09,,17:39:09,,17:39:09,,17:39:09,0.011
10/29/2018,17:39:10,,17:39:10,,17:39:10,0.039,17:39:10,0.024,17:39:10,,17:39:10,,17:39:10,,17:39:10,0.012
10/29/2018,17:39:11,,17:39:11,,17:39:11,0.035,17:39:11,0.015,17:39:11,,17:39:11,,17:39:11,,17:39:11,0.01
10/29/2018,17:39:12,,17:39:12,,17:39:12,0.037,17:39:12,0.036,17:39:12,,17:39:12,,17:39:12,,17:39:12,0.012
10/29/2018,17:39:13,,17:39:13,,17:39:13,0.034,17:39:13,0.049,17:39:13,,17:39:13,,17:39:13,,17:39:13,0.013
10/29/2018,17:39:14,,17:39:14,,17:39:14,0.046,17:39:14,0.018,17:39:14,,17:39:14,,17:39:14,,17:39:14,0.013
10/29/2018,17:39:15,,17:39:15,,17:39:15,0.043,17:39:15,0.064,17:39:15,,17:39:15,,17:39:15,,17:39:15,0.014
10/29/2018,17:39:16,,17:39:16,,17:39:16,0.049,17:39:16,0.03,17:39:16,,17:39:16,,17:39:16,,17:39:16,0.014
10/29/2018,17:39:17,,17:39:17,,17:39:17,0.054,17:39:17,0.045,17:39:17,,17:39:17,,17:39:17,,17:39:17,0.018
10/29/2018,17:39:18,,17:39:18,,17:39:18,0.041,17:39:18,0.031,17:39:18,,17:39:18,,17:39:18,,17:39:18,0.015
10/29/2018,17:39:19,,17:39:19,,17:39:19,0.048,17:39:19,0.044,17:39:19,,17:39:19,,17:39:19,,17:39:19,0.01
10/29/2018,17:39:20,,17:39:20,,17:39:20,0.04,17:39:20,0.064,17:39:20,,17:39:20,,17:39:20,,17:39:20,0.012
10/29/2018,17:39:21,,17:39:21,,17:39:21,0.045,17:39:21,0.028,17:39:21,,17:39:21,,17:39:21,,17:39:21,0.012
10/29/2018,17:39:22,,17:39:22,,17:39:22,0.06,17:39:22,0.019,17:39:22,,17:39:22,,17:39:22,,17:39:22,0.012
10/29/2018,17:39:23,,17:39:23,,17:39:23,0.045,17:39:23,0.039,17:39:23,,17:39:23,,17:39:23,,17:39:23,0.011
10/29/2018,17:39:24,,17:39:24,,17:39:24,0.036,17:39:24,0.017,17:39:24,,17:39:24,,17:39:24,,17:39:24,0.012
10/29/2018,17:39:25,,17:39:25,,17:39:25,0.031,17:39:25,0.024,17:39:25,,17:39:25,,17:39:25,,17:39:25,0.01
10/29/2018,17:39:26,,17:39:26,,17:39:26,0.032,17:39:26,0.021,17:39:26,,17:39:26,,17:39:26,,17:39:26,0.011
10/29/2018,17:39:27,,17:39:27,,17:39:27,0.033,17:39:27,0.054,17:39:27,,17:39:27,,17:39:27,,17:39:27,0.013
10/29/2018,17:39:28,,17:39:28,,17:39:28,0.034,17:39:28,0.02,17:39:28,,17:39:28,,17:39:28,,17:39:28,0.014
