,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5
10/15/2018,22:07:28,,22:07:28,,22:07:28,,22:07:28,,22:07:28,,22:07:28,,22:07:28,,22:07:28,0.005
10/15/2018,22:07:29,,22:07:29,,22:07:29,,22:07:29,,22:07:29,,22:07:29,,22:07:29,,22:07:29,0.009
10/15/2018,22:07:30,,22:07:30,,22:07:30,,22:07:30,,22:07:30,,22:07:30,,22:07:30,,22:07:30,0.011
10/15/2018,22:07:31,,22:07:31,,22:07:31,,22:07:31,,22:07:31,,22:07:31,,22:07:31,,22:07:31,0.01
10/15/2018,22:07:32,,22:07:32,,22:07:32,,22:07:32,,22:07:32,,22:07:32,,22:07:32,,22:07:32,0.011
10/15/2018,22:07:33,,22:07:33,,22:07:33,,22:07:33,,22:07:33,,22:07:33,,22:07:33,,22:07:33,0.011
10/15/2018,22:07:34,,22:07:34,,22:07:34,,22:07:34,,22:07:34,,22:07:34,,22:07:34,,22:07:34,0.01
10/15/2018,22:07:35,,22:07:35,,22:07:35,,22:07:35,,22:07:35,,22:07:35,,22:07:35,,22:07:35,0.011
10/15/2018,22:07:36,,22:07:36,,22:07:36,,22:07:36,,22:07:36,,22:07:36,,22:07:36,,22:07:36,0.011
10/15/2018,22:07:37,,22:07:37,,22:07:37,,22:07:37,,22:07:37,,22:07:37,,22:07:37,,22:07:37,0.011
10/15/2018,22:07:38,,22:07:38,,22:07:38,,22:07:38,,22:07:38,,22:07:38,,22:07:38,,22:07:38,0.011
10/15/2018,22:07:39,,22:07:39,,22:07:39,,22:07:39,,22:07:39,,22:07:39,,22:07:39,,22:07:39,0.01
10/15/2018,22:07:40,,22:07:40,,22:07:40,,22:07:40,,22:07:40,,22:07:40,,22:07:40,,22:07:40,0.011
10/15/2018,22:07:41,,22:07:41,,22:07:41,,22:07:41,,22:07:41,,22:07:41,,22:07:41,,22:07:41,0.01
10/15/2018,22:07:42,,22:07:42,,22:07:42,,22:07:42,,22:07:42,,22:07:42,,22:07:42,,22:07:42,0.01
10/15/2018,22:07:43,,22:07:43,,22:07:43,,22:07:43,,22:07:43,,22:07:43,,22:07:43,,22:07:43,0.01
10/15/2018,22:07:44,,22:07:44,,22:07:44,,22:07:44,,22:07:44,,22:07:44,,22:07:44,,22:07:44,0.012
10/15/2018,22:07:45,,22:07:45,,22:07:45,,22:07:45,,22:07:45,,22:07:45,,22:07:45,,22:07:45,0.012
10/15/2018,22:07:46,,22:07:46,,22:07:46,,22:07:46,,22:07:46,,22:07:46,,22:07:46,,22:07:46,0.012
10/15/2018,22:07:47,,22:07:47,,22:07:47,,22:07:47,,22:07:47,,22:07:47,,22:07:47,,22:07:47,0.012
10/15/2018,22:07:48,,22:07:48,,22:07:48,,22:07:48,,22:07:48,,22:07:48,,22:07:48,,22:07:48,0.011
10/15/2018,22:07:49,,22:07:49,,22:07:49,,22:07:49,,22:07:49,,22:07:49,,22:07:49,,22:07:49,0.011
10/15/2018,22:07:50,,22:07:50,,22:07:50,,22:07:50,,22:07:50,,22:07:50,,22:07:50,,22:07:50,0.011
10/15/2018,22:07:51,,22:07:51,,22:07:51,,22:07:51,,22:07:51,,22:07:51,,22:07:51,,22:07:51,0.011
10/15/2018,22:07:52,,22:07:52,,22:07:52,,22:07:52,,22:07:52,,22:07:52,,22:07:52,,22:07:52,0.009
10/15/2018,22:07:53,,22:07:53,,22:07:53,,22:07:53,,22:07:53,,22:07:53,,22:07:53,,22:07:53,0.01
10/15/2018,22:07:54,,22:07:54,,22:07:54,,22:07:54,,22:07:54,,22:07:54,,22:07:54,,22:07:54,0.01
10/15/2018,22:07:55,,22:07:55,,22:07:55,,22:07:55,,22:07:55,,22:07:55,,22:07:55,,22:07:55,0.01
10/15/2018,22:07:56,,22:07:56,,22:07:56,,22:07:56,,22:07:56,,22:07:56,,22:07:56,,22:07:56,0.01
10/15/2018,22:07:57,,22:07:57,,22:07:57,,22:07:57,,22:07:57,,22:07:57,,22:07:57,,22:07:57,0.01
10/15/2018,22:07:58,,22:07:58,,22:07:58,,22:07:58,,22:07:58,,22:07:58,,22:07:58,,22:07:58,0.009
10/15/2018,22:07:59,,22:07:59,,22:07:59,,22:07:59,,22:07:59,,22:07:59,,22:07:59,,22:07:59,0.01
10/15/2018,22:08:00,,22:08:00,,22:08:00,,22:08:00,,22:08:00,,22:08:00,,22:08:00,,22:08:00,0.01
10/15/2018,22:08:01,,22:08:01,,22:08:01,,22:08:01,,22:08:01,,22:08:01,,22:08:01,,22:08:01,0.01
10/15/2018,22:08:02,,22:08:02,,22:08:02,,22:08:02,,22:08:02,,22:08:02,,22:08:02,,22:08:02,0.011
10/15/2018,22:08:03,,22:08:03,,22:08:03,,22:08:03,,22:08:03,,22:08:03,,22:08:03,,22:08:03,0.01
10/15/2018,22:08:04,,22:08:04,,22:08:04,,22:08:04,,22:08:04,,22:08:04,,22:08:04,,22:08:04,0.011
10/15/2018,22:08:05,,22:08:05,,22:08:05,,22:08:05,,22:08:05,,22:08:05,,22:08:05,,22:08:05,0.01
10/15/2018,22:08:06,,22:08:06,,22:08:06,,22:08:06,,22:08:06,,22:08:06,,22:08:06,,22:08:06,0.009
10/15/2018,22:08:07,,22:08:07,,22:08:07,,22:08:07,,22:08:07,,22:08:07,,22:08:07,,22:08:07,0.009
10/15/2018,22:08:08,,22:08:08,,22:08:08,,22:08:08,,22:08:08,,22:08:08,,22:08:08,,22:08:08,0.01
10/15/2018,22:08:09,,22:08:09,,22:08:09,,22:08:09,,22:08:09,,22:08:09,,22:08:09,,22:08:09,0.011
10/15/2018,22:08:10,,22:08:10,,22:08:10,,22:08:10,,22:08:10,,22:08:10,,22:08:10,,22:08:10,0.009
10/15/2018,22:08:11,,22:08:11,,22:08:11,,22:08:11,,22:08:11,,22:08:11,,22:08:11,,22:08:11,0.012
10/15/2018,22:08:12,,22:08:12,,22:08:12,,22:08:12,,22:08:12,,22:08:12,,22:08:12,,22:08:12,0.012
10/15/2018,22:08:13,,22:08:13,,22:08:13,,22:08:13,,22:08:13,,22:08:13,,22:08:13,,22:08:13,0.01
10/15/2018,22:08:14,,22:08:14,,22:08:14,,22:08:14,,22:08:14,,22:08:14,,22:08:14,,22:08:14,0.01
10/15/2018,22:08:15,,22:08:15,,22:08:15,,22:08:15,,22:08:15,,22:08:15,,22:08:15,,22:08:15,0.011
10/15/2018,22:08:16,,22:08:16,,22:08:16,,22:08:16,,22:08:16,,22:08:16,,22:08:16,,22:08:16,0.011
10/15/2018,22:08:17,,22:08:17,,22:08:17,,22:08:17,,22:08:17,,22:08:17,,22:08:17,,22:08:17,0.01
10/15/2018,22:08:18,,22:08:18,,22:08:18,,22:08:18,,22:08:18,,22:08:18,,22:08:18,,22:08:18,0.009
10/15/2018,22:08:19,,22:08:19,,22:08:19,,22:08:19,,22:08:19,,22:08:19,,22:08:19,,22:08:19,0.009
10/15/2018,22:08:20,,22:08:20,,22:08:20,,22:08:20,,22:08:20,,22:08:20,,22:08:20,,22:08:20,0.01
10/15/2018,22:08:21,,22:08:21,,22:08:21,,22:08:21,,22:08:21,,22:08:21,,22:08:21,,22:08:21,0.009
10/15/2018,22:08:22,,22:08:22,,22:08:22,,22:08:22,,22:08:22,,22:08:22,,22:08:22,,22:08:22,0.011
10/15/2018,22:08:23,,22:08:23,,22:08:23,,22:08:23,,22:08:23,,22:08:23,,22:08:23,,22:08:23,0.011
10/15/2018,22:08:24,,22:08:24,,22:08:24,,22:08:24,,22:08:24,,22:08:24,,22:08:24,,22:08:24,0.011
10/15/2018,22:08:25,,22:08:25,,22:08:25,,22:08:25,,22:08:25,,22:08:25,,22:08:25,,22:08:25,0.009
10/15/2018,22:08:26,,22:08:26,,22:08:26,,22:08:26,,22:08:26,,22:08:26,,22:08:26,,22:08:26,0.01
10/15/2018,22:08:27,,22:08:27,,22:08:27,,22:08:27,,22:08:27,,22:08:27,,22:08:27,,22:08:27,0.01
10/15/2018,22:08:28,,22:08:28,,22:08:28,,22:08:28,,22:08:28,,22:08:28,,22:08:28,,22:08:28,0.01
10/15/2018,22:08:29,,22:08:29,,22:08:29,,22:08:29,,22:08:29,,22:08:29,,22:08:29,,22:08:29,0.009
10/15/2018,22:08:30,,22:08:30,,22:08:30,,22:08:30,,22:08:30,,22:08:30,,22:08:30,,22:08:30,0.009
10/15/2018,22:08:31,,22:08:31,,22:08:31,,22:08:31,,22:08:31,,22:08:31,,22:08:31,,22:08:31,0.01
10/15/2018,22:08:32,,22:08:32,,22:08:32,,22:08:32,,22:08:32,,22:08:32,,22:08:32,,22:08:32,0.009
10/15/2018,22:08:33,,22:08:33,,22:08:33,,22:08:33,,22:08:33,,22:08:33,,22:08:33,,22:08:33,0.01
10/15/2018,22:08:34,,22:08:34,,22:08:34,,22:08:34,,22:08:34,,22:08:34,,22:08:34,,22:08:34,0.012
10/15/2018,22:08:35,,22:08:35,,22:08:35,,22:08:35,,22:08:35,,22:08:35,,22:08:35,,22:08:35,0.012
10/15/2018,22:08:36,,22:08:36,,22:08:36,,22:08:36,,22:08:36,,22:08:36,,22:08:36,,22:08:36,0.011
10/15/2018,22:08:37,,22:08:37,,22:08:37,,22:08:37,,22:08:37,,22:08:37,,22:08:37,,22:08:37,0.011
10/15/2018,22:08:38,,22:08:38,,22:08:38,,22:08:38,,22:08:38,,22:08:38,,22:08:38,,22:08:38,0.01
10/15/2018,22:08:39,,22:08:39,,22:08:39,,22:08:39,,22:08:39,,22:08:39,,22:08:39,,22:08:39,0.01
10/15/2018,22:08:40,,22:08:40,,22:08:40,,22:08:40,,22:08:40,,22:08:40,,22:08:40,,22:08:40,0.01
10/15/2018,22:08:41,,22:08:41,,22:08:41,,22:08:41,,22:08:41,,22:08:41,,22:08:41,,22:08:41,0.01
10/15/2018,22:08:42,,22:08:42,,22:08:42,,22:08:42,,22:08:42,,22:08:42,,22:08:42,,22:08:42,0.009
10/15/2018,22:08:43,,22:08:43,,22:08:43,,22:08:43,,22:08:43,,22:08:43,,22:08:43,,22:08:43,0.01
10/15/2018,22:08:44,,22:08:44,,22:08:44,,22:08:44,,22:08:44,,22:08:44,,22:08:44,,22:08:44,0.011
10/15/2018,22:08:45,,22:08:45,,22:08:45,,22:08:45,,22:08:45,,22:08:45,,22:08:45,,22:08:45,0.011
10/15/2018,22:08:46,,22:08:46,,22:08:46,,22:08:46,,22:08:46,,22:08:46,,22:08:46,,22:08:46,0.01
10/15/2018,22:08:47,,22:08:47,,22:08:47,,22:08:47,,22:08:47,,22:08:47,,22:08:47,,22:08:47,0.011
10/15/2018,22:08:48,,22:08:48,,22:08:48,,22:08:48,,22:08:48,,22:08:48,,22:08:48,,22:08:48,0.01
10/15/2018,22:08:49,,22:08:49,,22:08:49,,22:08:49,,22:08:49,,22:08:49,,22:08:49,,22:08:49,0.01
10/15/2018,22:08:50,,22:08:50,,22:08:50,,22:08:50,,22:08:50,,22:08:50,,22:08:50,,22:08:50,0.01
10/15/2018,22:08:51,,22:08:51,,22:08:51,,22:08:51,,22:08:51,,22:08:51,,22:08:51,,22:08:51,0.009
10/15/2018,22:08:52,,22:08:52,,22:08:52,,22:08:52,,22:08:52,,22:08:52,,22:08:52,,22:08:52,0.009
10/15/2018,22:08:53,,22:08:53,,22:08:53,,22:08:53,,22:08:53,,22:08:53,,22:08:53,,22:08:53,0.01
10/15/2018,22:08:54,,22:08:54,,22:08:54,,22:08:54,,22:08:54,,22:08:54,,22:08:54,,22:08:54,0.01
10/15/2018,22:08:55,,22:08:55,,22:08:55,,22:08:55,,22:08:55,,22:08:55,,22:08:55,,22:08:55,0.009
10/15/2018,22:08:56,,22:08:56,,22:08:56,,22:08:56,,22:08:56,,22:08:56,,22:08:56,,22:08:56,0.009
10/15/2018,22:08:57,,22:08:57,,22:08:57,,22:08:57,,22:08:57,,22:08:57,,22:08:57,,22:08:57,0.009
10/15/2018,22:08:58,,22:08:58,,22:08:58,,22:08:58,,22:08:58,,22:08:58,,22:08:58,,22:08:58,0.01
10/15/2018,22:08:59,,22:08:59,,22:08:59,,22:08:59,,22:08:59,,22:08:59,,22:08:59,,22:08:59,0.01
10/15/2018,22:09:00,,22:09:00,,22:09:00,,22:09:00,,22:09:00,,22:09:00,,22:09:00,,22:09:00,0.011
10/15/2018,22:09:01,,22:09:01,,22:09:01,,22:09:01,,22:09:01,,22:09:01,,22:09:01,,22:09:01,0.011
10/15/2018,22:09:02,,22:09:02,,22:09:02,,22:09:02,,22:09:02,,22:09:02,,22:09:02,,22:09:02,0.011
10/15/2018,22:09:03,,22:09:03,,22:09:03,,22:09:03,,22:09:03,,22:09:03,,22:09:03,,22:09:03,0.011
10/15/2018,22:09:04,,22:09:04,,22:09:04,,22:09:04,,22:09:04,,22:09:04,,22:09:04,,22:09:04,0.01
10/15/2018,22:09:05,,22:09:05,,22:09:05,,22:09:05,,22:09:05,,22:09:05,,22:09:05,,22:09:05,0.009
10/15/2018,22:09:06,,22:09:06,,22:09:06,,22:09:06,,22:09:06,,22:09:06,,22:09:06,,22:09:06,0.009
10/15/2018,22:09:07,,22:09:07,,22:09:07,,22:09:07,,22:09:07,,22:09:07,,22:09:07,,22:09:07,0.01
10/15/2018,22:09:08,,22:09:08,,22:09:08,,22:09:08,,22:09:08,,22:09:08,,22:09:08,,22:09:08,0.011
10/15/2018,22:09:09,,22:09:09,,22:09:09,,22:09:09,,22:09:09,,22:09:09,,22:09:09,,22:09:09,0.011
10/15/2018,22:09:10,,22:09:10,,22:09:10,,22:09:10,,22:09:10,,22:09:10,,22:09:10,,22:09:10,0.011
10/15/2018,22:09:11,,22:09:11,,22:09:11,,22:09:11,,22:09:11,,22:09:11,,22:09:11,,22:09:11,0.011
10/15/2018,22:09:12,,22:09:12,,22:09:12,,22:09:12,,22:09:12,,22:09:12,,22:09:12,,22:09:12,0.011
10/15/2018,22:09:13,,22:09:13,,22:09:13,,22:09:13,,22:09:13,,22:09:13,,22:09:13,,22:09:13,0.011
10/15/2018,22:09:14,,22:09:14,,22:09:14,,22:09:14,,22:09:14,,22:09:14,,22:09:14,,22:09:14,0.01
10/15/2018,22:09:15,,22:09:15,,22:09:15,,22:09:15,,22:09:15,,22:09:15,,22:09:15,,22:09:15,0.011
10/15/2018,22:09:16,,22:09:16,,22:09:16,,22:09:16,,22:09:16,,22:09:16,,22:09:16,,22:09:16,0.013
10/15/2018,22:09:17,,22:09:17,,22:09:17,,22:09:17,,22:09:17,,22:09:17,,22:09:17,,22:09:17,0.01
10/15/2018,22:09:18,,22:09:18,,22:09:18,,22:09:18,,22:09:18,,22:09:18,,22:09:18,,22:09:18,0.011
10/15/2018,22:09:19,,22:09:19,,22:09:19,,22:09:19,,22:09:19,,22:09:19,,22:09:19,,22:09:19,0.013
10/15/2018,22:09:20,,22:09:20,,22:09:20,,22:09:20,,22:09:20,,22:09:20,,22:09:20,,22:09:20,0.012
10/15/2018,22:09:21,,22:09:21,,22:09:21,,22:09:21,,22:09:21,,22:09:21,,22:09:21,,22:09:21,0.011
10/15/2018,22:09:22,,22:09:22,,22:09:22,,22:09:22,,22:09:22,,22:09:22,,22:09:22,,22:09:22,0.011
10/15/2018,22:09:23,,22:09:23,,22:09:23,,22:09:23,,22:09:23,,22:09:23,,22:09:23,,22:09:23,0.01
10/15/2018,22:09:24,,22:09:24,,22:09:24,,22:09:24,,22:09:24,,22:09:24,,22:09:24,,22:09:24,0.011
10/15/2018,22:09:25,,22:09:25,,22:09:25,,22:09:25,,22:09:25,,22:09:25,,22:09:25,,22:09:25,0.011
10/15/2018,22:09:26,,22:09:26,,22:09:26,,22:09:26,,22:09:26,,22:09:26,,22:09:26,,22:09:26,0.011
10/15/2018,22:09:27,,22:09:27,,22:09:27,,22:09:27,,22:09:27,,22:09:27,,22:09:27,,22:09:27,0.012
10/15/2018,22:09:28,,22:09:28,,22:09:28,,22:09:28,,22:09:28,,22:09:28,,22:09:28,,22:09:28,0.01
10/15/2018,22:09:29,,22:09:29,,22:09:29,,22:09:29,,22:09:29,,22:09:29,,22:09:29,,22:09:29,0.011
10/15/2018,22:09:30,,22:09:30,,22:09:30,,22:09:30,,22:09:30,,22:09:30,,22:09:30,,22:09:30,0.011
10/15/2018,22:09:31,,22:09:31,,22:09:31,,22:09:31,,22:09:31,,22:09:31,,22:09:31,,22:09:31,0.011
10/15/2018,22:09:32,,22:09:32,,22:09:32,,22:09:32,,22:09:32,,22:09:32,,22:09:32,,22:09:32,0.011
10/15/2018,22:09:33,,22:09:33,,22:09:33,,22:09:33,,22:09:33,,22:09:33,,22:09:33,,22:09:33,0.011
10/15/2018,22:09:34,,22:09:34,,22:09:34,,22:09:34,,22:09:34,,22:09:34,,22:09:34,,22:09:34,0.011
10/15/2018,22:09:35,,22:09:35,,22:09:35,,22:09:35,,22:09:35,,22:09:35,,22:09:35,,22:09:35,0.013
10/15/2018,22:09:36,,22:09:36,,22:09:36,,22:09:36,,22:09:36,,22:09:36,,22:09:36,,22:09:36,0.013
10/15/2018,22:09:37,,22:09:37,,22:09:37,,22:09:37,,22:09:37,,22:09:37,,22:09:37,,22:09:37,0.012
10/15/2018,22:09:38,,22:09:38,,22:09:38,,22:09:38,,22:09:38,,22:09:38,,22:09:38,,22:09:38,0.011
10/15/2018,22:09:39,,22:09:39,,22:09:39,,22:09:39,,22:09:39,,22:09:39,,22:09:39,,22:09:39,0.01
10/15/2018,22:09:40,,22:09:40,,22:09:40,,22:09:40,,22:09:40,,22:09:40,,22:09:40,,22:09:40,0.013
10/15/2018,22:09:41,,22:09:41,,22:09:41,,22:09:41,,22:09:41,,22:09:41,,22:09:41,,22:09:41,0.016
10/15/2018,22:09:42,,22:09:42,,22:09:42,,22:09:42,,22:09:42,,22:09:42,,22:09:42,,22:09:42,0.011
10/15/2018,22:09:43,,22:09:43,,22:09:43,,22:09:43,,22:09:43,,22:09:43,,22:09:43,,22:09:43,0.01
10/15/2018,22:09:44,,22:09:44,,22:09:44,,22:09:44,,22:09:44,,22:09:44,,22:09:44,,22:09:44,0.011
10/15/2018,22:09:45,,22:09:45,,22:09:45,,22:09:45,,22:09:45,,22:09:45,,22:09:45,,22:09:45,0.011
10/15/2018,22:09:46,,22:09:46,,22:09:46,,22:09:46,,22:09:46,,22:09:46,,22:09:46,,22:09:46,0.012
10/15/2018,22:09:47,,22:09:47,,22:09:47,,22:09:47,,22:09:47,,22:09:47,,22:09:47,,22:09:47,0.012
10/15/2018,22:09:48,,22:09:48,,22:09:48,,22:09:48,,22:09:48,,22:09:48,,22:09:48,,22:09:48,0.013
10/15/2018,22:09:49,,22:09:49,,22:09:49,,22:09:49,,22:09:49,,22:09:49,,22:09:49,,22:09:49,0.012
10/15/2018,22:09:50,,22:09:50,,22:09:50,,22:09:50,,22:09:50,,22:09:50,,22:09:50,,22:09:50,0.011
10/15/2018,22:09:51,,22:09:51,,22:09:51,,22:09:51,,22:09:51,,22:09:51,,22:09:51,,22:09:51,0.01
10/15/2018,22:09:52,,22:09:52,,22:09:52,,22:09:52,,22:09:52,,22:09:52,,22:09:52,,22:09:52,0.01
10/15/2018,22:09:53,,22:09:53,,22:09:53,,22:09:53,,22:09:53,,22:09:53,,22:09:53,,22:09:53,0.01
10/15/2018,22:09:54,,22:09:54,,22:09:54,,22:09:54,,22:09:54,,22:09:54,,22:09:54,,22:09:54,0.011
10/15/2018,22:09:55,,22:09:55,,22:09:55,,22:09:55,,22:09:55,,22:09:55,,22:09:55,,22:09:55,0.013
10/15/2018,22:09:56,,22:09:56,,22:09:56,,22:09:56,,22:09:56,,22:09:56,,22:09:56,,22:09:56,0.012
10/15/2018,22:09:57,,22:09:57,,22:09:57,,22:09:57,,22:09:57,,22:09:57,,22:09:57,,22:09:57,0.012
10/15/2018,22:09:58,,22:09:58,,22:09:58,,22:09:58,,22:09:58,,22:09:58,,22:09:58,,22:09:58,0.013
10/15/2018,22:09:59,,22:09:59,,22:09:59,,22:09:59,,22:09:59,,22:09:59,,22:09:59,,22:09:59,0.012
10/15/2018,22:10:00,,22:10:00,,22:10:00,,22:10:00,,22:10:00,,22:10:00,,22:10:00,,22:10:00,0.012
10/15/2018,22:10:01,,22:10:01,,22:10:01,,22:10:01,,22:10:01,,22:10:01,,22:10:01,,22:10:01,0.013
10/15/2018,22:10:02,,22:10:02,,22:10:02,,22:10:02,,22:10:02,,22:10:02,,22:10:02,,22:10:02,0.012
10/15/2018,22:10:03,,22:10:03,,22:10:03,,22:10:03,,22:10:03,,22:10:03,,22:10:03,,22:10:03,0.011
10/15/2018,22:10:04,,22:10:04,,22:10:04,,22:10:04,,22:10:04,,22:10:04,,22:10:04,,22:10:04,0.009
10/15/2018,22:10:05,,22:10:05,,22:10:05,,22:10:05,,22:10:05,,22:10:05,,22:10:05,,22:10:05,0.01
10/15/2018,22:10:06,,22:10:06,,22:10:06,,22:10:06,,22:10:06,,22:10:06,,22:10:06,,22:10:06,0.01
10/15/2018,22:10:07,,22:10:07,,22:10:07,,22:10:07,,22:10:07,,22:10:07,,22:10:07,,22:10:07,0.013
10/15/2018,22:10:08,,22:10:08,,22:10:08,,22:10:08,,22:10:08,,22:10:08,,22:10:08,,22:10:08,0.013
10/15/2018,22:10:09,,22:10:09,,22:10:09,,22:10:09,,22:10:09,,22:10:09,,22:10:09,,22:10:09,0.012
10/15/2018,22:10:10,,22:10:10,,22:10:10,,22:10:10,,22:10:10,,22:10:10,,22:10:10,,22:10:10,0.011
10/15/2018,22:10:11,,22:10:11,,22:10:11,,22:10:11,,22:10:11,,22:10:11,,22:10:11,,22:10:11,0.011
10/15/2018,22:10:12,,22:10:12,,22:10:12,,22:10:12,,22:10:12,,22:10:12,,22:10:12,,22:10:12,0.012
10/15/2018,22:10:13,,22:10:13,,22:10:13,,22:10:13,,22:10:13,,22:10:13,,22:10:13,,22:10:13,0.01
10/15/2018,22:10:14,,22:10:14,,22:10:14,,22:10:14,,22:10:14,,22:10:14,,22:10:14,,22:10:14,0.01
10/15/2018,22:10:15,,22:10:15,,22:10:15,,22:10:15,,22:10:15,,22:10:15,,22:10:15,,22:10:15,0.011
10/15/2018,22:10:16,,22:10:16,,22:10:16,,22:10:16,,22:10:16,,22:10:16,,22:10:16,,22:10:16,0.01
10/15/2018,22:10:17,,22:10:17,,22:10:17,,22:10:17,,22:10:17,,22:10:17,,22:10:17,,22:10:17,0.011
10/15/2018,22:10:18,,22:10:18,,22:10:18,,22:10:18,,22:10:18,,22:10:18,,22:10:18,,22:10:18,0.014
10/15/2018,22:10:19,,22:10:19,,22:10:19,,22:10:19,,22:10:19,,22:10:19,,22:10:19,,22:10:19,0.015
10/15/2018,22:10:20,,22:10:20,,22:10:20,,22:10:20,,22:10:20,,22:10:20,,22:10:20,,22:10:20,0.011
10/15/2018,22:10:21,,22:10:21,,22:10:21,,22:10:21,,22:10:21,,22:10:21,,22:10:21,,22:10:21,0.01
10/15/2018,22:10:22,,22:10:22,,22:10:22,,22:10:22,,22:10:22,,22:10:22,,22:10:22,,22:10:22,0.013
10/15/2018,22:10:23,,22:10:23,,22:10:23,,22:10:23,,22:10:23,,22:10:23,,22:10:23,,22:10:23,0.014
10/15/2018,22:10:24,,22:10:24,,22:10:24,,22:10:24,,22:10:24,,22:10:24,,22:10:24,,22:10:24,0.013
10/15/2018,22:10:25,,22:10:25,,22:10:25,,22:10:25,,22:10:25,,22:10:25,,22:10:25,,22:10:25,0.011
10/15/2018,22:10:26,,22:10:26,,22:10:26,,22:10:26,,22:10:26,,22:10:26,,22:10:26,,22:10:26,0.011
10/15/2018,22:10:27,,22:10:27,,22:10:27,,22:10:27,,22:10:27,,22:10:27,,22:10:27,,22:10:27,0.011
10/15/2018,22:10:28,,22:10:28,,22:10:28,,22:10:28,,22:10:28,,22:10:28,,22:10:28,,22:10:28,0.011
10/15/2018,22:10:29,,22:10:29,,22:10:29,,22:10:29,,22:10:29,,22:10:29,,22:10:29,,22:10:29,0.012
10/15/2018,22:10:30,,22:10:30,,22:10:30,,22:10:30,,22:10:30,,22:10:30,,22:10:30,,22:10:30,0.012
10/15/2018,22:10:31,,22:10:31,,22:10:31,,22:10:31,,22:10:31,,22:10:31,,22:10:31,,22:10:31,0.013
10/15/2018,22:10:32,,22:10:32,,22:10:32,,22:10:32,,22:10:32,,22:10:32,,22:10:32,,22:10:32,0.013
10/15/2018,22:10:33,,22:10:33,,22:10:33,,22:10:33,,22:10:33,,22:10:33,,22:10:33,,22:10:33,0.012
10/15/2018,22:10:34,,22:10:34,,22:10:34,,22:10:34,,22:10:34,,22:10:34,,22:10:34,,22:10:34,0.011
10/15/2018,22:10:35,,22:10:35,,22:10:35,,22:10:35,,22:10:35,,22:10:35,,22:10:35,,22:10:35,0.012
10/15/2018,22:10:36,,22:10:36,,22:10:36,,22:10:36,,22:10:36,,22:10:36,,22:10:36,,22:10:36,0.012
10/15/2018,22:10:37,,22:10:37,,22:10:37,,22:10:37,,22:10:37,,22:10:37,,22:10:37,,22:10:37,0.011
10/15/2018,22:10:38,,22:10:38,,22:10:38,,22:10:38,,22:10:38,,22:10:38,,22:10:38,,22:10:38,0.012
10/15/2018,22:10:39,,22:10:39,,22:10:39,,22:10:39,,22:10:39,,22:10:39,,22:10:39,,22:10:39,0.013
10/15/2018,22:10:40,,22:10:40,,22:10:40,,22:10:40,,22:10:40,,22:10:40,,22:10:40,,22:10:40,0.013
10/15/2018,22:10:41,,22:10:41,,22:10:41,,22:10:41,,22:10:41,,22:10:41,,22:10:41,,22:10:41,0.012
10/15/2018,22:10:42,,22:10:42,,22:10:42,,22:10:42,,22:10:42,,22:10:42,,22:10:42,,22:10:42,0.011
10/15/2018,22:10:43,,22:10:43,,22:10:43,,22:10:43,,22:10:43,,22:10:43,,22:10:43,,22:10:43,0.011
10/15/2018,22:10:44,,22:10:44,,22:10:44,,22:10:44,,22:10:44,,22:10:44,,22:10:44,,22:10:44,0.012
10/15/2018,22:10:45,,22:10:45,,22:10:45,,22:10:45,,22:10:45,,22:10:45,,22:10:45,,22:10:45,0.011
10/15/2018,22:10:46,,22:10:46,,22:10:46,,22:10:46,,22:10:46,,22:10:46,,22:10:46,,22:10:46,0.01
10/15/2018,22:10:47,,22:10:47,,22:10:47,,22:10:47,,22:10:47,,22:10:47,,22:10:47,,22:10:47,0.011
10/15/2018,22:10:48,,22:10:48,,22:10:48,,22:10:48,,22:10:48,,22:10:48,,22:10:48,,22:10:48,0.011
10/15/2018,22:10:49,,22:10:49,,22:10:49,,22:10:49,,22:10:49,,22:10:49,,22:10:49,,22:10:49,0.009
10/15/2018,22:10:50,,22:10:50,,22:10:50,,22:10:50,,22:10:50,,22:10:50,,22:10:50,,22:10:50,0.01
10/15/2018,22:10:51,,22:10:51,,22:10:51,,22:10:51,,22:10:51,,22:10:51,,22:10:51,,22:10:51,0.01
10/15/2018,22:10:52,,22:10:52,,22:10:52,,22:10:52,,22:10:52,,22:10:52,,22:10:52,,22:10:52,0.013
10/15/2018,22:10:53,,22:10:53,,22:10:53,,22:10:53,,22:10:53,,22:10:53,,22:10:53,,22:10:53,0.013
10/15/2018,22:10:54,,22:10:54,,22:10:54,,22:10:54,,22:10:54,,22:10:54,,22:10:54,,22:10:54,0.011
10/15/2018,22:10:55,,22:10:55,,22:10:55,,22:10:55,,22:10:55,,22:10:55,,22:10:55,,22:10:55,0.012
10/15/2018,22:10:56,,22:10:56,,22:10:56,,22:10:56,,22:10:56,,22:10:56,,22:10:56,,22:10:56,0.011
10/15/2018,22:10:57,,22:10:57,,22:10:57,,22:10:57,,22:10:57,,22:10:57,,22:10:57,,22:10:57,0.012
10/15/2018,22:10:58,,22:10:58,,22:10:58,,22:10:58,,22:10:58,,22:10:58,,22:10:58,,22:10:58,0.013
