CDT_Time,bar_fence,theta_v_low,theta_v_high,w_theta_v_low,w_theta_v_high,u_lower,u_upper,v_lower,v_upper,u_w_prime_low,u_w_prime_high,v_w_prime_low,v_w_prime_high
18:02:30,|,273.183350593,273.334908128,0.002734106,0.002467112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:07:30,|,273.165227979,273.320282191,0.00173527,0.001037305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:12:30,|,273.193247944,273.349062115,0.001211764,0.001439167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:17:30,|,273.177733138,273.33188352,0.001545488,0.001440871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:22:30,|,273.196057737,273.354947418,0.001163038,0.000937281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:27:30,|,273.195953801,273.355685174,0.0010098,0.0007813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:32:30,|,273.199997112,273.35817486,0.001408442,0.001317569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:37:30,|,273.183177665,273.342959493,0.000747829,0.000752453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:42:30,|,273.189259961,273.34731409,0.000599656,0.000600812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:47:30,|,273.186920866,273.346106946,0.001189033,0.001387334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:52:30,|,273.181878552,273.337145388,0.001421087,0.001071855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18:57:30,|,273.124432825,273.27475971,0.001789393,0.002032745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:02:30,|,273.107198849,273.256520361,0.001522037,0.00123745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:07:30,|,273.113942273,273.269730985,0.000692471,0.001030409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19:12:30,|,273.078103788,273.233700901,0.001011608,0.000700688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
