CDT_Time,bar_fence,R_Bulk_Init_1_5_3,L_Init_1_5,L_Init_3,Term_3_Init_1_5,Term_3_Init_3
20:57:30,|,0.0246003257782294,30.3511508552057,42.7009701378277,0.0494215197030239,0.0702560150347117
21:02:30,|,0.0078952457298001,72.1739998425126,62.0523658451744,0.0207831075355818,0.048346263017356
21:07:30,|,0.00759126740579324,82.1111850877625,93.1965274758137,0.0182679131764663,0.0321900405653908
21:12:30,|,0.00858227913238055,53.2301305289385,17.8048224242673,0.028179528870111,0.168493677078807
21:17:30,|,0.0136869531098069,65.7120086733268,54.8948801726442,0.0228268779220695,0.0546499052473566
21:22:30,|,0.0111570806396539,79.6028827143998,75.9480353789077,0.0188435386866795,0.0395006926121641
21:27:30,|,0.00639594897942092,93.9310025385395,116.322992187929,0.0159691684264155,0.02579025817315
21:32:30,|,0.00417424314190169,77.4342774860863,82.5020637826487,0.0193712661717484,0.0363627267301274
21:37:30,|,0.0044950193973693,119.741167363489,122.706523751287,0.0125270200134809,0.0244485778611142
21:42:30,|,0.000205394777093219,120.745456914283,162.979880552584,0.0124228276436508,0.0184071800140514
21:47:30,|,0.00390492806494845,73.0192799927122,76.29042011001,0.0205425197310862,0.0393234169594823
21:52:30,|,0.00519783322448195,88.6645097984877,92.1220528471129,0.0169177047660798,0.0325654922712029
21:57:30,|,0.00461082559964975,124.953703970874,131.399161674289,0.0120044460654775,0.0228311958902475
22:02:30,|,0.00250345065832451,199.268846356738,165.450749079923,0.00752751886421146,0.0181322841793289
22:07:30,|,0.000678936613023758,128.55582276326,111.528755511006,0.0116680829211626,0.0268988924538296
22:12:30,|,-0.0015531480608835,137.594704216298,132.698563991406,0.0109015823577193,0.0226076297268317
22:17:30,|,0.000870394518499936,125.382465860701,135.080954844671,0.0119633952778253,0.0222089043081587
22:22:30,|,0.000850534322210239,121.396616033057,158.410582983588,0.0123561928578927,0.0189381286495917
22:27:30,|,0.00153351441315628,120.504590600023,104.119032134444,0.0124476585707741,0.0288131760207513
22:32:30,|,0.00249754868682509,167.436827214302,230.299706102912,0.00895860262617225,0.0130265038143792
22:37:30,|,0.00269146484696343,145.976072790338,101.305613884844,0.0102756566287025,0.029613363810323
22:42:30,|,0.00361836654670465,175.53670060678,172.392694130987,0.00854522156799651,0.0174021295689048
