CDT_Time,bar_fence,R_Bulk_Rel_4_5_6,L_Rel_4_5,L_Rel_6,Term_3_Rel_4_5,Term_3_Rel_6
19:02:30,|,0.920113160198253,0.720193870574021,0.809931068079536,6.24831754873634,7.40803783984589
19:07:30,|,0.665148116009129,-5.90051813564163,-1.31994747235074,-0.762644889237454,-4.54563543298764
19:12:30,|,2.15603476387729,-1.18229860109563,-0.172672051179861,-3.80614507691194,-34.7479511536595
19:17:30,|,2.18648297374417,2.24329011526064,0.676849043144223,2.00598218187983,8.86460586858142
19:22:30,|,0.504883026702995,-1.45074662098411,-2.5345076875816,-3.1018510985381,-2.36732365397761
19:27:30,|,0.39534927418752,0.383260046255581,0.522484486783882,11.7413751941133,11.4835945406391
19:32:30,|,0.476169842876396,0.464916555524791,0.200826735150671,9.6791562841217,29.8765002353819
19:37:30,|,0.533572253147708,1.03877545891087,1.45939177482803,4.33202378954748,4.11130177892568
19:42:30,|,0.626500411546431,1.01570795504704,1.16350202268222,4.43040736034367,5.156845353967
19:47:30,|,0.71285214762556,-7.58754033568993,-5.82990403313325,-0.593077572033865,-1.02917646086454
19:52:30,|,0.683467637022862,-3.36746786088976,-2.00821083099455,-1.33631564899657,-2.98773411008273
19:57:30,|,0.566980058908579,-18.0434633503625,19.4582375749249,-0.249397796455168,0.308352695196402
20:02:30,|,0.395661442998979,1.93422622052849,5.53109864340843,2.32651173489441,1.08477544640257
20:07:30,|,0.518855836610627,1.63148893903757,20.1869963946323,2.75821667700339,0.297221036884684
20:12:30,|,0.728680471782835,1.97017088743778,2.92863957840267,2.28406582834664,2.04873281241132
20:17:30,|,0.776649385575589,4.45581619080246,8.2426513147653,1.00991598560298,0.727921122812999
20:22:30,|,1.2833089093571,0.668999823748542,2.86838022431622,6.72645917122307,2.09177289298538
20:27:30,|,2.61104220132611,7.77311488626013,-4369.89815125326,0.578918498677315,-0.00137302971198064
20:32:30,|,2.31944970275141,-3.75885445483043,-0.786424606616006,-1.1971732489448,-7.62946625718906
20:37:30,|,2.3481282293664,0.46645340891569,0.264100222544174,9.6472657589975,22.7186480276306
20:42:30,|,0.797921060464232,0.716370875044697,1.80375196218822,6.28166241364744,3.32639970781854
20:47:30,|,0.941094611361164,1.79553730204066,5.27749562980453,2.5062135968357,1.13690288365473
20:52:30,|,0.917431524786345,-3.75556415724668,0.563418791228451,-1.19822210767372,10.6492720750721
20:57:30,|,1.91264246650475,0.30635166392241,1.562729866305,14.689001333904,3.83943516366441
21:02:30,|,1.88976050802259,1.19276768865296,1.6314845404694,3.77273801328574,3.6776321510676
21:07:30,|,0.85610014795136,2.15337627046542,2.8767922971513,2.08974161261069,2.08565630752746
21:12:30,|,1.19330178563244,0.716702770051169,0.404203493771153,6.27875346383651,14.8440082593571
21:17:30,|,1.81024555292594,7.46658035699605,2.36624960144661,0.602685538070126,2.53565811329958
21:22:30,|,4.74061597459821,-1.48473408797424,-3.13727991144994,-3.03084574971925,-1.91248475410249
21:27:30,|,2.19051024226623,2.76697788703591,4.2906604581432,1.62632308016764,1.39838611293808
21:32:30,|,3.49650366106842,2.90759345365861,0.356868677804466,1.54767166446109,16.8129073050437
21:37:30,|,1.20203460764778,0.79672228651209,3.83532129858775,5.64814123588811,1.56440609088197
21:42:30,|,1.15604041810775,0.683914239121763,1.9113601340204,6.57977234949604,3.13912584719419
21:47:30,|,0.797555354053365,2.54655598733505,1.53122593409969,1.76709250547804,3.91842893095184
21:52:30,|,0.571953405807866,2.25710655052035,1.36248769269808,1.99370295521165,4.40370950295958
21:57:30,|,0.882956661257008,9.49383268625112,7.01580258327274,0.473991921778531,0.855212205415437
22:02:30,|,1.51467833684573,4.32487481686984,2.09471460485758,1.04049254384128,2.86435201534671
22:07:30,|,4.29148302188273,-12.5079614669918,4.58582613341142,-0.359770855696621,1.30837930297557
22:12:30,|,3.38227779449935,-1.81514442356934,2.99041842261279,-2.47914157219022,2.00640818509862
22:17:30,|,1.69611430541126,0.341123375737887,6.17184660391076,13.1917081034567,0.972156371514181
22:22:30,|,31.3031091393526,0.876676908045298,1.57549116190551,5.13301988304166,3.80833618434468
22:27:30,|,6.681952559019,-1.01111401233431,4.8510542724103,-4.45053668043931,1.23684454204608
22:32:30,|,2.71189945566544,-2.60591857824685,-0.766973323344442,-1.72683829708425,-7.82295787529685
22:37:30,|,4.75067963569646,3.26361276353967,1.50681153611293,1.37884005427144,3.98191801443064
22:42:30,|,2.82773451121008,-2.1018635433698,83.9877287175185,-2.14095725395446,0.0714390077171892
22:47:30,|,0.725875879277287,-8.7982951375775,4.54659511178557,-0.511462724270354,1.31966886262798
22:52:30,|,6.42673385737211,0.162047742526393,-3.33550562741022,27.7695938853766,-1.79882772515619
22:57:30,|,27.3906817491597,-0.72239812299509,-1.62801711280364,-6.22925206580387,-3.6854649455541
23:02:30,|,15.9573034788516,-0.0822301048567062,-2.17364005207249,-54.7244833001451,-2.76034663341762
23:07:30,|,0.867718733077082,2.26847360106586,0.438986339549492,1.98371274758747,13.6678512733619
23:12:30,|,2.38429495430587,10.030668273802,6.17049691930651,0.448624147182004,0.972369013138463
23:17:30,|,4.3807996438997,-2.29648202213853,-5.6527645480388,-1.95951893227081,-1.06142754558593
23:22:30,|,1.47605053730516,-27.0307403896144,8.99746990844553,-0.166477126972407,0.66685413355682
23:27:30,|,0.840446824322777,1.86763922834305,-0.496478481903445,2.40945892103174,-12.0851159087432
23:32:30,|,1.65021780430215,7.91498501585408,2.9242228593653,0.568541821745246,2.05182719941609
23:37:30,|,1.05138439964337,5.11933352312591,5.99637569876086,0.87902067323253,1.00060441530371
23:42:30,|,0.995672144766575,10.929856931404,-2.96390819350526,0.411716276639493,-2.02435420002133
23:47:30,|,2.85022296045112,2.67298148108144,2.44458428918724,1.68351334711806,2.45440503996482
23:52:30,|,18.7056726521381,-0.887269452372912,2.08272213555594,-5.0717400311317,2.8808451677585
23:57:30,|,3.64417823425408,-1.32049614383589,9.95531268463799,-3.40781002731898,0.602693274442156
00:02:30,|,23.9669752517371,1.02927707607218,-3.43001638456323,4.37200060567991,-1.74926278107678
00:07:30,|,2.11080849320714,-4.7551381215801,4.00796886477745,-0.946344750655671,1.49701761725965
00:12:30,|,7.61770008504441,1.85462700132453,0.687184947221206,2.4263638978545,8.73127390851969
00:17:30,|,2.42668920403422,9.56298198730481,3.22975753431414,0.470564517006715,1.8577245927144
00:22:30,|,3.71838011173418,1.50156189104048,2.00747091861431,2.99687946720718,2.98883532725924
00:27:30,|,2.11444224868272,2.94757751871868,1.19290614257651,1.52667740591133,5.02973351033373
00:32:30,|,2.89094318600081,2.79482055322253,9.98249023112506,1.61012126335315,0.601052428911196
00:37:30,|,3.46029741064956,-11.1764271712684,-30.7647035928274,-0.402633143046672,-0.195028695202474
00:42:30,|,1.88341676517695,3.57547359500545,0.533324988345723,1.25857453017861,11.2501760298367
00:47:30,|,1.59579276588211,1.01824077595636,8.24480809068031,4.4193869527308,0.727730704463846
00:52:30,|,2.99470177440307,1.57779557532476,1.60048498309887,2.85208050420204,3.74886366530149
00:57:30,|,2.90355273889228,-4.12893928046809,1.40676148848602,-1.08986829166687,4.26511533696968
01:02:30,|,3.71580048982343,3.9254494018839,8.6962143528398,1.14636555953068,0.689955393985966
01:07:30,|,2.48872491442477,2.52236960000232,2.84153619371334,1.78403672483044,2.11153389961194
01:12:30,|,1.8708280714525,8.16385647611055,-5.40689332033812,0.551210082289921,-1.10969454075058
01:17:30,|,1.01891623630552,-9.60831038618425,0.891509813571362,-0.468344570390912,6.73015586442529
01:22:30,|,2.48881921815247,1.78574894046516,1.13760041436948,2.51995109616463,5.27425968223254
01:27:30,|,1.01306287986795,5.49859899074385,2.68638979550122,0.818390285884667,2.23348078899344
01:32:30,|,3.76576811213845,3.58855407653981,46.0201748012748,1.25398695519702,0.130377601256608
01:37:30,|,0.958290351648113,2.87478283631656,0.669624316500838,1.56533562923515,8.96024808560322
01:42:30,|,46.764396718556,-3.54635959945879,2.055576887525,-1.2689068532945,2.91888862752501
01:47:30,|,3.34093370968663,-2.11265940881682,6.80724219568233,-2.13001678416314,0.88141420967887
01:52:30,|,1.19346185121654,-6.42351859905601,-1.56766119406161,-0.700550629784323,-3.82735760936632
01:57:30,|,4.21231560227374,-1.82288735376704,0.690520509380286,-2.46861112437949,8.68909745401299
02:02:30,|,2.96524973990736,2.58102544005103,-2.91844214652976,1.7434930823119,-2.05589136215513
