CDT_time,bar_fence,T_3m,Td_3m,RH_3m,P_3m,Spd_3m,raina_3m,preciptype_3m,rainr_3m,Ad_3m,bar_fence_1,second_counter,bar_fence_2,raintag
19:00:30,|,20.2000007629395,19.7000007629395,96.8000030517578,989.5,1.83333337306976,74.0999984741211,0,0,1.20000004768372,|,30,|,1
19:01:30,|,20.2000007629395,19.7000007629395,96.8000030517578,989.5,1.39999997615814,74.0999984741211,0,0,1.20000004768372,|,90,|,1
19:02:30,|,20.2000007629395,19.7000007629395,96.8000030517578,989.599975585938,1.13333332538605,74.0999984741211,0,0,1.20000004768372,|,150,|,1
19:03:30,|,20.2000007629395,19.6000003814697,96.6999969482422,989.5,2.03333330154419,74.0999984741211,0,0,1.20000004768372,|,210,|,1
19:04:30,|,20.1000003814697,19.5,96.5,989.5,1.63333332538605,74.0999984741211,0,0,1.20000004768372,|,270,|,1
19:05:30,|,20.1000003814697,19.5,96.4000015258789,989.599975585938,1.5,74.0999984741211,0,0,1.20000004768372,|,330,|,1
19:06:30,|,20.1000003814697,19.5,96.3000030517578,989.599975585938,2.13333320617676,74.0999984741211,0,0,1.20000004768372,|,390,|,1
19:07:30,|,20.1000003814697,19.3999996185303,96.0999984741211,989.799987792969,1.93333327770233,74.0999984741211,0,0,1.20000004768372,|,450,|,1
19:08:30,|,20.1000003814697,19.3999996185303,96,989.700012207031,1.56666672229767,74.0999984741211,0,0,1.20000004768372,|,510,|,1
19:09:30,|,20.1000003814697,19.3999996185303,96.0999984741211,989.799987792969,1.46666669845581,74.0999984741211,0,0,1.20000004768372,|,570,|,1
19:10:30,|,20.1000003814697,19.3999996185303,95.9000015258789,989.799987792969,1.83333337306976,74.0999984741211,0,0,1.20000004768372,|,630,|,1
19:11:30,|,20.1000003814697,19.3999996185303,95.8000030517578,989.799987792969,1.96666669845581,74.0999984741211,0,0,1.20000004768372,|,690,|,1
19:12:30,|,20.1000003814697,19.3999996185303,95.8000030517578,989.700012207031,2,74.0999984741211,0,0,1.20000004768372,|,750,|,1
19:13:30,|,20.1000003814697,19.3999996185303,95.5999984741211,989.700012207031,2.09999990463257,74.0999984741211,0,0,1.20000004768372,|,810,|,1
19:14:30,|,20.1000003814697,19.2999992370605,95.3000030517578,989.900024414063,1.66666662693024,74.0999984741211,0,0,1.20000004768372,|,870,|,1
19:15:30,|,20,19.2999992370605,95.3000030517578,989.799987792969,1.96666669845581,74.0999984741211,0,0,1.20000004768372,|,930,|,1
19:16:30,|,20,19.2000007629395,95.1999969482422,989.900024414063,1.36666667461395,74.0999984741211,0,0,1.20000004768372,|,990,|,1
19:17:30,|,20,19.2999992370605,95.3000030517578,989.900024414063,1.53333330154419,74.0999984741211,0,0,1.20000004768372,|,1050,|,1
19:18:30,|,20.1000003814697,19.2999992370605,95.3000030517578,989.900024414063,0.833333373069763,74.0999984741211,0,0,1.20000004768372,|,1110,|,1
19:19:30,|,20,19.2000007629395,95.4000015258789,989.900024414063,1.43333327770233,74.0999984741211,0,0,1.20000004768372,|,1170,|,1
19:20:30,|,20,19.2000007629395,95.5,989.900024414063,1.40000009536743,74.0999984741211,0,0,1.20000004768372,|,1230,|,1
19:21:30,|,20,19.2000007629395,95.4000015258789,989.900024414063,1.20000004768372,74.0999984741211,0,0,1.20000004768372,|,1290,|,1
19:22:30,|,20,19.2000007629395,95.5,990,2.23333334922791,74.0999984741211,0,0,1.20000004768372,|,1350,|,1
19:23:30,|,20,19.2000007629395,95.4000015258789,990,1.80000007152557,74.0999984741211,0,0,1.20000004768372,|,1410,|,1
19:24:30,|,20,19.2000007629395,95.4000015258789,990,1.16666674613953,74.0999984741211,0,0,1.20000004768372,|,1470,|,1
19:25:30,|,20,19.2000007629395,95.4000015258789,990,1.66666662693024,74.0999984741211,0,0,1.20000004768372,|,1530,|,1
19:26:30,|,20,19.2000007629395,95.3000030517578,990,1.93333327770233,74.0999984741211,0,0,1.20000004768372,|,1590,|,1
19:27:30,|,20,19.2000007629395,95.1999969482422,990,1.96666657924652,74.0999984741211,0,0,1.20000004768372,|,1650,|,1
19:28:30,|,20,19.2000007629395,95.0999984741211,990,1.89999997615814,74.0999984741211,0,0,1.20000004768372,|,1710,|,1
19:29:30,|,20,19.2000007629395,95.3000030517578,990,2.19999980926514,74.0999984741211,0,0,1.20000004768372,|,1770,|,1
19:30:30,|,19.8999996185303,19.1000003814697,95.3000030517578,990,1.86666667461395,74.0999984741211,0,0,1.20000004768372,|,1830,|,1
19:31:30,|,19.8999996185303,19.1000003814697,95.4000015258789,990.099975585938,1.70000004768372,74.0999984741211,0,0,1.20000004768372,|,1890,|,1
19:32:30,|,19.8999996185303,19.1000003814697,95.3000030517578,990,1.96666669845581,74.0999984741211,0,0,1.20000004768372,|,1950,|,1
19:33:30,|,19.8999996185303,19.1000003814697,95.4000015258789,990.099975585938,1.03333330154419,74.0999984741211,0,0,1.20000004768372,|,2010,|,1
19:34:30,|,19.8999996185303,19.2000007629395,95.5999984741211,990.200012207031,2.06666660308838,74.0999984741211,0,0,1.20000004768372,|,2070,|,1
19:35:30,|,19.8999996185303,19.2000007629395,95.5999984741211,990.200012207031,1.10000002384186,74.0999984741211,0,0,1.20000004768372,|,2130,|,1
19:36:30,|,19.8999996185303,19.2000007629395,95.8000030517578,990.299987792969,1.93333327770233,74.0999984741211,0,0,1.20000004768372,|,2190,|,1
19:37:30,|,19.8999996185303,19.1000003814697,95.6999969482422,990.200012207031,1.79999995231628,74.0999984741211,0,0,1.20000004768372,|,2250,|,1
19:38:30,|,19.8999996185303,19.2000007629395,95.8000030517578,990.299987792969,1.13333332538605,74.0999984741211,0,0,1.20000004768372,|,2310,|,1
19:39:30,|,19.7999992370605,19.1000003814697,95.9000015258789,990.299987792969,1.26666665077209,74.0999984741211,0,0,1.20000004768372,|,2370,|,1
19:40:30,|,19.7999992370605,19.1000003814697,95.9000015258789,990.299987792969,1.13333332538605,74.0999984741211,0,0,1.20000004768372,|,2430,|,1
19:41:30,|,19.7999992370605,19.1000003814697,95.9000015258789,990.299987792969,1.66666662693024,74.0999984741211,0,0,1.20000004768372,|,2490,|,1
19:42:30,|,19.7999992370605,19.1000003814697,95.9000015258789,990.299987792969,1.36666667461395,74.0999984741211,0,0,1.20000004768372,|,2550,|,1
19:43:30,|,19.7999992370605,19.1000003814697,96,990.099975585938,1.39999997615814,74.0999984741211,0,0,1.20000004768372,|,2610,|,1
19:44:30,|,19.7999992370605,19.1000003814697,96,990.200012207031,2.40000009536743,74.0999984741211,0,0,1.20000004768372,|,2670,|,1
19:45:30,|,19.7999992370605,19.1000003814697,96,990.299987792969,1.79999995231628,74.0999984741211,0,0,1.20000004768372,|,2730,|,1
19:46:30,|,19.7999992370605,19.1000003814697,96,990.400024414063,1.93333339691162,74.0999984741211,0,0,1.20000004768372,|,2790,|,1
19:47:30,|,19.7000007629395,19,95.9000015258789,990.299987792969,1.63333332538605,74.0999984741211,0,0,1.20000004768372,|,2850,|,1
19:48:30,|,19.7000007629395,19.1000003814697,96,990.299987792969,1.06666660308838,74.0999984741211,0,0,1.20000004768372,|,2910,|,1
19:49:30,|,19.7000007629395,19,95.9000015258789,990.299987792969,2.73333334922791,74.0999984741211,0,0,1.20000004768372,|,2970,|,1
19:50:30,|,19.7000007629395,19,95.8000030517578,990.400024414063,2.5,74.0999984741211,0,0,1.20000004768372,|,3030,|,1
19:51:30,|,19.7000007629395,19,95.8000030517578,990.299987792969,1.63333332538605,74.0999984741211,0,0,1.20000004768372,|,3090,|,1
19:52:30,|,19.6000003814697,18.8999996185303,95.8000030517578,990.299987792969,2.46666669845581,74.0999984741211,0,0,1.20000004768372,|,3150,|,1
19:53:30,|,19.6000003814697,18.7999992370605,95.5999984741211,990.200012207031,2.5,74.0999984741211,0,0,1.20000004768372,|,3210,|,1
19:54:30,|,19.5,18.7999992370605,95.5,990.299987792969,2.29999995231628,74.0999984741211,0,0,1.20000004768372,|,3270,|,1
19:55:30,|,19.3999996185303,18.6000003814697,95.5,990.299987792969,2.36666679382324,74.0999984741211,0,0,1.20000004768372,|,3330,|,1
19:56:30,|,19.2999992370605,18.6000003814697,95.5999984741211,990.200012207031,2.20000004768372,74.0999984741211,0,0,1.20000004768372,|,3390,|,1
19:57:30,|,19.2999992370605,18.6000003814697,95.6999969482422,990.200012207031,2.40000009536743,74.0999984741211,0,0,1.20000004768372,|,3450,|,1
19:58:30,|,19.2000007629395,18.3999996185303,95.5,990.299987792969,2.76666665077209,74.0999984741211,0,0,1.20000004768372,|,3510,|,1
19:59:30,|,19.1000003814697,18.3999996185303,95.4000015258789,990.299987792969,3.16666650772095,74.0999984741211,0,0,1.20000004768372,|,3570,|,1
20:00:30,|,19.1000003814697,18.2999992370605,95.5,990.400024414063,2.53333330154419,74.0999984741211,0,0,1.20000004768372,|,3630,|,1
20:01:30,|,19,18.2999992370605,95.6999969482422,990.299987792969,2.79999995231628,74.0999984741211,0,0,1.20000004768372,|,3690,|,1
20:02:30,|,19,18.2999992370605,95.8000030517578,990.400024414063,1.36666667461395,74.0999984741211,0,0,1.20000004768372,|,3750,|,1
20:03:30,|,19,18.2999992370605,95.9000015258789,990.400024414063,2.20000004768372,74.0999984741211,0,0,1.20000004768372,|,3810,|,1
20:04:30,|,18.8999996185303,18.2999992370605,96,990.400024414063,3.73333334922791,74.0999984741211,0,0,1.20000004768372,|,3870,|,1
20:05:30,|,18.8999996185303,18.2000007629395,95.8000030517578,990.5,2.36666679382324,74.0999984741211,0,0,1.20000004768372,|,3930,|,1
20:06:30,|,18.8999996185303,18.2000007629395,95.9000015258789,990.400024414063,2.66666650772095,74.0999984741211,0,0,1.20000004768372,|,3990,|,1
20:07:30,|,18.7999992370605,18.1000003814697,96,990.400024414063,1.89999997615814,74.0999984741211,0,0,1.20000004768372,|,4050,|,1
20:08:30,|,18.7999992370605,18.1000003814697,95.9000015258789,990.5,2.5,74.0999984741211,0,0,1.20000004768372,|,4110,|,1
20:09:30,|,18.7999992370605,18.1000003814697,96,990.599975585938,1.56666672229767,74.0999984741211,0,0,1.20000004768372,|,4170,|,1
20:10:30,|,18.7999992370605,18.2000007629395,96.1999969482422,990.599975585938,2.40000009536743,74.0999984741211,0,0,1.20000004768372,|,4230,|,1
20:11:30,|,18.7000007629395,18.1000003814697,96.0999984741211,990.599975585938,3.06666660308838,74.0999984741211,0,0,1.20000004768372,|,4290,|,1
20:12:30,|,18.7000007629395,18,96,990.700012207031,2.03333330154419,74.0999984741211,0,0,1.20000004768372,|,4350,|,1
20:13:30,|,18.6000003814697,18,95.9000015258789,990.700012207031,2.73333334922791,74.0999984741211,0,0,1.20000004768372,|,4410,|,1
20:14:30,|,18.6000003814697,17.8999996185303,95.9000015258789,990.799987792969,3.26666665077209,74.0999984741211,0,0,1.20000004768372,|,4470,|,1
20:15:30,|,18.5,17.8999996185303,96,990.700012207031,1.20000004768372,74.0999984741211,0,0,1.20000004768372,|,4530,|,1
20:16:30,|,18.5,17.8999996185303,96.1999969482422,990.799987792969,2.53333330154419,74.0999984741211,0,0,1.20000004768372,|,4590,|,1
20:17:30,|,18.5,17.8999996185303,96.3000030517578,990.799987792969,3,74.0999984741211,0,0,1.20000004768372,|,4650,|,1
20:18:30,|,18.5,17.8999996185303,96.4000015258789,990.799987792969,2.76666665077209,74.0999984741211,0,0,1.20000004768372,|,4710,|,1
20:19:30,|,18.5,17.8999996185303,96.4000015258789,990.799987792969,2.03333330154419,74.0999984741211,0,0,1.20000004768372,|,4770,|,1
20:20:30,|,18.5,17.8999996185303,96.5999984741211,990.900024414063,1.03333330154419,74.0999984741211,0,0,1.20000004768372,|,4830,|,1
