Var1,bar_fence,spd_init_1_5,Vtke_init_1_5,spd_init_3,Vtke_init_3,spd_init_4_5,Vtke_init_4_5,spd_init_6,Vtke_init_6,spd_init_10,Vtke_init_10,bar_fence_1,spd_rel_1_5,Vtke_rel_1_5,spd_rel_3,Vtke_rel_3,spd_rel_4_5,Vtke_rel_4_5,spd_rel_6,Vtke_rel_6,spd_rel_8_5,Vtke_rel_8_5,spd_rel_10,Vtke_rel_10,spd_rel_15,Vtke_rel_15,spd_rel_20,Vtke_rel_20,bar_fence_2,spd_uconv_1_5,Vtke_uconv_1_5,spd_uconv_3,Vtke_uconv_3,spd_uconv_4_5,Vtke_uconv_4_5,spd_uconv_6,Vtke_uconv_6,spd_uconv_10,Vtke_uconv_10,spd_lconv_1_5,Vtke_lconv_1_5,spd_lconv_3,Vtke_lconv_3,spd_lconv_4_5,Vtke_lconv_4_5,spd_lconv_6,Vtke_lconv_6,spd_lconv_8_5,Vtke_lconv_8_5,spd_lconv_10,Vtke_lconv_10,spd_lconv_15,Vtke_lconv_15,spd_lconv_20,Vtke_lconv_20
19:02:30,|,0.353483259677887,0.293410862481947,0.391600370407104,0.333567265446409,0.550337612628937,0.372509601916498,0.599032640457153,0.3818950826785,0.995943903923035,0.741771661813048,|,0.4311842918396,0.270915815130186,0.54013204574585,0.325018648612075,0.744970798492432,0.356675342904755,0.721084654331207,0.389182718309782,0.951402902603149,0.633740549626042,0.949404299259186,0.456652875920305,1.27812039852142,0.572167495542436,1.29002702236176,0.540275044472275,|,0.622731685638428,0.466477890139673,0.599464595317841,0.460372125476291,0.662377655506134,0.49435922062187,0.601132035255432,0.470515276001309,0.628200829029083,0.482883558707631,0.671990215778351,0.496606786780392,0.706912636756897,0.526609552528101,0.796065270900726,0.628693953513116,0.83494234085083,0.654113891977432,1.13228380680084,0.660015314057262,0.946540594100952,0.728679653857078,1.12993180751801,0.750343780405731,1.15820634365082,0.692124634723178
19:07:30,|,0.549871504306793,0.342730552077249,0.678946614265442,0.40221082936125,0.920597910881042,0.485141858518615,0.897278130054474,0.491249864071058,1.27276539802551,0.716996980950884,|,0.509802222251892,0.308274553697986,0.591690599918365,0.392442537493208,1.01754260063171,0.576241922161597,0.843224465847015,0.594844126865317,0.978769481182098,0,1.26317512989044,0.749353280235883,1.28102886676788,0.725237455923449,1.31839835643768,0.79009543926211,|,0.872606456279755,0.417494167973136,0.913118243217468,0.178950754662469,1.06804835796356,0.495071363867953,1.05754375457764,0.45726136992101,1.14084756374359,0.75050768209782,0.682839632034302,0.610726482444396,0.799470484256744,0.533740658245593,0.836175203323364,0.653929983298549,0.97729766368866,0.667635656146779,1.16817915439606,0.843365608181697,1.10504424571991,0.719352531811366,1.4726779460907,0.866834654635837,1.39598166942596,0.782887164379389
19:12:30,|,0.558811962604523,0.362229771978837,0.697006523609161,0.5205557015667,0.929424643516541,0.534058053152724,0.968802750110626,0.612700035069718,1.61785590648651,1.26971756961714,|,0.560496807098389,0.460721758486184,0.690523207187653,0.545124216352174,1.03570663928986,0.478766597405322,0.887311995029449,0.475862219142352,1.01699125766754,0.51372663039287,1.272540807724,0.92660656288708,1.52451193332672,0.808319671915237,1.40265274047852,0.741031029319417,|,0.899994969367981,0.563122929255418,0.959738075733185,0.48209906213907,1.24765145778656,1.12714485838154,1.14530861377716,0.766220321131065,1.37020170688629,0.533344466650759,0.714770555496216,0.451998135691834,0.847653567790985,0.498279315338255,0.893870532512665,0.534818556668926,1.00110960006714,0.541250102327262,1.21315085887909,0.822486168287092,1.12274324893951,0.579420792977695,1.47654616832733,0.621135560313853,1.69644641876221,0.736061047754946
19:17:30,|,0.563587129116058,0.465828249721762,0.702154934406281,0.42787999457011,0.940532088279724,0.474947000828183,1.11270606517792,0.485830324165972,1.7171345949173,1.248233008198,|,0.641530096530914,0.487562344611576,0.736023604869843,0.430251639840416,1.18407678604126,0.625075857208185,0.943146288394928,0.566788294626669,1.15760791301727,0.465291666960119,1.42264115810394,0.807902291562922,1.63363194465637,0.616641923141128,1.53258872032166,0.472015774488023,|,0.906397640705109,0.343983427358756,0.975597858428955,0.431188787041217,1.26282322406769,0.618736767145705,1.18788933753967,0.617386045088447,1.38760554790497,0.979348488761066,0.722990810871124,0.429832666974235,0.852708458900452,0.502092442307871,0.915509879589081,0.594218555458432,1.04895234107971,0.73897253198608,1.25146567821503,0.715329906473487,1.24213993549347,0.728039706232018,1.62679970264435,0.973800239209636,1.74702906608582,0.990315661583305
19:22:30,|,0.648194253444672,0.539582409514246,0.704022824764252,0.505663732673711,0.955418288707733,0.58443329693708,1.21843671798706,0.604430742484186,1.82550382614136,0.953470089460783,|,0.672295153141022,0.467701635643751,0.778380930423737,0.440160131752196,1.19231581687927,0.976700608977963,1.01247251033783,0.440437348546559,1.24191880226135,0.663314406371641,1.42734313011169,0.666091517490097,1.63946402072906,0.989849839797703,1.53918075561523,0.939742295615188,|,0.922921121120453,0.426935625895599,1.08682024478912,0.456164499985311,1.34532487392426,0.474226807222624,1.30772066116333,0.491166399079857,1.5865113735199,0.463006331070422,0.726090013980865,0.628210755325467,0.886589109897614,0.66525299003661,0.955465137958527,0.693910782457138,1.07924008369446,0.622769545175849,1.25483953952789,0.757773250861209,1.46650099754333,0.725838218153171,1.76634120941162,0.745429957029513,1.84081625938416,0.891936653902632
19:27:30,|,0.749395430088043,0.566992600901075,0.752753674983978,0.55501321175461,1.04914975166321,0.55931882716085,1.24306356906891,0.637123868345888,1.85432386398315,0.773458263812084,|,0.711562395095825,0.424226406723811,0.833854377269745,0.443440421506789,1.21095824241638,0.706542836935984,1.16722977161407,0.501726255096405,1.35791707038879,0.657846512674031,1.45815110206604,0.983430075870463,1.64656054973602,0.610910992400979,1.5521342754364,0.667398585869099,|,0.939816236495972,0.291256561645382,1.09406685829163,0,1.34580624103546,0.527524429734124,1.36761403083801,0.419271535507546,1.61510789394379,1.2163317849281,0.866119563579559,0.694262982276621,0.938965141773224,0.340508072036726,1.14994633197784,0.638925688586189,1.23894262313843,0.828551621129483,1.31247913837433,0.753575692321335,1.48356783390045,0.93310490582747,1.79071879386902,1.10573346234046,1.89364230632782,0.585478074839692
19:32:30,|,0.769487321376801,0.569690834196255,0.836197078227997,0.495473180695124,1.07944309711456,0.669543646093431,1.25342690944672,0.715039374990429,2.04566240310669,1.1447650097852,|,0.797878801822662,0.402468615664817,0.885725378990173,0.534909215699051,1.2485523223877,0.570469648448787,1.18270397186279,0.594240776313804,1.52014410495758,0.614406631345239,1.6505811214447,0.555122799052106,1.73133218288422,0.591901216027067,1.75378131866455,0.681680363914937,|,0.97863095998764,0.437980845291483,1.17662596702576,0.527088686400083,1.34963929653168,0.557967435065573,1.42313504219055,0.638558637280452,1.64705955982208,0.572347169736226,0.896120190620422,0.657814001412389,0.967479646205902,0.554853424588431,1.19273412227631,0.869903499681557,1.33171665668488,0.73298959727211,1.35470628738403,1.22214852171669,1.5456371307373,0.749618100249225,1.83398449420929,0.925935925467237,1.90163040161133,0.76392814843603
19:37:30,|,0.844982981681824,0.449957758026851,0.847878992557526,0.516390715984371,1.0818578004837,0.684341476764663,1.38926839828491,1.07276326150682,2.06879925727844,1.21666030668475,|,0.803478896617889,0.188312282270378,0.926674664020538,0.691201823665728,1.25227022171021,0.666945543794596,1.25735747814178,0.778735486847485,1.53139245510101,0.47484520363091,1.69598269462585,1.03714605219871,2.00319743156433,0.540687575191774,1.76317727565765,0.612091507982606,|,0.995720326900482,0.419816240064925,1.17733466625214,0.942349691253666,1.35520851612091,0.591879848291183,1.47572028636932,0.543444411413149,1.67521584033966,0.705863678818266,0.946261942386627,0.432030482317361,1.02358114719391,0.407225464743911,1.20334804058075,0.510741746220298,1.34844577312469,0.58149483623266,1.46534550189972,0.825058382851207,1.62550818920135,0.800093490383012,1.8514084815979,0.76477747835604,1.93565368652344,1.19937654631308
19:42:30,|,0.868378460407257,0.539718168712027,0.857405066490173,0.610065936585861,1.10773360729218,0.572416604602074,1.39135146141052,0.72847555934991,2.09029197692871,0.885657503060606,|,0.809004426002502,0.462759452052087,0.945849418640137,0.616125121995229,1.26174020767212,0.947789753113621,1.35636925697327,0.539144998609235,1.53589224815369,0.696627249855086,1.73505687713623,0,2.18198323249817,0.539293747519419,1.87926590442657,0.55407856707613,|,1.00140047073364,0.340320050591039,1.19388508796692,0.577294649041644,1.42737865447998,0.571595714463315,1.49318706989288,1.16898420614935,1.85750961303711,0.581363615088984,0.990253210067749,0.382358303475119,1.03108143806458,0.585586811660726,1.25716733932495,0.51564339402653,1.38952898979187,0.600543626985169,1.52438402175903,0.860859940457109,1.6464376449585,0.845030237198609,1.86208415031433,1.21659176415739,2.08950257301331,0.924809464922673
19:47:30,|,0.887316524982452,0.417285266771755,0.902382016181946,0.622834085582329,1.16044187545776,0.535033365049271,1.41929531097412,0.569311988811073,2.13258528709412,1.14039901232211,|,0.822500050067902,0.408596433408252,0.964452147483826,0.424331717439878,1.29052758216858,0.537992261566157,1.38534653186798,0.62316886759878,1.55209004878998,0.611589936326627,1.75263059139252,0.759974732833823,2.18814611434937,1.59418094642905,2.04889869689941,0.707582143220614,|,1.0125036239624,0.560621867995088,1.19596064090729,0.473793443006478,1.43288326263428,1.11628714373913,1.50366771221161,0.459612840191664,1.86135566234589,1.38838461897346,1.01551306247711,0.540203352318086,1.13262438774109,0.748000783471409,1.28868937492371,0.746261682634584,1.4068124294281,0.671452511424754,1.53529274463654,0.88929630182002,1.66838538646698,0.670714007352104,1.90341174602509,0.956673239872001,2.10802245140076,0.853618667981807
