CDT_Time,bar_fence,R_Bulk
19:02:30,|,63.4810907897347
10:12:30,|,-8.40720614686871
10:17:30,|,-11.4511292816308
10:22:30,|,-9.29112185238835
10:27:30,|,-3.17788512370321
10:32:30,|,-5.76688551209972
10:37:30,|,-3.46975957134253
10:42:30,|,-4.24830785471198
10:47:30,|,-4.04720699460055
10:52:30,|,-2.72647556138196
10:57:30,|,-4.04813628229709
11:02:30,|,-5.89673487201111
11:07:30,|,-5.31253898919575
11:12:30,|,-12.5238890319503
11:17:30,|,-3.58748253435607
11:22:30,|,-5.20839426047196
11:27:30,|,-7.04812091508108
11:32:30,|,-3.75314000300082
11:37:30,|,-8.48214241758274
11:42:30,|,-6.76245276223848
11:47:30,|,-8.62607524301895
11:52:30,|,-8.74633569071997
11:57:30,|,-3.1026239716854
12:02:30,|,-4.95140196804226
12:07:30,|,-5.37477484469626
12:12:30,|,-4.96808053723883
12:17:30,|,-9.22257138938946
12:22:30,|,-12.9556691955085
12:27:30,|,-5.04734241048447
12:32:30,|,-6.55925857744392
12:37:30,|,-7.68073548489082
12:42:30,|,-4.21847694076471
12:47:30,|,-10.1702278327112
12:52:30,|,-6.34769221280498
12:57:30,|,-15.0207923743345
13:02:30,|,-5.08302922368713
13:07:30,|,-16.8541482422587
13:12:30,|,-10.8184809263253
13:17:30,|,-4.9377685674474
13:22:30,|,-12.8310409425014
13:27:30,|,-11.8854494813399
13:32:30,|,-6.19756607589788
13:37:30,|,-9.11927927157682
13:42:30,|,-4.77907425648301
13:47:30,|,-6.98354555653526
13:52:30,|,-5.70410068045911
13:57:30,|,-42.7680267696686
14:02:30,|,-25.93429778831
14:07:30,|,-4.21280267968296
14:12:30,|,-4.32637542262666
14:17:30,|,-5.43622861759366
14:22:30,|,-35.0282832440334
14:27:30,|,-17.7452732663847
14:32:30,|,-11.5739852554432
14:37:30,|,-4.38180958362442
14:42:30,|,-7.32249937991312
14:47:30,|,-5.2632340568505
14:52:30,|,-8.81770928496269
14:57:30,|,-3.19191379696995
15:02:30,|,-3.02248079587515
15:07:30,|,-7.95642847212802
15:12:30,|,-2.99668362591026
15:17:30,|,-16.3759958621771
15:22:30,|,-19.1024856618008
15:27:30,|,-6.90757348944564
15:32:30,|,-36.802070463107
15:37:30,|,-2.68018937006418
15:42:30,|,-5.09305630476025
15:47:30,|,-3.26674855894667
15:52:30,|,-3.36975917689674
15:57:30,|,-2.1817106082867
16:02:30,|,-2.01521039206429
16:07:30,|,-2.17257790736854
16:12:30,|,-2.03857048492644
16:17:30,|,-2.27437522995142
16:22:30,|,-3.15222965701029
16:27:30,|,-3.2583177022791
16:32:30,|,-9.79787314314762
16:37:30,|,-3.90813831534625
16:42:30,|,-1.15059724196136
16:47:30,|,-1.35310895001428
16:52:30,|,-4.03492083618404
16:57:30,|,-0.203470249866372
17:02:30,|,-2.81241069368479
17:07:30,|,-0.410118451425958
17:12:30,|,-1.37453894975701
17:17:30,|,2.45015906282716
17:22:30,|,2.1967798908825
17:27:30,|,9.7469760926387
17:32:30,|,5.73841355686194
17:37:30,|,7.54082611047131
17:42:30,|,13.2193920977676
17:47:30,|,31.350455714344
17:52:30,|,54.3018198007724
17:57:30,|,133.146503861246
18:02:30,|,125.000064227558
18:07:30,|,27.6315802118724
18:12:30,|,13.4777246629921
18:17:30,|,28.5451076268105
18:22:30,|,103.773716868412
18:27:30,|,1985.23631486881
18:32:30,|,493.825765520202
18:37:30,|,459.687673955026
18:42:30,|,1297.9189636177
18:47:30,|,1561.91159501833
18:52:30,|,1805.58817356298
18:57:30,|,437.628844763578
