CDT_Time,bar_fence,R_Bulk
19:02:30,|,63.4810907897347
19:07:30,|,88.11903325075
19:12:30,|,90.7311591523452
19:17:30,|,106.736895563715
19:22:30,|,58.799341990002
19:27:30,|,156.613238290683
19:32:30,|,435.110362913243
19:37:30,|,52.9890485913696
19:42:30,|,75.4782666991709
19:47:30,|,82.6939153445547
19:52:30,|,87.2673693486196
19:57:30,|,241.769761395081
20:02:30,|,280.569130749713
20:07:30,|,339.720469510804
20:12:30,|,89.485610417611
20:17:30,|,46.3991437424374
20:22:30,|,39.4307446899013
20:27:30,|,61.9564495174947
20:32:30,|,264.845877829697
20:37:30,|,11158.4665083323
20:42:30,|,4307.31510901558
20:47:30,|,-182929.264756228
20:52:30,|,2715.3594477028
20:57:30,|,881.250244276605
21:02:30,|,11483.2442660649
21:07:30,|,-65433.3939937504
21:12:30,|,18475.2517559809
21:17:30,|,-43119.0494540227
21:22:30,|,-2166.48617173244
21:27:30,|,-8378.66713845077
21:32:30,|,-1580.47610837882
21:37:30,|,-227.567235392585
21:42:30,|,-10429.1705054964
21:47:30,|,2888.08812174852
21:52:30,|,-655.151088771661
21:57:30,|,-8054.11875594363
22:02:30,|,-1192.55655737512
22:07:30,|,63562.4239543278
22:12:30,|,-10256.2424680536
22:17:30,|,-887.629424922187
22:22:30,|,-1714.42979755515
22:27:30,|,-366.968245851046
22:32:30,|,-481.676839276622
22:37:30,|,-1747.80360295786
22:42:30,|,-246.447725737024
22:47:30,|,-4382.26601150655
22:52:30,|,-772.270614086412
22:57:30,|,-1383.93665730415
23:02:30,|,-449.467507409604
23:07:30,|,-109762.441960916
23:12:30,|,-239.015926580218
23:17:30,|,-701.129592131823
23:22:30,|,-523.168829992057
23:27:30,|,-1269.32286394139
23:32:30,|,-147.894518327237
23:37:30,|,-1289.40204498032
23:42:30,|,-665.638926182651
23:47:30,|,-763.457291271089
23:52:30,|,-583.797349227019
23:57:30,|,-274.927288683243
00:02:30,|,-588.107095175806
00:07:30,|,-1099.76651722627
00:12:30,|,-172.320201894872
00:17:30,|,-372.165668013298
00:22:30,|,-13326.9578546638
00:27:30,|,-320.444257561213
00:32:30,|,-461.865696975788
00:37:30,|,-136.333938318399
00:42:30,|,-236.819691165603
00:47:30,|,-62.0145330357508
00:52:30,|,-199.823912541908
00:57:30,|,-504.397726709324
01:02:30,|,-191.565441196283
01:07:30,|,-837.668126362851
01:12:30,|,-47.3492944381612
01:17:30,|,-217.618148673625
01:22:30,|,-463.490586084666
01:27:30,|,-438.8524156864
01:32:30,|,-354.011858470753
01:37:30,|,-170.087349249527
01:42:30,|,-54.0900092604044
01:47:30,|,-834.120006798829
01:52:30,|,-5017.57643463656
01:57:30,|,-170.408868562791
02:02:30,|,-2369.78138917681
02:07:30,|,-98.39633266246
02:12:30,|,-1324.97536529675
02:17:30,|,-2650.56326001437
02:22:30,|,-152.628693986562
02:27:30,|,-74.8468647787559
02:32:30,|,-1034.44956870655
02:37:30,|,-279.231826864637
02:42:30,|,-99.3678735436024
02:47:30,|,-3362.43509204548
02:52:30,|,-96.1385863589107
02:57:30,|,-1123.21168791405
03:02:30,|,-103.866194315658
03:07:30,|,-47.5952408606401
03:12:30,|,-65.9493137796161
03:17:30,|,-136.968564632645
03:22:30,|,-86.7940467186432
03:27:30,|,-107.130368278959
03:32:30,|,-81.1208733630517
03:37:30,|,-75.9711973273522
03:42:30,|,-128.468616735878
03:47:30,|,-883.754256223223
03:52:30,|,-168.27441491652
03:57:30,|,-52.5324513882021
04:02:30,|,-85.4965896542695
04:07:30,|,-66.3902361288039
04:12:30,|,-84.4007085072119
04:17:30,|,-126.891587864677
04:22:30,|,-240.938367348521
04:27:30,|,-134.849509976025
04:32:30,|,-266.21888135749
04:37:30,|,-262.324719709393
04:42:30,|,-66.2714446023092
04:47:30,|,-64.1298560973938
04:52:30,|,-50.7739860790648
04:57:30,|,-86.5774766245595
05:02:30,|,-1480.66579124362
05:07:30,|,-69.9676726248362
05:12:30,|,-65.0802925383659
05:17:30,|,-171.613142016001
05:22:30,|,-85.0459904671712
05:27:30,|,-45.4354363569591
05:32:30,|,-64.6728208258609
05:37:30,|,-94.7845310856938
05:42:30,|,-261.009611195576
05:47:30,|,-455.399319309255
05:52:30,|,-807.493197171033
05:57:30,|,-190.127737853503
06:02:30,|,-770.835091762946
06:07:30,|,-81.7343671701074
06:12:30,|,-236.222345418602
06:17:30,|,-99.33905017456
06:22:30,|,-38.8315142018292
06:27:30,|,-573.754484182911
06:32:30,|,-43.6519708348397
06:37:30,|,-16.0353250821699
06:42:30,|,-2081.28335661045
06:47:30,|,-1523.68388925989
06:52:30,|,-173.751082816361
06:57:30,|,-33.7343710758587
07:02:30,|,-32.782177165277
07:07:30,|,-88.830723958777
07:12:30,|,-155.294396287371
07:17:30,|,-104.653228812064
07:22:30,|,-210.180372307974
07:27:30,|,-170.471501952753
07:32:30,|,-353.323926023766
07:37:30,|,-62.763654102415
07:42:30,|,-129.616590519486
07:47:30,|,-58.8798612887079
07:52:30,|,-193.635425812576
07:57:30,|,-239.27958219787
08:02:30,|,-2060.45238428857
08:07:30,|,-627.383876250599
08:12:30,|,428.493199678812
08:17:30,|,6717.04651737821
08:22:30,|,320.651174450304
08:27:30,|,166.123516844696
08:32:30,|,148.519609450605
08:37:30,|,-10.3614190513306
08:42:30,|,-19.733176569057
08:47:30,|,-27.2995339901866
08:52:30,|,-30.3122428232523
08:57:30,|,-38.7429901075739
09:02:30,|,-93.6503722710901
09:07:30,|,-14.921766446428
09:12:30,|,-10.5232002637966
09:17:30,|,-29.9941165218162
09:22:30,|,-7.3866346667807
09:27:30,|,-5.49406097111645
09:32:30,|,-14.1855540980236
09:37:30,|,-19.6382097324831
09:42:30,|,-11.9834655942814
09:47:30,|,-6.95725059287288
09:52:30,|,-10.4723711262239
09:57:30,|,-11.1518131438414
10:02:30,|,-26.3071421706463
10:07:30,|,-7.8084210435223
