bar_fence,CDT_Time,Rel_1_5,Rel_0_4,Rel_1_5_v_0_4,bar_fence_1,Upper_3_0,Upper_0,Upper_3_0_v_0,bar_fence_2,CDT_Time_1,Lower_1_5,Lower_0,Lower_1_5_v_0
|,04:34:23,113,0.256,441.40625,|,5.86,3.43,1.70845481049563,|,04:34:23,0.441,6.752,0.065313981042654
|,04:34:24,134,0.282,475.177304964539,|,6.41,3.509,1.82673126246794,|,04:34:24,0.421,6.513,0.0646399508674958
|,04:34:25,108,0.196,551.020408163265,|,7.18,3.538,2.02939513849633,|,04:34:25,0.409,6.548,0.0624618204031765
|,04:34:26,76.3,1.04,73.3653846153846,|,8.19,3.516,2.32935153583618,|,04:34:26,0.351,6.447,0.0544439274080968
|,04:34:27,67.2,1.71,39.2982456140351,|,8.35,3.467,2.4084222670897,|,04:34:27,0.36,6.662,0.054037826478535
|,04:34:28,98.1,0.905,108.397790055249,|,8.09,3.557,2.27438852965983,|,04:34:28,0.467,6.542,0.0713848975848364
|,04:34:29,155,0.588,263.605442176871,|,7.72,3.534,2.184493491794,|,04:34:29,0.498,6.894,0.072236727589208
|,04:34:30,143,0.386,370.466321243523,|,7.55,3.522,2.14366837024418,|,04:34:30,0.427,6.555,0.0651411136536995
|,04:34:31,113,0.432,261.574074074074,|,6.85,3.434,1.99475829935935,|,04:34:31,0.433,6.484,0.0667797655768044
|,04:34:32,117,0.575,203.478260869565,|,6.36,3.599,1.76715754376216,|,04:34:32,0.439,5.921,0.0741428812700557
|,04:34:33,137,0.573,239.092495636998,|,6.36,3.43,1.85422740524781,|,04:34:33,0.468,5.448,0.0859030837004405
|,04:34:34,149,0.632,235.759493670886,|,5.92,3.438,1.72193135543921,|,04:34:34,0.512,5.605,0.0913470115967886
|,04:34:35,160,0.417,383.693045563549,|,5.55,3.56,1.55898876404494,|,04:34:35,0.537,5.849,0.0918105659087023
|,04:34:36,128,0.393,325.699745547074,|,5.28,3.524,1.49829738933031,|,04:34:36,0.523,5.717,0.0914815462655239
|,04:34:37,109,0.508,214.566929133858,|,4.94,3.528,1.40022675736961,|,04:34:37,0.503,5.617,0.0895495816272031
|,04:34:38,118,0.635,185.826771653543,|,5.03,3.499,1.43755358673907,|,04:34:38,0.55,5.72,0.0961538461538462
|,04:34:39,129,0.733,175.989085948158,|,4.92,3.497,1.40692021732914,|,04:34:39,0.653,5.702,0.114521220624342
|,04:34:40,158,0.966,163.561076604555,|,4.99,3.501,1.42530705512711,|,04:34:40,0.759,5.538,0.137053087757313
|,04:34:41,194,0.926,209.503239740821,|,5.34,3.379,1.5803492157443,|,04:34:41,0.831,5.459,0.152225682359406
|,04:34:42,193,1.07,180.373831775701,|,5.61,3.42,1.64035087719298,|,04:34:42,0.898,6.221,0.144349782993088
|,04:34:43,174,7.54,23.0769230769231,|,5.43,3.44,1.57848837209302,|,04:34:43,0.975,6.059,0.160917643175441
|,04:34:44,189,16.9,11.1834319526627,|,5.27,3.511,1.50099686698946,|,04:34:44,0.999,5.596,0.178520371694067
|,04:34:45,204,16.1,12.6708074534161,|,5.22,3.546,1.47208121827411,|,04:34:45,1.02,5.787,0.176257128045619
|,04:34:46,174,19.8,8.78787878787879,|,4.87,3.575,1.36223776223776,|,04:34:46,1.08,5.68,0.190140845070423
|,04:34:47,148,21.1,7.01421800947867,|,4.99,3.471,1.43762604436762,|,04:34:47,1.15,5.634,0.204117855875044
|,04:34:48,162,12.8,12.65625,|,5.28,3.481,1.51680551565642,|,04:34:48,1.19,6.046,0.196824346675488
|,04:34:49,158,17.1,9.23976608187134,|,5.36,3.383,1.58439255099025,|,04:34:49,1.22,6.127,0.199118655133018
|,04:34:50,138,20.6,6.69902912621359,|,5.27,3.393,1.55319776009431,|,04:34:50,1.2,6.217,0.193019141064822
|,04:34:51,108,16.7,6.46706586826347,|,5.55,3.344,1.65968899521531,|,04:34:51,1.2,6.222,0.192864030858245
|,04:34:52,111,16.7,6.64670658682635,|,5.19,3.348,1.55017921146953,|,04:34:52,1.14,6.103,0.186793380304768
|,04:34:53,112,13.8,8.11594202898551,|,4.66,3.415,1.36456808199122,|,04:34:53,1.13,5.682,0.198873636043647
|,04:34:54,95.5,13.6,7.02205882352941,|,4.5,3.432,1.31118881118881,|,04:34:54,1.14,5.693,0.200245916037239
|,04:34:55,111,12.1,9.17355371900826,|,4.09,3.583,1.14150153502651,|,04:34:55,1.2,5.678,0.211342021838676
|,04:34:56,101,13.1,7.70992366412214,|,3.76,3.579,1.05057278569433,|,04:34:56,1.23,5.437,0.226227699098768
|,04:34:57,75.1,12.9,5.82170542635659,|,3.63,3.669,0.989370400654129,|,04:34:57,1.14,5.582,0.204227875313508
|,04:34:58,60.3,8.58,7.02797202797203,|,2.84,3.679,0.77194889915738,|,04:34:58,1.11,5.781,0.192008303061754
|,04:34:59,55.9,10.5,5.32380952380952,|,2.19,3.662,0.59803386127799,|,04:34:59,1.13,5.792,0.195096685082873
|,04:35:00,50.3,10.7,4.70093457943925,|,2.2,3.699,0.594755339280887,|,04:35:00,1.1,5.965,0.184409052808047
|,04:35:01,49.4,11,4.49090909090909,|,1.93,3.65,0.528767123287671,|,04:35:01,1.09,5.325,0.204694835680751
|,04:35:02,66.8,15.2,4.39473684210526,|,1.74,3.701,0.470143204539314,|,04:35:02,1.08,5.419,0.199298763609522
|,04:35:03,107,16.5,6.48484848484848,|,1.65,3.603,0.457951706910908,|,04:35:03,1.13,5.112,0.221048513302034
|,04:35:04,151,13.7,11.021897810219,|,1.65,3.648,0.452302631578947,|,04:35:04,1.28,5.17,0.247582205029014
|,04:35:05,147,12.5,11.76,|,1.45,3.953,0.36681001770807,|,04:35:05,1.34,5.08,0.263779527559055
|,04:35:06,132,10.7,12.3364485981308,|,1.3,3.896,0.333675564681725,|,04:35:06,1.3,5.068,0.256511444356748
|,04:35:07,128,9.04,14.1592920353982,|,1.26,3.871,0.325497287522604,|,04:35:07,1.46,4.731,0.30860283238216
|,04:35:08,125,12.5,10,|,1.24,3.785,0.327608982826948,|,04:35:08,1.53,4.582,0.333915320820602
|,04:35:09,101,20.2,5,|,1.14,3.755,0.303595206391478,|,04:35:09,1.23,4.595,0.267682263329706
|,04:35:10,140,19.6,7.14285714285714,|,1.03,3.806,0.270625328428797,|,04:35:10,1.24,4.736,0.261824324324324
|,04:35:11,220,15.5,14.1935483870968,|,1.04,3.81,0.272965879265092,|,04:35:11,1.31,4.503,0.290917166333555
|,04:35:12,189,14.2,13.3098591549296,|,1.05,3.808,0.275735294117647,|,04:35:12,1.48,4.516,0.327723649247121
|,04:35:13,126,18.2,6.92307692307692,|,1.02,3.859,0.26431718061674,|,04:35:13,1.55,4.646,0.333620318553595
|,04:35:14,113,19,5.94736842105263,|,1,3.838,0.260552371026576,|,04:35:14,1.43,4.74,0.30168776371308
|,04:35:15,108,20.3,5.32019704433498,|,1.05,3.846,0.273010920436817,|,04:35:15,1.37,4.659,0.294054518136939
|,04:35:16,79.7,16.3,4.88957055214724,|,1.11,3.871,0.28674761043658,|,04:35:16,1.35,4.435,0.304396843291996
|,04:35:17,84.8,10,8.48,|,1.17,3.92,0.298469387755102,|,04:35:17,1.42,4.711,0.301422203353853
|,04:35:18,144,6.91,20.8393632416787,|,1.34,3.773,0.3551550490326,|,04:35:18,1.51,4.731,0.319171422532234
|,04:35:19,204,5.51,37.0235934664247,|,1.46,3.828,0.381400208986416,|,04:35:19,1.41,4.593,0.30698889614631
|,04:35:20,218,4.11,53.0413625304136,|,1.53,3.883,0.394025238217873,|,04:35:20,1.56,4.131,0.37763253449528
|,04:35:21,172,3.54,48.5875706214689,|,1.66,3.801,0.436727177058669,|,04:35:21,1.75,4.554,0.384277558190602
|,04:35:22,138,3.55,38.8732394366197,|,1.75,3.863,0.453015790836138,|,04:35:22,1.92,4.025,0.477018633540373
|,04:35:23,103,3.54,29.0960451977401,|,1.8,3.773,0.477073946461702,|,04:35:23,1.98,3.949,0.501392757660167
|,04:35:24,80.3,3.56,22.5561797752809,|,1.8,3.746,0.480512546716498,|,04:35:24,2.26,3.813,0.592709152897981
|,04:35:25,73,3.95,18.4810126582278,|,1.8,3.691,0.487672717420753,|,04:35:25,2.39,4.093,0.583923772294161
|,04:35:26,77.2,5.2,14.8461538461538,|,1.76,3.638,0.483782297965915,|,04:35:26,2.51,3.736,0.671841541755889
|,04:35:27,71.5,8.24,8.67718446601942,|,1.9,3.579,0.530874545962559,|,04:35:27,2.54,3.67,0.692098092643052
|,04:35:28,69.8,10.3,6.77669902912621,|,1.95,3.601,0.541516245487365,|,04:35:28,2.4,3.798,0.631911532385466
|,04:35:29,73.7,14.1,5.22695035460993,|,1.93,3.565,0.541374474053296,|,04:35:29,2.19,3.881,0.564287554753929
|,04:35:30,68.7,23.5,2.92340425531915,|,1.92,3.497,0.549042036030884,|,04:35:30,2.39,3.802,0.628616517622304
|,04:35:31,62.7,22.5,2.78666666666667,|,1.92,3.385,0.567208271787297,|,04:35:31,2.98,3.822,0.779696493982208
|,04:35:32,51.9,25,2.076,|,1.99,3.51,0.566951566951567,|,04:35:32,2.98,3.795,0.785243741765481
|,04:35:33,43.6,23.9,1.82426778242678,|,2.1,3.424,0.613317757009346,|,04:35:33,3.09,3.695,0.836265223274696
|,04:35:34,39.9,24.2,1.64876033057851,|,2.14,3.516,0.608646188850967,|,04:35:34,3.29,3.811,0.86329047494096
|,04:35:35,34.2,23.9,1.43096234309623,|,2.19,3.505,0.624821683309558,|,04:35:35,3.62,3.719,0.973379940844313
|,04:35:36,27.7,20.8,1.33173076923077,|,2.14,3.477,0.615473109002013,|,04:35:36,3.87,3.694,1.04764482945317
|,04:35:37,26.5,21.8,1.21559633027523,|,2.1,3.456,0.607638888888889,|,04:35:37,3.8,3.703,1.02619497704564
|,04:35:38,30.1,19.7,1.52791878172589,|,2.07,3.534,0.585738539898132,|,04:35:38,3.87,3.653,1.05940323022174
|,04:35:39,26.7,19.8,1.34848484848485,|,2.04,3.579,0.569991617770327,|,04:35:39,3.86,3.591,1.07490949596213
|,04:35:40,21.3,19.4,1.0979381443299,|,1.99,3.434,0.579499126383227,|,04:35:40,3.88,3.603,1.07688037746322
|,04:35:41,18.7,18.2,1.02747252747253,|,1.89,3.411,0.554089709762533,|,04:35:41,3.91,3.524,1.10953461975028
|,04:35:42,13.4,17.4,0.770114942528736,|,1.84,3.373,0.545508449451527,|,04:35:42,3.69,3.655,1.00957592339261
|,04:35:43,11.3,16.5,0.684848484848485,|,1.78,3.43,0.518950437317784,|,04:35:43,3.65,3.659,0.997540311560536
|,04:35:44,9.09,16,0.568125,|,1.73,3.354,0.515802027429934,|,04:35:44,3.8,3.477,1.09289617486339
|,04:35:45,6.91,16,0.431875,|,1.66,3.322,0.499698976520169,|,04:35:45,3.8,3.638,1.04452996151732
|,04:35:46,6.97,15.4,0.452597402597403,|,1.6,3.356,0.476758045292014,|,04:35:46,3.75,3.388,1.10684769775679
|,04:35:47,6.18,13.6,0.454411764705882,|,1.55,3.452,0.44901506373117,|,04:35:47,3.76,3.572,1.05263157894737
|,04:35:48,5.66,11.8,0.479661016949153,|,1.49,3.444,0.432636469221835,|,04:35:48,3.65,3.464,1.05369515011547
|,04:35:49,4.9,10.9,0.44954128440367,|,1.42,3.561,0.398764392024712,|,04:35:49,3.54,3.467,1.02105566772426
|,04:35:50,4.11,10.4,0.395192307692308,|,1.37,3.485,0.393113342898135,|,04:35:50,3.57,3.261,1.09475620975161
|,04:35:51,3.79,9.09,0.416941694169417,|,1.41,3.605,0.391123439667129,|,04:35:51,3.89,3.302,1.17807389460933
|,04:35:52,3.56,9.11,0.390779363336992,|,1.46,3.693,0.395342539940428,|,04:35:52,4.18,3.355,1.24590163934426
|,04:35:53,3.46,9.27,0.373247033441208,|,1.41,3.563,0.395733932079708,|,04:35:53,4.38,3.247,1.34893748075146
|,04:35:54,2.8,8.34,0.335731414868105,|,1.27,3.673,0.34576640348489,|,04:35:54,4.33,3.166,1.36765634870499
|,04:35:55,2.57,8.31,0.309265944645006,|,1.24,3.752,0.330490405117271,|,04:35:55,4.18,3.096,1.35012919896641
|,04:35:56,2.23,9.26,0.240820734341253,|,1.22,3.663,0.333060333060333,|,04:35:56,3.62,3.017,1.19986741796487
|,04:35:57,1.78,8.66,0.20554272517321,|,1.19,3.616,0.329092920353982,|,04:35:57,3.54,2.822,1.25442948263643
|,04:35:58,1.48,9.29,0.159311087190527,|,1.21,3.791,0.319176998153522,|,04:35:58,4.25,2.969,1.43145840350286
|,04:35:59,1.47,11.8,0.124576271186441,|,1.41,3.842,0.36699635606455,|,04:35:59,4.47,2.739,1.63198247535597
|,04:36:00,1.52,11.3,0.134513274336283,|,1.73,4.19,0.412887828162291,|,04:36:00,4.31,2.875,1.49913043478261
|,04:36:01,1.29,10.5,0.122857142857143,|,1.95,4.092,0.476539589442815,|,04:36:01,4.26,2.969,1.43482654092287
|,04:36:02,1.07,8.51,0.125734430082256,|,1.96,3.979,0.492586076903745,|,04:36:02,3.83,3.009,1.27284812229977
|,04:36:03,0.966,7.59,0.127272727272727,|,1.87,3.926,0.476311767702496,|,04:36:03,3.54,3.044,1.16294349540079
|,04:36:04,0.758,6.82,0.111143695014663,|,1.9,3.865,0.491591203104786,|,04:36:04,3.72,3.009,1.23629112662014
|,04:36:05,0.652,5.93,0.109949409780776,|,2.05,3.875,0.529032258064516,|,04:36:05,3.71,2.917,1.27185464518341
|,04:36:06,0.535,5.72,0.0935314685314685,|,2.11,3.844,0.548907388137357,|,04:36:06,3.83,2.982,1.28437290409121
|,04:36:07,0.475,5.41,0.0878003696857671,|,2.08,3.914,0.531425651507409,|,04:36:07,3.9,2.886,1.35135135135135
|,04:36:08,0.462,5.03,0.0918489065606362,|,2.25,4.118,0.546381738708111,|,04:36:08,4.03,2.906,1.38678596008259
|,04:36:09,0.444,4.55,0.0975824175824176,|,2.49,3.997,0.622967225419064,|,04:36:09,4.3,2.881,1.49253731343284
|,04:36:10,0.401,4.05,0.0990123456790124,|,2.49,4.13,0.602905569007264,|,04:36:10,4,2.877,1.39033715676051
|,04:36:11,0.366,2.89,0.126643598615917,|,2.39,4.247,0.562750176595244,|,04:36:11,3.29,2.91,1.13058419243986
|,04:36:12,0.352,2.3,0.15304347826087,|,2.37,4.316,0.549119555143652,|,04:36:12,3.7,2.877,1.28606187000348
|,04:36:13,0.322,1.89,0.17037037037037,|,2.46,4.239,0.580325548478415,|,04:36:13,4.22,2.859,1.47604057362714
|,04:36:14,0.282,1.58,0.178481012658228,|,2.39,4.498,0.531347265451312,|,04:36:14,4.45,2.855,1.55866900175131
|,04:36:15,0.247,1.57,0.157324840764331,|,2.3,4.496,0.511565836298932,|,04:36:15,4.58,2.993,1.53023722018042
|,04:36:16,0.225,1.37,0.164233576642336,|,2.23,4.361,0.511350607658794,|,04:36:16,4.64,2.829,1.6401555319901
|,04:36:17,0.199,1.21,0.164462809917355,|,2.17,4.318,0.502547475683187,|,04:36:17,4.66,2.851,1.63451420554192
|,04:36:18,0.181,1.3,0.139230769230769,|,2.18,4.277,0.509703062894552,|,04:36:18,4.68,2.814,1.66311300639659
|,04:36:19,0.164,1.2,0.136666666666667,|,2.14,4.282,0.499766464269033,|,04:36:19,4.65,2.798,1.66190135811294
|,04:36:20,0.151,1.22,0.123770491803279,|,1.91,4.582,0.416848537756438,|,04:36:20,4.56,2.822,1.61587526576896
|,04:36:21,0.145,1.17,0.123931623931624,|,2.06,4.565,0.451259583789704,|,04:36:21,4.2,2.607,1.61104718066743
|,04:36:22,0.116,1.12,0.103571428571429,|,2.24,4.541,0.493283417749394,|,04:36:22,4,2.577,1.55219247186651
|,04:36:23,0.097,0.873,0.111111111111111,|,1.86,4.835,0.384694932781799,|,04:36:23,4.4,2.704,1.62721893491124
|,04:36:24,0.093,0.689,0.134978229317852,|,1.62,4.408,0.367513611615245,|,04:36:24,4.49,2.732,1.64348462664715
|,04:36:25,0.086,0.808,0.106435643564356,|,1.66,4.294,0.386585933861202,|,04:36:25,4.25,2.634,1.61351556567957
|,04:36:26,0.082,0.798,0.102756892230576,|,1.69,4.553,0.371183834834175,|,04:36:26,4.61,2.66,1.73308270676692
|,04:36:27,0.073,0.678,0.107669616519174,|,1.81,4.661,0.388328684831581,|,04:36:27,4.79,2.618,1.82964094728801
|,04:36:28,0.074,0.903,0.0819490586932447,|,1.89,5.394,0.350389321468298,|,04:36:28,4.85,2.494,1.94466720128308
|,04:36:29,0.064,1.05,0.060952380952381,|,1.92,5.382,0.356744704570792,|,04:36:29,4.72,2.43,1.94238683127572
|,04:36:30,0.055,1.12,0.0491071428571429,|,1.69,5.362,0.315180902648266,|,04:36:30,4.74,2.401,1.97417742607247
|,04:36:31,0.053,1.16,0.0456896551724138,|,1.81,5.809,0.31158547082114,|,04:36:31,4.74,2.309,2.05283672585535
|,04:36:32,0.05,1.26,0.0396825396825397,|,1.86,5.558,0.334652752788773,|,04:36:32,4.8,2.489,1.92848533547609
|,04:36:33,0.047,1.13,0.0415929203539823,|,1.99,5.642,0.352711804324708,|,04:36:33,4.89,2.656,1.84111445783132
|,04:36:34,0.046,0.825,0.0557575757575758,|,2.15,5.776,0.372229916897507,|,04:36:34,4.89,2.496,1.95913461538462
|,04:36:35,0.04,0.902,0.0443458980044346,|,2.13,6.508,0.327289489858635,|,04:36:35,4.7,2.518,1.86656076250993
|,04:36:36,0.034,0.921,0.0369163952225842,|,1.87,6.142,0.304461087593618,|,04:36:36,4.51,2.425,1.85979381443299
|,04:36:37,0.031,0.642,0.0482866043613707,|,1.5,6.179,0.242757727787668,|,04:36:37,4.4,2.471,1.78065560501821
|,04:36:38,0.032,0.53,0.060377358490566,|,1.41,6.418,0.219694608912434,|,04:36:38,4.01,2.351,1.70565716716291
|,04:36:39,0.031,0.437,0.0709382151029748,|,1.36,6.297,0.215975861521359,|,04:36:39,3.12,2.583,1.20789779326365
|,04:36:40,0.028,0.414,0.0676328502415459,|,1.63,6.165,0.264395782643958,|,04:36:40,2.86,2.406,1.18869492934331
|,04:36:41,0.024,0.357,0.0672268907563025,|,1.89,6.242,0.302787568087152,|,04:36:41,2.87,2.489,1.15307352350342
|,04:36:42,0.022,0.306,0.0718954248366013,|,1.92,6.371,0.301365562706012,|,04:36:42,2.89,2.397,1.20567375886525
|,04:36:43,0.021,0.321,0.0654205607476636,|,1.88,6.169,0.304749554222727,|,04:36:43,2.96,2.445,1.21063394683027
|,04:36:44,0.022,0.33,0.0666666666666667,|,1.95,5.987,0.32570569567396,|,04:36:44,3.38,2.353,1.43646408839779
|,04:36:45,0.023,0.282,0.0815602836879433,|,2.16,6.11,0.353518821603928,|,04:36:45,3.63,2.379,1.52585119798235
|,04:36:46,0.022,0.257,0.0856031128404669,|,2.25,6.82,0.329912023460411,|,04:36:46,3.4,2.426,1.40148392415499
|,04:36:47,0.022,0.233,0.0944206008583691,|,2.24,6.112,0.366492146596859,|,04:36:47,3.34,2.34,1.42735042735043
|,04:36:48,0.027,0.214,0.126168224299065,|,2.14,6.226,0.343719884355927,|,04:36:48,3.37,2.428,1.38797364085667
|,04:36:49,0.028,0.194,0.144329896907216,|,1.83,6.344,0.288461538461538,|,04:36:49,3.39,2.373,1.42857142857143
|,04:36:50,0.021,0.207,0.101449275362319,|,1.75,6.622,0.264270613107822,|,04:36:50,3.41,2.472,1.3794498381877
|,04:36:51,0.019,0.21,0.0904761904761905,|,1.95,6.342,0.307473982970672,|,04:36:51,3.36,2.421,1.38785625774473
|,04:36:52,0.018,0.162,0.111111111111111,|,2.09,6.512,0.320945945945946,|,04:36:52,3.55,2.452,1.44779771615008
|,04:36:53,0.017,0.162,0.104938271604938,|,2.29,6.587,0.347654470927585,|,04:36:53,3.79,2.432,1.55838815789474
|,04:36:54,0.017,0.154,0.11038961038961,|,2.76,7.304,0.377875136911281,|,04:36:54,3.59,2.461,1.45875660300691
|,04:36:55,0.016,0.125,0.128,|,2.91,6.52,0.446319018404908,|,04:36:55,3.02,2.241,1.34761267291388
|,04:36:56,0.015,0.134,0.111940298507463,|,2.93,6.708,0.436791890280262,|,04:36:56,2.66,2.233,1.19122257053292
|,04:36:57,0.014,0.115,0.121739130434783,|,3.38,6.161,0.548612238273008,|,04:36:57,2.74,2.292,1.19546247818499
|,04:36:58,0.015,0.098,0.153061224489796,|,3.2,6.138,0.521342456826328,|,04:36:58,2.91,2.244,1.29679144385027
|,04:36:59,0.014,0.089,0.157303370786517,|,2.69,6.363,0.422756561370423,|,04:36:59,3.1,2.287,1.35548753825973
|,04:37:00,0.014,0.132,0.106060606060606,|,2.43,6.036,0.40258449304175,|,04:37:00,3.24,2.252,1.43872113676732
|,04:37:01,0.013,0.21,0.0619047619047619,|,2.36,6.163,0.382930391043323,|,04:37:01,3.37,2.25,1.49777777777778
|,04:37:02,0.013,0.238,0.0546218487394958,|,2.48,6.054,0.409646514701024,|,04:37:02,3.35,2.382,1.4063811922754
|,04:37:03,0.013,0.256,0.05078125,|,3.14,6.16,0.50974025974026,|,04:37:03,2.97,2.318,1.28127696289905
|,04:37:04,0.013,0.24,0.0541666666666667,|,3.24,5.991,0.540811216825238,|,04:37:04,3.3,2.217,1.48849797023004
|,04:37:05,0.015,0.172,0.0872093023255814,|,2.67,6.054,0.441030723488603,|,04:37:05,3.5,2.187,1.60036579789666
|,04:37:06,0.016,0.111,0.144144144144144,|,2.27,6.166,0.368147907881933,|,04:37:06,3.39,2.174,1.55933762649494
|,04:37:07,0.014,0.09,0.155555555555556,|,2.36,6.072,0.38866930171278,|,04:37:07,3.72,2.119,1.7555450684285
|,04:37:08,0.015,0.088,0.170454545454545,|,2.08,5.707,0.364464692482916,|,04:37:08,4.02,2.119,1.89712128362435
|,04:37:09,0.014,0.064,0.21875,|,1.79,5.819,0.307612991923011,|,04:37:09,3.71,2.136,1.73689138576779
|,04:37:10,0.013,0.057,0.228070175438596,|,1.99,5.879,0.338492940976357,|,04:37:10,3.13,2.189,1.42987665600731
|,04:37:11,0.013,0.048,0.270833333333333,|,2.34,5.797,0.40365706399862,|,04:37:11,2.79,2.279,1.22422114962703
|,04:37:12,0.013,0.041,0.317073170731707,|,2.51,5.832,0.430384087791495,|,04:37:12,2.74,2.261,1.21185316231756
|,04:37:13,0.012,0.043,0.279069767441861,|,2.46,5.838,0.421377183967112,|,04:37:13,2.71,2.156,1.2569573283859
|,04:37:14,0.012,0.039,0.307692307692308,|,2.45,5.793,0.422924218884861,|,04:37:14,2.85,2.193,1.29958960328317
|,04:37:15,0.013,0.032,0.40625,|,2.27,5.777,0.392937510818764,|,04:37:15,2.87,2.154,1.33240482822656
|,04:37:16,0.012,0.029,0.413793103448276,|,2.27,5.693,0.398735288951344,|,04:37:16,3.09,2.09,1.47846889952153
|,04:37:17,0.013,0.027,0.481481481481481,|,2.16,5.66,0.381625441696113,|,04:37:17,3.19,2.121,1.5040075436115
|,04:37:18,0.013,0.027,0.481481481481481,|,2.11,5.776,0.365304709141274,|,04:37:18,3.15,2.062,1.52764306498545
|,04:37:19,0.012,0.03,0.4,|,2.26,5.819,0.388382883656986,|,04:37:19,3.19,2.025,1.57530864197531
|,04:37:20,0.012,0.029,0.413793103448276,|,2.77,5.683,0.487418616927679,|,04:37:20,3.04,2.025,1.50123456790123
|,04:37:21,0.013,0.027,0.481481481481481,|,2.61,5.799,0.450077599586135,|,04:37:21,2.76,2.007,1.37518684603886
|,04:37:22,0.012,0.05,0.24,|,2.38,5.648,0.421388101983003,|,04:37:22,2.77,1.996,1.3877755511022
|,04:37:23,0.013,0.07,0.185714285714286,|,2.08,5.478,0.379700620664476,|,04:37:23,2.78,1.967,1.4133197763091
|,04:37:24,0.014,0.065,0.215384615384615,|,1.81,5.444,0.332476120499633,|,04:37:24,2.92,1.941,1.5043791859866
|,04:37:25,0.012,0.06,0.2,|,1.99,5.386,0.369476420349053,|,04:37:25,2.95,1.827,1.61466885604817
|,04:37:26,0.012,0.045,0.266666666666667,|,2.68,5.346,0.501309390198279,|,04:37:26,3.03,1.904,1.59138655462185
|,04:37:27,0.012,0.03,0.4,|,2.86,5.425,0.527188940092166,|,04:37:27,3.12,2.023,1.54226396440929
|,04:37:28,0.012,0.029,0.413793103448276,|,2.31,5.391,0.428491930996105,|,04:37:28,3.17,2.014,1.57398212512413
|,04:37:29,0.011,0.037,0.297297297297297,|,2.1,5.38,0.390334572490706,|,04:37:29,3,1.95,1.53846153846154
|,04:37:30,0.011,0.026,0.423076923076923,|,3.01,5.299,0.568031704095112,|,04:37:30,2.97,1.941,1.53013910355487
|,04:37:31,0.012,0.017,0.705882352941176,|,3.91,5.26,0.743346007604563,|,04:37:31,3.25,1.935,1.67958656330749
|,04:37:32,0.012,0.022,0.545454545454546,|,4.56,5.188,0.878951426368543,|,04:37:32,3.34,1.915,1.74412532637076
|,04:37:33,0.012,0.026,0.461538461538462,|,4.76,5.266,0.903911887580706,|,04:37:33,3.39,1.937,1.75012906556531
|,04:37:34,0.011,0.024,0.458333333333333,|,4.8,5.203,0.922544685758216,|,04:37:34,3.51,1.906,1.84155299055614
|,04:37:35,0.012,0.013,0.923076923076923,|,5.13,5.186,0.989201696876205,|,04:37:35,3.39,1.941,1.74652241112828
|,04:37:36,0.012,0.014,0.857142857142857,|,5.33,5.164,1.03214562354764,|,04:37:36,3.47,1.827,1.89928845101259
|,04:37:37,0.012,0.017,0.705882352941176,|,5.32,5.229,1.01740294511379,|,04:37:37,3.49,1.594,2.18946047678795
|,04:37:38,0.012,0.023,0.521739130434783,|,4.99,5.174,0.964437572477774,|,04:37:38,3.34,1.073,3.11276794035415
|,04:37:39,0.012,0.02,0.6,|,4.46,5.107,0.873311141570394,|,04:37:39,3.52,1.331,2.64462809917355
|,04:37:40,0.012,0.012,1,|,3.96,5.119,0.773588591521782,|,04:37:40,3.65,1.334,2.73613193403298
|,04:37:41,0.013,0.01,1.3,|,3.52,5.105,0.689520078354554,|,04:37:41,3.67,1.444,2.5415512465374
|,04:37:42,0.013,0.008,1.625,|,3.19,5.104,0.625,|,04:37:42,3.6,1.379,2.61058738216099
|,04:37:43,0.012,0.01,1.2,|,3.15,5.141,0.612721260455164,|,04:37:43,3.48,1.197,2.90726817042607
|,04:37:44,0.012,0.012,1,|,3.08,5.154,0.597594101668607,|,04:37:44,3.97,1.139,3.48551360842845
|,04:37:45,0.012,0.008,1.5,|,2.79,5.056,0.551819620253165,|,04:37:45,4.61,1.245,3.70281124497992
|,04:37:46,0.013,0.007,1.85714285714286,|,2.12,4.943,0.428889338458426,|,04:37:46,4.85,1.293,3.75096674400619
|,04:37:47,0.013,0.007,1.85714285714286,|,1.66,4.955,0.335015136226034,|,04:37:47,5.04,0.717,7.02928870292887
|,04:37:48,0.012,0.008,1.5,|,1.56,4.87,0.320328542094456,|,04:37:48,5.05,0.869,5.81127733026467
|,04:37:49,0.012,0.008,1.5,|,1.33,4.99,0.266533066132265,|,04:37:49,5.18,0.888,5.83333333333333
|,04:37:50,0.012,0.006,2,|,1.25,4.947,0.252678390944006,|,04:37:50,5.21,1.036,5.02895752895753
|,04:37:51,0.012,0.009,1.33333333333333,|,1.44,4.868,0.295809367296631,|,04:37:51,5.33,0.5,10.66
|,04:37:52,0.012,0.006,2,|,1.37,4.913,0.278852025239161,|,04:37:52,5.39,0.491,10.9775967413442
|,04:37:53,0.011,0.008,1.375,|,1.81,4.957,0.365140205769619,|,04:37:53,5.53,0.782,7.07161125319693
|,04:37:54,0.012,0.008,1.5,|,2.36,4.88,0.483606557377049,|,04:37:54,5.63,0.647,8.70170015455951
|,04:37:55,0.012,0.01,1.2,|,2.24,4.784,0.468227424749164,|,04:37:55,5.68,0.635,8.94488188976378
