bar_fence,CDT_Time,Rel_1_5,Rel_0_4,Rel_1_5_v_0_4,bar_fence_1,Upper_3_0,Upper_0,Upper_3_0_v_0,bar_fence_2,CDT_Time_1,Lower_1_5,Lower_0,Lower_1_5_v_0
|,00:06:29,0.012,0.002,6,|,0.012,0,Inf,|,00:06:29,0.008,NaN,NaN
|,00:06:30,0.012,0.004,3,|,0.013,0.001,13,|,00:06:30,0.007,NaN,NaN
|,00:06:31,0.012,0.005,2.4,|,0.013,0.001,13,|,00:06:31,0.009,NaN,NaN
|,00:06:32,0.012,0.004,3,|,0.013,0.001,13,|,00:06:32,0.008,NaN,NaN
|,00:06:33,0.013,0.006,2.16666666666667,|,0.012,0.001,12,|,00:06:33,0.008,NaN,NaN
|,00:06:34,0.013,0.004,3.25,|,0.014,0.001,14,|,00:06:34,0.009,NaN,NaN
|,00:06:35,0.012,0.004,3,|,0.015,0.089,0.168539325842697,|,00:06:35,0.009,NaN,NaN
|,00:06:36,0.01,0.005,2,|,0.013,0.003,4.33333333333333,|,00:06:36,0.008,NaN,NaN
|,00:06:37,0.011,0.006,1.83333333333333,|,0.013,0.001,13,|,00:06:37,0.008,NaN,NaN
|,00:06:38,0.012,0.005,2.4,|,0.013,0.002,6.5,|,00:06:38,0.009,NaN,NaN
|,00:06:39,0.013,0.004,3.25,|,0.013,0.001,13,|,00:06:39,0.008,NaN,NaN
|,00:06:40,0.012,0.005,2.4,|,0.012,0.001,12,|,00:06:40,0.008,NaN,NaN
|,00:06:41,0.011,0.004,2.75,|,0.015,0.003,5,|,00:06:41,0.008,NaN,NaN
|,00:06:42,0.011,0.003,3.66666666666667,|,0.016,0.001,16,|,00:06:42,0.008,NaN,NaN
|,00:06:43,0.011,0.003,3.66666666666667,|,0.014,0.001,14,|,00:06:43,0.007,NaN,NaN
|,00:06:44,0.01,0.003,3.33333333333333,|,0.014,0.005,2.8,|,00:06:44,0.008,NaN,NaN
|,00:06:45,0.011,0.003,3.66666666666667,|,0.013,0,Inf,|,00:06:45,0.008,NaN,NaN
|,00:06:46,0.013,0.006,2.16666666666667,|,0.012,0.001,12,|,00:06:46,0.008,NaN,NaN
|,00:06:47,0.015,0.006,2.5,|,0.013,0,Inf,|,00:06:47,0.008,NaN,NaN
|,00:06:48,0.016,0.006,2.66666666666667,|,0.012,0.001,12,|,00:06:48,0.008,NaN,NaN
|,00:06:49,0.012,0.004,3,|,0.012,0.002,6,|,00:06:49,0.007,NaN,NaN
|,00:06:50,0.012,0.004,3,|,0.012,0.001,12,|,00:06:50,0.008,NaN,NaN
|,00:06:51,0.012,0.004,3,|,0.013,0,Inf,|,00:06:51,0.007,NaN,NaN
|,00:06:52,0.012,0.005,2.4,|,0.013,0.001,13,|,00:06:52,0.008,NaN,NaN
|,00:06:53,0.011,0.007,1.57142857142857,|,0.013,0.001,13,|,00:06:53,0.008,NaN,NaN
|,00:06:54,0.012,0.006,2,|,0.013,0.001,13,|,00:06:54,0.007,NaN,NaN
|,00:06:55,0.012,0.005,2.4,|,0.016,0.003,5.33333333333333,|,00:06:55,0.009,NaN,NaN
|,00:06:56,0.013,0.005,2.6,|,0.014,0,Inf,|,00:06:56,0.009,NaN,NaN
|,00:06:57,0.013,0.004,3.25,|,0.014,0.001,14,|,00:06:57,0.01,NaN,NaN
|,00:06:58,0.012,0.005,2.4,|,0.014,0.001,14,|,00:06:58,0.011,NaN,NaN
|,00:06:59,0.012,0.003,4,|,0.014,0.001,14,|,00:06:59,0.008,NaN,NaN
|,00:07:00,0.013,0.004,3.25,|,0.013,0.001,13,|,00:07:00,0.007,NaN,NaN
|,00:07:01,0.012,0.004,3,|,0.013,0.001,13,|,00:07:01,0.007,NaN,NaN
|,00:07:02,0.012,0.004,3,|,0.013,0,Inf,|,00:07:02,0.007,NaN,NaN
|,00:07:03,0.011,0.004,2.75,|,0.014,0.009,1.55555555555556,|,00:07:03,0.013,NaN,NaN
|,00:07:04,0.013,0.004,3.25,|,0.014,0.002,7,|,00:07:04,0.014,NaN,NaN
|,00:07:05,0.012,0.004,3,|,0.015,0.001,15,|,00:07:05,0.008,NaN,NaN
|,00:07:06,0.012,0.004,3,|,0.014,0.002,7,|,00:07:06,0.008,NaN,NaN
|,00:07:07,0.013,0.006,2.16666666666667,|,0.013,0.001,13,|,00:07:07,0.009,NaN,NaN
|,00:07:08,0.013,0.005,2.6,|,0.013,0.018,0.722222222222222,|,00:07:08,0.009,NaN,NaN
|,00:07:09,0.013,0.006,2.16666666666667,|,0.015,0.001,15,|,00:07:09,0.008,NaN,NaN
|,00:07:10,0.013,0.004,3.25,|,0.014,0.001,14,|,00:07:10,0.008,NaN,NaN
|,00:07:11,0.014,0.004,3.5,|,0.013,0.001,13,|,00:07:11,0.008,NaN,NaN
|,00:07:12,0.02,0.005,4,|,0.012,0.002,6,|,00:07:12,0.009,NaN,NaN
|,00:07:13,0.012,0.015,0.8,|,0.013,0.015,0.866666666666667,|,00:07:13,0.008,NaN,NaN
|,00:07:14,0.013,0.018,0.722222222222222,|,0.014,0.185,0.0756756756756757,|,00:07:14,0.008,NaN,NaN
|,00:07:15,0.012,0.007,1.71428571428571,|,0.013,0.001,13,|,00:07:15,0.007,NaN,NaN
|,00:07:16,0.012,0.004,3,|,0.012,0.002,6,|,00:07:16,0.008,NaN,NaN
|,00:07:17,0.012,0.003,4,|,0.012,0.004,3,|,00:07:17,0.009,NaN,NaN
|,00:07:18,0.014,0.006,2.33333333333333,|,0.013,0.003,4.33333333333333,|,00:07:18,0.008,NaN,NaN
|,00:07:19,0.012,0.006,2,|,0.014,0.001,14,|,00:07:19,0.009,NaN,NaN
|,00:07:20,0.012,0.003,4,|,0.015,0.001,15,|,00:07:20,0.009,NaN,NaN
|,00:07:21,0.012,0.003,4,|,0.015,0.012,1.25,|,00:07:21,0.009,NaN,NaN
|,00:07:22,0.012,0.004,3,|,0.014,0,Inf,|,00:07:22,0.009,NaN,NaN
|,00:07:23,0.012,0.004,3,|,0.014,0.001,14,|,00:07:23,0.008,NaN,NaN
|,00:07:24,0.012,0.004,3,|,0.013,0.002,6.5,|,00:07:24,0.008,NaN,NaN
|,00:07:25,0.012,0.007,1.71428571428571,|,0.012,0.001,12,|,00:07:25,0.008,NaN,NaN
|,00:07:26,0.013,0.007,1.85714285714286,|,0.012,0.055,0.218181818181818,|,00:07:26,0.008,NaN,NaN
|,00:07:27,0.012,0.003,4,|,0.012,0,Inf,|,00:07:27,0.01,NaN,NaN
|,00:07:28,0.012,0.005,2.4,|,0.013,0.006,2.16666666666667,|,00:07:28,0.017,NaN,NaN
|,00:07:29,0.012,0.005,2.4,|,0.014,0.001,14,|,00:07:29,0.018,NaN,NaN
|,00:07:30,0.013,0.004,3.25,|,0.012,0.001,12,|,00:07:30,0.021,NaN,NaN
|,00:07:31,0.013,0.004,3.25,|,0.013,0.003,4.33333333333333,|,00:07:31,0.01,NaN,NaN
|,00:07:32,0.012,0.004,3,|,0.014,0.001,14,|,00:07:32,0.009,NaN,NaN
|,00:07:33,0.013,0.005,2.6,|,0.013,0,Inf,|,00:07:33,0.011,NaN,NaN
|,00:07:34,0.012,0.004,3,|,0.014,0.001,14,|,00:07:34,0.011,NaN,NaN
|,00:07:35,0.011,0.004,2.75,|,0.014,0.002,7,|,00:07:35,0.013,NaN,NaN
|,00:07:36,0.011,0.006,1.83333333333333,|,0.013,0.003,4.33333333333333,|,00:07:36,0.017,NaN,NaN
|,00:07:37,0.011,0.003,3.66666666666667,|,0.013,0.001,13,|,00:07:37,0.022,NaN,NaN
|,00:07:38,0.012,0.004,3,|,0.014,0.001,14,|,00:07:38,0.017,NaN,NaN
|,00:07:39,0.012,0.004,3,|,0.013,0.001,13,|,00:07:39,0.008,NaN,NaN
|,00:07:40,0.012,0.004,3,|,0.014,0.001,14,|,00:07:40,0.008,NaN,NaN
|,00:07:41,0.012,0.005,2.4,|,0.014,0.001,14,|,00:07:41,0.009,NaN,NaN
|,00:07:42,0.012,0.004,3,|,0.013,0,Inf,|,00:07:42,0.008,NaN,NaN
|,00:07:43,0.012,0.003,4,|,0.013,0.002,6.5,|,00:07:43,0.008,NaN,NaN
|,00:07:44,0.012,0.004,3,|,0.013,0,Inf,|,00:07:44,0.009,NaN,NaN
|,00:07:45,0.012,0.003,4,|,0.013,0.001,13,|,00:07:45,0.008,NaN,NaN
|,00:07:46,0.011,0.003,3.66666666666667,|,0.012,0.001,12,|,00:07:46,0.008,NaN,NaN
|,00:07:47,0.012,0.004,3,|,0.012,0,Inf,|,00:07:47,0.008,NaN,NaN
|,00:07:48,0.012,0.003,4,|,0.014,0.001,14,|,00:07:48,0.009,NaN,NaN
|,00:07:49,0.012,0.003,4,|,0.013,0.001,13,|,00:07:49,0.009,NaN,NaN
|,00:07:50,0.013,0.004,3.25,|,0.015,0.001,15,|,00:07:50,0.011,NaN,NaN
|,00:07:51,0.016,0.005,3.2,|,0.016,0.002,8,|,00:07:51,0.009,NaN,NaN
|,00:07:52,0.016,0.004,4,|,0.015,0,Inf,|,00:07:52,0.008,NaN,NaN
|,00:07:53,0.012,0.005,2.4,|,0.014,0,Inf,|,00:07:53,0.009,NaN,NaN
|,00:07:54,0.012,0.003,4,|,0.013,0.001,13,|,00:07:54,0.023,NaN,NaN
|,00:07:55,0.012,0.005,2.4,|,0.015,0.003,5,|,00:07:55,0.052,NaN,NaN
|,00:07:56,0.012,0.005,2.4,|,0.016,0.002,8,|,00:07:56,0.022,NaN,NaN
|,00:07:57,0.012,0.005,2.4,|,0.013,0.001,13,|,00:07:57,0.011,NaN,NaN
|,00:07:58,0.013,0.004,3.25,|,0.013,0,Inf,|,00:07:58,0.009,NaN,NaN
|,00:07:59,0.014,0.003,4.66666666666667,|,0.013,0.013,1,|,00:07:59,0.009,NaN,NaN
|,00:08:00,0.014,0.004,3.5,|,0.013,0.007,1.85714285714286,|,00:08:00,0.012,NaN,NaN
|,00:08:01,0.013,0.004,3.25,|,0.013,0.002,6.5,|,00:08:01,0.014,NaN,NaN
|,00:08:02,0.012,0.005,2.4,|,0.013,0.002,6.5,|,00:08:02,0.009,NaN,NaN
|,00:08:03,0.013,0.004,3.25,|,0.013,0.001,13,|,00:08:03,0.036,NaN,NaN
|,00:08:04,0.014,0.003,4.66666666666667,|,0.013,0,Inf,|,00:08:04,0.054,NaN,NaN
|,00:08:05,0.012,0.004,3,|,0.013,0.002,6.5,|,00:08:05,0.027,NaN,NaN
|,00:08:06,0.012,0.003,4,|,0.013,0.001,13,|,00:08:06,0.017,NaN,NaN
|,00:08:07,0.013,0.004,3.25,|,0.02,0,Inf,|,00:08:07,0.01,NaN,NaN
|,00:08:08,0.014,0.005,2.8,|,0.013,0,Inf,|,00:08:08,0.009,NaN,NaN
|,00:08:09,0.014,0.005,2.8,|,0.013,0.001,13,|,00:08:09,0.009,NaN,NaN
|,00:08:10,0.012,0.007,1.71428571428571,|,0.013,0.001,13,|,00:08:10,0.015,NaN,NaN
|,00:08:11,0.012,0.006,2,|,0.013,0.001,13,|,00:08:11,0.017,NaN,NaN
|,00:08:12,0.012,0.005,2.4,|,0.013,0.001,13,|,00:08:12,0.01,NaN,NaN
|,00:08:13,0.011,0.004,2.75,|,0.014,0.001,14,|,00:08:13,0.011,NaN,NaN
|,00:08:14,0.014,0.003,4.66666666666667,|,0.013,0.001,13,|,00:08:14,0.009,NaN,NaN
|,00:08:15,0.016,0.003,5.33333333333333,|,0.013,0.001,13,|,00:08:15,0.009,NaN,NaN
|,00:08:16,0.013,0.003,4.33333333333333,|,0.013,0,Inf,|,00:08:16,0.011,NaN,NaN
|,00:08:17,0.011,0.003,3.66666666666667,|,0.013,0,Inf,|,00:08:17,0.012,NaN,NaN
|,00:08:18,0.012,0.002,6,|,0.013,0.002,6.5,|,00:08:18,0.008,NaN,NaN
|,00:08:19,0.013,0.003,4.33333333333333,|,0.012,0.01,1.2,|,00:08:19,0.008,NaN,NaN
|,00:08:20,0.013,0.004,3.25,|,0.013,0.001,13,|,00:08:20,0.008,NaN,NaN
|,00:08:21,0.013,0.004,3.25,|,0.019,0.001,19,|,00:08:21,0.009,NaN,NaN
|,00:08:22,0.013,0.004,3.25,|,0.02,0,Inf,|,00:08:22,0.008,NaN,NaN
|,00:08:23,0.012,0.006,2,|,0.014,0.001,14,|,00:08:23,0.008,NaN,NaN
|,00:08:24,0.013,0.008,1.625,|,0.013,0.004,3.25,|,00:08:24,0.009,NaN,NaN
|,00:08:25,0.013,0.005,2.6,|,0.012,0.003,4,|,00:08:25,0.009,NaN,NaN
|,00:08:26,0.012,0.005,2.4,|,0.012,0.001,12,|,00:08:26,0.009,NaN,NaN
|,00:08:27,0.011,0.005,2.2,|,0.013,0.001,13,|,00:08:27,0.009,NaN,NaN
|,00:08:28,0.014,0.005,2.8,|,0.012,0,Inf,|,00:08:28,0.01,NaN,NaN
|,00:08:29,0.017,0.003,5.66666666666667,|,0.012,0.002,6,|,00:08:29,0.01,NaN,NaN
|,00:08:30,0.017,0.003,5.66666666666667,|,0.012,0,Inf,|,00:08:30,0.008,NaN,NaN
|,00:08:31,0.013,0.002,6.5,|,0.014,0.001,14,|,00:08:31,0.009,NaN,NaN
|,00:08:32,0.013,0.002,6.5,|,0.015,0.001,15,|,00:08:32,0.009,NaN,NaN
|,00:08:33,0.012,0.006,2,|,0.011,0.019,0.578947368421053,|,00:08:33,0.009,NaN,NaN
|,00:08:34,0.011,0.005,2.2,|,0.011,0,Inf,|,00:08:34,0.009,NaN,NaN
|,00:08:35,0.012,0.003,4,|,0.013,0.002,6.5,|,00:08:35,0.009,NaN,NaN
|,00:08:36,0.012,0.005,2.4,|,0.013,0.001,13,|,00:08:36,0.009,NaN,NaN
|,00:08:37,0.011,0.003,3.66666666666667,|,0.01,0.004,2.5,|,00:08:37,0.008,NaN,NaN
|,00:08:38,0.011,0.003,3.66666666666667,|,0.013,0.002,6.5,|,00:08:38,0.008,NaN,NaN
|,00:08:39,0.012,0.004,3,|,0.013,0,Inf,|,00:08:39,0.009,NaN,NaN
|,00:08:40,0.012,0.004,3,|,0.013,0.01,1.3,|,00:08:40,0.01,NaN,NaN
|,00:08:41,0.012,0.004,3,|,0.013,0,Inf,|,00:08:41,0.011,NaN,NaN
|,00:08:42,0.011,0.003,3.66666666666667,|,0.011,0.006,1.83333333333333,|,00:08:42,0.012,NaN,NaN
|,00:08:43,0.011,0.003,3.66666666666667,|,0.012,0.002,6,|,00:08:43,0.012,NaN,NaN
|,00:08:44,0.012,0.003,4,|,0.012,0.002,6,|,00:08:44,0.012,NaN,NaN
|,00:08:45,0.013,0.004,3.25,|,0.013,0.003,4.33333333333333,|,00:08:45,0.009,NaN,NaN
|,00:08:46,0.015,0.004,3.75,|,0.015,0.002,7.5,|,00:08:46,0.009,NaN,NaN
|,00:08:47,0.011,0.004,2.75,|,0.014,0.001,14,|,00:08:47,0.009,NaN,NaN
|,00:08:48,0.012,0.004,3,|,0.012,0.001,12,|,00:08:48,0.01,NaN,NaN
|,00:08:49,0.012,0.005,2.4,|,0.013,0.001,13,|,00:08:49,0.011,NaN,NaN
|,00:08:50,0.012,0.004,3,|,0.012,0.002,6,|,00:08:50,0.01,NaN,NaN
|,00:08:51,0.011,0.003,3.66666666666667,|,0.012,0,Inf,|,00:08:51,0.009,NaN,NaN
|,00:08:52,0.011,0.003,3.66666666666667,|,0.012,0,Inf,|,00:08:52,0.009,NaN,NaN
|,00:08:53,0.011,0.002,5.5,|,0.012,0.003,4,|,00:08:53,0.009,NaN,NaN
|,00:08:54,0.012,0.004,3,|,0.013,0.001,13,|,00:08:54,0.008,NaN,NaN
|,00:08:55,0.013,0.005,2.6,|,0.013,0.002,6.5,|,00:08:55,0.009,NaN,NaN
|,00:08:56,0.012,0.003,4,|,0.013,0,Inf,|,00:08:56,0.008,NaN,NaN
|,00:08:57,0.012,0.004,3,|,0.013,0.003,4.33333333333333,|,00:08:57,0.009,NaN,NaN
|,00:08:58,0.012,0.006,2,|,0.012,0.001,12,|,00:08:58,0.009,NaN,NaN
|,00:08:59,0.013,0.004,3.25,|,0.013,0.002,6.5,|,00:08:59,0.01,NaN,NaN
|,00:09:00,0.013,0.003,4.33333333333333,|,0.013,0.011,1.18181818181818,|,00:09:00,0.01,NaN,NaN
|,00:09:01,0.012,0.002,6,|,0.021,0,Inf,|,00:09:01,0.009,NaN,NaN
|,00:09:02,0.013,0.003,4.33333333333333,|,0.014,0.002,7,|,00:09:02,0.009,NaN,NaN
|,00:09:03,0.014,0.003,4.66666666666667,|,0.014,0,Inf,|,00:09:03,0.009,NaN,NaN
|,00:09:04,0.013,0.002,6.5,|,0.015,0.003,5,|,00:09:04,0.008,NaN,NaN
|,00:09:05,0.012,0.003,4,|,0.014,0.006,2.33333333333333,|,00:09:05,0.008,NaN,NaN
|,00:09:06,0.012,0.004,3,|,0.013,0.001,13,|,00:09:06,0.008,NaN,NaN
|,00:09:07,0.013,0.003,4.33333333333333,|,0.013,0.005,2.6,|,00:09:07,0.008,NaN,NaN
|,00:09:08,0.013,0.003,4.33333333333333,|,0.014,0.001,14,|,00:09:08,0.01,NaN,NaN
|,00:09:09,0.012,0.004,3,|,0.014,0.001,14,|,00:09:09,0.01,NaN,NaN
|,00:09:10,0.012,0.004,3,|,0.013,0.058,0.224137931034483,|,00:09:10,0.009,NaN,NaN
|,00:09:11,0.012,0.003,4,|,0.013,0.001,13,|,00:09:11,0.008,NaN,NaN
|,00:09:12,0.012,0.003,4,|,0.013,0.002,6.5,|,00:09:12,0.011,NaN,NaN
|,00:09:13,0.014,0.003,4.66666666666667,|,0.014,0,Inf,|,00:09:13,0.01,NaN,NaN
|,00:09:14,0.015,0.003,5,|,0.014,0.015,0.933333333333333,|,00:09:14,0.008,NaN,NaN
|,00:09:15,0.011,0.003,3.66666666666667,|,0.014,0.001,14,|,00:09:15,0.009,NaN,NaN
|,00:09:16,0.012,0.003,4,|,0.015,0.003,5,|,00:09:16,0.009,NaN,NaN
|,00:09:17,0.019,0.013,1.46153846153846,|,0.017,0.002,8.5,|,00:09:17,0.009,NaN,NaN
|,00:09:18,0.022,0.003,7.33333333333333,|,0.016,0.003,5.33333333333333,|,00:09:18,0.008,NaN,NaN
|,00:09:19,0.011,0.004,2.75,|,0.015,0.014,1.07142857142857,|,00:09:19,0.009,NaN,NaN
|,00:09:20,0.013,0.004,3.25,|,0.015,0.002,7.5,|,00:09:20,0.009,NaN,NaN
|,00:09:21,0.015,0.004,3.75,|,0.014,0.001,14,|,00:09:21,0.009,NaN,NaN
|,00:09:22,0.013,0.004,3.25,|,0.016,0.001,16,|,00:09:22,0.009,NaN,NaN
|,00:09:23,0.012,0.004,3,|,0.016,0.001,16,|,00:09:23,0.008,NaN,NaN
|,00:09:24,0.012,0.005,2.4,|,0.012,0.003,4,|,00:09:24,0.008,NaN,NaN
|,00:09:25,0.015,0.003,5,|,0.013,0.005,2.6,|,00:09:25,0.009,NaN,NaN
|,00:09:26,0.012,0.004,3,|,0.014,0.001,14,|,00:09:26,0.009,NaN,NaN
|,00:09:27,0.013,0.004,3.25,|,0.014,0.002,7,|,00:09:27,0.009,NaN,NaN
|,00:09:28,0.013,0.005,2.6,|,0.014,0.002,7,|,00:09:28,0.009,NaN,NaN
|,00:09:29,0.014,0.004,3.5,|,0.015,0.003,5,|,00:09:29,0.01,NaN,NaN
|,00:09:30,0.014,0.004,3.5,|,0.014,0.003,4.66666666666667,|,00:09:30,0.01,NaN,NaN
|,00:09:31,0.012,0.005,2.4,|,0.015,0.001,15,|,00:09:31,0.009,NaN,NaN
|,00:09:32,0.013,0.005,2.6,|,0.015,0.001,15,|,00:09:32,0.009,NaN,NaN
|,00:09:33,0.012,0.005,2.4,|,0.014,0,Inf,|,00:09:33,0.01,NaN,NaN
|,00:09:34,0.013,0.005,2.6,|,0.014,0.002,7,|,00:09:34,0.012,NaN,NaN
|,00:09:35,0.012,0.004,3,|,0.016,0.002,8,|,00:09:35,0.009,NaN,NaN
|,00:09:36,0.013,0.006,2.16666666666667,|,0.015,0.001,15,|,00:09:36,0.009,NaN,NaN
|,00:09:37,0.012,0.008,1.5,|,0.015,0.02,0.75,|,00:09:37,0.009,NaN,NaN
|,00:09:38,0.012,0.005,2.4,|,0.016,0.001,16,|,00:09:38,0.009,NaN,NaN
|,00:09:39,0.012,0.003,4,|,0.014,0.003,4.66666666666667,|,00:09:39,0.009,NaN,NaN
|,00:09:40,0.012,0.005,2.4,|,0.014,0,Inf,|,00:09:40,0.008,NaN,NaN
|,00:09:41,0.013,0.006,2.16666666666667,|,0.014,0.026,0.538461538461539,|,00:09:41,0.009,NaN,NaN
|,00:09:42,0.013,0.005,2.6,|,0.013,0.002,6.5,|,00:09:42,0.008,NaN,NaN
|,00:09:43,0.013,0.003,4.33333333333333,|,0.013,0.001,13,|,00:09:43,0.009,NaN,NaN
|,00:09:44,0.011,0.009,1.22222222222222,|,0.014,0.001,14,|,00:09:44,0.009,NaN,NaN
|,00:09:45,0.012,0.015,0.8,|,0.014,0.001,14,|,00:09:45,0.009,NaN,NaN
|,00:09:46,0.014,0.005,2.8,|,0.013,0.001,13,|,00:09:46,0.009,NaN,NaN
|,00:09:47,0.016,0.003,5.33333333333333,|,0.013,0.001,13,|,00:09:47,0.009,NaN,NaN
|,00:09:48,0.015,0.004,3.75,|,0.014,0.002,7,|,00:09:48,0.008,NaN,NaN
|,00:09:49,0.014,0.005,2.8,|,0.013,0.004,3.25,|,00:09:49,0.008,NaN,NaN
|,00:09:50,0.016,0.005,3.2,|,0.013,0.001,13,|,00:09:50,0.008,NaN,NaN
|,00:09:51,0.013,0.004,3.25,|,0.014,0.001,14,|,00:09:51,0.013,NaN,NaN
|,00:09:52,0.012,0.005,2.4,|,0.014,0,Inf,|,00:09:52,0.014,NaN,NaN
|,00:09:53,0.012,0.003,4,|,0.014,0.002,7,|,00:09:53,0.009,NaN,NaN
|,00:09:54,0.013,0.003,4.33333333333333,|,0.014,0.001,14,|,00:09:54,0.009,NaN,NaN
|,00:09:55,0.012,0.002,6,|,0.015,0.003,5,|,00:09:55,0.009,NaN,NaN
|,00:09:56,0.012,0.003,4,|,0.017,0.011,1.54545454545455,|,00:09:56,0.009,NaN,NaN
|,00:09:57,0.012,0.004,3,|,0.016,0.001,16,|,00:09:57,0.009,NaN,NaN
|,00:09:58,0.012,0.003,4,|,0.014,0.001,14,|,00:09:58,0.01,NaN,NaN
|,00:09:59,0.012,0.004,3,|,0.015,0.001,15,|,00:09:59,0.009,NaN,NaN
|,00:10:00,0.012,0.005,2.4,|,0.015,0.001,15,|,00:10:00,0.009,NaN,NaN
|,00:10:01,0.013,0.004,3.25,|,0.014,0.003,4.66666666666667,|,00:10:01,0.009,NaN,NaN
|,00:10:02,0.013,0.004,3.25,|,0.014,0.003,4.66666666666667,|,00:10:02,0.009,NaN,NaN
|,00:10:03,0.012,0.003,4,|,0.014,0.001,14,|,00:10:03,0.008,NaN,NaN
|,00:10:04,0.012,0.003,4,|,0.021,0.012,1.75,|,00:10:04,0.009,NaN,NaN
|,00:10:05,0.013,0.005,2.6,|,0.023,0.005,4.6,|,00:10:05,0.009,NaN,NaN
|,00:10:06,0.011,0.003,3.66666666666667,|,0.014,0.002,7,|,00:10:06,0.009,NaN,NaN
|,00:10:07,0.012,0.002,6,|,0.014,0.002,7,|,00:10:07,0.008,NaN,NaN
|,00:10:08,0.015,0.004,3.75,|,0.014,0.001,14,|,00:10:08,0.008,NaN,NaN
|,00:10:09,0.014,0.005,2.8,|,0.017,0.001,17,|,00:10:09,0.009,NaN,NaN
|,00:10:10,0.012,0.004,3,|,0.015,0.006,2.5,|,00:10:10,0.008,NaN,NaN
|,00:10:11,0.012,0.003,4,|,0.014,0.001,14,|,00:10:11,0.009,NaN,NaN
|,00:10:12,0.012,0.004,3,|,0.013,0.002,6.5,|,00:10:12,0.01,NaN,NaN
|,00:10:13,0.017,0.004,4.25,|,0.013,0.007,1.85714285714286,|,00:10:13,0.01,NaN,NaN
|,00:10:14,0.021,0.005,4.2,|,0.014,0.002,7,|,00:10:14,0.009,NaN,NaN
|,00:10:15,0.015,0.005,3,|,0.016,0.013,1.23076923076923,|,00:10:15,0.009,NaN,NaN
|,00:10:16,0.015,0.004,3.75,|,0.015,0.004,3.75,|,00:10:16,0.009,NaN,NaN
|,00:10:17,0.014,0.004,3.5,|,0.014,0.002,7,|,00:10:17,0.009,NaN,NaN
|,00:10:18,0.012,0.003,4,|,0.013,0.002,6.5,|,00:10:18,0.009,NaN,NaN
|,00:10:19,0.013,0.005,2.6,|,0.013,0.002,6.5,|,00:10:19,0.009,NaN,NaN
|,00:10:20,0.013,0.008,1.625,|,0.014,0.001,14,|,00:10:20,0.01,NaN,NaN
|,00:10:21,0.014,0.006,2.33333333333333,|,0.015,0.001,15,|,00:10:21,0.01,NaN,NaN
|,00:10:22,0.013,0.003,4.33333333333333,|,0.014,0.006,2.33333333333333,|,00:10:22,0.008,NaN,NaN
|,00:10:23,0.011,0.004,2.75,|,0.014,0.001,14,|,00:10:23,0.009,NaN,NaN
|,00:10:24,0.014,0.002,7,|,0.013,0.004,3.25,|,00:10:24,0.01,NaN,NaN
|,00:10:25,0.015,0.003,5,|,0.012,0.003,4,|,00:10:25,0.01,NaN,NaN
|,00:10:26,0.011,0.003,3.66666666666667,|,0.013,0.123,0.105691056910569,|,00:10:26,0.009,NaN,NaN
|,00:10:27,0.013,0.004,3.25,|,0.013,0.001,13,|,00:10:27,0.008,NaN,NaN
|,00:10:28,0.013,0.003,4.33333333333333,|,0.013,0.001,13,|,00:10:28,0.009,NaN,NaN
|,00:10:29,0.012,0.004,3,|,0.015,0.003,5,|,00:10:29,0.01,NaN,NaN
|,00:10:30,0.014,0.003,4.66666666666667,|,0.015,0.001,15,|,00:10:30,0.009,NaN,NaN
|,00:10:31,0.014,0.002,7,|,0.014,0.001,14,|,00:10:31,0.009,NaN,NaN
|,00:10:32,0.013,0.005,2.6,|,0.014,0.004,3.5,|,00:10:32,0.009,NaN,NaN
|,00:10:33,0.016,0.004,4,|,0.014,0,Inf,|,00:10:33,0.009,NaN,NaN
|,00:10:34,0.015,0.003,5,|,0.014,0.003,4.66666666666667,|,00:10:34,0.009,NaN,NaN
|,00:10:35,0.013,0.003,4.33333333333333,|,0.013,0.002,6.5,|,00:10:35,0.008,NaN,NaN
|,00:10:36,0.012,0.004,3,|,0.014,0.003,4.66666666666667,|,00:10:36,0.009,NaN,NaN
|,00:10:37,0.013,0.003,4.33333333333333,|,0.015,0.004,3.75,|,00:10:37,0.01,NaN,NaN
|,00:10:38,0.013,0.004,3.25,|,0.012,0.001,12,|,00:10:38,0.009,NaN,NaN
|,00:10:39,0.011,0.003,3.66666666666667,|,0.013,0.001,13,|,00:10:39,0.009,NaN,NaN
|,00:10:40,0.011,0.004,2.75,|,0.014,0.018,0.777777777777778,|,00:10:40,0.008,NaN,NaN
|,00:10:41,0.011,0.003,3.66666666666667,|,0.013,0.002,6.5,|,00:10:41,0.008,NaN,NaN
|,00:10:42,0.012,0.003,4,|,0.013,0.001,13,|,00:10:42,0.009,NaN,NaN
|,00:10:43,0.013,0.005,2.6,|,0.014,0.002,7,|,00:10:43,0.009,NaN,NaN
|,00:10:44,0.013,0.004,3.25,|,0.015,0.001,15,|,00:10:44,0.009,NaN,NaN
|,00:10:45,0.011,0.004,2.75,|,0.014,0.001,14,|,00:10:45,0.009,NaN,NaN
|,00:10:46,0.011,0.003,3.66666666666667,|,0.013,0.012,1.08333333333333,|,00:10:46,0.01,NaN,NaN
|,00:10:47,0.012,0.004,3,|,0.015,0.001,15,|,00:10:47,0.011,NaN,NaN
|,00:10:48,0.012,0.004,3,|,0.016,0.002,8,|,00:10:48,0.01,NaN,NaN
